lipid,logFC,logCPM,LR,PValue,FDR,Length1,Length2,Title_1,Title_2,type,DOD93_F4_Female_5xFAD_cerebellum_N1_Brain_Region,DOD93_F4_Female_5xFAD_cortex,DOD93_F4_Female_5xFAD_diencephalon_N1_Brain_Region,DOD93_F4_Female_5xFAD_hippocampus_N1_Brain_Region,DOD94_F4_Female_5xFAD_cerebellum_N1_Brain_Region,DOD94_F4_Female_5xFAD_cortex,DOD94_F4_Female_5xFAD_diencephalon_N1_Brain_Region,DOD94_F4_Female_5xFAD_hippocampus_N1_Brain_Region,FAD185_M1_Male_5xFAD_cerebellum_N1_Brain_Region,FAD185_M1_Male_5xFAD_cortex,FAD185_M1_Male_5xFAD_diencephalon_N1_Brain_Region,FAD185_M1_Male_5xFAD_hippocampus_N1_Brain_Region,FAD185_M3_Male_5xFAD_cerebellum_N1_Brain_Region,FAD185_M3_Male_5xFAD_cortex,FAD185_M3_Male_5xFAD_diencephalon_N1_Brain_Region,FAD185_M3_Male_5xFAD_hippocampus_N1_Brain_Region,FAD189_M1_Male_5xFAD_cerebellum_N1_Brain_Region,FAD189_M1_Male_5xFAD_cortex,FAD189_M1_Male_5xFAD_diencephalon_N1_Brain_Region,FAD189_M1_Male_5xFAD_hippocampus_N1_Brain_Region,FAD189_M2_Male_5xFAD_cerebellum_N1_Brain_Region,FAD189_M2_Male_5xFAD_cortex,FAD189_M2_Male_5xFAD_diencephalon_N1_Brain_Region,FAD189_M2_Male_5xFAD_hippocampus_N1_Brain_Region,DOD94_F3_Female_WT_cerebellum_N1_Brain_Region,DOD94_F3_Female_WT_cortex,DOD94_F3_Female_WT_diencephalon_N1_Brain_Region,DOD94_F3_Female_WT_hippocampus_N1_Brain_Region,FAD184_F3_Female_WT_cerebellum_N1_Brain_Region,FAD184_F3_Female_WT_cortex,FAD184_F3_Female_WT_diencephalon_N1_Brain_Region,FAD184_F3_Female_WT_hippocampus_N1_Brain_Region,FAD184_F4_Female_WT_cerebellum_N1_Brain_Region,FAD184_F4_Female_WT_cortex,FAD184_F4_Female_WT_diencephalon_N1_Brain_Region,FAD184_F4_Female_WT_hippocampus_N1_Brain_Region,FAD185_M4_Male_WT_cerebellum_N1_Brain_Region,FAD185_M4_Male_WT_cortex,FAD185_M4_Male_WT_diencephalon_N1_Brain_Region,FAD185_M4_Male_WT_hippocampus_N1_Brain_Region,FAD189_M3_Male_WT_cerebellum_N1_Brain_Region,FAD189_M3_Male_WT_cortex,FAD189_M3_Male_WT_diencephalon_N1_Brain_Region,FAD189_M3_Male_WT_hippocampus_N1_Brain_Region,Blank_Blank_Blank_Blank_Blank_N1_Brain_Region
DG(33:3)_C16:1,0.07214357559468135,4.350767656858066,0.1315232764712846,0.7168578526874685,0.899786575151026,24,20,Genotype_ 5xFAD | Region_ Brain,Genotype_ WT | Region_ Brain,DAG,44703.42307662964,65934.78450012207,45219.68306350708,94005.8265991211,50021.4635848999,59940.92411804199,43866.42310714722,48009.88349533081,94732.98695373537,99377.8472290039,73528.82499694824,98115.127197265625,94719.34686279295,85205.40618896484,41029.02318572998,67176.14498901367,44311.163120269775,48496.50312042236,65799.18481063843,77647.54527282715,44147.58308029175,176076.4526977539,102167.46676635742,66151.24495697021,74430.32527160645,59726.10437011719,41572.5827293396,38776.64278411865,42483.28318405152,36787.942527771,40362.04277801514,46297.883487701416,37416.7025680542,40263.322772979736,52125.54417037964,56895.10392761231,74612.88577270508,73344.9250793457,75497.38568115234,44197.46313858032,45344.223152160645,47430.64319229126,84933.68600463867,38948.84272384644,52907.083984375
[TG(48:8)|TG(47:1)]_FA14:0,0.07188850312519247,5.192861747318379,0.13060048355396248,0.7178102477417403,0.9005901130505146,24,20,Genotype_ 5xFAD | Region_ Brain,Genotype_ WT | Region_ Brain,TAG,76975.84487915039,76821.62530517578,57567.44409179688,89266.04510498047,99674.1671142578,101901.92724609376,72248.46490478516,59761.22442626953,136553.54962158203,149150.1694946289,179392.2735595703,162378.2703857422,293738.38513183594,112359.40808105467,192267.8930053711,134626.1287841797,138706.8910522461,254021.17999267575,131158.8705444336,124476.86987304688,114459.56811523438,178056.95349121094,174427.6527709961,167335.07299804688,73381.04583740234,87097.10607910156,78714.9255065918,66652.28466796875,69971.88555908203,65108.36486816406,59325.783752441406,98991.6869506836,280017.739440918,80768.205810546875,121626.2671508789,63467.1044921875,84674.686279296875,90499.58605957033,72155.96514892578,75845.126220703125,87325.8265991211,122928.0892944336,204736.11181640625,80003.6058959961,42736.063415527344
DG(42:1)_C16:1,-0.07161372633462039,5.3437732402743645,0.12999569501880615,0.718436502503154,0.9010045923072917,24,20,Genotype_ 5xFAD | Region_ Brain,Genotype_ WT | Region_ Brain,DAG,84867.86577606201,157912.03090667725,78131.90535736084,166670.3123779297,101096.56660079956,153942.43181991577,84460.82614898682,89568.68607711792,167044.3310585022,221250.93676757807,175114.97201538086,184497.45379638672,203657.8536376953,151230.42956924438,78354.3256187439,142460.11069869995,76138.64539718628,96321.4467163086,124655.2689743042,136011.5287513733,79053.92515945435,235882.03802490237,176535.171875,132933.68807983398,135357.68983078003,163610.711479187,84817.06568527222,76791.26551055908,79013.40594100952,84684.48584365845,78397.88568878174,77885.18520736694,78531.70523071289,80008.32550048828,73426.84554290771,110981.56771850586,169008.7730102539,184404.99295043945,178199.65234375,89999.08601379395,84453.58666229248,87434.22617340088,250212.0181274414,83179.76596069336,80552.10568237305
LPS(P-16:0),-0.07124845393345358,5.167541286095535,0.1286712293938308,0.7198137514680533,0.9023601783533233,24,20,Genotype_ 5xFAD | Region_ Brain,Genotype_ WT | Region_ Brain,PS,156722.87127685547,157155.1707763672,77969.30480957031,120201.30883789063,134806.6688232422,91785.3663330078,97902.3471069336,79687.92547607422,137184.5308227539,108057.8471069336,138104.57012939453,133997.16790771484,122186.18927001952,111222.14715576172,58887.02431869507,138202.29022216797,102798.88696289063,89102.72650146484,97767.94677734376,106806.04779052734,110465.1278076172,136648.24975585938,171829.15307617188,125239.52893066406,111897.18811035156,127562.1885986328,97917.80651855467,131888.21063232422,99263.46691894533,62278.084800720215,79810.86529541016,101905.9066772461,95722.70568847656,90637.02587890624,102519.36670684814,78954.8656616211,89122.68713378906,88437.92694091797,84259.70587158203,87563.62579345703,89502.926513671875,112949.88854980467,103203.16705322266,72566.80497741699,112676.24792480467
[TG(50:7)|TG(49:0)]_FA18:3,0.07102572217645767,5.01632211915642,0.12748631705665048,0.721052682190403,0.9035413239793322,24,20,Genotype_ 5xFAD | Region_ Brain,Genotype_ WT | Region_ Brain,TAG,84392.66607666016,80749.70541381836,78584.28622436523,82451.50668334961,91786.02673339844,73138.38516235352,72045.54501342773,62720.26382446289,111268.74822998048,118455.28894042967,115401.36770629884,102562.46630859376,155512.5111694336,209644.1343383789,115659.08880615234,105769.06707763672,200236.39556884769,207686.95556640625,116370.1284790039,105103.48828125,168575.01135253906,206796.6925048828,109946.90789794922,111589.5871887207,75951.865478515625,69409.52450561523,75735.82513427734,64188.924072265625,73435.42489624023,81248.20495605469,66447.92443847656,83853.36462402344,81406.02603149414,81809.78555297852,83639.54739379883,87274.32669067383,98168.76721191406,167574.3311767578,76433.80499267578,76893.38513183594,74578.56481933594,133301.4692993164,94998.94647216795,78175.0855102539,31936.082153320313
SM(d16:1/24:1),-0.07069726480504075,3.765408276839167,0.12667801007256685,0.7219015677667442,0.9042329386465389,24,20,Genotype_ 5xFAD | Region_ Brain,Genotype_ WT | Region_ Brain,SM,36580.64273071289,53391.7431640625,27554.04183959961,30225.20230102539,36591.88275146485,33934.68215942383,37120.32238769531,32167.00204467773,43762.50323486328,63563.224609375,46028.28350830078,39693.74313354492,54867.60394287109,58096.16400146485,47992.463928222656,66338.54443359375,59227.704650878906,80604.926513671875,54611.36364746094,53934.62353515625,39804.0228881836,53369.16354370117,41570.1630859375,36836.082580566406,45964.72344970703,35150.342529296875,48465.54330444336,28159.442108154297,30316.182189941406,40630.782653808594,39937.04333496094,38843.20251464844,43975.283447265625,42641.32275390625,37104.66284179688,29551.70205688477,36281.222747802734,42954.38360595703,36910.48303222656,32184.742095947266,37596.82241821289,32118.942321777344,39846.00302124024,26519.861602783203,20489.86141967773
DG(29:1)_C16:1,0.07056930712825894,4.610406766482547,0.1258522340649506,0.7227719562471149,0.9049509073899938,24,20,Genotype_ 5xFAD | Region_ Brain,Genotype_ WT | Region_ Brain,DAG,50283.36329650879,97078.28643798828,50531.90378570557,102906.9274597168,58661.02449417114,69398.56479263306,52874.50390625,51808.70375061035,116452.76904296876,116194.6692199707,106348.8278503418,128722.20907592772,123903.32904052734,96447.52716064452,50148.52318572998,83207.78608703613,51143.64318084717,58944.40424346924,67585.92458724976,96762.96691131592,48112.54346847534,190783.0124206543,107994.7073059082,91841.2461090088,76922.68528747559,84785.02624511719,48130.60336685181,48017.40333938599,44981.523025512695,44404.32332229614,51278.08405303955,51109.303745269775,46998.70347595215,48696.043449401855,52173.203704833984,66117.4248123169,95404.66665649414,95391.00662231444,85386.34606933594,49725.28350067139,44912.22298049927,54423.403842926025,121861.22802734376,51799.60368347168,66462.46450805664
[TG(46:1)]_FA18:0,0.07030946180031487,5.421426091865702,0.12493161622933258,0.7237461087510634,0.9057981509029955,24,20,Genotype_ 5xFAD | Region_ Brain,Genotype_ WT | Region_ Brain,TAG,100764.54663085938,99927.3465576172,76683.6255493164,98116.50744628906,130442.5693359375,98026.406982421875,98776.24645996094,79848.32568359375,155117.2520751953,157382.5908203125,155381.97119140625,130131.10876464844,235875.07763671875,244509.693359375,186157.3564453125,137023.37048339844,302382.40185546875,376770.9461669922,165622.75073242188,138285.70971679688,189399.19458007807,168153.21032714844,162662.5897216797,152261.03161621094,95090.4071044922,86851.785400390625,111132.14819335938,77009.26513671875,84547.04553222656,95377.5069580078,79688.38586425781,103338.56799316406,193570.59448242188,108810.28735351563,115092.32824707033,84553.00616455078,148354.43103027344,214556.47595214844,84744.66589355469,96209.78698730467,106263.94787597656,149801.31072998047,158444.49279785156,100035.76635742188,57026.864685058594
[TG(48:8)|TG(47:1)]_FA22:5,-0.07001705503041174,4.7914312254589,0.12425779847359308,0.7244616715506396,0.9063211955101468,24,20,Genotype_ 5xFAD | Region_ Brain,Genotype_ WT | Region_ Brain,TAG,77359.465576171875,74460.74572753906,71913.52597045898,81203.40609741211,88419.7663269043,75005.76522827148,77921.82569885254,69233.74450683594,95832.72567749023,104802.22689819336,91039.44665527344,89239.12623596191,106734.66809082033,104170.94686889648,85564.2857055664,116939.6690673828,79373.305908203125,119392.02890014648,116652.3684387207,117716.84843444824,91412.50772094728,143521.24951171875,105724.2075805664,92733.16555786131,92300.28582763672,49644.96371459961,52378.24385070801,72548.02526855469,72344.06478881836,96041.7677154541,66812.10456848145,104246.64697265624,62681.0647277832,65313.804779052734,69387.68496704102,65603.06497192383,76367.94677734375,71196.44445800781,77126.24572753906,66325.60501098633,81462.2861328125,78656.545654296875,98784.12786865234,101941.34729003906,33437.70259094238
[TG(39:1)]_FA16:1,-0.06969693198408393,5.081405139208018,0.12312470780682361,0.7256698949926114,0.9063628097126287,24,20,Genotype_ 5xFAD | Region_ Brain,Genotype_ WT | Region_ Brain,TAG,87782.32580566406,80657.28527832031,84774.72619628906,96649.28662109376,93178.50646972656,81661.30529785156,88440.146240234375,78587.725341796875,118501.16796875,139736.6505126953,148413.3897705078,124748.00903320313,136869.18920898438,119146.72839355467,128691.90979003906,128909.8486328125,111148.24670410156,125644.72912597656,117439.64868164063,119818.64892578124,128227.56823730467,173473.71264648438,124974.72827148438,138421.0087890625,83351.56640625,73887.885009765625,79570.4853515625,72082.84503173828,77768.80615234375,87220.0659790039,82378.58630371094,110338.10888671876,122957.22839355467,89392.14611816406,100589.68713378906,85152.98547363281,86700.626220703125,98672.3074951172,92239.8875732422,86196.2255859375,90620.46667480467,120618.90942382813,119570.98828125,98527.127685546875,62350.10430908203
[TG(44:2)]_FA18:2,0.06969331767972066,5.752317366600511,0.12275419761070339,0.7260663270469574,0.9063628097126287,24,20,Genotype_ 5xFAD | Region_ Brain,Genotype_ WT | Region_ Brain,TAG,132024.16845703125,137666.84936523438,112969.80798339844,137841.7911376953,146483.36975097656,118205.36791992188,133492.70874023438,115636.08764648438,215837.87524414065,245975.09997558597,250920.65625,200621.9132080078,221335.35485839844,227299.63671875,208099.47338867188,189103.5147705078,241276.2170410156,293015.8803710937,210296.27392578125,205982.73559570313,251259.958984375,258593.31884765625,230477.47778320313,226019.5139160156,116580.96875,119346.3077392578,148500.4296875,103804.08740234376,111035.0078125,111193.28771972656,119468.80883789063,146820.81005859375,201806.8956298828,140520.89038085938,164859.09106445313,119353.22924804688,139152.18994140625,156863.51171875,125488.28894042967,127835.00927734376,150370.89025878906,186571.91357421875,200202.03356933597,134171.8299560547,92367.046875
[TG(45:4)]_FA18:0,-0.06958809203914561,4.035820476826883,0.12273433600216777,0.7260875971844465,0.9063628097126287,24,20,Genotype_ 5xFAD | Region_ Brain,Genotype_ WT | Region_ Brain,TAG,42393.903259277344,42239.60275268555,30003.102111816406,48382.36331176758,39624.82272338867,38349.142578125,42795.54315185547,39262.063049316406,69148.76412963867,62722.14514160156,57772.46420288086,51266.20278930664,51627.40353393555,56494.48419189453,48693.34381103516,58550.38391113281,49972.14321899414,63642.224609375,53064.62326049805,64545.06343078613,62891.30453491211,174991.33270263672,64017.744384765625,61020.92495727539,40402.84289550781,40785.48260498047,41606.48278808594,38605.90267944336,43387.602630615234,38554.36285400391,40213.96319580078,45211.70358276367,39111.44274902344,43761.203216552734,43291.24264526367,37844.38284301758,40781.68322753906,40065.50308227539,42680.88330078125,41723.16256713867,45179.922943115234,111755.58792114258,52721.62390136719,43649.82321166992,22786.34161376953
[TG(59:11)|TG(58:4)]_FA14:0,-0.06990891092499349,3.516325353324945,0.1238639663758363,0.7248809131914637,0.9063628097126287,24,20,Genotype_ 5xFAD | Region_ Brain,Genotype_ WT | Region_ Brain,TAG,26025.601974487305,28778.162322998047,22739.14163208008,32409.582458496097,30503.781936645508,29799.10220336914,28661.10220336914,25762.4020690918,42801.64315795898,47651.7639465332,47441.96353149414,46066.70364379883,44600.32354736328,42465.26295471192,39296.342681884766,45898.26254272461,42747.262786865234,44602.94342041016,43292.00308227539,43637.10336303711,42734.66311645508,52465.02380371094,43329.44354248047,45617.96298217773,30983.602264404297,34052.362060546875,25564.041885375977,28008.14192199707,28460.64205932617,28437.081970214844,29077.942001342773,32826.06234741211,31253.74237060547,26340.38174438477,34568.762451171875,28307.80195617676,30504.46208190918,38280.84240722656,30585.462295532227,29256.34205627441,27562.96203613281,39286.98262023926,41181.52307128906,28949.38201904297,24124.301864624023
[TG(66:13)|TG(65:6)]_FA22:6,-0.06976226852887712,4.861927256896913,0.12335490567707552,0.7254239291898311,0.9063628097126287,24,20,Genotype_ 5xFAD | Region_ Brain,Genotype_ WT | Region_ Brain,TAG,81139.00622558594,66857.9849395752,101157.78746414185,84124.26695251465,89256.40704345703,84344.20538330078,78767.86524963379,66400.58480072021,95746.64657592772,127761.66954040527,91811.68599700928,112169.3677368164,108984.06767272948,122783.94975280762,77244.96556091309,99162.22664642334,71605.0255355835,126835.78825378418,136054.48957443237,109515.84739303587,95500.46696472168,157736.73049926758,110235.4879837036,95079.56629180908,87044.46561813354,59694.32406616211,49679.523361206055,68517.52478790283,70636.64443969727,152926.23106384277,71035.90476989746,111262.34817504884,55370.96401977539,75106.22531890869,51461.463764190674,63729.06458282471,66889.60415649414,99713.78649902344,82907.42569732666,56710.70407104492,72018.6445274353,130669.30911254884,90889.10668182372,99148.3060913086,29312.141998291016
[TG(66:5)]_FA18:3,0.06963986259086616,3.653333194424022,0.12255394256040475,0.7262808721506778,0.9063628097126287,24,20,Genotype_ 5xFAD | Region_ Brain,Genotype_ WT | Region_ Brain,TAG,41043.422912597656,42625.50296783447,25026.381858825684,34826.70204925537,43130.10313796997,27987.662017822266,28624.882209777832,25956.501808166504,47470.08361816406,51889.18368148804,53117.28377532959,41471.26316452026,52697.823570251465,53274.5234336853,42072.64315032959,45288.52365112305,44511.183250427246,54570.84384918213,37273.5825920105,46936.50326919556,50072.063358306885,58467.124435424805,67619.26420593262,46054.74346923828,29836.44214248657,32369.76236724853,30019.0020904541,33261.382179260254,27368.54181289673,27292.122032165527,25370.66177368164,29797.822143554688,40388.66286849976,32857.962310791016,35185.14262390137,27884.3420753479,33861.44206619263,35578.02262878418,29503.562141418457,30773.60214614868,32353.88217163086,41842.14255905152,37512.00272369385,27141.341846466064,39732.24285507202
[TG(48:6)]_FA22:6,0.06950192275469957,5.512174414466889,0.12208079382412507,0.7267885673161598,0.9066248207610433,24,20,Genotype_ 5xFAD | Region_ Brain,Genotype_ WT | Region_ Brain,TAG,120077.58868408205,102961.6475830078,122311.36791992188,121643.02880859376,127411.0073852539,101056.8676147461,123420.2081298828,102180.42810058594,191592.7320556641,220307.6544189453,182200.0736694336,167529.59051513672,169976.93194580078,251489.1344604492,146183.1908569336,160934.07208251953,141960.68994140625,206411.8928222656,233267.19885253903,203910.2751464844,204835.3753662109,206530.2740478516,193920.95361328125,171316.13244628906,129369.86895751952,88421.28662109375,84460.02624511719,108746.60748291016,96186.02667236328,120852.1890258789,98913.12692260742,144510.15020751953,108064.50756835938,125932.28833007813,98259.40673828124,101705.62731933594,113221.80889892578,109220.16693115234,120892.64892578124,110261.40771484376,151003.0903930664,150696.6312866211,145837.02935791016,176017.81329345703,59236.50411987305
[TG(62:14)|TG(61:7)|TG(60:0)]_FA22:5,-0.06912589255841176,5.627895825684711,0.12111598855267403,0.7278272478481477,0.9075487181398892,24,20,Genotype_ 5xFAD | Region_ Brain,Genotype_ WT | Region_ Brain,TAG,115708.30731201172,136730.03051757813,171392.7520751953,116387.20849609376,136603.5089111328,175227.25146484375,119974.66864013672,95569.08599853516,169461.21228027344,287299.2395019531,143609.4691772461,145530.88995361328,169176.77124023438,274572.9782104492,210722.4150390625,144203.49029541016,140256.46856689453,278741.12060546875,204155.29586791992,155455.57202148438,169691.1531982422,170824.21096801758,214141.37463378903,162770.23223876953,113778.38818359376,97252.50677490234,80857.44580078125,91360.0264892578,113385.66833496094,412294.3469238281,93674.1665649414,125175.34924316406,87056.56619262695,120260.10919189452,90821.486328125,90250.72619628906,96303.20608520508,326046.7615966797,112080.82879638672,85602.486083984375,115036.26824951172,267016.85803222656,132956.88983154297,142594.51007080078,43021.0029296875
[TG(46:3)]_FA18:0,0.06904120159805363,4.049409756265564,0.12046130907859975,0.7285347002738538,0.9080590103699897,24,20,Genotype_ 5xFAD | Region_ Brain,Genotype_ WT | Region_ Brain,TAG,50655.00357055664,59863.60446166992,34670.3625793457,49588.68359375,53746.34378051758,36644.34243774414,38411.30316162109,35137.56216430664,60891.02392578125,62905.80484008789,59672.5837097168,50662.083251953125,62405.524017333984,67624.02502441406,59572.76449584961,60873.32415771485,68058.76460266113,88976.16647338867,56426.363861083984,59771.544189453125,58929.1042175293,75918.40579223633,84998.16552734375,58263.60409545898,49042.463134765625,45558.763092041016,37937.82238769531,45837.1028137207,36389.28244018555,34516.20230102539,39440.78271484375,41658.42282104492,40527.42297363281,41132.182876586914,45341.922912597656,35879.362731933594,40635.86260986328,53901.8034362793,34795.58242797852,36145.742614746094,36989.4826965332,53547.7239074707,52508.92398071289,38485.1227722168,54855.98419189453
[TG(45:3)]_FA14:0,-0.06884374695578316,3.7857350665151066,0.12011876222722861,0.7289057180252497,0.9081497182434065,24,20,Genotype_ 5xFAD | Region_ Brain,Genotype_ WT | Region_ Brain,TAG,33363.70249938965,33832.32260131836,38728.72265625,36942.36251831055,35381.022216796875,39848.3424987793,32636.30221557617,31825.56216430664,47922.16323852539,53255.70388793945,57310.54382324219,53261.28384399414,51628.16326904297,44277.503326416016,43152.00262451172,49194.34411621094,43202.443267822266,51140.383361816406,58180.204040527344,52500.00421142578,48619.56323242188,96673.88760375977,49806.66369628906,50236.74334716797,34754.242431640625,29405.862243652344,32709.02249145508,34273.46252441406,35317.54232788086,34335.802642822266,32455.102478027344,40502.8828125,40736.58285522461,37670.26290893555,36852.32235717773,35449.82257080078,34884.72235107422,40266.38269042969,41557.46276855469,33833.582458496094,35037.52258300781,64484.42419433594,46408.16369628906,37537.0625,24389.421661376957
[TG(60:14)|TG(59:7)|TG(58:0)]_FA18:2,0.06835545226133388,4.173378795373368,0.11808342399127247,0.7311225389223363,0.9084589656783281,24,20,Genotype_ 5xFAD | Region_ Brain,Genotype_ WT | Region_ Brain,TAG,46106.603088378906,49485.4836730957,38471.523040771484,49725.88320922852,50798.12353515625,43141.4430847168,46954.482971191406,41574.742614746094,71772.32470703125,70097.54495239258,86145.66690063477,66457.504638671875,64406.80401611328,83010.52633666992,73711.78500366211,62341.52438354492,76757.28555297852,80769.80575561523,70588.944580078125,65916.06460571289,86779.64608764648,79583.32615661621,94611.38626098631,67307.4641418457,39417.84295654297,40030.00289916992,47110.36389160156,41036.64306640625,44635.44338989258,43766.10290527344,38586.482421875,46907.48303222656,49576.263427734375,43707.103271484375,53995.96417236328,39766.48291015625,46462.10287475586,62206.14453125,44866.7629699707,47756.12356567383,48719.66311645508,61927.4440612793,57452.30392456055,44894.80310058594,28425.44207763672
[TG(62:16)|TG(61:9)|TG(60:2)]_FA18:3,0.06824398283685498,4.61782419743634,0.11770169040801193,0.7315406843491824,0.9084589656783281,24,20,Genotype_ 5xFAD | Region_ Brain,Genotype_ WT | Region_ Brain,TAG,57753.26416015625,62598.704010009766,48632.00341796875,67473.86474609375,62495.76495361328,55446.644134521484,63035.404052734375,53102.403747558594,103916.4067993164,105659.68701171876,120098.7084350586,104436.06762695313,106741.14837646484,99037.18688964844,96956.62728881836,104825.7876586914,87188.16677856445,99252.567626953125,82942.32586669922,95364.88665771484,96838.6470336914,143565.6703491211,115766.92846679688,111968.56884765624,61309.38424682617,57651.90403747559,56303.66375732422,56890.02355957031,54242.7639465332,50836.903564453125,53608.20385742188,70307.44485473633,76825.92529296875,62977.34451293945,76506.3657836914,55200.50396728516,57224.10354614258,69463.9248046875,61913.26449584961,60921.90423583984,64497.38470458984,97690.80728149414,87569.70596313477,57261.3840637207,36009.72232055664
[TG(63:11)|TG(62:4)]_FA18:1,-0.06825385816378522,3.6466073341796243,0.11806645471945387,0.7311411107549006,0.9084589656783281,24,20,Genotype_ 5xFAD | Region_ Brain,Genotype_ WT | Region_ Brain,TAG,36930.22286987305,36022.98246765137,26619.1219329834,36568.34274291992,35004.36250305176,30515.46221923828,33228.50241088867,30148.942138671875,45229.863021850586,46387.963523864746,44700.18325805664,40657.82278442383,47322.24337768555,60315.14407348633,44509.40344238281,42729.82293701172,51492.6432800293,56721.96347045898,39632.7028503418,42748.66271972656,48874.382904052734,57965.70330810547,52367.60382080078,41007.10287475586,34331.88229370117,32642.602584838867,32141.742218017574,32581.12225341797,28807.761962890625,29602.762237548828,27974.541748046875,35498.382568359375,39393.8828125,31939.78239440918,32766.2223815918,28456.76197814941,39486.92272949219,45088.10305786133,36027.502868652344,32296.46224975586,31255.20233154297,47014.203552246094,40399.36247253418,29632.54211425781,24428.621826171875
[TG(64:15)|TG(63:8)|TG(62:1)]_FA18:3,-0.06816665443626661,4.00314663683761,0.11776817101316084,0.7314678080092599,0.9084589656783281,24,20,Genotype_ 5xFAD | Region_ Brain,Genotype_ WT | Region_ Brain,TAG,36704.40267944336,41397.94299316406,32983.98239135742,43310.58332824707,40873.0227355957,36137.22219848633,38650.72286987305,36916.8427734375,56800.383880615234,62585.984466552734,64987.78448486328,54598.70385742188,56949.70431518555,60578.204010009766,51510.783203125,56334.76362609863,53559.48388671875,58726.42434692383,55071.64416503906,58822.86428833008,60216.844177246094,155397.36920166016,63407.22479248047,63893.60452270508,39849.92282104492,36246.7024230957,38520.54266357422,39855.26286315918,37093.10272216797,41328.30303955078,33826.16231536865,41377.48251342773,39721.56272888184,44891.10307312012,44866.903381347656,40383.962890625,37378.22268676758,41297.10269165039,42332.14260864258,38244.702880859375,43287.70358276367,110747.8285522461,59540.683685302734,40084.42297363281,26155.74174499512
[TG(64:16)|TG(63:9)|TG(62:2)]_FA18:3,-0.06863377154800708,3.7524956645232512,0.11938639314982424,0.7297009507404342,0.9084589656783281,24,20,Genotype_ 5xFAD | Region_ Brain,Genotype_ WT | Region_ Brain,TAG,37902.04284667969,37231.56283569336,29033.782165527344,38062.32293701172,34685.58255004883,32524.822235107426,37133.40246582031,32754.202362060547,49293.803283691406,53645.08395385742,57248.62396240234,47629.00331878662,49557.98348999024,49950.44320678711,47121.38325500488,50907.64324951172,47119.64273071289,48896.46353149414,41213.28308105469,51450.483795166016,49045.62387084961,67040.00430297852,61428.20477294922,56922.82339477539,36523.70281982422,31127.402130126957,34300.522216796875,29947.10206604004,33561.52233886719,32289.022521972656,30721.56234741211,37765.26274108887,42401.243103027344,38944.12271118164,36968.54284667969,36419.162658691406,36010.5625,37959.8424987793,34210.20251464844,37452.44241333008,38011.942626953125,52146.323638916016,51124.64364624024,33122.482177734375,22049.201538085938
[TG(66:16)|TG(65:9)|TG(64:2)]_FA18:3,-0.06850475076785943,3.6314136775978603,0.11893645077189419,0.7301908691535456,0.9084589656783281,24,20,Genotype_ 5xFAD | Region_ Brain,Genotype_ WT | Region_ Brain,TAG,33959.08239746094,33249.64245605469,25615.861709594727,36789.582611083984,32449.12223815918,30157.26210784912,32271.122619628903,27495.22183227539,46696.0637512207,48935.42346191406,46055.08317565918,47150.26306152344,42037.40295410156,47728.203674316406,38179.42239379883,47297.26322937012,42478.043060302734,47945.40344238281,40666.6227722168,52776.86367797852,44646.48352050781,77988.505859375,53675.723571777344,43948.44288635254,30647.442169189453,29225.36212158203,31421.96238708496,33190.542541503906,30246.82208251953,32662.282623291016,26161.88180541992,35385.182540893555,35422.562438964844,34061.60221862793,32915.80212402344,33121.62243652344,30678.20223999023,36684.84242248535,33710.42218017578,31268.38220214844,35221.52261352539,56155.403564453125,41769.14315795898,29501.401947021484,23113.341674804688
[TG(66:17)|TG(65:10)|TG(64:3)]_FA18:1,0.06866386400615286,3.537908052423567,0.11914464700278415,0.7299640466254471,0.9084589656783281,24,20,Genotype_ 5xFAD | Region_ Brain,Genotype_ WT | Region_ Brain,TAG,36197.76234436035,30295.402145385742,19570.86141967773,29848.40190124512,37773.70263671875,27280.40185546875,25969.40193176269,28094.941970825195,49443.36334228516,47399.303283691406,53814.96424865723,36349.622299194336,48625.24353027344,66767.82441711426,50159.6838684082,42268.00288391113,46121.02363586426,51891.20330810547,37997.88296508789,37431.24234008789,50063.74374389648,51824.92343139648,51824.1037902832,41808.083084106445,27002.44180297852,31813.662384033203,31617.00218200684,25760.34181213379,24151.041595458984,26448.66159057617,21028.121452331543,29903.46221923828,36256.86264038086,28185.52210998535,33270.42234802246,23892.681686401367,32453.44256591797,41651.28305053711,29269.142196655277,28659.301986694336,26502.561798095703,41604.66287231445,40993.66253662109,22558.961624145508,28256.382217407227
