Lipid,Class,DOD100-M2-5xFAD-cerebellum10x_01202023,DOD100-M2-5xFAD-cortex10x_01202023,DOD100-M2-5xFAD-diencephalon10x_01202023,DOD100-M2-5xFAD-hippo10x_01202023,DOD100-M3-5xFAD-cerebellum10x_01202023,DOD100-M3-5xFAD-diencephalon10x_01202023,DOD100-M3-5xFAD-hippo10x_01202023,DOD99-M1-5xFAD-cerebellum10x_01202023,DOD99-M1-5xFAD-cortex10x_01202023,DOD99-M1-5xFAD-diencephalon10x_01202023,DOD99-M1-5xFAD-hippo10x_01202023,M1FAD173-5xFAD-Cerebellum10x_01182023,M1FAD173-5xFAD-Cortex10x_01182023,M1FAD173-5xFAD-Diencephalon10x_01182023,M1FAD173-5xFAD-Hippo10x_01182023,M2FAD173-5xFAD-Cerebellum10x_01192023,M2FAD173-5xFAD-Cortex10x_01192023,M2FAD173-5xFAD-Diencephalon10x_01192023,M2FAD173-5xFAD-Hippo10x_01192023,DOD100-M1-WT-cerebellum10x_01202023,DOD100-M1-WT-cortex10x_01202023,DOD100-M1-WT-diencephalon10x_01202023,DOD100-M1-WT-hippo10x_01202023,DOD99-M2-WT-cerebellum10x_01202023,DOD99-M2-WT-cortex10x_01202023,DOD99-M2-WT-diencephalon10x_01202023,DOD99-M2-WT-hippo10x_01202023,M5FAD173-WT-Cerebellum10x_01192023,M5FAD173-WT-Cortex10x_01192023,M5FAD173-WT-Diencephalon10x_01192023,M5FAD173-WT-Hippo10x_01192023,10xBlank_01202023,Title1,Title2,Title,length1,length2,Blank_name
PG (30:1),PG,46228.08319091797,56729.98385620117,52076.263427734375,18835.421421051025,50207.363708496094,56070.34362792969,55197.92404174805,49116.48348999024,48126.76364135742,50230.44332885742,13778.760929107666,53297.48388671875,55123.92353820801,41905.222747802734,44006.68325805664,46483.56311035156,45026.88320922852,41835.14291381836,44039.84292602539,48364.64367675781,51745.68344116211,47028.32333374024,49401.823822021484,54285.8440246582,51292.80355834961,44048.48304748535,49008.4631652832,45376.46318054199,49604.723541259766,53536.66427612305,46228.523529052734,40275.58282470703,Genotype: 5xFAD,Genotype: WT,Genotype: 5xFAD vs Genotype: WT,19,12,10xBlank_01202023
PG (30:2),PG,51480.12414550781,67671.5845336914,63196.82540893555,23800.501441955566,62598.704345703125,57632.56311035156,65149.54425048828,53713.90365600586,55108.96371459961,56427.523529052734,14760.300914764404,51204.84362792969,52014.78283691406,40607.88272094727,44766.80288696289,49842.36343383789,42471.76290893555,41277.02262878418,46555.50321960449,61294.60485839844,52254.52365112305,51810.54397583008,64363.50451660156,62893.364318847656,57778.74432373047,51573.5231628418,56127.28399658203,45769.882972717285,51340.64407348633,56091.14419555664,44488.90295410156,52244.96357727051,Genotype: 5xFAD,Genotype: WT,Genotype: 5xFAD vs Genotype: WT,19,12,10xBlank_01202023
PG (30:3),PG,55691.003997802734,80264.76602172852,62836.44418334961,29765.922412872314,64203.2643737793,65559.02520751953,76447.86486816406,62669.04425048828,49391.28369140625,58737.66400146485,16092.001083374023,62597.90441894531,64444.065200805664,45472.78323364258,68295.22457885742,69497.82489013672,61979.42498779297,54388.44338989258,62917.48434448242,71195.38423156738,70875.1044921875,47844.06344604492,59998.4841003418,71759.74517822266,62135.58456420898,62687.1442565918,63794.364349365234,62228.52453613281,70677.96459960938,84933.68667602539,64720.704010009766,53280.26364135742,Genotype: 5xFAD,Genotype: WT,Genotype: 5xFAD vs Genotype: WT,19,12,10xBlank_01202023
PG (30:4),PG,43341.64266967773,55495.7236328125,47431.04391479492,22770.88174438477,45848.48359680176,51552.94409179688,54187.56381225586,53546.64407348633,43390.92321777344,45182.62298583984,14433.560955047607,36875.42224121094,44866.08331298828,35421.26232910156,37764.0827331543,44927.84313964844,44173.02355957031,44195.46307373047,43492.10328674317,49965.16354370117,49336.36349487305,44217.262298583984,59331.84396362305,50746.96298217773,50233.30279541016,44229.78329467773,50432.0237121582,40654.42274475098,40374.5828704834,48141.243591308594,40884.00305175781,45092.143463134766,Genotype: 5xFAD,Genotype: WT,Genotype: 5xFAD vs Genotype: WT,19,12,10xBlank_01202023
PG (32:0),PG,88329.78643798828,110267.2474975586,102661.30920410156,39577.30274963379,122554.82775878906,122131.96990966795,115070.44732666016,102579.40692138672,94173.0069580078,90913.38623046876,21391.061458587646,91533.7668762207,120860.2699584961,78924.9262084961,87876.62707519531,97248.56732177734,103335.9873046875,97710.2476196289,111980.74896240234,102743.06762695312,99233.5284423828,86060.94647216797,105049.3271484375,115370.12881469728,101251.18731689452,93189.24645996094,102445.0464477539,90067.28607177734,100266.4672241211,120055.34701538086,94419.22625732422,68149.18524169922,Genotype: 5xFAD,Genotype: WT,Genotype: 5xFAD vs Genotype: WT,19,12,10xBlank_01202023
PG (32:1),PG,60875.10397338867,74876.6849822998,68470.18572998047,25372.121620178223,89526.92501831055,75817.4644165039,74694.26599121094,61745.70471191406,61783.06478881836,76655.34420776367,14159.2610206604,72604.1851196289,95037.5283203125,68881.66543579102,74797.98553466797,66577.74447631836,66439.16555786133,59248.243103027344,57182.02453613281,75246.42495727539,78819.50534057617,61925.564453125,56930.56408691406,82812.26593017578,70659.54550170898,72009.84506225586,66845.34552001953,57021.724517822266,77277.00698852539,65136.56423950195,66885.94525146484,39920.783111572266,Genotype: 5xFAD,Genotype: WT,Genotype: 5xFAD vs Genotype: WT,19,12,10xBlank_01202023
PG (32:2),PG,290263.1195678711,421410.26861572266,392078.5076293945,119164.9298248291,214071.3755493164,398096.9477539063,413328.4332275391,300619.52032470703,265542.6328735352,512530.8069458008,26959.901775360107,467779.1986694336,625595.9060668945,582529.606628418,605861.0270385742,356453.3839111328,428424.1611328125,395898.5482788086,246204.4418334961,443466.1301269531,589981.5108642578,387149.0864257813,291345.9454345703,484116.0390625,415399.5427246094,461732.9279785156,391304.74865722656,301770.5174560547,541513.5987548828,209519.27392578125,458612.2399902344,62236.564208984375,Genotype: 5xFAD,Genotype: WT,Genotype: 5xFAD vs Genotype: WT,19,12,10xBlank_01202023
PG (32:3),PG,58469.60363769531,72947.80572509766,63209.6640625,23466.88167572021,67446.24404907227,65859.7043762207,73803.7056274414,62079.42449951172,57634.34423828125,58968.36376953125,15343.681079864502,57970.223724365234,61466.68438720703,49142.40414428711,54519.02416992188,56186.84344482422,54548.10339355469,46723.10299682617,57137.94415283203,65668.12420654297,59693.72412109375,55383.4241027832,62605.40451049805,65404.14474487305,62462.1242980957,59053.22378540039,63284.5246887207,56752.3444519043,61810.9447631836,63486.364349365234,55705.80368041992,43656.64297485352,Genotype: 5xFAD,Genotype: WT,Genotype: 5xFAD vs Genotype: WT,19,12,10xBlank_01202023
PG (32:4),PG,97583.8077392578,78420.94567871094,71272.84426879883,28669.12201690674,86786.7056274414,69176.14544677734,78410.9853515625,78230.18533325195,67730.86389160156,57781.50408935547,15332.041122436523,68227.32498168945,70689.12478637695,64012.52453613281,55551.9635925293,64030.76443481445,82292.44641113281,66856.82427978516,65611.50494384766,101438.8674621582,78088.70602416992,65135.10385131836,94550.14590454102,87340.14566040039,70382.2855834961,69293.24423217773,85846.96682739258,81720.02523803711,74951.60479736328,71438.1047668457,80842.18670654297,43767.94314575195,Genotype: 5xFAD,Genotype: WT,Genotype: 5xFAD vs Genotype: WT,19,12,10xBlank_01202023
PG (32:5),PG,51579.42388916016,64834.60479736328,56995.0637512207,28723.361907958984,53168.24328613281,66687.0654296875,67011.54473876953,54014.363830566406,61361.8037109375,55179.38348388672,24903.141830444336,49416.28317260742,141260.64776611328,45016.04336547852,50010.76354980469,50647.60369873047,55899.803955078125,738903.2070922852,53159.36410522461,59121.56433105469,56942.42364501953,69036.98474121094,1390551.1256103516,68848.2642211914,58152.703552246094,59599.624603271484,58263.66400146485,48331.80380249024,54420.32379150391,56953.10424804688,52151.98425292969,52170.14404296875,Genotype: 5xFAD,Genotype: WT,Genotype: 5xFAD vs Genotype: WT,19,12,10xBlank_01202023
PG (34:0),PG,53514.64410400391,75389.54537963867,66877.00415039062,31330.44228744507,88783.48669433594,83671.3861694336,72769.9653930664,53572.624420166016,57950.66375732422,68513.7046508789,20180.881317138672,60918.544189453125,75363.00567626953,54289.243560791016,60963.64401245117,61004.92446899414,59227.40447998047,64896.94482421875,66616.06436157227,57631.26397705078,63582.74481201172,58813.62396240234,60848.68395996094,72081.1653137207,66039.24533081055,60293.164489746094,62800.78399658203,60293.04412841797,60277.36456298828,72317.00527954102,54718.96374511719,49477.183349609375,Genotype: 5xFAD,Genotype: WT,Genotype: 5xFAD vs Genotype: WT,19,12,10xBlank_01202023
PG (34:1),PG,77833.12634277344,98759.02758789062,97016.3271484375,35052.26232910156,191004.3962402344,110687.7080078125,94466.78662109376,75228.74505615234,75341.0654296875,94483.4663696289,27320.36191558838,76517.72497558594,104941.1082763672,71242.86572265625,63624.60461425781,78707.60546875,83637.0458984375,70110.50451660156,75185.30548095703,94860.0460205078,94625.0069580078,92546.8056640625,92373.44665527344,130954.04846191406,84263.34558105469,90451.7862548828,81956.54620361328,74307.78564453125,87044.42694091797,86161.50659179688,71022.38482666016,58451.98461914063,Genotype: 5xFAD,Genotype: WT,Genotype: 5xFAD vs Genotype: WT,19,12,10xBlank_01202023
PG (34:2),PG,51734.84323120117,72865.54510498047,62951.82421875,25164.001960754395,82170.14492797852,66409.44396972656,66322.66430664062,58502.58438110352,59468.704833984375,70047.14520263672,18729.521453857426,61798.12496948242,66565.54452514648,53909.76425170898,50971.34387207031,54131.06365966797,59144.98461914063,46673.04379272461,51579.94384765625,66695.94464111328,61865.78451538086,58951.363708496094,55399.36364746094,73869.34582519531,64478.34426879883,60949.6643371582,62551.00436401367,54799.94348144531,62402.36451721192,63638.90447998047,56350.163650512695,45983.30322265625,Genotype: 5xFAD,Genotype: WT,Genotype: 5xFAD vs Genotype: WT,19,12,10xBlank_01202023
PG (34:3),PG,57626.0439453125,72847.94598388672,72619.38543701172,23883.32141113281,71131.78530883789,65866.82543945312,69338.10418701172,62620.924865722656,58371.24456787109,62880.80453491211,18821.62124633789,56577.48425292969,59765.58447265625,51316.90350341797,52959.46432495117,57977.08410644531,55731.06414794922,50856.38357543945,57098.12414550781,66449.2251586914,62944.06396484375,59029.723876953125,59414.42401123047,72496.46502685547,67213.66467285156,60156.80432128906,62442.70458984375,56262.884216308594,59389.14410400391,61119.82482910156,55006.48416137695,50424.14373779297,Genotype: 5xFAD,Genotype: WT,Genotype: 5xFAD vs Genotype: WT,19,12,10xBlank_01202023
PG (34:4),PG,51825.2038269043,65700.20458984375,59670.64373779297,21463.98167037964,88541.92584228516,65237.984802246094,65353.26452636719,57038.883392333984,51828.84368896485,56091.54336547852,18820.901405334476,57333.463928222656,58445.26416015625,51233.14318847656,52110.52355957031,46062.843505859375,57604.16400146485,51276.02380371094,51496.02392578125,65065.224609375,54064.4638671875,50943.86380004883,56437.18389892578,66065.48483276367,62481.96432495117,56303.083984375,61066.20468139648,49460.76364135742,51124.52349853516,57067.52410888672,52230.04336547852,45698.94369506836,Genotype: 5xFAD,Genotype: WT,Genotype: 5xFAD vs Genotype: WT,19,12,10xBlank_01202023
PG (34:5),PG,106702.3671875,136217.45016479492,114854.7078552246,44998.28350067139,101652.48504638672,113787.20703125,136859.2509765625,115530.42849731444,106144.8264465332,96956.06671142578,18886.52132797241,88847.58612060547,89846.84503173828,81746.66543579102,69591.08529663086,83827.12503051758,94560.66693115234,82222.4260559082,99814.38790893556,128450.8108215332,98848.58682250977,91123.22644042967,131893.1882019043,116327.82794189452,113697.42837524414,107448.30584716795,116646.36660766602,99962.30596923828,93091.48733520508,109511.1272277832,89329.46643066406,70728.80438232422,Genotype: 5xFAD,Genotype: WT,Genotype: 5xFAD vs Genotype: WT,19,12,10xBlank_01202023
PG (34:5)_2,PG,97039.80700683594,120037.7671508789,109379.72705078124,41845.60361480713,105619.84692382812,116243.6484375,125280.52908325195,114183.6296081543,94973.30615234376,92314.26574707033,15567.101219177246,88948.2660522461,87226.1467590332,68555.92572021484,68075.24481201172,81846.60464477539,90437.16638183594,75991.68591308594,92482.32647705078,125213.76928710938,93951.42669677734,85250.4059753418,120796.5284729004,105470.92761230467,105226.00897216795,105301.64752197266,106076.68731689452,90703.9073486328,93001.22705078124,98670.8664855957,87162.8062133789,70120.16534423828,Genotype: 5xFAD,Genotype: WT,Genotype: 5xFAD vs Genotype: WT,19,12,10xBlank_01202023
PG (34:6),PG,56734.14431762695,82189.62564086914,70648.46466064453,24153.501556396484,71770.5043334961,76898.20538330078,81264.82537841797,55625.20446777344,61685.08441162109,68447.42443847656,15447.06103515625,64068.68502807617,88466.5267944336,56236.7038269043,58262.48403930664,59111.684143066406,61463.224182128906,205641.6192626953,63944.04525756836,69765.04461669922,62492.80480957031,61748.304443359375,377565.8013305664,73391.60455322266,64966.92462158203,60929.28512573242,64470.34359741211,55129.4440612793,65746.0041809082,60219.76390075684,61105.563903808594,49891.1640625,Genotype: 5xFAD,Genotype: WT,Genotype: 5xFAD vs Genotype: WT,19,12,10xBlank_01202023
PG (36:0),PG,127749.90966796876,163240.29028320312,155276.81091308594,60285.365142822266,203409.69189453125,160520.53149414062,192551.75201416016,159502.453125,133486.2294921875,145426.36944580078,26809.32172012329,117924.53045654295,120362.70886230467,104161.4268798828,110802.34716796876,122948.56805419922,120062.92929077148,119120.2685546875,125020.51040649414,163344.27221679688,161425.8114013672,138971.9110107422,165576.1326904297,193784.0128173828,161855.33044433594,133008.84814453125,150934.48754882812,120035.4874267578,137429.3504638672,134365.41009521484,109975.62634277344,112770.00897216795,Genotype: 5xFAD,Genotype: WT,Genotype: 5xFAD vs Genotype: WT,19,12,10xBlank_01202023
PG (36:1),PG,278963.74072265625,319739.82080078125,327750.125,127548.14990234376,486546.6518554688,465343.634765625,288672.16015625,167002.4716796875,168404.01171875,241880.8974609375,78201.06611633301,139397.74963378906,166981.65258789062,163990.11303710938,108305.64794921876,163248.8525390625,166357.49145507812,152643.41088867188,125836.62841796876,401467.169921875,429031.01171875,432836.1142578125,395688.3662109375,351786.125,309153.0009765625,308539.82080078125,223744.416015625,154521.771484375,186507.41333007807,191490.91357421875,155809.130859375,142614.4111328125,Genotype: 5xFAD,Genotype: WT,Genotype: 5xFAD vs Genotype: WT,19,12,10xBlank_01202023
PG (36:2),PG,204331.17578125,224894.81396484372,210270.61474609372,76272.4460144043,400904.689453125,295363.35888671875,183601.09423828125,195999.71362304688,156952.45068359375,291566.50341796875,36417.28263092041,128910.28833007812,136565.0096435547,135456.6688232422,118402.70867919922,139971.44921875,124319.60900878906,147769.42932128906,100915.50714111328,248285.53784179688,312738.2443847656,282126.40283203125,211995.015625,340847.4636230469,219512.89697265625,230261.67651367188,175739.953125,141933.95056152344,141173.46923828125,119517.82763671876,136441.73095703125,75807.625,Genotype: 5xFAD,Genotype: WT,Genotype: 5xFAD vs Genotype: WT,19,12,10xBlank_01202023
PG (36:3),PG,56531.20343017578,72386.58462524414,64602.94482421875,18850.161560058597,102475.94757080078,65802.70471191406,65631.92492675781,63777.424865722656,59820.203552246094,74620.64590454102,15298.441036224363,55626.68362426758,62004.74420166016,51583.30340576172,50154.80368041992,55328.104553222656,58023.80438232422,48415.143463134766,55483.66384887695,65389.604888916016,67619.90502929688,60058.06451416016,62601.96466064453,87005.88610839844,70320.92504882812,61693.52490234375,59394.9642944336,53786.163665771484,57461.044189453125,60826.74398803711,56423.48400878906,47194.82287597656,Genotype: 5xFAD,Genotype: WT,Genotype: 5xFAD vs Genotype: WT,19,12,10xBlank_01202023
PG (36:4),PG,64562.9642944336,84260.36657714844,81562.94561767578,32641.962490081787,97312.10662841795,79938.54602050781,75829.1049194336,70739.50482177734,71186.66528320312,73942.56567382812,25278.081565856934,68621.30563354492,70165.92352294922,60300.66430664063,68529.38482666016,65870.48474121094,65921.06439208984,60757.76446533203,67130.60446166992,68909.8451538086,74410.66467285156,66605.70458984375,72263.70471191406,88303.12628173828,80452.54571533203,71065.82586669922,75949.34533691406,58225.44384765625,71613.40441894531,73727.0849609375,63515.70458984375,64116.6244506836,Genotype: 5xFAD,Genotype: WT,Genotype: 5xFAD vs Genotype: WT,19,12,10xBlank_01202023
PG (36:5),PG,48317.92318725586,63652.20468139648,60590.14431762695,21976.8013381958,65647.76434326172,64185.92456054688,59659.6833190918,56009.08435058594,56045.08367919922,54459.46401977539,16411.4612159729,52239.76354980469,55682.70397949219,45094.44317626953,42524.80281066895,49318.403717041016,51790.00421142578,46931.08288574219,52034.184020996094,56448.04425048828,50790.56378173828,52785.60409545898,57818.92416381836,59226.764221191406,57807.28387451172,53252.52368164063,55612.74429321289,51134.60290527344,54978.50360107422,59748.62362670898,47720.00338745117,42303.02325439453,Genotype: 5xFAD,Genotype: WT,Genotype: 5xFAD vs Genotype: WT,19,12,10xBlank_01202023
PG (36:6),PG,46907.34405517578,70225.76593017578,63522.98452758789,24445.661491394043,65886.88522338867,65156.74542236328,74582.12594604492,57577.483978271484,54638.98431396485,56194.36380004883,15210.240997314451,59464.08392333984,63869.40368652344,50280.56369018555,48829.70324707031,57313.983642578125,51691.30374145508,49347.50354003906,57779.20390319824,58527.00439453125,50681.82357788086,54585.30364990234,59990.96374511719,65036.38458251953,64160.32427978516,52177.62341308594,62131.48513793945,50959.643615722656,58855.88381958008,70817.20590209961,55005.243591308594,35202.042388916016,Genotype: 5xFAD,Genotype: WT,Genotype: 5xFAD vs Genotype: WT,19,12,10xBlank_01202023
PG (36:7),PG,53973.763671875,77981.22583007812,71985.40545654297,24791.101776123047,93845.40713500977,77834.86557006836,72210.74502563477,64293.74475097656,60613.324645996094,81653.72518920898,15057.66107559204,69008.32415771484,76128.12466430664,66273.86456298828,71342.98461914062,59989.82385253906,68683.0655670166,66902.44519042969,58086.88381958008,73597.6455078125,79149.00595092773,64965.86462402344,65739.70477294922,85593.18644714355,69147.34451293945,69992.90530395508,64797.94409179688,57013.683685302734,72932.4455871582,67029.74417114258,62745.78472900391,40557.30270385742,Genotype: 5xFAD,Genotype: WT,Genotype: 5xFAD vs Genotype: WT,19,12,10xBlank_01202023
PG (36:8),PG,209528.11505126956,292627.7795410156,296234.89935302734,87291.60531616211,186462.81372070312,296965.7359008789,291947.18048095703,222383.9354248047,193368.9156494141,341300.18225097656,26512.662017822266,298733.0022583008,387173.6243286133,369803.4525146485,366350.0997314453,239722.05395507807,277586.1055297852,271330.4959716797,174112.8104248047,311157.482421875,386411.1553955078,274496.64221191406,223835.11614990237,325331.8876953125,297908.6530761719,330747.1040649414,274376.58459472656,198792.594909668,344737.4437866211,158835.33087158203,289634.3452758789,56242.58441162109,Genotype: 5xFAD,Genotype: WT,Genotype: 5xFAD vs Genotype: WT,19,12,10xBlank_01202023
PG (38:0) | PGp (40:6),PG,118196.36682128906,167925.13342285156,171645.53173828125,64613.38435745239,223400.1979370117,186674.55206298828,161618.36865234375,138343.29071044922,124772.2085571289,231502.2156982422,20422.94149398804,168543.83074951172,198558.65600585935,186827.71124267575,172754.33142089844,130862.96878051758,141366.56799316406,146874.11010742188,102031.88842773438,187481.07244873047,190174.7135620117,178780.8350830078,131072.5506591797,227386.8992919922,169809.42895507812,187513.8119812012,152545.7124633789,105329.6264038086,170645.83209228516,105925.58773803712,140190.2694091797,45743.74346923828,Genotype: 5xFAD,Genotype: WT,Genotype: 5xFAD vs Genotype: WT,19,12,10xBlank_01202023
PG (38:1),PG,94878.34594726562,105921.36688232422,115862.64855957033,41153.2223815918,272529.14221191406,144494.67224121094,99646.46673583984,94427.70825195312,90607.34552001952,154156.64916992188,22715.701496124268,112595.10778808594,106595.76861572266,97556.76593017578,88475.28649902344,113546.28881835938,87448.78564453125,82408.92608642578,80918.98516845703,139777.9501953125,121216.64819335938,119056.64770507812,112599.22888183594,182985.852722168,109294.20849609376,114817.3272705078,97412.1664428711,88625.58532714844,98048.48657226562,89344.10607910156,87387.90551757812,49655.80303955078,Genotype: 5xFAD,Genotype: WT,Genotype: 5xFAD vs Genotype: WT,19,12,10xBlank_01202023
PG (38:2),PG,108241.3465576172,143769.7691040039,162822.4302368164,43362.363021850586,473480.49029541016,183788.2542724609,130693.92932128906,134099.6678466797,135439.39141845703,293659.704284668,19836.72134399414,195278.03314208984,174621.65255737305,161890.5516052246,110809.54754638672,160892.6131591797,98696.74505615234,116573.74868774414,83248.826171875,178818.45166015625,145187.01055908203,152019.31030273438,118883.56939697266,337394.5695800781,147819.08984375,182344.57415771484,121756.00909423828,102677.96655273438,139263.43008422852,109882.30865478516,111403.74670410156,48587.86279296875,Genotype: 5xFAD,Genotype: WT,Genotype: 5xFAD vs Genotype: WT,19,12,10xBlank_01202023
PG (38:3),PG,69358.30529785156,79688.54602050781,84256.14660644531,29682.382263183597,205548.75537109372,103815.64666748048,79485.98468017578,76509.62530517578,70741.84423828125,123004.24932861328,18435.24137496948,72902.10498046875,67800.78381347656,67932.84490966797,54960.804290771484,73843.90432739258,58550.32345581055,58492.76458740234,58011.385009765625,98201.48809814452,80991.42547607422,81596.04498291016,75268.98541259766,148948.31024169922,79192.40533447266,83887.6265258789,67677.46438598633,60911.56439208984,72152.52508544922,71429.86563110352,62154.04376220703,45920.02325439453,Genotype: 5xFAD,Genotype: WT,Genotype: 5xFAD vs Genotype: WT,19,12,10xBlank_01202023
PG (38:4),PG,107338.02709960938,126488.54956054688,124769.32934570312,48413.9035949707,189152.55444335935,152429.77026367188,120148.58947753906,90172.16650390624,90277.52606201172,108377.70751953124,30956.52191925049,78412.86505126953,90394.20678710938,80060.46661376953,69125.44512939453,89050.60522460938,92182.96667480467,85231.92596435547,83124.24609375,144185.73095703125,136480.009765625,136852.609375,135806.29052734375,140745.1690673828,119284.06762695312,112404.96801757812,114575.96704101562,90295.68646240234,99562.02746582033,91493.54626464844,97630.26635742188,61057.76440429688,Genotype: 5xFAD,Genotype: WT,Genotype: 5xFAD vs Genotype: WT,19,12,10xBlank_01202023
PG (38:5),PG,62033.024353027344,80117.82525634766,71816.18493652344,26989.82211303711,107909.3881225586,80462.56622314453,73927.52569580078,69664.2251586914,63794.76446533203,73143.40551757812,21626.38148498535,62208.784240722656,72651.28466796875,56772.623291015625,59987.02383422852,65910.72442626953,68546.22485351562,55807.96441650391,65208.20443725586,78744.9448852539,73184.16552734375,66843.80450439453,76219.70568847656,89525.78625488281,75128.88568115234,69600.34539794922,75994.1849975586,63744.00402832031,69885.64471435547,72984.76446533203,65453.06433105469,46921.72302246094,Genotype: 5xFAD,Genotype: WT,Genotype: 5xFAD vs Genotype: WT,19,12,10xBlank_01202023
PG (38:6),PG,57989.86444091797,93351.48645019533,80243.22497558594,27388.561851501465,99775.1474609375,83531.10577392578,87110.2064819336,63418.08349609375,65490.14456176758,85172.24615478516,18452.281299591064,75763.88540649414,93411.40649414062,71672.02618408203,74571.26538085938,76299.08645629883,67631.82458496094,62291.72412109375,64447.90481567383,71733.22546386719,72126.76470947266,75297.84487915039,69759.46514892578,91206.1058959961,79418.06610107422,74013.30462646484,68940.80462646484,60061.96420288086,78120.3251953125,78882.544921875,68710.30505371094,41587.90274047852,Genotype: 5xFAD,Genotype: WT,Genotype: 5xFAD vs Genotype: WT,19,12,10xBlank_01202023
PG (38:7),PG,109726.40939331056,229901.9549560547,235963.1780395508,34410.322174072266,292706.8565673828,212291.1159057617,203782.6960144043,146135.85092163086,161570.07202148438,296591.3388977051,18223.08132171631,391678.14041137695,350485.86111450195,379159.5712585449,307632.7173461914,269368.02365112305,182212.89190673828,182919.5133666992,135423.55123901367,209252.6136779785,235200.4008178711,192790.80987548828,155839.73376464844,301795.8399658203,222099.0767211914,224844.33532714844,198883.391784668,168381.69256591797,259120.6607666016,146758.23376464844,259913.3614501953,47670.643798828125,Genotype: 5xFAD,Genotype: WT,Genotype: 5xFAD vs Genotype: WT,19,12,10xBlank_01202023
PG (38:8),PG,64721.96417236328,75823.2456665039,72259.22421264648,22462.30145263672,141884.63049316406,81806.74505615234,77060.34555053711,71205.125,69245.04504394531,94550.08639526369,18022.50134277344,70636.82504272461,70308.88424682617,65800.88488769531,56750.54397583008,67153.60488891602,64020.744689941406,58871.28411865234,61920.12422180176,87520.8461303711,68125.20458984375,68165.92510986328,62698.34436035156,116608.24926757812,72014.1049194336,75422.54528808594,70167.62469482422,66596.36511230469,70646.2240600586,70759.24487304688,60676.50439453125,43721.88293457031,Genotype: 5xFAD,Genotype: WT,Genotype: 5xFAD vs Genotype: WT,19,12,10xBlank_01202023
PG (38:9),PG,66727.36517333984,95750.58721923828,100570.40673828124,39702.363441467285,163376.17150878906,102260.98614501952,93376.02520751952,79986.88482666016,78785.52627563477,146055.21295166016,19675.56132888794,106959.46755981444,112607.68743896484,95365.22686767578,91437.76556396484,95775.86889648438,75827.7045288086,71459.66516113281,67737.94451904297,88996.70568847656,91124.20709228516,88645.16540527344,73669.08544921875,134265.50872802734,100291.76586914062,99468.36779785156,83281.4849243164,69646.72454833984,98773.00704956056,89047.78598022461,74986.7458190918,48835.36358642578,Genotype: 5xFAD,Genotype: WT,Genotype: 5xFAD vs Genotype: WT,19,12,10xBlank_01202023
PG (40:0) | PGp (42:6),PG,320150.33728027344,359981.8244628906,323370.88092041016,135677.29107666016,353968.3489379883,299949.12396240234,464600.6171264648,373956.86572265625,318848.2037353516,297352.6412353516,21515.90158843994,310336.5183105469,273436.478515625,263359.6002807617,287721.15829467773,315411.5055541992,273960.65966796875,277818.641784668,312534.71978759766,387317.310546875,386680.98541259766,245571.67846679688,367705.1667480469,382324.8695678711,375699.0263671875,284757.35888671875,363289.90490722656,336013.9026489258,301134.34674072266,370156.6664428711,285873.9250488281,414513.41119384766,Genotype: 5xFAD,Genotype: WT,Genotype: 5xFAD vs Genotype: WT,19,12,10xBlank_01202023
PG (40:0) | PGp (42:6)_2,PG,293103.3384399414,327849.5430908203,298972.8729248047,131266.3504638672,311573.602722168,283724.8239135742,412492.5054321289,344238.6281738281,292347.3389892578,277558.0202636719,19603.58136367798,289887.53790283203,255408.5947265625,243686.5756225586,276890.36279296875,298154.8374633789,264658.8729248047,261725.3572998047,294281.2544555664,351685.84466552734,328446.0856323242,235521.25915527344,321781.9172363281,356322.60736083984,351540.8924560547,249574.17474365237,335593.4060058594,310752.63830566406,273542.41900634766,352662.24353027344,274915.53759765625,379299.68127441406,Genotype: 5xFAD,Genotype: WT,Genotype: 5xFAD vs Genotype: WT,19,12,10xBlank_01202023
PG (40:1),PG,47825.403259277344,67263.86441040039,61322.64392089844,23245.461639404297,65228.26452636719,67440.46411132812,66906.82513427734,52019.58367919922,50071.84387207031,54508.62457275391,17818.441158294678,56224.02445983887,63952.144958496094,45627.543060302734,48038.52365112305,54149.50422668457,47450.92346191406,47570.14315795898,54954.8232421875,57209.86395263672,60631.38446044922,56785.84405517578,61239.90441894531,64855.38494873047,59966.364318847656,60133.38409423828,52950.96368408203,48710.42385864258,56693.104064941406,64269.96405029297,50420.94323730469,39614.50277709961,Genotype: 5xFAD,Genotype: WT,Genotype: 5xFAD vs Genotype: WT,19,12,10xBlank_01202023
PG (40:10),PG,121990.49060058594,384750.243347168,310347.1228027344,129807.72835540771,129155.89135742188,266139.2975769043,463966.2941894531,160470.97192382812,132398.00854492188,440369.03125,16758.88115310669,577941.1330566406,845022.247467041,260231.598815918,580517.6903991699,365502.1217651367,280562.9995727539,233162.5552368164,174710.93518066406,224028.55786132807,347433.8899536133,148833.0092163086,201237.7530517578,321284.7852783203,317825.1064453125,349165.94775390625,204071.6534423828,193370.5118408203,599872.6474609375,257394.07998657227,439284.9958190918,41414.763244628906,Genotype: 5xFAD,Genotype: WT,Genotype: 5xFAD vs Genotype: WT,19,12,10xBlank_01202023
