Lipid,Class,DOD100-M1-WT-cortex10x_01202023,DOD100-M2-5xFAD-cortex10x_01202023,DOD99-M1-5xFAD-cortex10x_01202023,DOD99-M2-WT-cortex10x_01202023,M1FAD173-5xFAD-Cortex10x_01182023,M2FAD173-5xFAD-Cortex10x_01192023,M5FAD173-WT-Cortex10x_01192023,DOD100-M1-WT-diencephalon10x_01202023,DOD100-M2-5xFAD-diencephalon10x_01202023,DOD100-M3-5xFAD-diencephalon10x_01202023,DOD99-M1-5xFAD-diencephalon10x_01202023,DOD99-M2-WT-diencephalon10x_01202023,M1FAD173-5xFAD-Diencephalon10x_01182023,M2FAD173-5xFAD-Diencephalon10x_01192023,M5FAD173-WT-Diencephalon10x_01192023,10xBlank_01202023,Title1,Title2,Title,length1,length2,Blank_name
[TG(50:4)]_FA18:1,TAG,86669.42608642578,90654.48596191406,150531.25134277344,128149.2666015625,119229.22778320312,77697.66564941406,118327.78759765625,101097.38647460938,108800.66821289062,118509.74829101562,103441.86785888672,112325.76708984375,105566.20770263672,71868.24548339844,83190.205078125,67988.80480957031,Brain Region: cortex,Brain Region: diencephalon,Brain Region: cortex vs Brain Region: diencephalon,7,8,10xBlank_01202023
[TG(50:4)]_FA18:2,TAG,259013.77868652344,170426.2109375,373858.2473144531,309394.08544921875,424215.5666503906,183860.83374023438,385415.583984375,218886.53393554688,223954.45581054688,360618.6516113281,266631.0998535156,310807.4416503906,351159.18359375,188168.39379882812,270245.1162109375,127309.08911132812,Brain Region: cortex,Brain Region: diencephalon,Brain Region: cortex vs Brain Region: diencephalon,7,8,10xBlank_01202023
[TG(52:0)]_FA16:0,TAG,154321.23095703125,158434.09204101562,181485.65307617188,161895.11181640625,183773.15234375,139745.70947265625,176356.29174804688,173022.0927734375,202138.99243164062,201194.2353515625,160031.63208007812,163229.79077148438,161335.3515625,136146.02978515625,134015.14916992188,117571.30859375,Brain Region: cortex,Brain Region: diencephalon,Brain Region: cortex vs Brain Region: diencephalon,7,8,10xBlank_01202023
[TG(52:0)]_FA16:1,TAG,34307.72216796875,38350.902740478516,42725.8828125,41464.2028503418,42092.78288269043,36086.742584228516,40455.8630065918,45290.702880859375,47144.3835144043,42595.623046875,35096.6823425293,36356.742584228516,36397.88262939453,31221.622344970703,33823.522369384766,28469.58221435547,Brain Region: cortex,Brain Region: diencephalon,Brain Region: cortex vs Brain Region: diencephalon,7,8,10xBlank_01202023
[TG(52:0)]_FA18:0,TAG,292742.46240234375,300363.5009765625,365023.38525390625,333824.14306640625,403900.484375,266634.92138671875,327175.703125,338223.84326171875,431298.94873046875,412741.05322265625,338455.00634765625,326238.69873046875,337480.60400390625,251547.25927734375,272269.0009765625,235985.79833984375,Brain Region: cortex,Brain Region: diencephalon,Brain Region: cortex vs Brain Region: diencephalon,7,8,10xBlank_01202023
[TG(52:0)]_FA18:1,TAG,51699.32336425781,61348.024658203125,63273.364196777344,60770.404357910156,70228.40545654297,52887.66387939453,61122.78381347656,63618.82482910156,76731.48498535156,70865.78466796875,51962.38342285156,55072.04364013672,60850.044189453125,48664.003479003906,53720.583740234375,45804.143493652344,Brain Region: cortex,Brain Region: diencephalon,Brain Region: cortex vs Brain Region: diencephalon,7,8,10xBlank_01202023
[TG(52:0)]_FA18:2,TAG,23244.481704711914,29994.92219543457,26106.161666870117,27066.881797790527,23647.26166534424,21766.381439208984,23180.241554260254,26572.082061767578,28414.941970825195,26468.64175415039,25479.401962280273,23021.781784057617,20857.241569519043,19904.76141357422,22269.041397094727,23511.881927490234,Brain Region: cortex,Brain Region: diencephalon,Brain Region: cortex vs Brain Region: diencephalon,7,8,10xBlank_01202023
[TG(52:0)]_FA20:0,TAG,73550.48565673828,68358.14483642578,78648.265625,77008.4857788086,97184.68667602539,58949.06478881836,73791.7857055664,66726.0648803711,80268.26489257812,92286.64581298828,75206.18518066406,76378.20532226562,85078.98559570312,76890.90454101562,62965.423889160156,46022.583251953125,Brain Region: cortex,Brain Region: diencephalon,Brain Region: cortex vs Brain Region: diencephalon,7,8,10xBlank_01202023
[TG(52:0)]_FA20:4,TAG,28866.881958007812,24549.121879577637,23962.3818359375,23267.141777038574,21053.061462402344,21074.18145751953,20026.081428527832,25200.381622314453,25453.14183807373,24570.721649169922,18610.961219787598,21823.901580810547,19395.621391296387,16056.100952148438,21055.44135284424,17294.401275634766,Brain Region: cortex,Brain Region: diencephalon,Brain Region: cortex vs Brain Region: diencephalon,7,8,10xBlank_01202023
[TG(52:1)]_FA16:0,TAG,102741.18780517578,83871.30572509766,137687.7095336914,111438.70785522461,180498.03088378906,88401.34600830078,131755.0909423828,130377.34942626953,133847.36987304688,112646.82696533203,151174.88995361328,133374.7294921875,142396.57037353516,81189.62585449219,97926.98846435547,36838.66278076172,Brain Region: cortex,Brain Region: diencephalon,Brain Region: cortex vs Brain Region: diencephalon,7,8,10xBlank_01202023
[TG(52:1)]_FA16:1,TAG,159307.650390625,157143.21142578125,187174.453125,173699.79174804688,201887.55346679688,143067.29052734375,180309.37377929688,173711.45263671875,209399.43383789062,210765.11596679688,168494.81079101562,164710.97216796875,167897.1123046875,135542.689453125,139764.80981445312,126673.42846679688,Brain Region: cortex,Brain Region: diencephalon,Brain Region: cortex vs Brain Region: diencephalon,7,8,10xBlank_01202023
[TG(52:1)]_FA18:0,TAG,232994.13793945312,222722.25415039062,446893.54833984375,375907.8435058594,510872.24938964844,241074.8603515625,348531.6114501953,356997.3474121094,396015.94091796875,336507.0080566406,382526.3271484375,382122.6105957031,509767.4923095703,213105.615234375,313462.13830566406,108766.12854003906,Brain Region: cortex,Brain Region: diencephalon,Brain Region: cortex vs Brain Region: diencephalon,7,8,10xBlank_01202023
[TG(52:1)]_FA18:1,TAG,478325.490234375,490359.494140625,577407.662109375,532085.736328125,680849.98828125,444960.6103515625,566806.3388671875,522287.7373046875,644329.2099609375,631530.86328125,532379.8583984375,516145.1171875,570810.9204101562,426939.6044921875,474326.89794921875,378191.5263671875,Brain Region: cortex,Brain Region: diencephalon,Brain Region: cortex vs Brain Region: diencephalon,7,8,10xBlank_01202023
[TG(52:1)]_FA18:2,TAG,57819.404541015625,61569.403869628906,62175.304138183594,62138.704528808594,71670.8052368164,54537.76385498047,64080.824127197266,60019.28436279297,64416.84490966797,66952.00457763672,57007.30416870117,57058.82440185547,59387.98455810547,55142.323669433594,53825.723876953125,47212.68347167969,Brain Region: cortex,Brain Region: diencephalon,Brain Region: cortex vs Brain Region: diencephalon,7,8,10xBlank_01202023
[TG(52:1)]_FA20:0,TAG,31535.54151916504,28922.101669311523,41234.703353881836,36717.10217285156,42454.72268676758,26303.60173034668,35772.44221496582,29617.02183532715,37267.98271179199,40907.58403015137,32345.68194580078,35381.90301513672,35814.522888183594,28195.601776123047,30456.022117614746,25316.082092285156,Brain Region: cortex,Brain Region: diencephalon,Brain Region: cortex vs Brain Region: diencephalon,7,8,10xBlank_01202023
[TG(52:1)]_FA20:4,TAG,17737.10118484497,21300.22134399414,19962.60167312622,20283.22145843506,19719.121208190918,15904.841190338135,17976.601470947266,18159.721321105957,22423.08162689209,20651.281494140625,18304.581283569336,18519.961307525635,17555.101104736328,14785.480880737305,19098.561294555664,18970.081588745117,Brain Region: cortex,Brain Region: diencephalon,Brain Region: cortex vs Brain Region: diencephalon,7,8,10xBlank_01202023
[TG(52:2)]_FA16:0,TAG,133135.7905883789,116000.48712158203,212729.75842285156,178237.95166015625,241348.91680908203,123922.00860595703,173126.97528076172,180536.01306152344,179617.01513671875,166286.19342041016,185158.01403808594,195569.59436035156,226650.5942993164,113291.82861328125,157368.05462646484,52272.263610839844,Brain Region: cortex,Brain Region: diencephalon,Brain Region: cortex vs Brain Region: diencephalon,7,8,10xBlank_01202023
[TG(52:2)]_FA16:1,TAG,110757.34747314453,83587.86596679688,143942.63104248047,119475.02716064453,180689.87322998047,90789.62530517578,134005.63116455078,132362.609375,132409.14916992188,114282.46862792969,143445.8311767578,146566.5899658203,159437.21112060547,85573.42645263672,104716.44711303711,41600.56280517578,Brain Region: cortex,Brain Region: diencephalon,Brain Region: cortex vs Brain Region: diencephalon,7,8,10xBlank_01202023
[TG(52:2)]_FA18:0,TAG,117730.98669433594,101019.20617675781,290407.30212402344,231612.0360107422,232776.0946044922,103048.90789794922,186158.0142211914,145610.94873046875,145703.93090820312,175386.45483398438,208527.2354736328,192718.65161132812,190274.93280029297,90569.22692871094,137424.68817138672,64860.944763183594,Brain Region: cortex,Brain Region: diencephalon,Brain Region: cortex vs Brain Region: diencephalon,7,8,10xBlank_01202023
[TG(52:2)]_FA18:1,TAG,320359.38330078125,311382.70263671875,623399.8991699219,513281.6794433594,786854.5153808594,345975.14306640625,497078.1955566406,474953.4719238281,569937.28125,504093.12548828125,564345.3569335938,531462.0034179688,751794.3227539062,313613.1652832031,450488.654296875,146284.83056640625,Brain Region: cortex,Brain Region: diencephalon,Brain Region: cortex vs Brain Region: diencephalon,7,8,10xBlank_01202023
[TG(52:2)]_FA18:2,TAG,532718.896484375,474282.271484375,576523.5234375,557451.0771484375,728729.818359375,455644.0927734375,598956.0087890625,494694.59375,572832.7421875,653710.3525390625,552109.60546875,537311.8369140625,607948.05859375,500496.330078125,514907.4931640625,408352.490234375,Brain Region: cortex,Brain Region: diencephalon,Brain Region: cortex vs Brain Region: diencephalon,7,8,10xBlank_01202023
[TG(52:2)]_FA20:0,TAG,23000.041625976562,23711.281616210938,27441.20196533203,24285.681732177734,25601.28207397461,20607.161418914795,23175.04165649414,25315.8018951416,25363.041702270508,27821.94184112549,22367.701446533203,23217.981521606445,23021.44198989868,18293.321228027344,23015.20175933838,21178.581508636475,Brain Region: cortex,Brain Region: diencephalon,Brain Region: cortex vs Brain Region: diencephalon,7,8,10xBlank_01202023
[TG(52:2)]_FA20:4,TAG,19346.981163024902,24178.201629638672,22248.501419067383,22557.641746520996,21842.7216796875,18193.001167297363,18187.421409606934,20870.101486206055,22558.18158340454,23783.84161376953,21200.64129638672,20118.621559143066,18451.241233825684,17358.02109527588,17986.761142730713,18906.641372680664,Brain Region: cortex,Brain Region: diencephalon,Brain Region: cortex vs Brain Region: diencephalon,7,8,10xBlank_01202023
[TG(52:3)]_FA16:0,TAG,64078.144775390625,68756.7846069336,160723.13412475586,144197.51123046875,142149.6911315918,82917.52606201172,116421.04748535156,81137.08657836914,79175.1456451416,87166.30590820312,122336.79022216797,117460.42761230469,112680.52960205078,54715.80435180664,73559.0048828125,29103.38217163086,Brain Region: cortex,Brain Region: diencephalon,Brain Region: cortex vs Brain Region: diencephalon,7,8,10xBlank_01202023
[TG(52:3)]_FA16:1,TAG,140817.71020507812,116365.30834960938,218307.49908447266,188762.2950439453,245166.93560791016,126424.52960205078,189594.21026611328,189613.61169433594,184094.25341796875,179435.6328125,196124.1151123047,205122.3770751953,236472.0557861328,113175.48797607422,156137.05206298828,52742.22393798828,Brain Region: cortex,Brain Region: diencephalon,Brain Region: cortex vs Brain Region: diencephalon,7,8,10xBlank_01202023
[TG(52:3)]_FA18:0,TAG,35019.36247253418,30770.322296142578,71373.50550842285,63845.923889160156,49942.464111328125,31800.362426757812,44108.26333618164,43404.88340759277,38873.322357177734,40853.082748413086,49295.023864746094,49286.703674316406,44339.263122558594,27287.061866760254,34767.42254638672,21815.24156188965,Brain Region: cortex,Brain Region: diencephalon,Brain Region: cortex vs Brain Region: diencephalon,7,8,10xBlank_01202023
[TG(52:3)]_FA18:1,TAG,173095.03186035156,148373.8516845703,409551.1950683594,329384.20703125,332597.78088378906,155965.90893554688,257755.03552246094,216080.33520507812,212227.95678710938,249802.59765625,299627.7021484375,274629.8740234375,294033.3848876953,141420.4697265625,201120.51831054688,99616.96630859375,Brain Region: cortex,Brain Region: diencephalon,Brain Region: cortex vs Brain Region: diencephalon,7,8,10xBlank_01202023
[TG(52:3)]_FA18:2,TAG,440163.2136230469,329998.58154296875,599616.3811035156,527180.7751464844,914686.416015625,380616.9064941406,596084.5637207031,442561.6477050781,525458.7326660156,545050.9421386719,588633.2114257812,579090.8618164062,823178.6530761719,380297.4665527344,555692.2248535156,189423.09497070312,Brain Region: cortex,Brain Region: diencephalon,Brain Region: cortex vs Brain Region: diencephalon,7,8,10xBlank_01202023
[TG(52:3)]_FA20:0,TAG,18695.121284484863,23680.261825561523,21235.621669769287,19717.5415725708,18447.0411529541,15957.381252288818,18132.361251831055,18799.76113128662,23566.5216217041,21542.98159790039,16068.661067962646,23693.061893463135,17313.8412399292,14751.941009521484,16657.62117767334,21066.94174194336,Brain Region: cortex,Brain Region: diencephalon,Brain Region: cortex vs Brain Region: diencephalon,7,8,10xBlank_01202023
[TG(52:3)]_FA20:4,TAG,28260.12208557129,34046.922912597656,35773.78318786621,38171.882820129395,48464.043632507324,32291.542083740234,36664.143005371094,31880.502410888672,35528.102447509766,40021.122482299805,31396.262176513672,36556.3825378418,40782.92328643799,30431.542694091797,30256.06202697754,22700.361526489258,Brain Region: cortex,Brain Region: diencephalon,Brain Region: cortex vs Brain Region: diencephalon,7,8,10xBlank_01202023
[TG(52:4)]_FA16:0,TAG,92058.126953125,291833.04205322266,296298.11993408203,284087.3794555664,386280.49267578125,343173.58142089844,323881.74029541016,171673.5106201172,164342.49194335938,135038.56939697266,307872.60388183594,267051.59869384766,166524.41067504883,164323.99084472656,112134.64736938477,53743.843322753906,Brain Region: cortex,Brain Region: diencephalon,Brain Region: cortex vs Brain Region: diencephalon,7,8,10xBlank_01202023
[TG(52:4)]_FA16:1,TAG,60458.564208984375,73786.80438232422,158688.51040649414,144616.03085327148,143914.12951660156,85240.986328125,107618.90676879883,86246.24609375,80699.06634521484,87583.44622802734,124252.78881835938,118527.85012817383,106950.94647216797,61419.54443359375,73549.08444213867,33587.76235961914,Brain Region: cortex,Brain Region: diencephalon,Brain Region: cortex vs Brain Region: diencephalon,7,8,10xBlank_01202023
[TG(52:4)]_FA18:0,TAG,20384.90135192871,23008.621490478516,25452.441970825195,24118.861923217773,20102.40138244629,17835.34112548828,20406.92169189453,23880.281883239746,24079.241790771484,21047.121475219727,20774.821601867676,20790.56143951416,20404.84117126465,16630.90104675293,17157.381450653076,16772.841339111328,Brain Region: cortex,Brain Region: diencephalon,Brain Region: cortex vs Brain Region: diencephalon,7,8,10xBlank_01202023
[TG(52:4)]_FA18:1,TAG,39409.94290161133,35718.062744140625,90479.32730102539,75835.98518371582,61291.62432861328,36201.24234008789,59379.36462402344,48077.963806152344,42704.72282409668,44213.86280822754,64278.824157714844,60136.90399169922,51422.04405212402,32952.0622253418,43139.70358276367,21887.541458129883,Brain Region: cortex,Brain Region: diencephalon,Brain Region: cortex vs Brain Region: diencephalon,7,8,10xBlank_01202023
[TG(52:4)]_FA18:2,TAG,267215.2392578125,185427.33129882812,403520.14404296875,376592.431640625,411099.626953125,216289.29663085938,355617.0876464844,243106.875,240084.5576171875,323722.0458984375,342811.5217285156,352115.9040527344,374499.1022949219,207562.43481445312,297493.640625,143602.51147460938,Brain Region: cortex,Brain Region: diencephalon,Brain Region: cortex vs Brain Region: diencephalon,7,8,10xBlank_01202023
[TG(52:4)]_FA20:0,TAG,23703.98163986206,22327.861373901367,17869.121406555176,18514.221340179443,18535.741333007812,16200.001190185547,16366.681133270264,19865.761192321777,18791.24129486084,19804.941345214844,16059.321235656738,20490.42162322998,15053.40104675293,14177.501197814941,13716.640922546387,16226.041065216064,Brain Region: cortex,Brain Region: diencephalon,Brain Region: cortex vs Brain Region: diencephalon,7,8,10xBlank_01202023
[TG(52:4)]_FA20:4,TAG,197768.59106445312,167506.13159179688,244584.93408203125,225464.07641601562,371441.4104003906,181585.673828125,267310.7585449219,191446.53369140625,223715.97290039062,265235.17822265625,222685.9189453125,229040.07666015625,306894.56103515625,207446.85668945312,225718.1170654297,107901.12768554688,Brain Region: cortex,Brain Region: diencephalon,Brain Region: cortex vs Brain Region: diencephalon,7,8,10xBlank_01202023
[TG(52:5)]_FA16:0,TAG,28952.362045288086,39267.82263183594,43819.643157958984,39809.822845458984,40849.02311706543,33693.7024230957,32474.50262451172,37445.32247924805,37503.78302001953,34762.64291381836,32152.3018951416,40065.90308380127,34794.702407836914,27355.741638183594,29792.762252807617,18274.68125152588,Brain Region: cortex,Brain Region: diencephalon,Brain Region: cortex vs Brain Region: diencephalon,7,8,10xBlank_01202023
[TG(52:5)]_FA16:1,TAG,89690.72607421875,295840.76287841797,295879.681640625,282498.9182739258,370536.2312011719,341312.6061401367,307672.61798095703,168407.47259521484,180906.49243164062,137933.44903564453,315260.76263427734,255512.95678710938,163066.15185546875,160753.5908203125,103344.8685913086,50212.423400878906,Brain Region: cortex,Brain Region: diencephalon,Brain Region: cortex vs Brain Region: diencephalon,7,8,10xBlank_01202023
[TG(52:5)]_FA18:0,TAG,30389.76190185547,39668.482971191406,45742.54328918457,40747.38285064697,38768.442878723145,34110.0029296875,30916.02210998535,45798.72314453125,46529.92367553711,39922.44291687012,28823.401779174805,38322.822692871094,34423.46203613281,23319.021575927734,30890.001747131348,23109.98175048828,Brain Region: cortex,Brain Region: diencephalon,Brain Region: cortex vs Brain Region: diencephalon,7,8,10xBlank_01202023
[TG(52:5)]_FA18:1,TAG,20686.52149963379,22151.54133605957,22867.341506958008,23700.081619262695,22707.62173461914,21371.441440582275,21379.861434936523,24817.341918945312,22013.20188140869,21715.061531066895,19445.40135192871,26244.701889038086,18683.641227722168,16536.041275024414,19660.901428222656,17052.901161193848,Brain Region: cortex,Brain Region: diencephalon,Brain Region: cortex vs Brain Region: diencephalon,7,8,10xBlank_01202023
[TG(52:5)]_FA18:2,TAG,47456.80360412598,39781.54293823242,81896.26510620117,83781.94519042969,68460.32516479492,39835.82295227051,60207.48392486572,43724.02325439453,46578.04348754883,58002.56410217285,69225.8448638916,61324.5242767334,63076.80500793457,32017.42237854004,49358.364028930664,30046.48207092285,Brain Region: cortex,Brain Region: diencephalon,Brain Region: cortex vs Brain Region: diencephalon,7,8,10xBlank_01202023
[TG(52:5)]_FA20:0,TAG,22574.96134185791,22046.041381835938,20191.021614074707,25505.721908569336,20039.181274414062,17490.28148651123,18922.201332092285,22882.681594848633,23338.261611938477,21655.441696166992,19902.661415100098,22581.601654052734,19477.72138595581,18159.341217041016,17759.261421203613,18212.04126739502,Brain Region: cortex,Brain Region: diencephalon,Brain Region: cortex vs Brain Region: diencephalon,7,8,10xBlank_01202023
[TG(52:5)]_FA20:4,TAG,97571.68548583984,69580.02502441406,141142.99060058594,126569.74993896484,169024.1089477539,75571.28497314453,154831.50805664062,84652.14636230469,94094.42657470703,128553.80865478516,108746.18676757812,124888.10906982422,135583.24835205078,77971.22491455078,107774.9273071289,53250.86358642578,Brain Region: cortex,Brain Region: diencephalon,Brain Region: cortex vs Brain Region: diencephalon,7,8,10xBlank_01202023
[TG(52:6)]_FA16:0,TAG,36008.36260986328,40918.662536621094,43840.08361816406,41403.52294921875,45678.62356567383,40104.1630859375,42414.763122558594,46478.34292602539,46949.103515625,43812.04313659668,35191.12268066406,37943.16305541992,39771.66271972656,31541.242431640625,37537.322204589844,27044.741943359375,Brain Region: cortex,Brain Region: diencephalon,Brain Region: cortex vs Brain Region: diencephalon,7,8,10xBlank_01202023
[TG(52:6)]_FA16:1,TAG,34067.522453308105,41110.982849121094,48284.44351196289,39329.322692871094,42886.68354797363,33220.302154541016,41196.26329040527,42799.38327026367,44373.22253417969,37613.34275817871,33091.16256713867,37518.22283935547,37229.04261779785,30412.042053222656,33649.88278198242,19686.301383972168,Brain Region: cortex,Brain Region: diencephalon,Brain Region: cortex vs Brain Region: diencephalon,7,8,10xBlank_01202023
[TG(52:6)]_FA18:0,TAG,25735.461753845215,27310.52195739746,30067.602020263672,27656.942092895508,30998.801971435547,22737.921508789062,24901.881797790527,31629.162216186523,29924.582244873047,29586.142333984375,22786.101806640625,30014.902446746826,26413.042114257812,22038.62159729004,20737.38159942627,19661.501358032227,Brain Region: cortex,Brain Region: diencephalon,Brain Region: cortex vs Brain Region: diencephalon,7,8,10xBlank_01202023
[TG(52:6)]_FA18:1,TAG,31249.36220550537,45381.4637298584,51278.54330444336,43514.502532958984,37929.46241760254,37019.062561035156,34731.30239868164,45444.50325012207,47737.20263671875,42043.762634277344,31194.50260925293,38090.28234100342,34624.34230804443,22502.441535949707,35200.88229370117,25084.04136657715,Brain Region: cortex,Brain Region: diencephalon,Brain Region: cortex vs Brain Region: diencephalon,7,8,10xBlank_01202023
[TG(52:6)]_FA18:2,TAG,24501.381637573242,28438.58197784424,27720.561737060547,29320.721923828125,29941.14192199707,22160.92137145996,23059.981475830078,26767.12158203125,29121.581573486328,31065.08184814453,25932.241989135742,26042.66187286377,27339.321990966797,18372.841194152832,26034.681800842285,24269.781951904297,Brain Region: cortex,Brain Region: diencephalon,Brain Region: cortex vs Brain Region: diencephalon,7,8,10xBlank_01202023
[TG(52:6)]_FA20:0,TAG,34194.00304412842,38756.22282791138,46535.18362045288,41340.923137664795,36414.042976379395,29344.82213973999,34129.24175262451,37217.66313171387,43025.50246429443,45716.10371398926,50536.70352935791,36498.26280212402,33485.54260253906,40427.56327819824,35194.84185028076,19249.241325378418,Brain Region: cortex,Brain Region: diencephalon,Brain Region: cortex vs Brain Region: diencephalon,7,8,10xBlank_01202023
[TG(52:6)]_FA20:4,TAG,81023.76489257812,71868.68505859375,105216.2080078125,98875.92657470703,109591.34704589844,75282.88525390625,103094.52740478516,73442.56481933594,84500.50622558594,98626.9072265625,83454.68634033203,92815.52673339844,93828.68658447266,64500.324951171875,78846.86529541016,56208.94396972656,Brain Region: cortex,Brain Region: diencephalon,Brain Region: cortex vs Brain Region: diencephalon,7,8,10xBlank_01202023
[TG(54:0)]_FA16:0,TAG,36460.562744140625,41110.842864990234,51913.70341491699,45030.94320678711,51578.783935546875,40025.402976989746,51231.604431152344,47182.86325073242,54507.323822021484,51399.503479003906,39917.482513427734,45397.5830078125,45950.50296020508,34556.00274658203,36242.74282836914,24908.28192138672,Brain Region: cortex,Brain Region: diencephalon,Brain Region: cortex vs Brain Region: diencephalon,7,8,10xBlank_01202023
[TG(54:0)]_FA16:1,TAG,32985.06201171875,46719.9231262207,46393.88299560547,41721.542892456055,51520.62300109863,32567.622634887695,38165.54246520996,37333.76289367676,49762.684020996094,47167.14421081543,46433.92272949219,39341.542739868164,42783.823303222656,31019.342483520508,45764.14348602295,55846.78286743164,Brain Region: cortex,Brain Region: diencephalon,Brain Region: cortex vs Brain Region: diencephalon,7,8,10xBlank_01202023
[TG(54:0)]_FA18:0,TAG,196810.85375976562,198024.95288085938,227883.07495117188,218722.29760742188,244745.8388671875,180291.35107421875,218585.39453125,228012.0576171875,278044.1193847656,261753.55908203125,205364.83447265625,206593.97583007812,213239.4345703125,162601.3515625,172017.01220703125,167375.23364257812,Brain Region: cortex,Brain Region: diencephalon,Brain Region: cortex vs Brain Region: diencephalon,7,8,10xBlank_01202023
[TG(54:0)]_FA18:1,TAG,30981.702178955078,36569.902099609375,35597.28219604492,37544.862884521484,40388.4831237793,34065.402587890625,35245.90264892578,39585.122650146484,45245.58296203613,37659.38269042969,33334.18228149414,38064.02264404297,39640.483139038086,31625.58218383789,34009.64245605469,28295.441986083984,Brain Region: cortex,Brain Region: diencephalon,Brain Region: cortex vs Brain Region: diencephalon,7,8,10xBlank_01202023
[TG(54:0)]_FA18:2,TAG,19546.721420288086,25819.72169494629,25503.081756591797,26851.08176422119,25336.801727294922,21278.641563415527,22756.28160095215,26333.041877746582,27592.241981506348,26437.501976013184,21888.041595458984,22339.40177154541,22325.441619873047,19104.081413269043,21842.581481933594,19930.74153137207,Brain Region: cortex,Brain Region: diencephalon,Brain Region: cortex vs Brain Region: diencephalon,7,8,10xBlank_01202023
[TG(54:0)]_FA20:0,TAG,134810.98828125,128066.38842773438,129408.36840820312,133982.048828125,161584.55053710938,111170.40771484375,129501.60852050781,122563.38842773438,138183.74951171875,165052.97265625,136239.88940429688,133096.02856445312,139148.2088623047,128262.08874511719,112293.7470703125,207440.69458007812,Brain Region: cortex,Brain Region: diencephalon,Brain Region: cortex vs Brain Region: diencephalon,7,8,10xBlank_01202023
[TG(54:0)]_FA20:4,TAG,18374.721366882324,22943.4419631958,21048.341354370117,20390.401260375977,22270.581886291504,16789.221145629883,20522.701583862305,23813.901817321777,20421.521350860596,22586.861770629883,18812.961380004883,21579.10164642334,18512.34129333496,15918.921047210693,20411.62142944336,15270.841007232666,Brain Region: cortex,Brain Region: diencephalon,Brain Region: cortex vs Brain Region: diencephalon,7,8,10xBlank_01202023
[TG(54:1)]_FA16:0,TAG,39048.002532958984,37747.44274902344,50855.64323425293,43280.82293701172,50168.90385437012,36288.46224975586,51364.12384033203,47536.32328796387,47217.123138427734,48625.023193359375,44977.32339477539,43687.80307006836,42659.422775268555,32150.461959838867,35393.42266845703,20897.961334228516,Brain Region: cortex,Brain Region: diencephalon,Brain Region: cortex vs Brain Region: diencephalon,7,8,10xBlank_01202023
[TG(54:1)]_FA16:1,TAG,45438.60321044922,51772.08386230469,70523.70458984375,53916.824127197266,63620.684631347656,44632.08312988281,69849.36532592773,55263.96405029297,62215.184509277344,65490.6435546875,49440.863708496094,53630.90393066406,56205.083984375,41429.74264526367,42678.862731933594,28184.80191040039,Brain Region: cortex,Brain Region: diencephalon,Brain Region: cortex vs Brain Region: diencephalon,7,8,10xBlank_01202023
[TG(54:1)]_FA18:0,TAG,146971.5499267578,113902.50891113281,247289.85821533203,181986.3721923828,259115.49700927734,126001.52642822266,185623.62982177734,229364.75622558594,213593.9735107422,182551.5137939453,200915.19567871094,219146.75421142578,249965.67462158203,114737.1685180664,160954.97369384766,58759.14434814453,Brain Region: cortex,Brain Region: diencephalon,Brain Region: cortex vs Brain Region: diencephalon,7,8,10xBlank_01202023
[TG(54:1)]_FA18:1,TAG,289784.66259765625,288859.93896484375,358750.0615234375,316311.1240234375,384628.97021484375,265205.0986328125,327556.9621582031,328351.1435546875,407368.44970703125,385332.3310546875,308246.3212890625,318306.501953125,324549.86181640625,261524.5205078125,262916.05810546875,246692.72021484375,Brain Region: cortex,Brain Region: diencephalon,Brain Region: cortex vs Brain Region: diencephalon,7,8,10xBlank_01202023
[TG(54:1)]_FA18:2,TAG,42713.003356933594,48462.50344848633,44597.30334472656,44068.363189697266,55870.70361328125,39113.20248413086,43784.08316040039,49482.46374511719,52492.704040527344,53540.62371826172,44122.72326660156,48784.783630371094,45025.12350463867,39881.122802734375,43285.66275024414,38056.022705078125,Brain Region: cortex,Brain Region: diencephalon,Brain Region: cortex vs Brain Region: diencephalon,7,8,10xBlank_01202023
[TG(54:1)]_FA20:0,TAG,85750.76599121094,80341.7866821289,100954.00762939453,93418.26596069336,165362.3503112793,76236.52542114258,96644.42700195312,87991.92767333984,108112.92868041992,99145.00567626953,100229.02499389648,102028.20837402344,137734.64874267578,73504.14639282227,101427.38659667969,400722.0986328125,Brain Region: cortex,Brain Region: diencephalon,Brain Region: cortex vs Brain Region: diencephalon,7,8,10xBlank_01202023
[TG(54:1)]_FA20:4,TAG,18593.361335754395,22712.521675109863,22661.021522521973,21530.701328277588,19111.581314086914,15947.921394348145,17493.361209869385,20585.221755981445,22749.70147705078,19298.361282348633,17581.921447753906,20674.421447753906,18026.761405944824,14879.200904846191,15131.62121963501,18336.181282043457,Brain Region: cortex,Brain Region: diencephalon,Brain Region: cortex vs Brain Region: diencephalon,7,8,10xBlank_01202023
[TG(54:2)]_FA16:0,TAG,36587.36264038086,40767.423278808594,54999.643966674805,44683.203552246094,56586.36357116699,39819.86279296875,46783.38327026367,53664.744232177734,47452.18338012695,48308.66384887695,55249.12413024902,50842.363189697266,49028.34327697754,33902.762451171875,36130.24221801758,21361.941467285156,Brain Region: cortex,Brain Region: diencephalon,Brain Region: cortex vs Brain Region: diencephalon,7,8,10xBlank_01202023
