Lipid,Class,AK0135,AK0140,AK0169,AK0154,AK0155,AK0168,AK0174,AK0175,Blank-1x,Title1,Title2,Title,length1,length2,Blank_name
PG (42:2),PG,177098.45294189453,119975.78790283203,201530.93432617188,87831.2855834961,104235.34661865234,128805.91076660156,180451.53338623047,152320.99047851562,44076.98291015625,Sex: M | Genotype: cKO | time point: 28d ISCI,Sex: M | Genotype: WT | time point: healthy 28d ISCI,Sex: M__Genotype: cKO__time point: 28d ISCI vs Sex: M__Genotype: WT__time point: healthy 28d ISCI,3,5,Blank-1x
PG (42:3),PG,322976.3854980469,257316.89794921875,374976.2880859375,208348.75415039062,237973.11694335938,230729.3359375,359981.2478027344,264699.47607421875,184585.7138671875,Sex: M | Genotype: cKO | time point: 28d ISCI,Sex: M | Genotype: WT | time point: healthy 28d ISCI,Sex: M__Genotype: cKO__time point: 28d ISCI vs Sex: M__Genotype: WT__time point: healthy 28d ISCI,3,5,Blank-1x
PG (42:4),PG,372354.8264770508,282876.1396484375,433790.51470947266,202028.3162536621,272671.4558105469,279552.37908935547,561685.5897827148,383430.8698730469,33507.362731933594,Sex: M | Genotype: cKO | time point: 28d ISCI,Sex: M | Genotype: WT | time point: healthy 28d ISCI,Sex: M__Genotype: cKO__time point: 28d ISCI vs Sex: M__Genotype: WT__time point: healthy 28d ISCI,3,5,Blank-1x
PG (42:5),PG,205533.27423095703,142951.54803466797,255250.13818359375,87711.12545776367,126231.90869140625,166548.9119873047,211640.8338623047,153151.49005126953,31095.622039794922,Sex: M | Genotype: cKO | time point: 28d ISCI,Sex: M | Genotype: WT | time point: healthy 28d ISCI,Sex: M__Genotype: cKO__time point: 28d ISCI vs Sex: M__Genotype: WT__time point: healthy 28d ISCI,3,5,Blank-1x
PG (42:6),PG,289411.7829589844,192003.6127319336,354511.3250732422,136651.46838378906,177605.5317993164,209605.955078125,328972.1628417969,211887.11541748047,38850.2431640625,Sex: M | Genotype: cKO | time point: 28d ISCI,Sex: M | Genotype: WT | time point: healthy 28d ISCI,Sex: M__Genotype: cKO__time point: 28d ISCI vs Sex: M__Genotype: WT__time point: healthy 28d ISCI,3,5,Blank-1x
PG (42:7),PG,258114.89813232422,171414.0714111328,287223.0563964844,110890.16888427734,150127.88958740234,172352.0538330078,260831.8780517578,175726.41259765625,38993.863037109375,Sex: M | Genotype: cKO | time point: 28d ISCI,Sex: M | Genotype: WT | time point: healthy 28d ISCI,Sex: M__Genotype: cKO__time point: 28d ISCI vs Sex: M__Genotype: WT__time point: healthy 28d ISCI,3,5,Blank-1x
PG (42:8),PG,224442.43310546875,147739.80792236328,264423.1579589844,127637.82946777344,129625.9096069336,167474.11169433594,223774.07385253906,176252.7734375,47794.64318847656,Sex: M | Genotype: cKO | time point: 28d ISCI,Sex: M | Genotype: WT | time point: healthy 28d ISCI,Sex: M__Genotype: cKO__time point: 28d ISCI vs Sex: M__Genotype: WT__time point: healthy 28d ISCI,3,5,Blank-1x
PG (42:9),PG,258402.97616577148,188533.5108642578,293931.24005126953,334137.2247619629,210534.51300048828,243110.3572998047,186970.27423095703,276972.53790283203,34404.86260986328,Sex: M | Genotype: cKO | time point: 28d ISCI,Sex: M | Genotype: WT | time point: healthy 28d ISCI,Sex: M__Genotype: cKO__time point: 28d ISCI vs Sex: M__Genotype: WT__time point: healthy 28d ISCI,3,5,Blank-1x
PG (44:0),PG,199011.3348388672,113194.88696289062,194260.71520996094,79279.28466796875,105842.98706054688,143398.82891845703,263712.4008178711,141313.24896240234,24965.061798095703,Sex: M | Genotype: cKO | time point: 28d ISCI,Sex: M | Genotype: WT | time point: healthy 28d ISCI,Sex: M__Genotype: cKO__time point: 28d ISCI vs Sex: M__Genotype: WT__time point: healthy 28d ISCI,3,5,Blank-1x
PG (44:1),PG,139821.20861816406,86368.02596282959,144514.70904541016,62990.444438934326,79417.14561462402,103793.20764923096,164156.67266845703,101188.12823486328,27535.32177734375,Sex: M | Genotype: cKO | time point: 28d ISCI,Sex: M | Genotype: WT | time point: healthy 28d ISCI,Sex: M__Genotype: cKO__time point: 28d ISCI vs Sex: M__Genotype: WT__time point: healthy 28d ISCI,3,5,Blank-1x
PG (44:10),PG,163463.20971679688,99391.50650024414,165348.35186767578,86353.30560302734,92377.78628540039,117390.18826293945,182798.9914855957,123264.3283996582,24598.921768188477,Sex: M | Genotype: cKO | time point: 28d ISCI,Sex: M | Genotype: WT | time point: healthy 28d ISCI,Sex: M__Genotype: cKO__time point: 28d ISCI vs Sex: M__Genotype: WT__time point: healthy 28d ISCI,3,5,Blank-1x
PG (44:12),PG,170367.6121826172,116040.98663330078,192732.65411376953,73366.3052520752,99591.30722045898,128053.38760375977,194777.45526123047,128090.88879394531,27063.56185913086,Sex: M | Genotype: cKO | time point: 28d ISCI,Sex: M | Genotype: WT | time point: healthy 28d ISCI,Sex: M__Genotype: cKO__time point: 28d ISCI vs Sex: M__Genotype: WT__time point: healthy 28d ISCI,3,5,Blank-1x
PG (44:2),PG,132167.9885597229,83609.18647766113,142629.19076538086,66271.26456832886,86222.38523864746,101879.74716949463,156154.51154327393,107189.32820892334,26774.02180480957,Sex: M | Genotype: cKO | time point: 28d ISCI,Sex: M | Genotype: WT | time point: healthy 28d ISCI,Sex: M__Genotype: cKO__time point: 28d ISCI vs Sex: M__Genotype: WT__time point: healthy 28d ISCI,3,5,Blank-1x
PG (44:3),PG,162287.07293701172,97169.40669250488,154831.75103759766,67223.42460632324,95293.9069519043,125122.46936035156,188103.7731628418,120015.90815734863,26832.24185180664,Sex: M | Genotype: cKO | time point: 28d ISCI,Sex: M | Genotype: WT | time point: healthy 28d ISCI,Sex: M__Genotype: cKO__time point: 28d ISCI vs Sex: M__Genotype: WT__time point: healthy 28d ISCI,3,5,Blank-1x
PG (44:4),PG,159018.93267822266,101323.78698730469,164328.47241210938,67295.98541259766,91398.48712158203,113132.00814819336,207862.37606811523,124451.58981323242,26920.64190673828,Sex: M | Genotype: cKO | time point: 28d ISCI,Sex: M | Genotype: WT | time point: healthy 28d ISCI,Sex: M__Genotype: cKO__time point: 28d ISCI vs Sex: M__Genotype: WT__time point: healthy 28d ISCI,3,5,Blank-1x
PG (44:5),PG,148730.931640625,99948.28643798828,159480.04986572266,61848.46469116211,88596.66653442383,106001.92712402344,178292.03259277344,106461.62796020508,23179.66143798828,Sex: M | Genotype: cKO | time point: 28d ISCI,Sex: M | Genotype: WT | time point: healthy 28d ISCI,Sex: M__Genotype: cKO__time point: 28d ISCI vs Sex: M__Genotype: WT__time point: healthy 28d ISCI,3,5,Blank-1x
PG (44:6),PG,171595.27368164062,104775.50668334961,180076.11193847656,76654.40518188477,97516.4465637207,116223.18856811523,173580.7126159668,120660.70858764648,23947.52166748047,Sex: M | Genotype: cKO | time point: 28d ISCI,Sex: M | Genotype: WT | time point: healthy 28d ISCI,Sex: M__Genotype: cKO__time point: 28d ISCI vs Sex: M__Genotype: WT__time point: healthy 28d ISCI,3,5,Blank-1x
PG (44:7),PG,220403.69506835938,126327.36898803711,223580.77532958984,88006.90515136719,119410.66714477539,163188.70809936523,284627.2359008789,168883.6515197754,26629.862060546875,Sex: M | Genotype: cKO | time point: 28d ISCI,Sex: M | Genotype: WT | time point: healthy 28d ISCI,Sex: M__Genotype: cKO__time point: 28d ISCI vs Sex: M__Genotype: WT__time point: healthy 28d ISCI,3,5,Blank-1x
PG (44:8),PG,148730.54986572266,94987.50622558594,159535.8324584961,75307.7255859375,87200.54611206055,113984.00769042969,176548.85256958008,112330.1078491211,26706.10186767578,Sex: M | Genotype: cKO | time point: 28d ISCI,Sex: M | Genotype: WT | time point: healthy 28d ISCI,Sex: M__Genotype: cKO__time point: 28d ISCI vs Sex: M__Genotype: WT__time point: healthy 28d ISCI,3,5,Blank-1x
PGo (20:0),PG,164372.23114013672,133047.82739257812,168507.89038085938,86562.44580078125,125636.78747558594,133783.1287841797,162655.6895751953,122257.3676147461,89735.94641113281,Sex: M | Genotype: cKO | time point: 28d ISCI,Sex: M | Genotype: WT | time point: healthy 28d ISCI,Sex: M__Genotype: cKO__time point: 28d ISCI vs Sex: M__Genotype: WT__time point: healthy 28d ISCI,3,5,Blank-1x
PGo (28:0),PG,426283.41052246094,318605.80279541016,567411.7565917969,154856.73107910156,276678.8016357422,276939.76080322266,384516.0288696289,285092.5221557617,32800.382385253906,Sex: M | Genotype: cKO | time point: 28d ISCI,Sex: M | Genotype: WT | time point: healthy 28d ISCI,Sex: M__Genotype: cKO__time point: 28d ISCI vs Sex: M__Genotype: WT__time point: healthy 28d ISCI,3,5,Blank-1x
PGo (30:0),PG,340866.9605102539,248463.33697509766,434938.74279785156,162320.73272705078,225154.1395263672,226196.51989746094,349307.5234375,242928.35345458984,53294.78414916992,Sex: M | Genotype: cKO | time point: 28d ISCI,Sex: M | Genotype: WT | time point: healthy 28d ISCI,Sex: M__Genotype: cKO__time point: 28d ISCI vs Sex: M__Genotype: WT__time point: healthy 28d ISCI,3,5,Blank-1x
PGo (30:1),PG,546576.860534668,391391.88732910156,473201.47216796875,307719.4610595703,389863.6014404297,331396.2623901367,656498.0069580078,345031.5639038086,25890.901641845703,Sex: M | Genotype: cKO | time point: 28d ISCI,Sex: M | Genotype: WT | time point: healthy 28d ISCI,Sex: M__Genotype: cKO__time point: 28d ISCI vs Sex: M__Genotype: WT__time point: healthy 28d ISCI,3,5,Blank-1x
PGo (32:0),PG,256359.65661621094,178514.9727783203,252621.87670898438,122912.40789794922,158956.73083496094,196960.67517089844,274868.8615722656,192250.61279296875,46693.18359375,Sex: M | Genotype: cKO | time point: 28d ISCI,Sex: M | Genotype: WT | time point: healthy 28d ISCI,Sex: M__Genotype: cKO__time point: 28d ISCI vs Sex: M__Genotype: WT__time point: healthy 28d ISCI,3,5,Blank-1x
PGo (32:1),PG,385091.04296875,275497.66345214844,342754.56579589844,187724.4140625,278734.6766357422,246021.59704589844,470843.01416015625,264546.85986328125,70208.78491210938,Sex: M | Genotype: cKO | time point: 28d ISCI,Sex: M | Genotype: WT | time point: healthy 28d ISCI,Sex: M__Genotype: cKO__time point: 28d ISCI vs Sex: M__Genotype: WT__time point: healthy 28d ISCI,3,5,Blank-1x
PGo (34:0),PG,331520.68127441406,223721.43725585938,332929.6012573242,188951.99395751953,198923.99127197266,286710.0234375,422630.8839111328,281726.6954345703,104824.86682128906,Sex: M | Genotype: cKO | time point: 28d ISCI,Sex: M | Genotype: WT | time point: healthy 28d ISCI,Sex: M__Genotype: cKO__time point: 28d ISCI vs Sex: M__Genotype: WT__time point: healthy 28d ISCI,3,5,Blank-1x
PGo (34:2),PG,213495.01318359375,143407.31091308594,190791.71197509766,112637.80694580078,145979.26953125,173813.69024658203,228269.23611450195,172973.6939086914,30594.58221435547,Sex: M | Genotype: cKO | time point: 28d ISCI,Sex: M | Genotype: WT | time point: healthy 28d ISCI,Sex: M__Genotype: cKO__time point: 28d ISCI vs Sex: M__Genotype: WT__time point: healthy 28d ISCI,3,5,Blank-1x
PGo (34:3),PG,263077.83502197266,152294.47192382812,227918.41943359375,136118.3101196289,168547.01177978516,217973.1961669922,335362.845703125,203033.29629516602,34456.94207763672,Sex: M | Genotype: cKO | time point: 28d ISCI,Sex: M | Genotype: WT | time point: healthy 28d ISCI,Sex: M__Genotype: cKO__time point: 28d ISCI vs Sex: M__Genotype: WT__time point: healthy 28d ISCI,3,5,Blank-1x
PGo (34:4),PG,165754.0321044922,116874.06896972656,152112.5115966797,112514.3091430664,111458.98666381836,155915.53100585938,178168.43154907227,123398.70739746094,31624.282196044922,Sex: M | Genotype: cKO | time point: 28d ISCI,Sex: M | Genotype: WT | time point: healthy 28d ISCI,Sex: M__Genotype: cKO__time point: 28d ISCI vs Sex: M__Genotype: WT__time point: healthy 28d ISCI,3,5,Blank-1x
PGo (36:0),PG,387330.2445678711,250686.63708496094,383939.0283203125,159995.65057373047,233857.91232299805,321193.10528564453,382037.5841064453,305247.1838378906,37579.242767333984,Sex: M | Genotype: cKO | time point: 28d ISCI,Sex: M | Genotype: WT | time point: healthy 28d ISCI,Sex: M__Genotype: cKO__time point: 28d ISCI vs Sex: M__Genotype: WT__time point: healthy 28d ISCI,3,5,Blank-1x
PGo (36:1),PG,527597.822265625,357649.6003417969,548393.5712890625,282511.52111816406,325081.0616455078,421726.3918457031,548974.4970703125,466516.1182861328,48918.283630371094,Sex: M | Genotype: cKO | time point: 28d ISCI,Sex: M | Genotype: WT | time point: healthy 28d ISCI,Sex: M__Genotype: cKO__time point: 28d ISCI vs Sex: M__Genotype: WT__time point: healthy 28d ISCI,3,5,Blank-1x
PGo (36:2),PG,343491.14666748047,229116.97589111328,338099.1845703125,177081.8335571289,231457.39794921875,247515.17749023438,347074.06408691406,264713.7612915039,37147.742431640625,Sex: M | Genotype: cKO | time point: 28d ISCI,Sex: M | Genotype: WT | time point: healthy 28d ISCI,Sex: M__Genotype: cKO__time point: 28d ISCI vs Sex: M__Genotype: WT__time point: healthy 28d ISCI,3,5,Blank-1x
PGo (36:4),PG,307997.3195800781,236203.49536132812,310107.8211669922,126648.84954833984,204994.91009521484,213995.6742553711,297107.9987792969,204992.15533447266,36721.502349853516,Sex: M | Genotype: cKO | time point: 28d ISCI,Sex: M | Genotype: WT | time point: healthy 28d ISCI,Sex: M__Genotype: cKO__time point: 28d ISCI vs Sex: M__Genotype: WT__time point: healthy 28d ISCI,3,5,Blank-1x
PGo (36:5),PG,206982.5948486328,155195.4916381836,204903.1541748047,121006.20922851562,138414.0111694336,161307.6317138672,211879.97595214844,150748.13146972656,51510.423400878906,Sex: M | Genotype: cKO | time point: 28d ISCI,Sex: M | Genotype: WT | time point: healthy 28d ISCI,Sex: M__Genotype: cKO__time point: 28d ISCI vs Sex: M__Genotype: WT__time point: healthy 28d ISCI,3,5,Blank-1x
PGo (38:0),PG,834025.8299560547,688381.2819213867,1359473.3630371094,280026.9429321289,497040.07623291016,652867.4536743164,447214.11083984375,733460.207824707,40358.7428894043,Sex: M | Genotype: cKO | time point: 28d ISCI,Sex: M | Genotype: WT | time point: healthy 28d ISCI,Sex: M__Genotype: cKO__time point: 28d ISCI vs Sex: M__Genotype: WT__time point: healthy 28d ISCI,3,5,Blank-1x
PGo (38:1),PG,719892.3093261719,584525.4962158203,984398.5046386719,291414.51849365234,419175.4766845703,559740.7335205078,436967.9493408203,604717.7358398438,47064.94320678711,Sex: M | Genotype: cKO | time point: 28d ISCI,Sex: M | Genotype: WT | time point: healthy 28d ISCI,Sex: M__Genotype: cKO__time point: 28d ISCI vs Sex: M__Genotype: WT__time point: healthy 28d ISCI,3,5,Blank-1x
PGo (38:2),PG,484515.4009399414,392107.33361816406,566976.7911376953,210005.97436523438,305813.1619873047,371233.68768310547,428566.06872558594,412431.05084228516,39674.482849121094,Sex: M | Genotype: cKO | time point: 28d ISCI,Sex: M | Genotype: WT | time point: healthy 28d ISCI,Sex: M__Genotype: cKO__time point: 28d ISCI vs Sex: M__Genotype: WT__time point: healthy 28d ISCI,3,5,Blank-1x
PGo (38:3),PG,515608.10119628906,416860.36346435547,583808.1029052734,264560.6960449219,366790.6262817383,383850.3265991211,566147.7615356445,453137.1083984375,38120.64276123047,Sex: M | Genotype: cKO | time point: 28d ISCI,Sex: M | Genotype: WT | time point: healthy 28d ISCI,Sex: M__Genotype: cKO__time point: 28d ISCI vs Sex: M__Genotype: WT__time point: healthy 28d ISCI,3,5,Blank-1x
PGo (38:4),PG,296369.64166259766,230580.83428955078,320503.12561035156,242583.11505126953,173597.69360351562,221060.17712402344,216210.3536376953,211925.19598388672,39066.32293701172,Sex: M | Genotype: cKO | time point: 28d ISCI,Sex: M | Genotype: WT | time point: healthy 28d ISCI,Sex: M__Genotype: cKO__time point: 28d ISCI vs Sex: M__Genotype: WT__time point: healthy 28d ISCI,3,5,Blank-1x
PGo (38:6),PG,296218.8596191406,206907.0362548828,318814.84228515625,167570.19171142578,199253.87365722656,237441.9755859375,296386.09967041016,229760.59545898438,50365.02374267578,Sex: M | Genotype: cKO | time point: 28d ISCI,Sex: M | Genotype: WT | time point: healthy 28d ISCI,Sex: M__Genotype: cKO__time point: 28d ISCI vs Sex: M__Genotype: WT__time point: healthy 28d ISCI,3,5,Blank-1x
PGo (40:0),PG,600430.8887939453,451003.24786376953,756949.8069458008,236107.55731201172,316020.0280151367,505836.92236328125,393040.06524658203,526548.9245605469,38899.14245605469,Sex: M | Genotype: cKO | time point: 28d ISCI,Sex: M | Genotype: WT | time point: healthy 28d ISCI,Sex: M__Genotype: cKO__time point: 28d ISCI vs Sex: M__Genotype: WT__time point: healthy 28d ISCI,3,5,Blank-1x
PGo (40:1),PG,605833.2185058594,512652.0044555664,915070.0832519531,248547.5419921875,343370.8454589844,505890.75604248047,385762.9464111328,581161.5197753906,41911.223083496094,Sex: M | Genotype: cKO | time point: 28d ISCI,Sex: M | Genotype: WT | time point: healthy 28d ISCI,Sex: M__Genotype: cKO__time point: 28d ISCI vs Sex: M__Genotype: WT__time point: healthy 28d ISCI,3,5,Blank-1x
PGo (40:2),PG,293947.1576538086,228868.9769897461,349599.84356689453,147712.17053222656,177463.03466796875,228225.81787109375,243726.2953491211,278378.1779785156,37260.16223144531,Sex: M | Genotype: cKO | time point: 28d ISCI,Sex: M | Genotype: WT | time point: healthy 28d ISCI,Sex: M__Genotype: cKO__time point: 28d ISCI vs Sex: M__Genotype: WT__time point: healthy 28d ISCI,3,5,Blank-1x
PGo (40:4),PG,202113.07543945312,139108.04986572266,233779.81536865234,131965.12982177734,122520.60711669922,149865.47088623047,198688.57391357422,148247.15203857422,35054.362365722656,Sex: M | Genotype: cKO | time point: 28d ISCI,Sex: M | Genotype: WT | time point: healthy 28d ISCI,Sex: M__Genotype: cKO__time point: 28d ISCI vs Sex: M__Genotype: WT__time point: healthy 28d ISCI,3,5,Blank-1x
PGo (40:5),PG,342985.3690185547,257323.177734375,412343.8532104492,140572.689453125,211463.75427246094,230485.97998046875,343975.19970703125,236012.25830078125,35816.88250732422,Sex: M | Genotype: cKO | time point: 28d ISCI,Sex: M | Genotype: WT | time point: healthy 28d ISCI,Sex: M__Genotype: cKO__time point: 28d ISCI vs Sex: M__Genotype: WT__time point: healthy 28d ISCI,3,5,Blank-1x
PGo (40:6),PG,1773026.4517211914,1443357.6985473633,1539784.1708984375,370334.7301635742,1130946.6000976562,816291.5594482422,2324276.12701416,929996.008972168,52171.38363647461,Sex: M | Genotype: cKO | time point: 28d ISCI,Sex: M | Genotype: WT | time point: healthy 28d ISCI,Sex: M__Genotype: cKO__time point: 28d ISCI vs Sex: M__Genotype: WT__time point: healthy 28d ISCI,3,5,Blank-1x
PGo (40:9),PG,215099.99688720703,153528.4916381836,268332.4387207031,104245.82775878906,132792.5103149414,165661.03076171875,214977.1163330078,162965.03002929688,34467.90252685547,Sex: M | Genotype: cKO | time point: 28d ISCI,Sex: M | Genotype: WT | time point: healthy 28d ISCI,Sex: M__Genotype: cKO__time point: 28d ISCI vs Sex: M__Genotype: WT__time point: healthy 28d ISCI,3,5,Blank-1x
PGo (42:0),PG,225604.03686523438,153992.75115966797,261518.13989257812,103495.56762695312,136257.0687866211,158948.07244873047,247366.05639648438,170037.77447509766,37360.92282104492,Sex: M | Genotype: cKO | time point: 28d ISCI,Sex: M | Genotype: WT | time point: healthy 28d ISCI,Sex: M__Genotype: cKO__time point: 28d ISCI vs Sex: M__Genotype: WT__time point: healthy 28d ISCI,3,5,Blank-1x
PGo (42:1),PG,212175.8169555664,144495.80987548828,244369.49548339844,102495.92822265625,126178.50909423828,150581.85150146484,208834.35595703125,168198.21197509766,39193.56301879883,Sex: M | Genotype: cKO | time point: 28d ISCI,Sex: M | Genotype: WT | time point: healthy 28d ISCI,Sex: M__Genotype: cKO__time point: 28d ISCI vs Sex: M__Genotype: WT__time point: healthy 28d ISCI,3,5,Blank-1x
PGo (42:2),PG,233889.0971069336,166395.59014892578,254146.09790039062,270781.13983154297,177031.4359741211,220226.5962524414,187131.47357177734,236376.09393310547,32982.28225708008,Sex: M | Genotype: cKO | time point: 28d ISCI,Sex: M | Genotype: WT | time point: healthy 28d ISCI,Sex: M__Genotype: cKO__time point: 28d ISCI vs Sex: M__Genotype: WT__time point: healthy 28d ISCI,3,5,Blank-1x
PGo (42:4),PG,209200.1173095703,155260.330078125,246543.59735107422,100423.34741210938,138670.6098022461,156345.06982421875,208572.37576293945,166717.03002929688,28733.342254638672,Sex: M | Genotype: cKO | time point: 28d ISCI,Sex: M | Genotype: WT | time point: healthy 28d ISCI,Sex: M__Genotype: cKO__time point: 28d ISCI vs Sex: M__Genotype: WT__time point: healthy 28d ISCI,3,5,Blank-1x
PGo (42:6),PG,462994.20123291016,372849.3094482422,504038.9768066406,132865.6693725586,291566.1432495117,286773.18353271484,558023.3358764648,300869.8358154297,65133.864685058594,Sex: M | Genotype: cKO | time point: 28d ISCI,Sex: M | Genotype: WT | time point: healthy 28d ISCI,Sex: M__Genotype: cKO__time point: 28d ISCI vs Sex: M__Genotype: WT__time point: healthy 28d ISCI,3,5,Blank-1x
PGp (16:0),PG,2187.7201614379883,1595.0801162719727,1820.4001388549805,1560.4001083374023,1944.2401390075684,1644.7401237487793,1918.58012008667,1668.1201057434082,1575.2001266479492,Sex: M | Genotype: cKO | time point: 28d ISCI,Sex: M | Genotype: WT | time point: healthy 28d ISCI,Sex: M__Genotype: cKO__time point: 28d ISCI vs Sex: M__Genotype: WT__time point: healthy 28d ISCI,3,5,Blank-1x
PGp (20:0),PG,177584.11462402344,130216.10748291016,176058.75128173828,88856.32586669922,123526.78787231445,121992.5267944336,188952.83514404297,126655.16760253906,40972.06262207031,Sex: M | Genotype: cKO | time point: 28d ISCI,Sex: M | Genotype: WT | time point: healthy 28d ISCI,Sex: M__Genotype: cKO__time point: 28d ISCI vs Sex: M__Genotype: WT__time point: healthy 28d ISCI,3,5,Blank-1x
PGp (28:0),PG,815623.6967163086,620810.3622436523,965319.5534667969,263255.8755493164,532882.1500854492,443884.8553466797,801692.6855773926,493616.61767578125,26255.30191040039,Sex: M | Genotype: cKO | time point: 28d ISCI,Sex: M | Genotype: WT | time point: healthy 28d ISCI,Sex: M__Genotype: cKO__time point: 28d ISCI vs Sex: M__Genotype: WT__time point: healthy 28d ISCI,3,5,Blank-1x
PGp (30:1),PG,264011.07482910156,176534.79193115234,270753.9783935547,117428.00994873047,171170.45373535156,177719.27236938477,293885.6199951172,181789.0108642578,29184.622283935547,Sex: M | Genotype: cKO | time point: 28d ISCI,Sex: M | Genotype: WT | time point: healthy 28d ISCI,Sex: M__Genotype: cKO__time point: 28d ISCI vs Sex: M__Genotype: WT__time point: healthy 28d ISCI,3,5,Blank-1x
PGp (34:4),PG,154530.17163085938,108633.30853271484,148963.47161865234,82328.00561523438,101428.38647460938,289009.07806396484,154429.48992919922,112583.90911865234,31819.72232055664,Sex: M | Genotype: cKO | time point: 28d ISCI,Sex: M | Genotype: WT | time point: healthy 28d ISCI,Sex: M__Genotype: cKO__time point: 28d ISCI vs Sex: M__Genotype: WT__time point: healthy 28d ISCI,3,5,Blank-1x
PGp (36:5),PG,314973.68084716797,205910.03228759766,272015.9167480469,160511.6502380371,199425.83416748047,228440.25366210938,356513.22479248047,270090.27838134766,38261.06286621094,Sex: M | Genotype: cKO | time point: 28d ISCI,Sex: M | Genotype: WT | time point: healthy 28d ISCI,Sex: M__Genotype: cKO__time point: 28d ISCI vs Sex: M__Genotype: WT__time point: healthy 28d ISCI,3,5,Blank-1x
PGp (38:6),PG,582268.1838378906,388217.79162597656,731120.3852539062,241683.0938720703,341581.4211425781,470612.59326171875,457906.41595458984,525626.3424072266,77976.9658203125,Sex: M | Genotype: cKO | time point: 28d ISCI,Sex: M | Genotype: WT | time point: healthy 28d ISCI,Sex: M__Genotype: cKO__time point: 28d ISCI vs Sex: M__Genotype: WT__time point: healthy 28d ISCI,3,5,Blank-1x
PGp (42:2),PG,196694.33471679688,125647.66857910156,211681.03295898438,94482.22631835938,111585.68768310547,141511.9691772461,236077.33459472656,140502.41107177734,30189.762329101562,Sex: M | Genotype: cKO | time point: 28d ISCI,Sex: M | Genotype: WT | time point: healthy 28d ISCI,Sex: M__Genotype: cKO__time point: 28d ISCI vs Sex: M__Genotype: WT__time point: healthy 28d ISCI,3,5,Blank-1x
PGp (42:4),PG,257527.32037353516,180939.71099853516,317739.2841796875,100265.06594848633,157506.6505126953,181934.63317871094,229536.77734375,182975.65203857422,28527.801971435547,Sex: M | Genotype: cKO | time point: 28d ISCI,Sex: M | Genotype: WT | time point: healthy 28d ISCI,Sex: M__Genotype: cKO__time point: 28d ISCI vs Sex: M__Genotype: WT__time point: healthy 28d ISCI,3,5,Blank-1x
PI (14:1),PI,9086.820682525635,10682.180694580078,9735.280632019043,8416.52053451538,7662.880554199219,4264.680313110352,4037.1203079223633,3309.700225830078,1559.7401123046875,Sex: M | Genotype: cKO | time point: 28d ISCI,Sex: M | Genotype: WT | time point: healthy 28d ISCI,Sex: M__Genotype: cKO__time point: 28d ISCI vs Sex: M__Genotype: WT__time point: healthy 28d ISCI,3,5,Blank-1x
PI (20:1),PI,142740.19036865234,268838.2204589844,100044.54638671875,268878.95556640625,295272.43896484375,95229.34655761719,465162.1096191406,99825.92614746094,55898.9641418457,Sex: M | Genotype: cKO | time point: 28d ISCI,Sex: M | Genotype: WT | time point: healthy 28d ISCI,Sex: M__Genotype: cKO__time point: 28d ISCI vs Sex: M__Genotype: WT__time point: healthy 28d ISCI,3,5,Blank-1x
PI (24:0),PI,54982.303649902344,149278.03063964844,59620.703704833984,144875.2119140625,158480.82983398438,54389.64370727539,268510.1572265625,51478.36349487305,29667.261993408203,Sex: M | Genotype: cKO | time point: 28d ISCI,Sex: M | Genotype: WT | time point: healthy 28d ISCI,Sex: M__Genotype: cKO__time point: 28d ISCI vs Sex: M__Genotype: WT__time point: healthy 28d ISCI,3,5,Blank-1x
PI (26:0),PI,67305.12506103516,234122.873046875,113184.66796875,146100.03125,226142.93896484375,64974.70462036133,376840.3887939453,71529.44494628906,39667.1227722168,Sex: M | Genotype: cKO | time point: 28d ISCI,Sex: M | Genotype: WT | time point: healthy 28d ISCI,Sex: M__Genotype: cKO__time point: 28d ISCI vs Sex: M__Genotype: WT__time point: healthy 28d ISCI,3,5,Blank-1x
PI (26:1),PI,159762.17126464844,452048.61083984375,200696.63549804688,355271.88525390625,446877.5876464844,121887.94812011719,732798.9877929688,136181.171875,58794.50451660156,Sex: M | Genotype: cKO | time point: 28d ISCI,Sex: M | Genotype: WT | time point: healthy 28d ISCI,Sex: M__Genotype: cKO__time point: 28d ISCI vs Sex: M__Genotype: WT__time point: healthy 28d ISCI,3,5,Blank-1x
PI (28:0),PI,111279.2668762207,360531.1511230469,153336.7915649414,227447.0361328125,340869.59045410156,85813.78582763672,642448.4287109375,98689.18634033203,36833.622650146484,Sex: M | Genotype: cKO | time point: 28d ISCI,Sex: M | Genotype: WT | time point: healthy 28d ISCI,Sex: M__Genotype: cKO__time point: 28d ISCI vs Sex: M__Genotype: WT__time point: healthy 28d ISCI,3,5,Blank-1x
PI (28:1),PI,125503.22973632812,456239.4094238281,156974.9125366211,284666.31884765625,431631.31091308594,99396.04675292969,729352.9547119141,103645.18743896484,43964.88302612305,Sex: M | Genotype: cKO | time point: 28d ISCI,Sex: M | Genotype: WT | time point: healthy 28d ISCI,Sex: M__Genotype: cKO__time point: 28d ISCI vs Sex: M__Genotype: WT__time point: healthy 28d ISCI,3,5,Blank-1x
