Lipid,Class,AK0135,AK0139,AK0140,AK0142,AK0157,AK0161,AK0169,AK0170,AK0200,AK0202,AK0204,AK0141,AK0144,AK0145,AK0147,AK0154,AK0155,AK0164,AK0166,AK0168,AK0174,AK0175,Blank-1x,Title1,Title2,Title,length1,length2,Blank_name
PIo (18:0),PI,3405529.038330078,5184980.1142578125,6170569.543212891,5516176.008544922,2615242.2912597656,7683398.355712891,4258299.364379883,6553666.343994141,3125938.344848633,4130138.6772460938,8298773.46484375,4498870.917724609,2803580.8168945312,4770159.7529296875,5725914.8701171875,4007578.596069336,5998903.635009766,6683242.051269531,2646636.4432373047,3333476.86126709,12060120.440429688,3157937.867919922,73936.90509033203,Genotype: cKO,Genotype: WT,Genotype: cKO vs Genotype: WTExtra Name,11,11,Blank-1x
PIo (20:5),PI,173906.97537231445,541889.5783691406,337434.927734375,349837.3486328125,182660.69213867188,528944.7734985352,205270.77117919922,487633.05712890625,212745.87744140625,194975.60928344727,523320.015625,241410.47764587402,199539.19885253906,410549.27282714844,434741.02575683594,305525.96240234375,413658.1622314453,556968.5306396484,139513.14979553223,169941.2716217041,526615.4429931641,179311.04858398438,303411.39541625977,Genotype: cKO,Genotype: WT,Genotype: cKO vs Genotype: WTExtra Name,11,11,Blank-1x
PIo (28:0),PI,77109.306640625,434662.8504638672,241673.9365234375,209572.09252929688,66053.96479034424,375736.4073486328,116568.56854248047,313939.4666748047,122943.14701843262,89008.8461303711,387494.9884033203,129207.55053710938,58095.24426269531,472676.8319091797,161632.8720703125,281296.94079589844,224641.41607666016,400161.4677734375,49191.743881225586,60375.78363800049,387270.66271972656,64314.76371765137,20648.86148071289,Genotype: cKO,Genotype: WT,Genotype: cKO vs Genotype: WTExtra Name,11,11,Blank-1x
PIo (30:0),PI,84478.40634155273,518882.68505859375,265044.77685546875,225296.814453125,116205.88874816895,390877.6867675781,94073.56701660156,366905.5466308594,148522.84991455078,91123.18658447266,437216.5070800781,116447.80682373047,77468.96496582031,441564.7736816406,195534.7119140625,254709.98107910156,265957.15783691406,384811.7624511719,56499.80368041992,80477.56582641602,451120.8975830078,98769.50805664062,40825.44287109375,Genotype: cKO,Genotype: WT,Genotype: cKO vs Genotype: WTExtra Name,11,11,Blank-1x
PIo (30:1),PI,145562.55018615723,1034944.4573974609,464184.6889038086,292833.6239013672,117047.62745666504,494605.8542480469,165179.17358398438,524260.4151611328,240352.15826416016,144266.24842834473,965716.2091064453,149122.23025512695,109931.20858764648,787507.7919921875,229317.79559326172,376384.58319091797,482108.6296386719,617366.0303955078,73924.1254272461,85241.10693359375,933535.6815185547,96158.8676147461,22481.241493225098,Genotype: cKO,Genotype: WT,Genotype: cKO vs Genotype: WTExtra Name,11,11,Blank-1x
PIo (32:0),PI,121779.08911132812,704595.8286132812,350975.10595703125,294330.38134765625,184403.55303955078,471479.61572265625,154782.2899169922,555294.8395996094,144195.61004638672,125932.11004638672,536449.5222167969,150828.09033203125,123414.34814453125,487388.29150390625,318816.4404296875,275953.5029296875,354921.6262207031,447375.7102050781,82134.76586914062,125631.029296875,604760.4069824219,130500.08825683594,65905.72479248047,Genotype: cKO,Genotype: WT,Genotype: cKO vs Genotype: WTExtra Name,11,11,Blank-1x
"PIo (32:1), PIp (32:0)",PI,113396.8879699707,794636.1920166016,314607.8377685547,206134.3741455078,88280.28649902344,349505.0646972656,103802.94775390625,392532.9249267578,141290.2501525879,95976.06671142578,651800.4223632812,111426.42803955078,87232.40658569336,485683.4353027344,178089.47436523438,217073.77697753906,324988.9061279297,405403.0686035156,71152.14535522461,65516.44438171387,653527.9439086914,80387.34573364258,26491.121826171875,Genotype: cKO,Genotype: WT,Genotype: cKO vs Genotype: WTExtra Name,11,11,Blank-1x
PIo (34:0),PI,79533.1259765625,585018.6596679688,270850.2185058594,236933.65795898438,141580.18884277344,452269.8420410156,161825.0516357422,455305.9002685547,112719.34887695312,149680.45092773438,441398.6081542969,147698.2121887207,103252.78649902344,473320.2980957031,251551.56115722656,234016.57397460938,271115.5388183594,416017.388671875,65075.94448852539,74929.08485412598,533299.5537109375,154680.43222045898,47303.263244628906,Genotype: cKO,Genotype: WT,Genotype: cKO vs Genotype: WTExtra Name,11,11,Blank-1x
"PIo (34:1), PIp (34:0)",PI,84016.82513427734,865062.2416992188,382594.9256591797,306717.6639404297,119194.17053222656,659880.2336425781,137298.7703552246,733299.8247070312,124806.16897583008,183457.21044921875,618000.4035644531,145742.51168823242,171456.41285705566,751100.400390625,323115.44299316406,368850.1267089844,386111.9099121094,613756.7730712891,63928.08465576172,88179.4255065918,722923.4644775391,92939.82608032227,32186.68197631836,Genotype: cKO,Genotype: WT,Genotype: cKO vs Genotype: WTExtra Name,11,11,Blank-1x
"PIo (34:3), PIp (34:2)",PI,52456.24377441406,298994.3801269531,134501.82946777344,117790.00817871094,51765.78385925293,279248.69525146484,66295.10482025146,220956.63745117188,68358.8649597168,62505.58445739746,313061.91912841797,87693.60615539551,68606.56398391724,282706.35998535156,115064.76876831055,117337.10772705078,130883.56744384766,220353.2944946289,31464.822273254395,54547.66368865967,289061.6989135742,65720.14443969727,13664.821102142334,Genotype: cKO,Genotype: WT,Genotype: cKO vs Genotype: WTExtra Name,11,11,Blank-1x
"PIo (34:4), PIp (34:3)",PI,39316.00294494629,216876.87432861328,111152.36828613281,106976.60760498047,45973.963775634766,217037.3758239746,57939.02422332764,170304.09197998047,42173.18299865723,45659.763359069824,198782.77655029297,56287.56428527832,54230.26280212402,225008.54135131836,90820.04718017578,136406.14935302734,110778.5256652832,191610.99334716797,28784.362129211426,28952.061973571777,195683.0354309082,37971.042572021484,11936.740810394287,Genotype: cKO,Genotype: WT,Genotype: cKO vs Genotype: WTExtra Name,11,11,Blank-1x
PIo (36:0),PI,89808.16728210449,325712.48486328125,153351.23107910156,138586.6483154297,70314.46466064453,287820.8010253906,97474.62794494629,242575.8367919922,109278.80752563477,104682.16818237305,287433.2401123047,103601.42799377441,72143.5443572998,242418.53649902344,131027.3076171875,121684.06945800781,154380.41259765625,265746.75842285156,38158.50262451172,49776.60346984863,286213.24224853516,84489.7048034668,23477.381713867188,Genotype: cKO,Genotype: WT,Genotype: cKO vs Genotype: WTExtra Name,11,11,Blank-1x
"PIo (36:1), PIp (36:0)",PI,60271.32434082031,363234.38623046875,172158.2325439453,156144.55200195312,92458.02728271484,278188.45849609375,115512.62771606445,248570.07873535156,91286.88586425781,88849.22651672363,282849.4365234375,104974.32769012451,75775.08596801758,277536.2431640625,143122.91149902344,158769.85192871094,167775.00927734375,280972.1417236328,42693.10358428955,51376.00365447998,278189.71893310547,64302.16499328613,28070.68194580078,Genotype: cKO,Genotype: WT,Genotype: cKO vs Genotype: WTExtra Name,11,11,Blank-1x
"PIo (36:2), PIp (36:1)",PI,53736.2042388916,307076.38342285156,145027.94952392578,130590.6890258789,57348.46469116211,259782.86376953125,89429.22685241699,214499.45727539062,94642.22520446777,86124.0866394043,245554.29736328125,92259.76637268066,66899.90548706055,220415.61614990234,110602.84753417969,111612.98919677734,142324.56951904297,255794.64044189453,32493.24237060547,39934.26281738281,246386.6968383789,81656.42770385742,17265.601135253906,Genotype: cKO,Genotype: WT,Genotype: cKO vs Genotype: WTExtra Name,11,11,Blank-1x
"PIo (36:3), PIp (36:2)",PI,105610.66883087158,359300.8055419922,180714.71228027344,163948.29125976562,67920.88467407227,321068.2789916992,99332.20636749268,259079.1011352539,73036.86515808105,96290.66752624512,337931.98333740234,100637.64800262451,71397.02447509766,293449.6985473633,123685.86953735352,135221.8471069336,170059.45175170898,359112.7233276367,56490.564292907715,88153.74615478516,324280.9428100586,103158.66711425781,11293.180721282959,Genotype: cKO,Genotype: WT,Genotype: cKO vs Genotype: WTExtra Name,11,11,Blank-1x
"PIo (36:4), PIp (36:3)",PI,58711.62433242798,284079.97912597656,153036.9508972168,136212.06903076172,56260.4835357666,238495.11529541016,111863.50700378418,200648.95703125,47513.603229522705,87004.14671325684,237428.99575805664,82919.88581848145,55262.64414215088,225895.97552490234,97987.64682006836,100664.84622192383,139099.06829833984,289060.21881103516,32661.182041168213,37713.22277069092,235819.4765625,47334.84387207031,20704.501609802246,Genotype: cKO,Genotype: WT,Genotype: cKO vs Genotype: WTExtra Name,11,11,Blank-1x
"PIo (36:5), PIp (36:4)",PI,58226.04364013672,191984.75244140625,113967.90795898438,97713.34796142578,47293.06317138672,188314.85217285156,71793.26542663574,158487.8701171875,47694.4841003418,54214.48440551758,168079.93395996094,50899.80335998535,47445.18295288086,171286.232421875,83884.18649291992,90651.70617675781,106296.84796142578,190834.1531982422,22388.70135498047,45673.483627319336,189836.79364013672,54479.62326049805,16265.221206665039,Genotype: cKO,Genotype: WT,Genotype: cKO vs Genotype: WTExtra Name,11,11,Blank-1x
"PIo (38:1), PIp (38:0)",PI,73282.32542037964,368858.0803222656,203136.65069580078,187071.41271972656,87062.7455444336,293479.1221923828,193567.67443847656,237723.2987060547,91668.94686126709,104724.70697021484,286247.3602294922,132749.1499786377,85178.72731018066,255947.5174560547,129388.22943115234,129632.96911621094,188163.65228271484,386312.92333984375,61467.32434844971,56826.12378692627,287071.4996948242,96009.28633117676,19669.121208190918,Genotype: cKO,Genotype: WT,Genotype: cKO vs Genotype: WTExtra Name,11,11,Blank-1x
"PIo (38:2), PIp (38:1)",PI,64704.84373474121,269670.81915283203,141933.369140625,130893.82897949219,59365.00375366211,217877.63793945312,97164.06657409668,175567.3539428711,82228.66589355469,71732.80471801758,202660.9920654297,100500.96835327148,45721.72315597534,180273.57104492188,97993.78799438477,90030.46673583984,134378.20849609375,259870.09765625,43547.70278930664,55757.92403411865,201068.333984375,66196.86433410645,18742.00132751465,Genotype: cKO,Genotype: WT,Genotype: cKO vs Genotype: WTExtra Name,11,11,Blank-1x
"PIo (38:3), PIp (38:2)",PI,65617.2850189209,226452.43682861328,125118.30859375,118461.04943847656,44111.00294494629,189869.03515625,86619.00555419922,155910.41021728516,62310.764640808105,64893.92478942871,186606.15490722656,90126.68663024902,52705.06376647949,180799.85430908203,89801.84729003906,93779.26629638672,106780.72778320312,223503.47747802734,38628.98268890381,47325.50395965576,188532.6118774414,59691.7848815918,16263.581161499023,Genotype: cKO,Genotype: WT,Genotype: cKO vs Genotype: WTExtra Name,11,11,Blank-1x
"PIo (38:4), PIp (38:3)",PI,95457.7271118164,241111.7169189453,168894.01147460938,163842.04864501953,74148.70500183105,190625.33380126953,123092.82984924316,157394.2507019043,73976.44459533691,53810.883850097656,203359.01345825195,88719.40579986572,78048.80591583252,273984.10052490234,130537.52783203125,179458.4320678711,117950.0083618164,238615.53509521484,61746.62535095215,78133.6861114502,189530.1522216797,55511.04471588135,16753.38136291504,Genotype: cKO,Genotype: WT,Genotype: cKO vs Genotype: WTExtra Name,11,11,Blank-1x
"PIo (38:5), PIp (38:4)",PI,68118.08486175537,271222.2821044922,150164.6296081543,143426.17083740234,62383.264892578125,230318.41552734375,98391.3861541748,200788.45220947266,66132.96477508545,86873.08628845215,259089.21661376953,104832.44804382324,71658.16468811035,243840.05535888672,118533.86862182617,124712.48809814453,124220.32998657227,256148.37982177734,75736.38525390625,62560.08410644531,229905.77474975586,76157.46594238281,16392.181037902832,Genotype: cKO,Genotype: WT,Genotype: cKO vs Genotype: WTExtra Name,11,11,Blank-1x
"PIo (38:6), PIp (38:5)",PI,85315.94454193115,304310.8405761719,150322.85217285156,132460.48895263672,62603.60403442383,271797.56311035156,105586.60919189453,229562.4930419922,64646.28402709961,102193.36807250977,281875.32580566406,109992.96891784668,70644.02559661865,258488.1552734375,113584.1078491211,127070.8306274414,151692.45068359375,277827.8197631836,59361.14453125,67939.28450012207,274275.0795288086,79976.94505310059,25002.921630859375,Genotype: cKO,Genotype: WT,Genotype: cKO vs Genotype: WTExtra Name,11,11,Blank-1x
"PIo (40:1), PIp (40:0)",PI,66117.92481994629,265457.0379638672,149653.36981201172,158215.73095703125,66134.70416259766,206877.57611083984,120434.80778503418,170768.5323486328,74008.34463500977,81692.4055480957,211829.23516845703,127471.78941345215,55066.44317626953,173372.55352783203,97006.88598632812,86234.6664428711,127533.34936523438,271072.7353515625,45853.88367462158,56043.623596191406,207152.3359375,73622.08437347412,16029.321128845215,Genotype: cKO,Genotype: WT,Genotype: cKO vs Genotype: WTExtra Name,11,11,Blank-1x
"PIo (40:2), PIp (40:1)",PI,43793.60331726074,176983.63305664062,93490.30700683594,82069.16632080078,35158.782958984375,157474.23181152344,78888.74597167969,115765.40869140625,49086.26364135742,51710.94344329834,149909.93041992188,79195.1255645752,36701.20217895508,141436.9315185547,67506.1643371582,74748.68551635742,84700.72622680664,173110.3126220703,23051.16174697876,31196.502674102783,143499.0313720703,40587.70320510864,13878.920936584473,Genotype: cKO,Genotype: WT,Genotype: cKO vs Genotype: WTExtra Name,11,11,Blank-1x
"PIo (40:3), PIp (40:2)",PI,28540.32183074951,158483.8516845703,83715.44619750977,85773.42681884766,36207.442642211914,156611.01251220703,87933.14566421509,121620.16943359375,48903.483238220215,49990.00386810303,142922.68948364258,61778.14514541626,40513.22264099121,123328.98828125,63736.484466552734,64595.30453491211,81189.02600097656,155960.19177246094,26540.021812438965,43455.443267822266,144405.26989746094,52070.123680114746,12801.380916595459,Genotype: cKO,Genotype: WT,Genotype: cKO vs Genotype: WTExtra Name,11,11,Blank-1x
"PIo (40:4), PIp (40:3)",PI,72222.34454345703,243961.83917236328,116627.40884399414,105430.96643066406,50115.20275878906,260355.88116455078,98779.26832580566,199840.41583251953,81458.80515289307,84050.80551147461,238067.57708740234,94329.46603393555,43847.78276062012,234562.6788330078,88331.50653076172,103698.06823730469,110586.72747802734,222571.37567138672,43424.5224571228,57746.30448913574,226173.0955810547,63304.425521850586,16215.521347045898,Genotype: cKO,Genotype: WT,Genotype: cKO vs Genotype: WTExtra Name,11,11,Blank-1x
"PIo (40:5), PIp (40:4)",PI,354633.1041870117,2905893.2568359375,1019139.5050048828,929229.1578369141,409421.4009399414,4614986.858032227,422177.2482910156,3638184.9470214844,1417036.0946655273,598445.4321594238,4210408.349365234,606953.9013061523,350889.2542114258,3802736.1381835938,1076222.825805664,782626.408203125,1406690.3049316406,2230980.6020507812,214662.97387695312,357457.9249267578,3565148.1352539062,938635.8067626953,39443.00280761719,Genotype: cKO,Genotype: WT,Genotype: cKO vs Genotype: WTExtra Name,11,11,Blank-1x
"PIo (40:6), PIp (40:5)",PI,9760794.801879883,44991590.14343262,16505503.030151367,15160026.5178833,5749710.802215576,57428238.89129639,6225352.019866943,49895611.158569336,23233108.128356934,19312869.8873291,56021330.67919922,18881863.522598267,5284522.486839294,52573861.8918457,18418637.444213867,12683158.18347168,24228761.713928223,34899052.09082031,3396824.1035118103,8068331.099205017,50085396.16473389,15791146.78138733,18200.381225585938,Genotype: cKO,Genotype: WT,Genotype: cKO vs Genotype: WTExtra Name,11,11,Blank-1x
PIo (40:7),PI,70054.76512145996,299725.50408935547,156654.5528564453,149106.76953125,63283.60464477539,224094.8143310547,136620.86972045898,188579.45672607422,93666.96670532227,79269.92588806152,253318.6767578125,117481.70770263672,58386.444107055664,203578.65399169922,106257.42877197266,99957.0678100586,136767.7498779297,281887.4231567383,48406.72371673584,59338.26467895508,235945.4962158203,63635.48487854004,20132.301483154297,Genotype: cKO,Genotype: WT,Genotype: cKO vs Genotype: WTExtra Name,11,11,Blank-1x
PIo (42:0),PI,52017.76435852051,195232.73370361328,94604.48706054688,82710.24658203125,46907.96376037598,153563.07135009766,69288.5641708374,134357.60906982422,67077.46496582031,51773.52360534668,162639.3521118164,78407.64567565918,42144.8835067749,129028.56964111328,65893.78521728516,58176.06463623047,88784.40673828125,163982.33203125,31848.982215881348,36882.16256713867,162093.5128173828,45343.8030090332,14549.860954284668,Genotype: cKO,Genotype: WT,Genotype: cKO vs Genotype: WTExtra Name,11,11,Blank-1x
PIo (42:1),PI,40699.54298400879,155930.4520263672,79858.00555419922,77014.44616699219,36522.16256713867,149189.15063476562,65719.14515686035,119907.64889526367,48640.083740234375,48627.302963256836,135202.76849365234,73797.40450286865,33659.78227233887,135262.5887451172,62241.74432373047,63415.464904785156,75872.6653137207,145346.50909423828,28328.602249145508,34800.92255401611,139246.97091674805,46962.00344085693,14856.64111328125,Genotype: cKO,Genotype: WT,Genotype: cKO vs Genotype: WTExtra Name,11,11,Blank-1x
PIo (42:2),PI,36165.38215637207,131233.15020751953,68792.14459228516,66172.5241394043,28761.981761932373,129157.44927978516,45106.322525024414,97634.28582763672,41276.68357086182,47582.50382614136,125475.16888427734,60729.80430603027,29229.4818649292,112495.267578125,49756.76382446289,56847.523986816406,63922.62454223633,129743.73016357422,23889.401611328125,32971.34280395508,114176.26721191406,38409.88339996338,11491.300918579102,Genotype: cKO,Genotype: WT,Genotype: cKO vs Genotype: WTExtra Name,11,11,Blank-1x
PIo (42:4),PI,99253.82475662231,387887.8646850586,133640.6498413086,142648.85028076172,63711.5237121582,398802.3885192871,127487.7495727539,359452.82415771484,181412.55347824097,123422.88808441162,331785.44009399414,202561.13286590576,47927.42277908325,316022.6217651367,117057.44966125488,93008.1669921875,136715.1081237793,305621.1484375,30269.9421043396,40908.92261123657,318142.8032531738,109554.86598205566,11832.28092956543,Genotype: cKO,Genotype: WT,Genotype: cKO vs Genotype: WTExtra Name,11,11,Blank-1x
PIo (42:6),PI,1405842.761505127,4737741.291015625,1452097.6293640137,1583212.5514526367,605762.0560760498,5619288.5783081055,614715.9607696533,6080152.11340332,3104774.723876953,1786963.4495697021,7478849.997497559,2817056.0744018555,430699.9510040283,4733123.54888916,1473574.522857666,840346.1226196289,2125877.881286621,4409186.042907715,320021.423248291,432293.3812408447,4884133.317687988,1538951.8273773193,18925.90129852295,Genotype: cKO,Genotype: WT,Genotype: cKO vs Genotype: WTExtra Name,11,11,Blank-1x
PIp (20:0),PI,160209.1098022461,506013.21826171875,277479.7370605469,245768.57470703125,156051.77178955078,540699.1579589844,148202.26953125,436701.8298339844,231864.95977783203,186721.25164794922,483081.35546875,226492.5730895996,129060.67153930664,488515.5595703125,249146.9765625,271532.63916015625,294945.48083496094,419640.8029785156,106837.04672241211,153510.0093383789,496591.1826171875,146433.5103149414,57422.4846496582,Genotype: cKO,Genotype: WT,Genotype: cKO vs Genotype: WTExtra Name,11,11,Blank-1x
PIp (28:0),PI,179772.05318450928,1205090.9798583984,603765.2946166992,418024.75,94052.5266532898,677749.5774536133,203235.01501464844,662258.1799926758,271703.75842285156,162568.43124389648,1140736.3549194336,357512.26345825195,113995.80870056152,827992.1060791016,286042.9853515625,336524.2202758789,608564.1520385742,876177.299621582,74519.72525024414,87529.36697387695,1089937.7915649414,116976.2274017334,11081.920932769775,Genotype: cKO,Genotype: WT,Genotype: cKO vs Genotype: WTExtra Name,11,11,Blank-1x
PIp (30:1),PI,50393.02362060547,252074.53967285156,241577.27587890625,176180.5718383789,47058.78402709961,229351.33306884766,59319.80340576172,228287.91510009766,48312.38362121582,48312.9434967041,230802.29467773438,60686.04451751709,48470.7635345459,247509.00079345703,184608.11477661133,143720.9517211914,208193.75750732422,274436.6809082031,32279.741912841797,77674.64672851562,236742.09954833984,48028.54335021973,83252.66745758057,Genotype: cKO,Genotype: WT,Genotype: cKO vs Genotype: WTExtra Name,11,11,Blank-1x
PIp (32:1),PI,37514.44297790527,262833.77838134766,114981.54791259766,106107.80822753906,42788.64302062988,219312.2130126953,47728.222900390625,193681.01126098633,45363.78282165527,44642.622955322266,240894.0010986328,70936.16511535645,30181.18229675293,207840.05200195312,88629.40631103516,92051.92712402344,110710.30889892578,217003.91430664062,25447.48179626465,36331.28276062012,249108.87689208984,42517.56282043457,20496.121353149414,Genotype: cKO,Genotype: WT,Genotype: cKO vs Genotype: WTExtra Name,11,11,Blank-1x
PIp (34:1),PI,44189.34338378906,273554.1376953125,126077.82958984375,118320.06762695312,54543.94387817383,243116.91766357422,68559.40426635742,214338.33563232422,57520.28405761719,52460.58322143555,224468.29486083984,67387.94483947754,39286.662658691406,213013.89379882812,102923.08642578125,112900.94799804688,130212.22827148438,213566.35412597656,31899.56209564209,39610.34292602539,222913.4140625,68046.92349243164,17867.20133972168,Genotype: cKO,Genotype: WT,Genotype: cKO vs Genotype: WTExtra Name,11,11,Blank-1x
PIp (34:4),PI,32382.10210418701,182429.95166015625,96841.56677246094,91478.8461303711,39154.802337646484,191570.11431884766,45833.30277252197,146423.79006958008,36657.62237548828,30558.101837158203,174504.41204833984,57397.84408569336,26210.381912231445,166358.19134521484,77472.4049987793,80982.70529174805,92705.24670410156,166453.0506591797,20044.001441955566,26599.041465759277,175865.41180419922,35144.12258529663,12216.900886535645,Genotype: cKO,Genotype: WT,Genotype: cKO vs Genotype: WTExtra Name,11,11,Blank-1x
PIp (36:5),PI,101223.7066040039,416465.1481933594,252680.45654296875,229206.31567382812,115240.84729003906,379356.1511230469,113623.20812988281,358553.9841308594,99685.56726074219,155438.81127929688,379345.9274902344,112569.58776855469,129390.68896484375,382294.2041015625,215492.97534179688,221860.8994140625,245154.39624023438,369361.5439453125,78033.04504394531,97187.54681396484,414922.9353027344,130626.46984863281,75719.76501464844,Genotype: cKO,Genotype: WT,Genotype: cKO vs Genotype: WTExtra Name,11,11,Blank-1x
PIp (38:6),PI,184461.29522705078,686811.9294433594,340638.103515625,322017.38232421875,202111.01440429688,618036.6088867188,216043.05529785156,641085.2412109375,176027.81134033203,217256.85607910156,639427.1337890625,221075.63287353516,145795.22872924805,588373.8579101562,300029.5212402344,295571.85791015625,358779.4895019531,622315.3122558594,125090.44885253906,124438.80737304688,689922.3315429688,158605.55078125,75326.7651977539,Genotype: cKO,Genotype: WT,Genotype: cKO vs Genotype: WTExtra Name,11,11,Blank-1x
PIp (42:2),PI,48170.90386581421,193084.23217773438,73667.06484985352,73384.64501953125,35270.88233947754,168499.25134277344,62904.844593048096,127983.5297241211,58703.8648147583,56858.62343597412,183024.7943725586,70790.1653137207,34625.38236236572,161726.7307434082,58095.38366699219,56227.30401611328,70771.90490722656,150639.35134887695,24836.302055358887,30956.762062072754,166820.85098266602,49177.18321990967,11786.920848846436,Genotype: cKO,Genotype: WT,Genotype: cKO vs Genotype: WTExtra Name,11,11,Blank-1x
PIp (42:4),PI,57287.88345336914,252449.88006591797,108950.14672851562,110311.72720336914,41152.42240905762,253335.2969970703,82160.52507019043,218856.59887695312,110411.34868621826,50977.62331390381,275494.04217529297,132569.76879882812,40096.0029296875,201590.10940551758,79243.44464111328,69421.80462646484,113663.24868774414,250860.0576171875,31834.061988830566,35313.462661743164,226069.57220458984,68003.82397460938,15141.0009765625,Genotype: cKO,Genotype: WT,Genotype: cKO vs Genotype: WTExtra Name,11,11,Blank-1x
PIp (42:6),PI,6461516.691162109,42508123.162109375,17255526.08154297,18745734.977783203,6594699.944396973,47161366.0982666,5668690.040496826,45378035.50341797,29601724.90686035,18907470.689704895,54119603.32800293,27617184.294403076,5488743.685272217,42098946.052856445,17806965.823242188,9568005.798706055,24593518.99761963,38087157.85449219,3660108.020301819,5187737.483612061,42162627.08642578,18368203.492095947,36373.202629089355,Genotype: cKO,Genotype: WT,Genotype: cKO vs Genotype: WTExtra Name,11,11,Blank-1x
PS (22:7),PS,190433.853515625,225408.0590209961,145662.8916015625,125736.20849609375,827027.7214355469,228461.775390625,187294.6339111328,200671.85498046875,217918.87634277344,154450.67016601562,221410.93603515625,237410.19592285156,126932.40905761719,184802.33447265625,120017.80859375,104811.96728515625,133115.3504638672,207498.09423828125,121424.28845214844,159599.65057373047,214869.4346923828,152382.49145507812,57104.58361816406,Genotype: cKO,Genotype: WT,Genotype: cKO vs Genotype: WTExtra Name,11,11,Blank-1x
PS (24:0),PS,275434.69921875,355860.34228515625,194814.11181640625,177221.49279785156,217835.97241210938,386371.78466796875,258750.71484375,330882.5810546875,363391.6579589844,244208.35571289062,339572.20275878906,389364.75354003906,186873.9149169922,304093.8818359375,168166.77185058594,146230.1710205078,199849.97229003906,347466.9891357422,187301.09155273438,232879.77368164062,346062.7840576172,233271.45678710938,80961.62548828125,Genotype: cKO,Genotype: WT,Genotype: cKO vs Genotype: WTExtra Name,11,11,Blank-1x
PS (26:0),PS,552303.9722900391,622378.8630371094,394702.5233154297,345802.70861816406,360217.3045654297,652650.5860595703,641479.6324462891,457259.3505859375,604865.7189941406,414181.2628173828,545798.81640625,849583.4060058594,247929.63842773438,407046.0859375,230737.09704589844,174191.13244628906,374079.0244140625,692573.1072998047,269615.47814941406,402313.484375,537056.6628417969,402718.9432373047,74948.48522949219,Genotype: cKO,Genotype: WT,Genotype: cKO vs Genotype: WTExtra Name,11,11,Blank-1x
PS (26:1),PS,870492.0393066406,952766.9118652344,640271.4089355469,518643.2697753906,468782.45751953125,939887.0776367188,966917.537109375,708363.8510742188,929699.8728027344,654880.7653808594,881206.7312011719,1268286.9790039062,400374.6477050781,658787.3039550781,332793.7624511719,309409.7424316406,577431.6567382812,1068467.29296875,430368.4147949219,547760.5874023438,840960.3876953125,602049.5534667969,99753.52758789062,Genotype: cKO,Genotype: WT,Genotype: cKO vs Genotype: WTExtra Name,11,11,Blank-1x
PS (28:0),PS,2016389.8205566406,3118515.3461914062,1597085.2478027344,1567272.3325195312,1316606.6049804688,2983871.76953125,2094070.5744628906,3440384.5485839844,3168465.8166503906,2022465.9047851562,3404248.455810547,3491066.4001464844,1363922.8986816406,2717633.278076172,1250810.9440917969,853640.3874511719,1619746.5966796875,3346883.9626464844,1177703.3491210938,1360377.6457519531,2968693.422607422,1778043.6655273438,516078.12438964844,Genotype: cKO,Genotype: WT,Genotype: cKO vs Genotype: WTExtra Name,11,11,Blank-1x
PS (28:1),PS,956584.1069335938,1154282.4907226562,836165.1015625,857842.58203125,585509.263671875,936486.2373046875,1486045.3759765625,784325.2099609375,1025745.7568359375,723365.8916015625,977085.7958984375,1424195.2221679688,523964.91455078125,787720.1401367188,440260.67138671875,426928.830078125,658797.732421875,1164066.9506835938,534348.8217773438,602681.1645507812,1017802.8076171875,712423.3706054688,248021.8984375,Genotype: cKO,Genotype: WT,Genotype: cKO vs Genotype: WTExtra Name,11,11,Blank-1x
PS (28:2),PS,356601.30181884766,450553.67083740234,244661.87756347656,217573.5376586914,205527.6947631836,486094.0915527344,345446.68280029297,379354.4274902344,465752.6536254883,286190.8812866211,449402.6765136719,584645.3060302734,191788.79516601562,365898.47955322266,160623.17126464844,162265.76983642578,235964.23553466797,446337.17138671875,186756.07330322266,251765.49493408203,419351.7872314453,270241.73944091797,33871.422302246094,Genotype: cKO,Genotype: WT,Genotype: cKO vs Genotype: WTExtra Name,11,11,Blank-1x
PS (30:0),PS,314200.7637939453,392955.2087402344,239809.11962890625,203897.73364257812,216146.39318847656,358726.208984375,329124.3869628906,278747.5177001953,375759.3684082031,243003.8583984375,361325.66748046875,446190.3737792969,171045.25146484375,320505.3845214844,168239.79052734375,179360.13305664062,207068.43615722656,358773.0584716797,181471.45275878906,248277.67712402344,360629.1481933594,240396.13793945312,73343.50549316406,Genotype: cKO,Genotype: WT,Genotype: cKO vs Genotype: WTExtra Name,11,11,Blank-1x
PS (30:1),PS,402028.9440307617,495827.5344848633,276104.3991699219,213988.9571533203,212618.47875976562,416096.59326171875,373099.01013183594,350268.04931640625,500932.8985595703,294980.5380859375,472108.59240722656,525819.8927612305,224519.43884277344,389872.06689453125,171802.2328491211,192867.1127319336,262875.57873535156,422462.7671508789,217766.73571777344,252520.67736816406,467616.07220458984,268859.1982421875,52245.603942871094,Genotype: cKO,Genotype: WT,Genotype: cKO vs Genotype: WTExtra Name,11,11,Blank-1x
