Lipid,Class,AK0142,AK0170,AK0200,AK0202,AK0144,AK0145,AK0147,AK0164,AK0166,Blank-1x,Title1,Title2,Title,length1,length2,Blank_name
PGo (36:0),PG,249030.33532714844,281402.7194824219,404252.58642578125,294048.04553222656,214524.6551513672,332836.80560302734,191700.51434326172,404045.93615722656,248074.0791015625,37579.242767333984,Sex: F | Genotype: cKO,Sex: F | Genotype: WT,Sex: F__Genotype: cKO vs Sex: F__Genotype: WT,4,5,Blank-1x
PGo (36:1),PG,353528.0009765625,539256.2098388672,659750.2966308594,517407.38537597656,342428.16015625,611337.0224609375,316664.50384521484,765281.5832519531,363455.0467529297,48918.283630371094,Sex: F | Genotype: cKO,Sex: F | Genotype: WT,Sex: F__Genotype: cKO vs Sex: F__Genotype: WT,4,5,Blank-1x
PGo (36:2),PG,216334.89971923828,325658.7615966797,435158.2510986328,300419.6423339844,176558.33294677734,345056.4855957031,144732.04833984375,450839.2736816406,190524.2939453125,37147.742431640625,Sex: F | Genotype: cKO,Sex: F | Genotype: WT,Sex: F__Genotype: cKO vs Sex: F__Genotype: WT,4,5,Blank-1x
PGo (36:4),PG,184540.5340576172,229211.85543823242,312568.7644042969,230440.43774414062,134254.67028808594,249027.95874023438,123588.5073852539,383289.7111816406,150922.6533203125,36721.502349853516,Sex: F | Genotype: cKO,Sex: F | Genotype: WT,Sex: F__Genotype: cKO vs Sex: F__Genotype: WT,4,5,Blank-1x
PGo (36:5),PG,136261.93041992188,180323.97296142578,229280.03369140625,163913.8526611328,117279.44787597656,207060.25231933594,114166.96704101562,232314.81799316406,124466.54901123047,51510.423400878906,Sex: F | Genotype: cKO,Sex: F | Genotype: WT,Sex: F__Genotype: cKO vs Sex: F__Genotype: WT,4,5,Blank-1x
PGo (38:0),PG,662957.1641235352,402958.2492675781,558153.7283935547,498250.5731201172,535205.4946289062,370470.04553222656,451699.99505615234,856820.1494750977,605046.0434570312,40358.7428894043,Sex: F | Genotype: cKO,Sex: F | Genotype: WT,Sex: F__Genotype: cKO vs Sex: F__Genotype: WT,4,5,Blank-1x
PGo (38:1),PG,560559.4537353516,387177.7514038086,543746.2618408203,404409.04748535156,444099.42889404297,397658.2490234375,397894.1082763672,855214.2305908203,540168.5943603516,47064.94320678711,Sex: F | Genotype: cKO,Sex: F | Genotype: WT,Sex: F__Genotype: cKO vs Sex: F__Genotype: WT,4,5,Blank-1x
PGo (38:2),PG,351075.2833251953,403897.54919433594,496109.9367675781,354587.8449707031,301862.3384399414,398190.6232910156,268768.11584472656,620006.8383789062,325744.9789428711,39674.482849121094,Sex: F | Genotype: cKO,Sex: F | Genotype: WT,Sex: F__Genotype: cKO vs Sex: F__Genotype: WT,4,5,Blank-1x
PGo (38:3),PG,382840.7379760742,594314.1256713867,620985.6997070312,461500.6110839844,363434.7105102539,558424.0012207031,322299.7796020508,706804.1162109375,364667.94482421875,38120.64276123047,Sex: F | Genotype: cKO,Sex: F | Genotype: WT,Sex: F__Genotype: cKO vs Sex: F__Genotype: WT,4,5,Blank-1x
PGo (38:4),PG,218137.21362304688,192589.71350097656,262577.17932128906,189454.6131591797,174294.95184326172,326624.5609741211,149570.06958007812,308751.12072753906,204451.11505126953,39066.32293701172,Sex: F | Genotype: cKO,Sex: F | Genotype: WT,Sex: F__Genotype: cKO vs Sex: F__Genotype: WT,4,5,Blank-1x
PGo (38:6),PG,193122.19360351562,266709.0018310547,346799.4227294922,245902.05786132812,163423.79040527344,297544.92041015625,155474.0298461914,357946.06494140625,177851.29028320312,50365.02374267578,Sex: F | Genotype: cKO,Sex: F | Genotype: WT,Sex: F__Genotype: cKO vs Sex: F__Genotype: WT,4,5,Blank-1x
PGo (40:0),PG,444683.5115966797,335089.66094970703,473571.43212890625,333074.8408203125,379949.2430419922,367508.56677246094,338881.6381225586,675646.5676269531,439127.4268798828,38899.14245605469,Sex: F | Genotype: cKO,Sex: F | Genotype: WT,Sex: F__Genotype: cKO vs Sex: F__Genotype: WT,4,5,Blank-1x
PGo (40:1),PG,564115.3675537109,347716.62145996094,440635.71728515625,325446.37951660156,406507.8782348633,341995.8602294922,368423.66107177734,741011.0009765625,483550.73278808594,41911.223083496094,Sex: F | Genotype: cKO,Sex: F | Genotype: WT,Sex: F__Genotype: cKO vs Sex: F__Genotype: WT,4,5,Blank-1x
PGo (40:2),PG,228410.9158935547,215144.69580078125,286463.89923095703,203073.09301757812,180796.35247802734,226488.17541503906,164879.28930664062,369798.7658691406,215726.55633544922,37260.16223144531,Sex: F | Genotype: cKO,Sex: F | Genotype: WT,Sex: F__Genotype: cKO vs Sex: F__Genotype: WT,4,5,Blank-1x
PGo (40:4),PG,130792.2485961914,170029.91271972656,235354.7987060547,172621.17260742188,102920.56726074219,213352.59588623047,94601.10668945312,238195.5552368164,124328.828125,35054.362365722656,Sex: F | Genotype: cKO,Sex: F | Genotype: WT,Sex: F__Genotype: cKO vs Sex: F__Genotype: WT,4,5,Blank-1x
PGo (40:5),PG,210035.05487060547,308413.7860107422,367354.85021972656,270338.7565917969,146226.08850097656,298821.64685058594,144741.1904296875,441057.6266784668,169678.09240722656,35816.88250732422,Sex: F | Genotype: cKO,Sex: F | Genotype: WT,Sex: F__Genotype: cKO vs Sex: F__Genotype: WT,4,5,Blank-1x
PGo (40:6),PG,907938.2978515625,1894357.3325195312,1748818.466430664,1339554.3041992188,636826.2412719727,1337002.7770996094,650234.5581054688,2459734.8010253906,634253.544921875,52171.38363647461,Sex: F | Genotype: cKO,Sex: F | Genotype: WT,Sex: F__Genotype: cKO vs Sex: F__Genotype: WT,4,5,Blank-1x
PGo (40:9),PG,146539.51190185547,178623.97302246094,238757.67584228516,180534.3148803711,123497.74865722656,201831.5560913086,110852.48822021484,245292.86004638672,131456.7900390625,34467.90252685547,Sex: F | Genotype: cKO,Sex: F | Genotype: WT,Sex: F__Genotype: cKO vs Sex: F__Genotype: WT,4,5,Blank-1x
PGo (42:0),PG,137118.3087158203,195293.39373779297,273864.400390625,185383.4327392578,115051.76745605469,219070.8135986328,99477.2680053711,274825.3831176758,124795.64916992188,37360.92282104492,Sex: F | Genotype: cKO,Sex: F | Genotype: WT,Sex: F__Genotype: cKO vs Sex: F__Genotype: WT,4,5,Blank-1x
PGo (42:1),PG,146366.88885498047,180077.33374023438,238081.11987304688,180383.5743408203,114778.42803955078,192842.33264160156,97505.2466430664,249629.67736816406,123600.82897949219,39193.56301879883,Sex: F | Genotype: cKO,Sex: F | Genotype: WT,Sex: F__Genotype: cKO vs Sex: F__Genotype: WT,4,5,Blank-1x
PGo (42:2),PG,238675.1387939453,153438.15182495117,218456.91357421875,203723.17578125,168990.84954833984,180668.63439941406,170186.5516357422,213588.81518554688,265715.8764038086,32982.28225708008,Sex: F | Genotype: cKO,Sex: F | Genotype: WT,Sex: F__Genotype: cKO vs Sex: F__Genotype: WT,4,5,Blank-1x
PGo (42:4),PG,143122.4486694336,200695.8748779297,247924.7349243164,178175.93286132812,119900.49005126953,207228.85510253906,107131.56848144531,260535.87957763672,128120.04895019531,28733.342254638672,Sex: F | Genotype: cKO,Sex: F | Genotype: WT,Sex: F__Genotype: cKO vs Sex: F__Genotype: WT,4,5,Blank-1x
PGo (42:6),PG,296720.1799316406,491918.2180175781,569107.0965576172,375713.82580566406,188766.21362304688,400188.9891357422,193572.53448486328,672675.8974609375,218606.05474853516,65133.864685058594,Sex: F | Genotype: cKO,Sex: F | Genotype: WT,Sex: F__Genotype: cKO vs Sex: F__Genotype: WT,4,5,Blank-1x
PGp (16:0),PG,3206.4002075195312,1795.0801315307617,1803.8001098632812,1679.000114440918,1681.7001152038574,2259.0401611328125,1694.6001091003418,1824.1601104736328,1677.4001159667969,1575.2001266479492,Sex: F | Genotype: cKO,Sex: F | Genotype: WT,Sex: F__Genotype: cKO vs Sex: F__Genotype: WT,4,5,Blank-1x
PGp (20:0),PG,113625.16958618164,158946.2924194336,205517.5362548828,137486.04760742188,100828.22668457031,165646.27075195312,81092.14599609375,193156.21295166016,100466.46655273438,40972.06262207031,Sex: F | Genotype: cKO,Sex: F | Genotype: WT,Sex: F__Genotype: cKO vs Sex: F__Genotype: WT,4,5,Blank-1x
PGp (28:0),PG,487342.8226928711,580403.2754516602,869881.9504394531,586152.1479492188,358602.64306640625,600596.3616943359,249414.13372802734,911352.371887207,376411.3872680664,26255.30191040039,Sex: F | Genotype: cKO,Sex: F | Genotype: WT,Sex: F__Genotype: cKO vs Sex: F__Genotype: WT,4,5,Blank-1x
PGp (30:1),PG,159162.52981567383,260049.97909545898,314620.5248413086,218134.11474609375,137423.1499633789,258107.79779052734,120718.48846435547,317486.42181396484,134666.92797851562,29184.622283935547,Sex: F | Genotype: cKO,Sex: F | Genotype: WT,Sex: F__Genotype: cKO vs Sex: F__Genotype: WT,4,5,Blank-1x
PGp (34:4),PG,100931.72723388672,137369.14935302734,172411.3321533203,121301.98718261719,83420.92547607422,147585.68908691406,80973.26568603516,163518.71130371094,94375.8676147461,31819.72232055664,Sex: F | Genotype: cKO,Sex: F | Genotype: WT,Sex: F__Genotype: cKO vs Sex: F__Genotype: WT,4,5,Blank-1x
PGp (36:5),PG,189770.95434570312,268126.5002441406,333935.2623901367,254774.37799072266,180315.13214111328,334538.5812988281,171738.79412841797,331767.76263427734,215835.05834960938,38261.06286621094,Sex: F | Genotype: cKO,Sex: F | Genotype: WT,Sex: F__Genotype: cKO vs Sex: F__Genotype: WT,4,5,Blank-1x
PGp (38:6),PG,374311.82666015625,442904.1745605469,602674.6549072266,477258.5588378906,310740.5275878906,449049.87243652344,257903.85607910156,726070.7237548828,403740.0324707031,77976.9658203125,Sex: F | Genotype: cKO,Sex: F | Genotype: WT,Sex: F__Genotype: cKO vs Sex: F__Genotype: WT,4,5,Blank-1x
PGp (42:2),PG,124589.64916992188,165877.0723876953,305681.8016357422,182294.5928955078,98238.86624145508,249610.53564453125,85963.185546875,221419.91650390625,116672.72790527344,30189.762329101562,Sex: F | Genotype: cKO,Sex: F | Genotype: WT,Sex: F__Genotype: cKO vs Sex: F__Genotype: WT,4,5,Blank-1x
PGp (42:4),PG,173445.39099121094,202261.2767944336,274778.70178222656,193955.59161376953,124046.26965332031,209845.63500976562,108927.24667358398,319472.5026855469,146007.60906982422,28527.801971435547,Sex: F | Genotype: cKO,Sex: F | Genotype: WT,Sex: F__Genotype: cKO vs Sex: F__Genotype: WT,4,5,Blank-1x
PI (14:1),PI,7089.800338745117,3437.480209350586,3946.4002685546875,11006.100700378418,6856.800373077393,5953.940464019775,8058.4605712890625,5064.360424041748,7386.060531616211,1559.7401123046875,Sex: F | Genotype: cKO,Sex: F | Genotype: WT,Sex: F__Genotype: cKO vs Sex: F__Genotype: WT,4,5,Blank-1x
PI (20:1),PI,250587.1767578125,397389.36474609375,161064.26962280273,105509.34753417969,107477.66790771484,452601.6110839844,249090.33544921875,391537.1123046875,102388.10696411133,55898.9641418457,Sex: F | Genotype: cKO,Sex: F | Genotype: WT,Sex: F__Genotype: cKO vs Sex: F__Genotype: WT,4,5,Blank-1x
PI (24:0),PI,143768.37036132812,229691.47967529297,66479.3454284668,68015.12426757812,56121.28399658203,255425.98205566406,150434.47106933594,231651.67456054688,37780.7626953125,29667.261993408203,Sex: F | Genotype: cKO,Sex: F | Genotype: WT,Sex: F__Genotype: cKO vs Sex: F__Genotype: WT,4,5,Blank-1x
PI (26:0),PI,207274.3126220703,325263.8253173828,130202.73083496094,72123.90509033203,58673.38412475586,313159.19921875,203411.3578491211,397115.52978515625,47709.46368408203,39667.1227722168,Sex: F | Genotype: cKO,Sex: F | Genotype: WT,Sex: F__Genotype: cKO vs Sex: F__Genotype: WT,4,5,Blank-1x
PI (26:1),PI,368975.8288574219,593731.5495605469,152990.7294921875,164454.5721435547,111202.82684326172,681537.4375,286246.92041015625,698969.5913085938,93434.2671508789,58794.50451660156,Sex: F | Genotype: cKO,Sex: F | Genotype: WT,Sex: F__Genotype: cKO vs Sex: F__Genotype: WT,4,5,Blank-1x
PI (28:0),PI,343444.0224609375,640000.6130371094,143746.0696105957,105969.9273071289,84239.48571777344,591080.2819824219,284974.5184326172,642288.4453125,71249.12417602539,36833.622650146484,Sex: F | Genotype: cKO,Sex: F | Genotype: WT,Sex: F__Genotype: cKO vs Sex: F__Genotype: WT,4,5,Blank-1x
PI (28:1),PI,393594.8679199219,497015.19580078125,153998.19244384766,117574.7484741211,90749.26641845703,588818.8857421875,248359.03662109375,655088.9111328125,81266.18600463867,43964.88302612305,Sex: F | Genotype: cKO,Sex: F | Genotype: WT,Sex: F__Genotype: cKO vs Sex: F__Genotype: WT,4,5,Blank-1x
PI (28:2),PI,118334.33032226562,196893.8494567871,47912.98359680176,43931.563705444336,32556.202529907227,211653.77569580078,92756.1674194336,213540.212890625,23992.281593322754,15650.641166687012,Sex: F | Genotype: cKO,Sex: F | Genotype: WT,Sex: F__Genotype: cKO vs Sex: F__Genotype: WT,4,5,Blank-1x
PI (30:0),PI,372647.78759765625,566589.3544921875,216492.43493652344,156155.75317382812,179574.77270507812,548447.5732421875,388393.8896484375,531219.1181640625,121366.00866699219,112497.46826171875,Sex: F | Genotype: cKO,Sex: F | Genotype: WT,Sex: F__Genotype: cKO vs Sex: F__Genotype: WT,4,5,Blank-1x
PI (30:1),PI,248672.07849121094,469288.6658935547,192943.17147827148,92865.74740600586,96394.86636352539,517805.21325683594,216367.09326171875,472633.8854980469,62488.543884277344,31252.3426361084,Sex: F | Genotype: cKO,Sex: F | Genotype: WT,Sex: F__Genotype: cKO vs Sex: F__Genotype: WT,4,5,Blank-1x
PI (30:2),PI,137297.12713623047,242984.03643798828,72504.52573776245,67521.36547851562,47288.483337402344,344010.5294189453,131417.91186523438,254444.1173095703,34750.94239807129,26717.401832580566,Sex: F | Genotype: cKO,Sex: F | Genotype: WT,Sex: F__Genotype: cKO vs Sex: F__Genotype: WT,4,5,Blank-1x
PI (30:3),PI,100171.14819335938,185508.05462646484,60061.82472991943,56158.94469451904,36003.08247375488,248930.1778564453,93106.62698364258,187967.31268310547,26083.18168258667,12583.820892333984,Sex: F | Genotype: cKO,Sex: F | Genotype: WT,Sex: F__Genotype: cKO vs Sex: F__Genotype: WT,4,5,Blank-1x
PI (30:4),PI,83957.12603759766,158262.59130859375,36900.36247253418,34288.102310180664,22717.381408691406,213060.1336669922,82923.48498535156,166079.89056396484,19514.941371917725,13999.180976867676,Sex: F | Genotype: cKO,Sex: F | Genotype: WT,Sex: F__Genotype: cKO vs Sex: F__Genotype: WT,4,5,Blank-1x
PI (32:0),PI,619081.0458984375,1178588.453125,275202.0021972656,279281.92138671875,243979.69555664062,1179574.923828125,697342.3125,932615.3017578125,183791.833984375,166127.35229492188,Sex: F | Genotype: cKO,Sex: F | Genotype: WT,Sex: F__Genotype: cKO vs Sex: F__Genotype: WT,4,5,Blank-1x
PI (32:1),PI,321891.8596191406,522741.609375,180350.3325805664,137933.09033203125,145614.349609375,513738.712890625,291928.6826171875,490446.17822265625,101531.94799804688,78118.56561279297,Sex: F | Genotype: cKO,Sex: F | Genotype: WT,Sex: F__Genotype: cKO vs Sex: F__Genotype: WT,4,5,Blank-1x
PI (32:2),PI,296958.58154296875,436718.0146484375,127526.54864501953,145446.08984375,132220.36840820312,545604.4213867188,281876.92041015625,415544.41064453125,87505.40673828125,84482.74609375,Sex: F | Genotype: cKO,Sex: F | Genotype: WT,Sex: F__Genotype: cKO vs Sex: F__Genotype: WT,4,5,Blank-1x
PI (32:3),PI,97659.26644897461,190919.1314086914,64447.90478515625,51349.70294189453,31779.62242126465,274287.5973510742,91208.20736694336,186678.29278564453,28039.801834106445,19602.881492614746,Sex: F | Genotype: cKO,Sex: F | Genotype: WT,Sex: F__Genotype: cKO vs Sex: F__Genotype: WT,4,5,Blank-1x
PI (32:4),PI,88444.7260131836,175101.25146484375,42650.50305175781,47005.52381896973,25772.221588134766,253152.5137939453,79606.42529296875,175459.59368896484,19673.96148300171,12070.380836486816,Sex: F | Genotype: cKO,Sex: F | Genotype: WT,Sex: F__Genotype: cKO vs Sex: F__Genotype: WT,4,5,Blank-1x
PI (32:5),PI,101112.68692016602,194011.3748779297,41826.702461242676,38170.70281982422,36146.62266540527,225265.15466308594,98919.02661132812,204004.95770263672,23159.78183364868,14061.300895690918,Sex: F | Genotype: cKO,Sex: F | Genotype: WT,Sex: F__Genotype: cKO vs Sex: F__Genotype: WT,4,5,Blank-1x
PI (34:0),PI,462999.8115234375,609070.2880859375,215917.79528808594,243879.75830078125,239605.63745117188,636451.1474609375,505319.4560546875,610006.0634765625,153735.791015625,143389.2286376953,Sex: F | Genotype: cKO,Sex: F | Genotype: WT,Sex: F__Genotype: cKO vs Sex: F__Genotype: WT,4,5,Blank-1x
PI (34:1),PI,338012.4626464844,476188.4377441406,157052.55206298828,172925.0736694336,172973.39471435547,467968.8918457031,341171.5051269531,508598.73828125,95420.44561767578,204035.6396484375,Sex: F | Genotype: cKO,Sex: F | Genotype: WT,Sex: F__Genotype: cKO vs Sex: F__Genotype: WT,4,5,Blank-1x
PI (34:2),PI,255918.11840820312,404099.4479980469,120341.50915527344,159566.05151367188,109854.96704101562,428248.9489746094,239073.79467773438,379554.8876953125,85634.06622314453,66810.56463623047,Sex: F | Genotype: cKO,Sex: F | Genotype: WT,Sex: F__Genotype: cKO vs Sex: F__Genotype: WT,4,5,Blank-1x
PI (34:3),PI,132610.20971679688,222468.05529785156,84023.74464416504,64772.66442871094,70722.7847442627,260701.1378173828,115994.40911865234,254517.3583984375,32170.962257385254,15855.661148071289,Sex: F | Genotype: cKO,Sex: F | Genotype: WT,Sex: F__Genotype: cKO vs Sex: F__Genotype: WT,4,5,Blank-1x
PI (34:4),PI,116387.52819824219,200954.11306762695,49950.74378967285,72999.44566345215,54739.62367248535,245755.05975341797,94090.36700439453,237645.17889404297,28205.862113952637,18901.501472473145,Sex: F | Genotype: cKO,Sex: F | Genotype: WT,Sex: F__Genotype: cKO vs Sex: F__Genotype: WT,4,5,Blank-1x
PI (34:5),PI,148652.23052978516,540438.3961791992,78540.92669677734,93460.56723022461,72856.60650634766,662182.5233154297,131946.48867797852,530662.7854003906,29931.482223510742,84625.22752380371,Sex: F | Genotype: cKO,Sex: F | Genotype: WT,Sex: F__Genotype: cKO vs Sex: F__Genotype: WT,4,5,Blank-1x
PI (34:6),PI,152397.14965820312,304307.34075927734,63385.60510253906,66429.56460571289,58511.12451171875,336777.7427368164,150973.33184814453,291877.58166503906,43021.36309814453,22721.641708374023,Sex: F | Genotype: cKO,Sex: F | Genotype: WT,Sex: F__Genotype: cKO vs Sex: F__Genotype: WT,4,5,Blank-1x
PI (36:0),PI,315970.3427734375,607452.3383789062,230509.91607666016,232806.53802490234,162909.01196289062,556837.4807128906,302454.9235839844,604035.0688476562,87186.34661865234,71532.24475097656,Sex: F | Genotype: cKO,Sex: F | Genotype: WT,Sex: F__Genotype: cKO vs Sex: F__Genotype: WT,4,5,Blank-1x
PI (36:1),PI,231787.93774414062,319145.0227661133,139614.24993896484,118648.4458618164,103941.06759643555,339441.84533691406,189869.53247070312,476941.3585205078,64794.90444946289,23389.821807861328,Sex: F | Genotype: cKO,Sex: F | Genotype: WT,Sex: F__Genotype: cKO vs Sex: F__Genotype: WT,4,5,Blank-1x
PI (36:2),PI,259919.54052734375,335214.6442871094,149710.1495666504,157773.4315185547,145749.33209228516,377710.3233642578,210832.35229492188,461219.4509277344,105021.96827697754,33909.982345581055,Sex: F | Genotype: cKO,Sex: F | Genotype: WT,Sex: F__Genotype: cKO vs Sex: F__Genotype: WT,4,5,Blank-1x
PI (36:3),PI,173656.15325927734,224958.33471679688,105550.56684875488,83178.74520874023,85596.16539764404,279357.61932373047,133129.58990478516,327548.98083496094,64952.06496429443,23126.54150390625,Sex: F | Genotype: cKO,Sex: F | Genotype: WT,Sex: F__Genotype: cKO vs Sex: F__Genotype: WT,4,5,Blank-1x
PI (36:4),PI,342205.5648803711,333782.9517211914,138581.24938964844,164493.97007751465,163456.25164794922,468238.61584472656,289121.5819091797,543500.9280395508,175737.79486083984,17909.021087646484,Sex: F | Genotype: cKO,Sex: F | Genotype: WT,Sex: F__Genotype: cKO vs Sex: F__Genotype: WT,4,5,Blank-1x
PI (36:5),PI,89106.76724243164,138924.83056640625,55710.684173583984,50175.14423370361,34538.42253112793,197841.75341796875,74114.62539672852,172050.19396972656,21331.561401367188,14904.641059875488,Sex: F | Genotype: cKO,Sex: F | Genotype: WT,Sex: F__Genotype: cKO vs Sex: F__Genotype: WT,4,5,Blank-1x
PI (36:6),PI,121106.52893066406,201150.99603271484,60649.80433654785,86230.1664276123,64172.10452270508,263883.68115234375,104560.28784179688,230721.27783203125,44643.54312133789,20264.421310424805,Sex: F | Genotype: cKO,Sex: F | Genotype: WT,Sex: F__Genotype: cKO vs Sex: F__Genotype: WT,4,5,Blank-1x
PI (36:7),PI,146959.67022705078,258990.05755615234,76987.26586914062,90317.98556518555,52328.68377685547,256628.00024414062,140741.47039794922,284054.0803222656,55593.82325744629,29079.441650390625,Sex: F | Genotype: cKO,Sex: F | Genotype: WT,Sex: F__Genotype: cKO vs Sex: F__Genotype: WT,4,5,Blank-1x
PI (36:8),PI,155439.77026367188,255298.57977294922,84622.14584350586,105056.46810913086,83038.5454711914,303315.44177246094,138841.2886352539,301207.41998291016,41384.74252319336,33698.0419921875,Sex: F | Genotype: cKO,Sex: F | Genotype: WT,Sex: F__Genotype: cKO vs Sex: F__Genotype: WT,4,5,Blank-1x
PI (38:0) | PIp (40:6),PI | PI,284547.5587463379,728515.8203735352,279433.9535446167,169970.37181854248,140971.76832199097,767423.8850097656,265398.9454650879,642893.5345458984,70476.19561004639,22417.021476745605,Sex: F | Genotype: cKO,Sex: F | Genotype: WT,Sex: F__Genotype: cKO vs Sex: F__Genotype: WT,4,5,Blank-1x
PI (38:1),PI,193248.51446533203,193177.7529296875,89458.98696899414,84586.26599121094,62186.344078063965,196016.09533691406,117403.31066894531,370485.68756103516,59214.385330200195,13749.340950012207,Sex: F | Genotype: cKO,Sex: F | Genotype: WT,Sex: F__Genotype: cKO vs Sex: F__Genotype: WT,4,5,Blank-1x
PI (38:2),PI,143044.41040039062,167172.85165405273,64282.224784851074,70974.40447998047,65395.60471343994,189606.05200195312,117308.38897705078,251079.45831298828,34100.88214111328,14394.901138305664,Sex: F | Genotype: cKO,Sex: F | Genotype: WT,Sex: F__Genotype: cKO vs Sex: F__Genotype: WT,4,5,Blank-1x
PI (38:3),PI,192987.6930847168,203886.67727661133,77161.065574646,82977.02632141113,104219.34861755371,239187.47772216797,149112.84823608398,320069.1251220703,84120.06469726562,11812.400829315186,Sex: F | Genotype: cKO,Sex: F | Genotype: WT,Sex: F__Genotype: cKO vs Sex: F__Genotype: WT,4,5,Blank-1x
PI (38:4),PI,824772.9180297852,636817.1276855469,287095.1977233887,347312.563079834,574263.6573028564,947311.8740844727,705831.2496948242,1130708.9865722656,472049.5230255127,14719.181060791016,Sex: F | Genotype: cKO,Sex: F | Genotype: WT,Sex: F__Genotype: cKO vs Sex: F__Genotype: WT,4,5,Blank-1x
PI (38:5),PI,341728.90411376953,290761.14471435547,137759.57083129883,138507.71212768555,207109.81033325195,384025.4846191406,283934.9409790039,443229.6753540039,195904.39443969727,13214.040950775146,Sex: F | Genotype: cKO,Sex: F | Genotype: WT,Sex: F__Genotype: cKO vs Sex: F__Genotype: WT,4,5,Blank-1x
PI (38:6),PI,337222.6078491211,263397.6809082031,107909.30810546875,243020.59317016602,195810.81475830078,282900.3035888672,242523.43603515625,373887.5852050781,82862.50720214844,19836.60137939453,Sex: F | Genotype: cKO,Sex: F | Genotype: WT,Sex: F__Genotype: cKO vs Sex: F__Genotype: WT,4,5,Blank-1x
PI (38:7),PI,3259074.746459961,305529.56384277344,134219.82901000977,2377474.353790283,1355653.2633361816,298579.24182128906,2403551.4604492188,439657.6076660156,445671.1892089844,23601.92147064209,Sex: F | Genotype: cKO,Sex: F | Genotype: WT,Sex: F__Genotype: cKO vs Sex: F__Genotype: WT,4,5,Blank-1x
PI (38:8),PI,196754.53387451172,270173.64276123047,70227.7651977539,93190.30674743652,74956.16514587402,294708.44177246094,128472.47064208984,421759.87365722656,40265.9228477478,18501.201377868652,Sex: F | Genotype: cKO,Sex: F | Genotype: WT,Sex: F__Genotype: cKO vs Sex: F__Genotype: WT,4,5,Blank-1x
PI (38:9),PI,129351.52822875977,177098.4324951172,61421.72452545166,80450.80500030518,57994.60481262207,181194.47399902344,91103.3861694336,258759.53997802734,38938.50269317627,21950.98166656494,Sex: F | Genotype: cKO,Sex: F | Genotype: WT,Sex: F__Genotype: cKO vs Sex: F__Genotype: WT,4,5,Blank-1x
PI (40:0),PI,15910811.91003418,42687910.467285156,25661635.669830322,16113002.427856445,4539432.740005493,38741307.48779297,15198004.099121094,35274694.7565918,2870474.9487457275,61878.52436065674,Sex: F | Genotype: cKO,Sex: F | Genotype: WT,Sex: F__Genotype: cKO vs Sex: F__Genotype: WT,4,5,Blank-1x
PI (40:1),PI,159708.23065185547,411731.3090209961,201368.83290100098,91946.74499511719,50535.404514312744,343982.4907836914,131111.72900390625,360259.32608032227,34288.361892700195,13946.52087020874,Sex: F | Genotype: cKO,Sex: F | Genotype: WT,Sex: F__Genotype: cKO vs Sex: F__Genotype: WT,4,5,Blank-1x
PI (40:10),PI,97461.62783813477,132385.7110900879,57342.98373413086,53202.80374145508,50388.16340637207,140191.72943115234,73185.48541259766,159164.43017578125,30945.86220932007,12439.980823516846,Sex: F | Genotype: cKO,Sex: F | Genotype: WT,Sex: F__Genotype: cKO vs Sex: F__Genotype: WT,4,5,Blank-1x
PI (40:2),PI,147991.69122314453,269750.6013183594,146592.92988586426,97050.38583374023,92549.8070526123,268774.1199951172,112439.16598510742,274892.0980834961,45894.443714141846,12092.120777130127,Sex: F | Genotype: cKO,Sex: F | Genotype: WT,Sex: F__Genotype: cKO vs Sex: F__Genotype: WT,4,5,Blank-1x
PI (40:3),PI,93773.86642456055,144729.37072753906,67923.00469207764,72985.40586853027,48663.66418457031,209908.9557800293,73503.08560180664,174869.91278076172,40200.48220825195,13472.560974121094,Sex: F | Genotype: cKO,Sex: F | Genotype: WT,Sex: F__Genotype: cKO vs Sex: F__Genotype: WT,4,5,Blank-1x
PI (40:4),PI,261572.99938964844,418272.25396728516,170307.4916381836,195972.67484283447,124807.14919281006,438807.3705444336,258707.8412475586,376849.68994140625,128776.03239440918,17344.781272888184,Sex: F | Genotype: cKO,Sex: F | Genotype: WT,Sex: F__Genotype: cKO vs Sex: F__Genotype: WT,4,5,Blank-1x
PI (40:5),PI,146254.69079589844,243270.63845825195,111231.50611877441,98694.90748596191,61518.044342041016,242346.0982055664,116555.16885375977,301697.2416381836,59185.824672698975,37833.04290008545,Sex: F | Genotype: cKO,Sex: F | Genotype: WT,Sex: F__Genotype: cKO vs Sex: F__Genotype: WT,4,5,Blank-1x
PI (40:6),PI,205240.29333496094,288211.7770996094,109988.48728942871,124071.16772460938,97677.26557922363,303824.25994873047,156937.16986083984,421224.5291748047,73796.24491882324,47996.50350570679,Sex: F | Genotype: cKO,Sex: F | Genotype: WT,Sex: F__Genotype: cKO vs Sex: F__Genotype: WT,4,5,Blank-1x
PI (40:7),PI,168244.61157226562,211738.17553710938,82584.96572875977,94211.56571960449,68144.74443054199,223188.7772216797,116792.3070678711,313171.53790283203,48787.4841003418,19037.721229553223,Sex: F | Genotype: cKO,Sex: F | Genotype: WT,Sex: F__Genotype: cKO vs Sex: F__Genotype: WT,4,5,Blank-1x
