lipid,logFC,logCPM,LR,PValue,FDR,Length1,Length2,Title_1,Title_2,type,DOD100-M1-WT-cerebellum10x_01202023,DOD99-M2-WT-cerebellum10x_01202023,M5FAD173-WT-Cerebellum10x_01192023,DOD100-M1-WT-cortex10x_01202023,DOD99-M2-WT-cortex10x_01202023,M5FAD173-WT-Cortex10x_01192023,10xBlank_01202023
PG (18:4),0.2352558451326461,7.132379258614063,0.13670017086258213,0.7115837793634927,0.9999970637257838,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ cortex,PG,68166.82501220703,133642.3088684082,52266.56396484375,70045.68469238281,77322.94515991211,57985.8836517334,61716.084716796875
PG (20:0),-0.048461811299891605,7.026693026872752,0.005806925184515421,0.9392574499425537,0.9999970637257838,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ cortex,PG,68104.00454711914,76911.9860534668,64693.844635009766,75892.68557739258,69056.58480834961,68136.02557373047,52910.88430786133
PG (22:2),-0.1999448358209847,7.002858822161826,0.0987733883035844,0.7533066109680226,0.9999970637257838,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ cortex,PG,59902.20343017578,78837.18505859375,56305.304122924805,83179.98571777344,74684.48416137695,59362.9833984375,55415.843673706055
PG (24:0),-0.16011565385002344,7.265363103260885,0.06336010178847573,0.8012618831189555,0.9999970637257838,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ cortex,PG,77775.76486206055,82647.32623291016,86036.22525024414,90739.64486694336,80734.3063659668,101787.96563720705,44715.28372192383
PG (24:1),0.061078344203866694,7.6819319775843375,0.00922394168765095,0.9234877285659875,0.9999970637257838,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ cortex,PG,114214.46850585938,114920.20776367188,108279.60729980467,103270.78771972656,107933.9874267578,110757.42749023438,89024.44677734375
PG (26:0),0.0337041664704088,6.9689223857427,0.0028088084663977497,0.957733347430405,0.9999970637257838,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ cortex,PG,63143.02520751953,69749.00427246094,58003.50442504883,62452.3642578125,62535.40435791016,59004.04357910156,77219.28582763672
PG (28:0),0.06986775700112366,10.683225423465572,0.012069708445778815,0.9125186413590021,0.9999970637257838,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ cortex,PG,891997.2149658203,828588.7037353516,1013840.1146850586,818957.7813720703,891870.2127685547,904993.8998413086,642308.7884521484
PG (28:1),-0.10919909787490614,7.050387892330049,0.029478235318265433,0.8636794638126069,0.9999970637257838,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ cortex,PG,68491.84460449219,74913.38555908203,57968.74407958984,71089.1244506836,74185.76556396484,69193.70495605469,66218.52410888672
PG (28:2),0.22462110926071202,6.883306028952016,0.12463085404908725,0.724065235225989,0.9999970637257838,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ cortex,PG,57340.04409790039,84554.66744995117,45218.58349609375,49840.40347290039,54123.06405639648,51616.563537597656,85055.92672729492
PG (30:0),-0.05869051289066241,7.226196146846211,0.008516785574670394,0.9264704678734482,0.9999970637257838,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ cortex,PG,74066.08599853516,90102.5264892578,74679.70458984375,83002.365966796875,83474.965576171875,78109.966064453125,63750.92449951172
PG (30:1),-0.06445611115042689,6.546123322767176,0.010271914558870776,0.9192722657219955,0.9999970637257838,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ cortex,PG,48364.64367675781,54285.8440246582,45376.46318054199,51745.68344116211,51292.80355834961,49604.723541259766,40275.58282470703
PG (30:2),0.061097001589357165,6.7197741520075045,0.009229309866555013,0.9234655357678986,0.9999970637257838,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ cortex,PG,61294.60485839844,62893.364318847656,45769.882972717285,52254.52365112305,57778.74432373047,51340.64407348633,52244.96357727051
PG (30:3),-0.006584018894222005,6.98825720647411,1.0718855764935142e-4,0.9917394965584115,0.9999970637257838,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ cortex,PG,71195.38423156738,71759.74517822266,62228.52453613281,70875.1044921875,62135.584564208984,70677.964599609375,53280.26364135742
PG (30:4),-0.004213805703137217,6.492070916776202,4.3904227823077235e-5,0.9947132344026377,0.9999970637257838,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ cortex,PG,49965.16354370117,50746.962982177734,40654.42274475098,49336.36349487305,50233.30279541016,40374.5828704834,45092.143463134766
PG (32:0),0.0157952445519672,7.528511728381939,6.169130865600891e-4,0.9801843920506207,0.9999970637257838,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ cortex,PG,102743.06762695312,115370.12881469728,90067.28607177734,99233.5284423828,101251.18731689452,100266.4672241211,68149.18524169922
PG (32:1),-0.10331992410198516,7.0342499659674695,0.026390254571481364,0.8709508884800066,0.9999970637257838,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ cortex,PG,75246.42495727539,82812.26593017578,57021.724517822266,78819.50534057617,70659.54550170898,77277.00698852539,39920.783111572266
PG (32:2),-0.37102805051509796,9.580712776655798,0.3394723440433154,0.5601339533722417,0.9999970637257838,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ cortex,PG,443466.1301269531,484116.0390625,301770.5174560547,589981.5108642578,415399.5427246094,541513.5987548828,62236.564208984375
PG (32:3),0.02108421984079492,6.828467849128453,0.0010991978015226778,0.9735516593273263,0.9999970637257838,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ cortex,PG,65668.12420654297,65404.14474487305,56752.3444519043,59693.72412109375,62462.1242980957,61810.944763183594,43656.64297485352
PG (32:4),0.26860187583564243,7.200898121807346,0.17814020964215155,0.6729764105832161,0.9999970637257838,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ cortex,PG,101438.8674621582,87340.14566040039,81720.02523803711,78088.70602416992,70382.2855834961,74951.60479736328,43767.94314575195
PG (32:5),0.031139080315289794,6.769669642528739,0.0023975412039476396,0.9609474327239064,0.9999970637257838,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ cortex,PG,59121.56433105469,68848.2642211914,48331.803802490234,56942.42364501953,58152.703552246094,54420.323791503906,52170.14404296875
PG (34:0),-0.02330193141718894,6.874793583622658,0.0013425926353534123,0.9707709284503535,0.9999970637257838,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ cortex,PG,57631.26397705078,72081.1653137207,60293.04412841797,63582.74481201172,66039.24533081055,60277.36456298828,49477.183349609375
PG (34:1),0.1274617968397206,7.403393291026609,0.04015976920345565,0.84116852199439,0.9999970637257838,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ cortex,PG,94860.0460205078,130954.04846191406,74307.78564453125,94625.0069580078,84263.34558105469,87044.42694091797,58451.984619140625
PG (34:2),0.030568786151260918,6.8751518406222445,0.0023105406853574095,0.9616619821856759,0.9999970637257838,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ cortex,PG,66695.94464111328,73869.34582519531,54799.94348144531,61865.78451538086,64478.34426879883,62402.364517211914,45983.30322265625
PG (34:3),0.024489795232369806,6.895998444713422,0.0014829635911155492,0.9692816435247696,0.9999970637257838,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ cortex,PG,66449.2251586914,72496.46502685547,56262.884216308594,62944.06396484375,67213.66467285156,59389.144104003906,50424.14373779297
PG (34:4),0.09552708274675087,6.752336792730437,0.02255988154439592,0.8806072420448329,0.9999970637257838,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ cortex,PG,65065.224609375,66065.48483276367,49460.76364135742,54064.4638671875,62481.96432495117,51124.52349853515,45698.94369506836
PG (34:5),0.17112207965643284,7.623401644227285,0.07236556383668358,0.7879231548559251,0.9999970637257838,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ cortex,PG,128450.8108215332,116327.82794189452,99962.30596923828,98848.58682250977,113697.42837524414,93091.48733520508,70728.80438232422
PG (34:5)_2,0.13898283192506977,7.549655659690446,0.04774500667144821,0.8270346439240132,0.9999970637257838,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ cortex,PG,125213.76928710938,105470.92761230467,90703.9073486328,93951.42669677734,105226.00897216795,93001.22705078124,70120.16534423828
PG (34:6),0.022445057409969837,6.915358512396419,0.0012456695385480998,0.9718452726107233,0.9999970637257838,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ cortex,PG,69765.04461669922,73391.60455322266,55129.4440612793,62492.80480957031,64966.92462158203,65746.0041809082,49891.1640625
PG (36:0),0.017309007827529383,8.162702120305603,7.408324891002849e-4,0.9782856691383156,0.9999970637257838,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ cortex,PG,163344.27221679688,193784.0128173828,120035.4874267578,161425.8114013672,161855.33044433594,137429.3504638672,112770.00897216795
PG (36:1),-0.07835100855233189,9.083478463245479,0.015178135202404519,0.9019490623565837,0.9999970637257838,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ cortex,PG,401467.169921875,351786.125,154521.771484375,429031.01171875,309153.0009765625,186507.41333007812,142614.4111328125
PG (36:2),0.03509285883894491,8.645567497717435,0.0030451450147666037,0.955992805687177,0.9999970637257838,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ cortex,PG,248285.53784179688,340847.4636230469,141933.95056152344,312738.2443847656,219512.89697265625,141173.46923828125,75807.625
PG (36:3),0.03898895780434321,6.931141869535233,0.003758688495736351,0.951113805193116,0.9999970637257838,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ cortex,PG,65389.604888916016,87005.88610839844,53786.163665771484,67619.905029296875,70320.925048828125,57461.044189453125,47194.82287597656
PG (36:4),-0.10207945151150775,7.111395282915094,0.025760500839169254,0.8724866061156978,0.9999970637257838,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ cortex,PG,68909.8451538086,88303.12628173828,58225.44384765625,74410.66467285156,80452.54571533203,71613.40441894531,64116.624450683594
PG (36:5),0.020862093774253587,6.67118624413638,0.0010761525700218044,0.9738302787847983,0.9999970637257838,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ cortex,PG,56448.04425048828,59226.764221191406,51134.60290527344,50790.56378173828,57807.28387451172,54978.50360107422,42303.02325439453
PG (36:6),-2.4072807577658775e-4,6.700623460514921,1.4332792375171266e-7,0.9996979314881796,0.9999970637257838,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ cortex,PG,58527.00439453125,65036.38458251953,50959.643615722656,50681.82357788086,64160.32427978515,58855.88381958008,35202.042388916016
PG (36:7),-0.06689437181163671,7.0228765101610575,0.01106390094400922,0.9162289498959854,0.9999970637257838,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ cortex,PG,73597.6455078125,85593.18644714355,57013.683685302734,79149.00595092773,69147.34451293945,72932.4455871582,40557.30270385742
PG (36:8),-0.3360580769525141,9.018804210690034,0.27863258365005106,0.5975988735445635,0.9999970637257838,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ cortex,PG,311157.482421875,325331.8876953125,198792.59490966797,386411.1553955078,297908.6530761719,344737.4437866211,56242.584411621094
PG (38:0) | PGp (40:6),-0.07314912073566625,8.202605890934466,0.01322972772322828,0.9084288308406104,0.9999970637257838,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ cortex,PG,187481.07244873047,227386.8992919922,105329.6264038086,190174.71356201172,169809.42895507812,170645.83209228516,45743.74346923828
PG (38:1),0.27352195500772397,7.731953199411006,0.18471865925675957,0.6673490720406124,0.9999970637257838,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ cortex,PG,139777.9501953125,182985.85272216797,88625.58532714844,121216.64819335938,109294.20849609376,98048.486572265625,49655.80303955078
PG (38:2),0.4418164021537409,8.179828619787804,0.48080930898453267,0.4880559614456921,0.9999970637257838,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ cortex,PG,178818.45166015625,337394.5695800781,102677.96655273438,145187.01055908203,147819.08984375,139263.43008422852,48587.86279296875
PG (38:3),0.34871358581934386,7.297624035009747,0.2999541136814514,0.5839111887969758,0.9999970637257838,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ cortex,PG,98201.48809814452,148948.31024169922,60911.56439208984,80991.42547607422,79192.40533447266,72152.52508544922,45920.02325439453
PG (38:4),0.04791992189521527,7.754964328080432,0.005677902523530065,0.9399347619029682,0.9999970637257838,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ cortex,PG,144185.73095703125,140745.1690673828,90295.68646240234,136480.009765625,119284.06762695312,99562.02746582033,61057.764404296875
PG (38:5),0.06495618104057682,7.079958814319764,0.010432126452087687,0.9186473123479183,0.9999970637257838,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ cortex,PG,78744.9448852539,89525.78625488281,63744.00402832031,73184.16552734375,75128.88568115234,69885.64471435547,46921.72302246094
PG (38:6),-0.0683935197908065,7.0625820551209415,0.011565327081370924,0.914358840178585,0.9999970637257838,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ cortex,PG,71733.22546386719,91206.1058959961,60061.96420288086,72126.76470947266,79418.06610107422,78120.3251953125,41587.902740478516
PG (38:7),-0.11916240526817043,8.59007128525198,0.03510235717587307,0.8513813377341612,0.9999970637257838,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ cortex,PG,209252.61367797852,301795.8399658203,168381.69256591797,235200.4008178711,222099.0767211914,259120.66076660156,47670.643798828125
PG (38:8),0.3260772538938694,7.146233440254078,0.26235441589051334,0.6085072340866073,0.9999970637257838,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ cortex,PG,87520.8461303711,116608.24926757812,66596.36511230469,68125.20458984375,72014.1049194336,70646.2240600586,43721.88293457031
PG (38:9),-0.02866639657547701,7.407409381563413,0.0020319446707617317,0.9640458568364808,0.9999970637257838,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ cortex,PG,88996.70568847656,134265.50872802734,69646.72454833984,91124.20709228516,100291.76586914062,98773.00704956056,48835.36358642578
PG (40:0) | PGp (42:6),0.03770032648696432,9.485954516925222,0.0035144807989127003,0.9527266562581558,0.9999970637257838,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ cortex,PG,387317.310546875,382324.8695678711,336013.9026489258,386680.98541259766,375699.0263671875,301134.34674072266,414513.41119384766
PG (40:0) | PGp (42:6)_2,0.08132766912080441,9.34738492892096,0.016353174628420675,0.8982443093740173,0.9999970637257838,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ cortex,PG,351685.84466552734,356322.60736083984,310752.63830566406,328446.0856323242,351540.8924560547,273542.41900634766,379299.68127441406
PG (40:1),-0.07816868148088896,6.725636275236309,0.015106907238987333,0.9021782407359326,0.9999970637257838,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ cortex,PG,57209.86395263672,64855.38494873047,48710.42385864258,60631.38446044922,59966.364318847656,56693.104064941406,39614.50277709961
PG (40:10),-0.8036888712512531,9.08644387576593,1.5769629000133134,0.20919870615958863,0.9999970637257838,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ cortex,PG,224028.55786132812,321284.7852783203,193370.5118408203,347433.8899536133,317825.1064453125,599872.6474609375,41414.763244628906
PG (40:2),-0.44114273140196175,8.28833870600976,0.4793502021880158,0.4887167958280194,0.9999970637257838,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ cortex,PG,129176.96942138672,191235.59503173828,141936.97094726562,152889.55078125,185994.95513916016,283149.9178466797,82514.9857788086
PG (40:3),0.02963221196749439,6.9485533023434485,0.0021711364456677984,0.9628356543197318,0.9999970637257838,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ cortex,PG,73247.785400390625,79081.20520019531,54974.04360961914,67243.22509765625,69096.68505859375,63756.14483642578,45485.20330810547
PG (40:4),-0.0750445801236576,7.620522323718437,0.013924001812483766,0.906067651798063,0.9999970637257838,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ cortex,PG,130747.4091796875,112691.32824707033,78115.10595703125,131304.76879882812,111929.42785644533,89779.006591796875,62290.7841796875
PG (40:5),-0.16357516969258137,8.177553600577507,0.06612729265179951,0.7970612242059788,0.9999970637257838,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ cortex,PG,200654.7939453125,153739.95141601562,105078.70727539062,214803.2353515625,155818.65063476562,134482.56872558594,85592.88562011719
PG (40:6),-0.15735527757262757,10.749920374259387,0.061197435308713466,0.8046132580129373,0.9999970637257838,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ cortex,PG,1363399.65625,932621.0888671876,522733.861328125,1454527.33203125,905678.443359375,705732.9873046875,353904.54736328125
PG (40:7),0.3778294007533407,7.566687593926085,0.35198859410866146,0.5529895881089492,0.9999970637257838,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ cortex,PG,117273.62878417967,186432.0150756836,76713.865478515625,95819.58770751952,97777.5267944336,87491.78662109375,48032.46319580078
PG (40:8),0.24741232904580146,7.1449980971495055,0.1511754031649275,0.6974146221511293,0.9999970637257838,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ cortex,PG,79032.22476196289,135800.84991455078,55666.323669433594,70589.02517700195,76690.04595947266,71536.7844543457,40546.40286254883
PG (40:9),-0.08243834052417331,7.110630402851068,0.01680229393332408,0.8968641810610666,0.9999970637257838,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ cortex,PG,72173.18399047852,98813.245361328125,57565.143463134766,73295.86639404297,78606.86535644531,84672.28698730469,46388.383697509766
PG (42:0),-0.4127218097831085,7.976357323919509,0.41977511204913764,0.5170492803036815,0.9999970637257838,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ cortex,PG,113936.30953979492,130459.23049926758,126164.0308227539,191951.00843811035,118242.12942504884,170693.11334228516,68010.10345458984
PG (42:1),0.023681693798071935,6.603661318477691,0.0013866987394521857,0.9702949177965817,0.9999970637257838,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ cortex,PG,55072.32360839844,58629.48388671875,51118.80334472656,50540.444091796875,54373.26290893555,56178.68392944336,31529.662155151367
PG (42:10),0.12682927005174308,6.937844024121191,0.039761629916938546,0.8419473697748705,0.9999970637257838,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ cortex,PG,76445.04498291016,70133.14474487305,51570.064697265625,60959.76477050781,63663.584869384766,55439.14297485352,65537.6849975586
PG (42:11),0.15459370857392793,8.922319182832144,0.059068595342978425,0.8079741657112632,0.9999970637257838,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ cortex,PG,259582.9608154297,235100.67596435547,188993.72885131836,211025.7693786621,205345.1366882324,192983.83486938477,425765.8896789551
PG (42:2),-0.019374361360081322,6.813561949922638,9.281466145694139e-4,0.9756958086041938,0.9999970637257838,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ cortex,PG,62573.704162597656,74839.88610839844,52344.323791503906,61565.16424560547,62189.46389770508,65301.14498901367,35810.40270996094
PG (42:3),-0.29717764159788956,8.495508932644944,0.21799496607309266,0.6405719186788744,0.9999970637257838,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ cortex,PG,190294.79357910156,218217.2755126953,165323.08984375,244389.21502685547,191108.21502685547,255126.0132446289,68653.12451171875
PG (42:4),-0.03442786231505844,6.526183690994592,0.0029306889393865276,0.9568269396268178,0.9999970637257838,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ cortex,PG,51495.82354736328,48151.46371459961,51747.00357055664,46201.92303466797,49291.34387207031,60225.58432006836,30665.162048339844
PG (42:5),-0.07919929751562635,6.456992016445321,0.015507657581423473,0.900895849961894,0.9999970637257838,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ cortex,PG,48664.96353149414,51702.56332397461,40010.822845458984,44851.36322021485,52950.54333496094,49600.5637512207,34417.342712402344
PG (42:6),-0.09461649242988966,7.389706456621837,0.022132399932161206,0.8817354232970597,0.9999970637257838,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ cortex,PG,109471.92797851562,106569.9077758789,65895.00457763672,111978.44787597656,96676.708740234375,86121.02471923828,39467.10256958008
PG (42:7),-0.09430359279679203,6.6205427478674,0.02198568788344346,0.8821251795161764,0.9999970637257838,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ cortex,PG,53421.06359863281,58632.564208984375,43373.04302978515,55914.76446533203,52699.023986816406,54640.36395263672,40694.88275146485
PG (42:8),-0.09205743565283613,6.87491428054175,0.020951238279167242,0.8849118722279417,0.9999970637257838,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ cortex,PG,63849.94445800781,69619.06408691406,55511.683685302734,63201.343505859375,67711.52502441406,68634.38497924805,42254.74349975586
PG (42:9),-0.02662452699584238,7.5449033258152305,0.001752798407778755,0.9666051736471608,0.9999970637257838,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ cortex,PG,98854.06701660156,121691.98834228516,103942.74768066406,98093.306884765625,111742.00793457033,117689.04864501952,41169.52258300781
PG (44:0),0.012686739384257508,5.9434391310374215,3.979640910074522e-4,0.9840840267705441,0.9999970637257838,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ cortex,PG,35315.722564697266,34490.70245361328,30805.88217163086,32861.7825012207,32521.52227783203,33691.542541503906,24744.54190063477
PG (44:1),0.016892032006562887,5.929028689718138,7.055135514519861e-4,0.9788094769244293,0.9999970637257838,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ cortex,PG,32837.182373046875,34557.1022644043,30492.782203674316,29842.182052612305,34037.30229187012,32411.2022895813,28024.14193725586
PG (44:10),-0.17546214142893427,6.849227056626869,0.07607894764123557,0.78268315355874,0.9999970637257838,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ cortex,PG,76613.40557861328,60449.62454223633,42677.82321166992,75505.92578125,67778.64581298828,57772.48425292969,38662.6628112793
PG (44:12),-0.06634523017950601,6.846558544131195,0.010882941767704324,0.9169143442437538,0.9999970637257838,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ cortex,PG,77869.58532714844,65205.565002441406,45019.04333496094,80839.92565917969,61501.40411376953,50526.483642578125,36960.40249633789
PG (44:2),-0.041646031431168976,6.1501407098510015,0.00428827469704629,0.947787912966078,0.9999970637257838,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ cortex,PG,38467.402770996094,39746.96279144287,34474.64217376709,37004.942321777344,39444.44257354736,38754.9227104187,31114.98211669922
PG (44:3),-0.03063415778563455,5.9990027335682745,0.002320332573503947,0.9615808940132432,0.9999970637257838,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ cortex,PG,34683.622425079346,36949.022399902344,30556.862243652344,32100.20236968994,35796.282653808594,35820.062576293945,27819.921768188477
PG (44:4),-0.04144680554056255,6.067762123625193,0.004247324601692526,0.9480374514221063,0.9999970637257838,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ cortex,PG,38442.542724609375,35789.30242919922,32097.782287597656,36113.30276489258,35939.44256591797,36859.12268066406,28805.081985473633
PG (44:5),-0.0035810375852931594,6.018582734238403,3.170778700223309e-5,0.9955071622780073,0.9999970637257838,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ cortex,PG,37387.9423828125,36922.28289794922,33214.38259887695,34946.762603759766,35725.982360839844,36506.70275878906,22608.84161376953
PG (44:6),-0.014489174460722318,6.083926730132085,5.19079877619788e-4,0.9818231096531886,0.9999970637257838,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ cortex,PG,35656.52256774902,39178.94282531738,34118.98239135742,35425.34240722656,38206.00277709961,35387.64245605469,29619.32179260254
PG (44:7),-0.1504970981968638,6.148189157855398,0.05597703150306188,0.8129712659903439,0.9999970637257838,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ cortex,PG,36816.26272583008,39242.322692871094,32682.182235717773,39800.88275146485,41860.48272705078,37747.86277770996,30537.3224029541
PG (44:8),-0.12090416909974502,6.156608687565456,0.03613324242417093,0.8492405964511435,0.9999970637257838,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ cortex,PG,39289.36267089844,42252.20294189453,31329.562255859375,38250.26290893555,40996.06311035156,42299.7428894043,27194.722106933594
PGo (20:0),-0.25922720908853675,7.268295916560744,0.16593761319018085,0.6837477079348548,0.9999970637257838,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ cortex,PG,99502.706787109375,94053.32818603516,1766.920139312744,107032.38772583008,112998.56848144533,2096.8401527404785,129101.58911132812
PGo (28:0),0.3566557885157175,6.591097016323835,0.31372977340291186,0.5754004150926001,0.9999970637257838,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ cortex,PG,66681.52453613281,51632.403564453125,55712.963623046875,45792.54333496094,47109.96301269531,43562.302978515625,39178.362701416016
PGo (30:0),-0.25526684309754544,7.6185704127184986,0.1609155747872251,0.6883149646600586,0.9999970637257838,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ cortex,PG,104598.40756225586,107913.26754760742,102795.94760131836,124834.84765625,118421.48690795898,129981.07046508788,36833.5026550293
PGo (30:1),0.13829995151757682,6.823038942753201,0.04727627635702447,0.8278724089373388,0.9999970637257838,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ cortex,PG,74551.60586547852,69316.4047241211,57865.38429260254,54072.783752441406,63302.0439453125,66229.48439025879,31758.76239013672
PGo (32:0),0.06258476240298687,6.58911589811512,0.009684188279152295,0.921608105324238,0.9999970637257838,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ cortex,PG,54444.304443359375,59134.2639465332,45255.08264160156,49651.88299560547,53017.70394897461,47567.543701171875,42436.62286376953
