lipid,logFC,logCPM,LR,PValue,FDR,Length1,Length2,Title_1,Title_2,type,DOD100-M2-5xFAD-cerebellum10x_01202023,DOD100-M2-5xFAD-cortex10x_01202023,DOD100-M2-5xFAD-diencephalon10x_01202023,DOD100-M2-5xFAD-hippo10x_01202023,DOD100-M3-5xFAD-cerebellum10x_01202023,DOD100-M3-5xFAD-diencephalon10x_01202023,DOD100-M3-5xFAD-hippo10x_01202023,DOD99-M1-5xFAD-cerebellum10x_01202023,DOD99-M1-5xFAD-cortex10x_01202023,DOD99-M1-5xFAD-diencephalon10x_01202023,DOD99-M1-5xFAD-hippo10x_01202023,M1FAD173-5xFAD-Cerebellum10x_01182023,M1FAD173-5xFAD-Cortex10x_01182023,M1FAD173-5xFAD-Diencephalon10x_01182023,M1FAD173-5xFAD-Hippo10x_01182023,M2FAD173-5xFAD-Cerebellum10x_01192023,M2FAD173-5xFAD-Cortex10x_01192023,M2FAD173-5xFAD-Diencephalon10x_01192023,M2FAD173-5xFAD-Hippo10x_01192023,DOD100-M1-WT-cerebellum10x_01202023,DOD100-M1-WT-cortex10x_01202023,DOD100-M1-WT-diencephalon10x_01202023,DOD100-M1-WT-hippo10x_01202023,DOD99-M2-WT-cerebellum10x_01202023,DOD99-M2-WT-cortex10x_01202023,DOD99-M2-WT-diencephalon10x_01202023,DOD99-M2-WT-hippo10x_01202023,M5FAD173-WT-Cerebellum10x_01192023,M5FAD173-WT-Cortex10x_01192023,M5FAD173-WT-Diencephalon10x_01192023,M5FAD173-WT-Hippo10x_01192023,10xBlank_01202023
PE (18:2),-0.06765218626684708,6.701362758360072,0.06435843950617937,0.7997353291369651,0.9998892208220957,19,12,Genotype_ 5xFAD,Genotype_ WT,PE,48551.96383666992,64135.42388916016,66144.66366577148,61602.143615722656,58744.50396728516,61647.16455078125,60553.564453125,54389.484130859375,54900.9440612793,60508.44421386719,22914.801681518555,60452.323974609375,60243.024841308594,54442.02438354492,63662.90414428711,61922.22448730469,45237.82321166992,48783.76417541504,66093.02392578125,62252.74420166016,55644.24328613281,57050.24435424805,61885.02508544922,62217.0837097168,59983.88470458984,58294.72494506836,57509.78414916992,49734.58377075195,59692.5041809082,66856.263916015625,45679.422760009766,80650.22483825684
PE (18:3),-0.11237062159368777,7.320841272018919,0.17795333868821217,0.6731380407662485,0.9998892208220957,19,12,Genotype_ 5xFAD,Genotype_ WT,PE,82350.70672607422,105743.36730957033,101006.56649780272,93174.8851928711,85023.325927734375,99756.9073486328,101922.04693603516,77286.08612060547,80785.76666259766,92575.1471862793,21233.101593017574,83280.38494873047,81566.64590454102,83393.6262512207,88110.40628051758,146519.25036621094,70801.22528076172,75837.20565795898,73367.506103515625,97952.30642700195,97576.60748291016,89769.78802490234,94485.78564453124,113252.98754882812,101130.60919189452,86539.60635375977,91726.927001953125,78532.74505615234,83026.2861328125,85087.00598144531,73301.38586425781,119904.41064453124
PE (20:0),-0.04977952961306924,6.715000695633706,0.034814039441016575,0.8519858662215128,0.9998892208220957,19,12,Genotype_ 5xFAD,Genotype_ WT,PE,67041.92495727539,89452.72637939453,88088.68717956543,74966.20422363281,78854.8655090332,85628.805419921875,86235.06587219238,73173.50497436523,76720.20515441895,88177.12539672852,21496.981399536133,4345.340270996094,11026.780757904053,11057.500831604004,1628.4601211547852,57636.84381866455,42825.66256713867,31414.901851654053,60721.1435546875,86901.56820678711,84132.3056640625,82484.28451538086,77286.6248626709,86170.08708190918,82458.14520263672,93059.22749328612,76253.96626281738,1496.9601020812988,1467.8600997924805,1437.7800979614258,1588.1001091003418,119163.87014770508
PE (20:1),0.17673956029167462,6.993724063843963,0.4334796199009361,0.510286472606901,0.9998892208220957,19,12,Genotype_ 5xFAD,Genotype_ WT,PE,90752.3660888672,93449.9267578125,82367.46551513672,75120.84521484375,191562.83526611328,134492.0909423828,71957.08575439453,86253.7262878418,88451.58819580078,171755.6925048828,32319.082244873047,6153.300457000732,17884.74133682251,16840.400959014893,1462.440113067627,71622.00479125977,66145.84406661987,64108.48486709595,54855.44381713867,101447.84661865234,97648.906494140625,84846.98571777344,72980.9850769043,147742.40954589844,81073.38589477539,116039.3682861328,73587.84573364258,1954.880126953125,1671.5801162719729,1560.3601036071775,2695.5202140808105,66986.40393066406
PE (20:2),-0.12651492377733686,9.753876686174927,0.2257316863815504,0.6347069403587353,0.9998892208220957,19,12,Genotype_ 5xFAD,Genotype_ WT,PE,1368674.7342529297,1058877.8696289062,483735.4069213867,600374.3332519531,827681.9338989258,380603.1878051758,439803.2758789063,523939.77880859375,427601.5686035156,382384.1098632813,41501.74253845215,5537.920436859131,15992.001029968262,18624.501262664795,1588.880107879639,393604.2275390625,862882.4614868164,755050.743347168,316270.2826690674,806355.2590332031,1229224.732055664,526711.1711120605,378889.0256347656,890111.2939453125,559597.3794555664,1081587.543762207,614424.4589233398,3542.360244750977,3073.3002395629883,2913.800220489502,63769.2868270874,80346.5669555664
PE (20:3),-0.158825951747239,7.156274824759404,0.35628013909445144,0.5505794443701385,0.9998892208220957,19,12,Genotype_ 5xFAD,Genotype_ WT,PE,87490.80548095703,111212.06979370116,105419.88595581056,112742.10821533205,113196.08776855467,93413.08654785156,135673.06970214844,110568.34777832033,106551.4676208496,108018.54791259766,26323.52188110352,4357.160270690918,8761.820629119873,11036.060791015623,1450.56010055542,73996.5446472168,54822.48443603516,60510.004455566406,73965.4448852539,109802.4866027832,104227.80764770508,84531.047607421875,103694.52783203124,116537.00900268556,123653.10845947266,95223.34747314452,110900.14822387695,42225.84265899658,37117.30270385742,3170.080219268799,44807.20347595215,134751.6123046875
PE (20:4),-0.18467568247568167,7.281277024845062,0.4822632250798051,0.4873989532145706,0.9998892208220957,19,12,Genotype_ 5xFAD,Genotype_ WT,PE,73870.44610595703,141954.94946289062,104341.88671875,114246.46685791016,114944.06872558594,131339.68878173828,110980.0086669922,92810.72589111328,149656.71026611328,199104.39404296875,37210.50256347656,4949.40034866333,13034.860927581787,14384.300960540771,1482.1401100158691,57864.22412109375,65382.88494873047,61641.68377685547,64498.64477539063,96989.06652832033,108318.18682861328,110574.76678466795,104865.50793457033,113362.64807128906,124984.84832763672,124619.22845458984,127224.78942871094,36847.22247695923,60827.88363647461,40913.3821182251,54445.02387237549,101760.58801269533
PE (20:5),-0.17835708312323667,10.157982683587615,0.44971482116670813,0.5024704123502236,0.9998892208220957,19,12,Genotype_ 5xFAD,Genotype_ WT,PE,686516.0478515625,766387.890625,782194.3603515625,804336.9345703125,727879.431640625,711625.451171875,822345.8017578125,1178587.748046875,808335.1220703125,745967.25390625,587340.6416015625,10062.600883483889,6856.860374450684,36864.84239959717,13481.920692443848,558403.560546875,517818.48046875,518977.2978515625,489169.251953125,750215.1669921875,732233.171875,715239.8720703125,738379.791015625,751087.8935546875,797132.337890625,767890.8330078125,800877.8359375,504983.1337890625,488420.8327636719,334347.98278808594,518924.2373046875,1053810.58984375
PE (21:0),-0.2129178269754732,6.387516431820638,0.6418311805552719,0.423048477063837,0.9998892208220957,19,12,Genotype_ 5xFAD,Genotype_ WT,PE,53215.3037109375,71936.76487731934,51731.503997802734,53262.98329162598,50042.46340942383,59024.64392089844,48697.82284545898,46344.54382324219,52618.30401611328,52295.94314575195,22095.24156188965,36880.842514038086,48400.8440246582,38386.8825378418,41261.082916259766,24313.441703796387,33280.86215591431,30370.82208251953,9883.400672912598,50758.46270751953,66939.78466796875,53314.903869628906,49264.70359802246,55520.3440246582,54074.68392944336,54565.74407958984,55287.48327636719,34050.74247741699,41492.24278259277,50108.88349914551,29898.50227355957,61122.76376342773
PE (22:0),-0.05277470812113333,7.198988157191795,0.03913631270482654,0.8431788568941717,0.9998892208220957,19,12,Genotype_ 5xFAD,Genotype_ WT,PE,68462.52471923828,103262.44853973389,96512.3889465332,89948.9271850586,74876.66485595703,90819.88516235352,83427.10485839844,73862.52404785156,76560.904296875,99836.18814086914,21242.041564941406,92288.16716003418,124682.88914489746,116499.14660644533,95884.86590576172,70560.94468688965,77454.44485473633,79544.02549743652,51884.36325073242,84540.20547485352,97243.7667541504,90092.8662109375,72861.88485717773,89478.14669799805,86593.72424316406,110249.52868652344,85154.52685546875,64976.40423583984,95294.826171875,50885.92300415039,83184.52642822266,48928.30291748047
PE (22:1),-0.057856234803982005,6.221384178946971,0.04704559910032913,0.828286297185672,0.9998892208220957,19,12,Genotype_ 5xFAD,Genotype_ WT,PE,35904.142822265625,50078.76351928711,48582.76388549805,43034.56301879883,74283.16502380371,46387.46362304688,44752.66310119629,38365.4826965332,41291.58264160156,55153.58393859863,20330.58142089844,43037.98295593262,41027.40344238281,37505.60269165039,34124.64225769043,35637.70252227783,28869.242294311523,30720.521865844727,28893.86237335205,50594.06442260742,42943.62309265137,43534.50296020508,39251.5827331543,57563.38436889648,44281.82321166992,50422.74365234375,43704.86242675781,30377.70227050781,35150.7420501709,39082.94314575195,26482.661682128903,48369.2829284668
PE (22:2),-0.0938458976006141,6.525833280786402,0.12400186839971639,0.7247340287837158,0.9998892208220957,19,12,Genotype_ 5xFAD,Genotype_ WT,PE,47692.14350891113,63866.5442199707,60196.64343261719,60195.00415039063,54712.40383911133,62667.80389404297,58500.704010009766,48851.684020996094,61593.16485595703,53561.50372314453,20918.5615234375,48905.62400817871,49328.60350036621,51102.564025878906,45063.86338043213,41233.74285888672,38353.722076416016,40551.663162231445,36652.54327392578,54397.364654541016,59091.943115234375,54488.583099365234,53676.06394958496,53207.5432434082,54639.383361816406,58156.423828125,53040.824768066406,44542.88301086426,43848.58335876465,51757.723083496094,42119.42337036133,69208.80529785156
PE (22:4),-0.03292977251785854,7.109878065862025,0.015221863969372862,0.9018086339445505,0.9998892208220957,19,12,Genotype_ 5xFAD,Genotype_ WT,PE,55212.12371826172,106663.08813476562,87752.20553588867,88157.0259399414,99154.72650146484,99522.76745605467,89299.266357421875,53946.42370605469,124402.06964111328,188586.9105224609,29380.38192749023,51593.10391235352,83872.38482666016,45957.84313964844,66144.3646850586,40268.382568359375,52682.103424072266,48655.94375610352,48333.50338745117,68959.14434814453,81566.86633300781,77110.0856628418,82694.70657348633,89585.98571777344,90041.14682006836,104348.70782470705,106378.72772216795,42645.4430847168,77859.36608886719,58856.2236328125,43672.10299682617,94470.94744873048
PE (22:6),-0.020279874160059094,8.33931507002171,0.005769688608779688,0.9394521417498531,0.9998892208220957,19,12,Genotype_ 5xFAD,Genotype_ WT,PE,87576.4066772461,301700.5222167969,159112.990234375,180820.78985595703,381073.8843383789,251295.47955322263,171309.37182617188,112990.5067138672,376023.3092041016,533306.8166503906,31819.86245727539,101404.38735961914,234335.13537597656,112951.26821899414,139374.78959655762,114346.48825073242,120444.12951660156,105916.78698730467,91075.26740264893,111140.86987304688,185382.71411132807,155546.95245361328,195587.2347412109,319153.9258422852,286685.2371826172,282631.9609985352,221474.73388671875,68521.82461547852,228603.2176513672,100032.98736572266,106081.2077331543,82245.14535522461
PE (24:0),-0.05174709401901537,6.199970873545353,0.03762330008839854,0.8462015134314013,0.9998892208220957,19,12,Genotype_ 5xFAD,Genotype_ WT,PE,36916.10290527344,53984.46353149414,47506.78366088867,45576.40397644043,45074.74305725098,47082.76373291016,42652.54281616211,37885.20223999024,41487.80288696289,47327.14309692383,22317.121536254883,35102.322845458984,42142.00288391113,34948.00244140625,35226.503189086914,35427.00228881836,34270.202713012695,40280.62217712402,38999.06278991699,41494.10330200195,43682.74295043945,45567.923828125,41560.022872924805,50166.40313720703,47011.8235168457,47210.6837310791,41295.20309448242,29350.78227996826,39657.622955322266,35068.52236175537,33904.96186828613,45019.96331787109
PE (26:0),-0.15902039157423842,7.356185440687028,0.35715874333993725,0.5500884466938978,0.9998892208220957,19,12,Genotype_ 5xFAD,Genotype_ WT,PE,78249.4465637207,99691.30505371094,114337.4294128418,82933.44659423828,89453.78762817383,102338.2886352539,99403.2084350586,85929.16580200195,90217.5848388672,97553.64727783205,25042.381942749023,88509.7258605957,86056.16514587402,86144.96664428711,90923.5066833496,88907.80630493164,73639.34536743164,76762.60455322266,90598.2458190918,108794.40975952148,102250.0480041504,87830.10758972168,96859.08624267578,107603.26760864258,102479.26773071288,91077.76547241212,98177.4859008789,85950.72802734375,90652.58596801758,84944.46598815918,72471.06517028809,143006.89086914062
PE (26:1),-0.001937653948396214,7.7118036624745105,5.262074017764462e-5,0.9942121838269418,0.9998892208220957,19,12,Genotype_ 5xFAD,Genotype_ WT,PE,111702.7080078125,123800.38818359376,121508.20776367188,121115.00854492188,117194.328125,120497.86889648438,120406.3291015625,117596.16870117188,117162.12841796876,118344.1884765625,105496.64837646484,109139.82739257812,111599.30712890624,116940.40795898438,108432.32641601562,110933.40771484376,103805.26733398438,104672.52661132812,106343.28747558594,114405.24755859376,114092.00830078124,118046.56909179688,121107.60864257812,124908.92846679688,116429.5284423828,127750.56762695312,116782.46850585938,104153.94787597656,106477.78747558594,112169.68786621094,104919.30712890624,127906.20922851562
PE (28:0),0.0018590470710049885,6.4285334222551604,4.842592150566816e-5,0.9944476670225959,0.9998892208220957,19,12,Genotype_ 5xFAD,Genotype_ WT,PE,37586.74250793457,61329.444244384766,60873.80499267578,54035.5032043457,55878.02389526367,54082.463928222656,63217.78500366211,43453.42335510254,49668.96362304688,61484.42460632324,21332.80139160156,44111.66279602051,49702.66401672363,35429.462493896484,40593.78273010254,46262.22265625,39453.22297668457,37353.28211975098,48664.12284088135,46461.10301208496,47399.24353027344,43057.4436340332,52136.662658691406,55832.76373291016,54577.263916015625,45345.72290039063,52172.60412597656,38041.66352844238,37197.56253051758,53144.34349822998,34640.96250915527,68318.40428161621
PE (28:1),9.256216738599876e-4,6.248622431053711,1.2005501758949322e-5,0.9972354188000259,0.9998892208220957,19,12,Genotype_ 5xFAD,Genotype_ WT,PE,37440.54232788086,50996.76333618164,44598.70330810547,45918.10354614258,46239.00344848633,51574.98406982422,50627.74291992188,48045.34341430664,44288.48342895508,46870.523040771484,25864.341827392574,39208.98287963867,42361.66311645508,37365.602478027344,42031.66284179688,39352.72302246094,32579.0623626709,37115.48257446289,37104.92218017578,44847.8432006836,42022.8828125,43670.28298950195,44220.12316894531,47044.22302246094,44667.483642578125,40312.4626159668,43491.26330566406,36383.58251953125,36677.30233764648,42176.90286254883,33705.482177734375,47295.98419189453
PE (28:2),0.10700179615847846,7.921719988764903,0.15952514454374978,0.6895940813076415,0.9998892208220957,19,12,Genotype_ 5xFAD,Genotype_ WT,PE,136401.10986328125,140547.0692138672,143516.810546875,159809.47241210938,133948.8095703125,131275.34887695312,149105.7510986328,286470.9185791016,135746.05029296875,126498.8292236328,96404.38732910156,117456.06787109376,113798.00646972656,116606.12951660156,138182.89025878906,128674.48828125,110710.66857910156,117613.46862792967,111071.52807617188,127293.3486328125,131533.51000976562,120453.78833007812,129608.32934570312,134356.74877929688,139715.01049804688,127946.2900390625,138689.349609375,124148.0478515625,117034.18994140624,116586.40893554688,116700.02746582033,146885.65112304688
PE (30:0),0.003889282961548215,7.1680452749054835,2.1193582574596803e-4,0.9883847941914706,0.9998892208220957,19,12,Genotype_ 5xFAD,Genotype_ WT,PE,79296.12536621094,88238.826171875,85175.16540527344,85480.32678222656,75554.52551269531,92748.18615722656,79262.74627685547,80821.94580078125,79048.08557128906,79120.406005859375,66616.64459228516,76933.54522705078,92805.20642089844,76786.0458984375,72890.80529785156,66190.624267578125,72541.68469238281,76806.965576171875,78905.9253540039,77998.845458984375,83967.88562011719,84262.986328125,81496.765380859375,81474.986083984375,91275.20666503906,80837.04602050781,81101.92565917969,69708.2646484375,67820.20471191406,79888.24645996094,70382.06481933594,74780.46563720703
PE (30:1),-0.1452697048129447,6.583239117803779,0.2978620486528598,0.5852258388681771,0.9998892208220957,19,12,Genotype_ 5xFAD,Genotype_ WT,PE,72877.64569091797,60172.40396118164,56911.844665527344,58493.30426025391,51599.76361083984,54217.92465209961,58463.10354614258,54257.9836730957,54344.68453979492,46484.14358520508,23301.601669311523,49837.723693847656,55477.243255615234,48279.2635345459,40476.20318603516,44739.76364135742,57366.885009765625,37864.38264465332,45335.68305969238,64672.32440185547,91577.96685791016,48703.36352539063,52558.024322509766,50875.40286254883,54101.08386230469,45849.82333374024,51788.38320922852,56101.74407958984,50869.00341796875,50646.40394592285,46308.02331542969,54649.66275024414
PE (30:2),-0.07520036445962978,6.3232252496811325,0.07954915569200693,0.7779093130075626,0.9998892208220957,19,12,Genotype_ 5xFAD,Genotype_ WT,PE,45899.5223236084,56308.68371582031,53000.28430175781,51210.0432434082,50787.24398803711,45929.343002319336,49811.90309143066,44301.34329223633,47996.26393890381,45389.16305541992,21250.72148132324,40603.10319519043,41383.36305236816,38945.94282531738,37938.022872924805,38113.843032836914,35995.8224029541,40001.80258178711,39571.78242492676,47514.12353515625,47098.9033203125,48277.12368774414,48958.66369628906,45942.26318359375,51479.28369140625,49457.80340576172,48445.52290344238,37625.68290710449,40668.88250732422,41286.52349853516,34740.76240539551,52722.92385864258
PE (30:3),0.01144890499626645,6.4490103211849945,0.0018357242987576683,0.9658248104631779,0.9998892208220957,19,12,Genotype_ 5xFAD,Genotype_ WT,PE,39093.20281982422,58744.84448242188,67032.68469238281,53916.383728027344,43132.86264038086,61894.28402709961,52002.68309020996,44109.06301879883,45057.38333129883,41546.22351074219,23177.301513671875,44284.12336730957,53277.36395263672,41104.04286193848,55600.2239074707,65669.26536560059,39840.9822845459,49140.62411499024,47642.563415527344,49586.82400512695,58273.96307373047,52568.62350463867,46851.52331542969,48460.54321289063,54835.063415527344,47630.82360839844,44321.46353149414,42475.9227142334,40085.26266479492,48821.98315429688,34036.50228881836,58449.96423339844
PE (30:4),0.04657579748983662,6.2805385345086675,0.030323810696245346,0.8617575340162565,0.9998892208220957,19,12,Genotype_ 5xFAD,Genotype_ WT,PE,45415.62287902832,52413.82327270508,47591.84356689453,45758.162994384766,41992.08345031738,60308.56393432617,48752.70364379883,47166.463439941406,40303.98318481445,39432.62286376953,21036.081573486328,37428.702728271484,41801.443115234375,35455.52215576172,40083.44323730469,39660.622802734375,38189.7430267334,65971.96478271484,40942.94296264648,46059.983169555664,51100.60339355469,43657.50331115723,44061.3228302002,42279.78269958496,44105.40307617188,41589.80270385742,43484.34329223633,37522.182678222656,34649.60223388672,41259.82321166992,29198.56202697754,47089.9833984375
PE (32:0),-0.11279880608288621,8.517503498759924,0.17932015683345526,0.6719581390836007,0.9998892208220957,19,12,Genotype_ 5xFAD,Genotype_ WT,PE,187457.65814208984,244499.41925048828,213232.91107177731,265729.6770629883,261463.02154541016,225509.5382385254,290527.9819335937,240980.8365478516,216466.9794921875,199631.9547119141,33387.282470703125,195761.7950439453,227054.33221435547,171734.68908691406,180748.9122619629,170944.87139892578,172130.13214111328,164826.12982177734,182598.7149047852,238898.05535888672,218742.9595336914,184928.33135986328,235773.85467529297,253977.5993041992,256683.47790527344,197562.1498413086,247964.35681152344,177779.63500976562,166001.01239013672,193739.23315429688,173579.83303833008,185644.4490661621
PE (32:1),-0.04896627259048602,6.471466612674311,0.033684130584333616,0.8543803230631946,0.9998892208220957,19,12,Genotype_ 5xFAD,Genotype_ WT,PE,42542.96330261231,60885.50378417969,51360.32345581055,54830.34428405762,66484.20449829102,55324.50369262695,51615.20303344727,44712.44291687012,50180.5231628418,53446.8635559082,23770.981887817383,49265.66290283203,62630.44393920898,44561.16319274902,46677.80331420898,42984.582580566406,41673.96339416504,40549.32269287109,46222.383880615234,49765.9030456543,51087.24368286133,48124.20343017578,50416.90365600586,59363.32473754883,55252.40426635742,50075.30340576172,52911.8037109375,41444.0428314209,47707.06365966797,51321.323501586914,40300.86306762695,54137.70306396485
PE (32:2),-0.01930659118017666,7.101529369861886,0.005228760913837505,0.9423550701389815,0.9998892208220957,19,12,Genotype_ 5xFAD,Genotype_ WT,PE,70710.30422973633,92820.2866821289,84089.9660949707,89860.62756347656,74279.62493896484,94794.10485839844,88305.24710083008,80203.005126953125,82056.72619628906,73488.72445678711,27458.161987304688,85063.6264038086,91664.78536987305,83381.66696166992,79147.52545166016,68783.44396972656,79552.52615356445,66292.30484008789,69479.72468566895,78673.74548339844,79047.24588012695,78055.96490478516,77358.9458618164,82317.96475219727,79976.525634765625,78427.62530517578,78640.70446777344,64972.04431152344,78920.48678588867,71995.76449584961,78354.88635253906,50881.72332763672
PE (32:3),-0.013502728904633726,8.166175731059024,0.002556889329042633,0.9596716006950066,0.9998892208220957,19,12,Genotype_ 5xFAD,Genotype_ WT,PE,141503.61053466797,180806.95275878903,172221.43399047852,208164.193359375,144703.0697631836,184358.83331298828,194938.68878173828,187737.17568969727,185133.37530517575,161563.67343139648,29026.20211791992,209636.97650146484,187362.59118652344,175114.7911376953,178492.41430664062,157764.17178344727,149138.2308807373,160174.8936767578,165288.10943603516,164598.79232788086,139020.3292236328,152275.91339111328,176691.47052001953,169432.2335510254,166798.53131103516,139425.89068603516,178974.05419921875,152572.09169006348,160632.61221313477,176378.71264648438,182285.79399108887,50290.68280029297
PE (32:4),-0.18502666309148233,6.926483806517983,0.48410007528946153,0.4865709971263359,0.9998892208220957,19,12,Genotype_ 5xFAD,Genotype_ WT,PE,85113.066162109375,80647.6462097168,71439.10534667969,84536.224853515625,64060.8642578125,70215.6851196289,68578.52490234375,72901.54541015625,72167.986328125,61371.28430175781,26704.84194946289,60177.4641418457,65082.26544189453,59103.803619384766,49852.003173828125,53436.22383117676,69488.46559143066,62378.62380981445,54656.84396362305,84777.94641113281,106436.44775390624,73098.32418823242,72803.66616821289,70591.56460571289,74772.28591918945,66681.42529296875,72476.96487426758,60736.12438964844,65055.44409179688,61071.944244384766,58979.92387390137,51685.40298461914
PE (32:5),-0.30379097134389005,7.057482852045245,1.3117017797825952,0.25208676989883755,0.9998892208220957,19,12,Genotype_ 5xFAD,Genotype_ WT,PE,59246.18395996094,73927.42517089844,71048.204833984375,77840.58526611328,63523.62451171875,69366.72448730469,64692.76483154297,69932.16516113281,64276.20446777344,63472.82489013672,43917.623046875,55070.60430908203,70940.92529296875,55594.724060058594,53276.16363525391,53272.74401855469,57212.36395263672,161359.4732055664,54849.88415527344,64017.52453613281,64396.98461914063,67827.985107421875,301849.82287597656,66639.38494873047,62990.60443115234,64170.42449951172,62305.26446533203,52464.384033203125,54692.684143066406,60002.10418701172,50900.243896484375,67241.04461669922
PE (34:1),0.16167858460053874,8.594022630659193,0.36308094518153666,0.5468001164737729,0.9998892208220957,19,12,Genotype_ 5xFAD,Genotype_ WT,PE,97476.26751708984,274734.0186767578,192701.3913269043,171390.77081298828,973435.7173461914,213213.67401123047,158749.39135742188,124678.24728393556,211544.17364501956,511333.20153808594,30920.702186584476,201921.23623657227,365012.7864990234,198917.455078125,182626.5509033203,157185.43017578125,184711.49322509769,145751.81271362305,187943.45190429688,137438.52880859375,154230.693359375,168097.95169067383,112135.12887573242,654004.54638671875,242169.9748535156,269310.4766845703,169469.21209716797,84888.52676391602,244517.97619628903,141856.88916015625,178431.5951538086,52022.14367675781
PE (34:2),0.026838808234059867,6.9559072321700715,0.010080069656851265,0.9200271269447449,0.9998892208220957,19,12,Genotype_ 5xFAD,Genotype_ WT,PE,54193.68411254883,83776.94680786133,73599.92559814453,71531.524658203125,148519.83154296875,82175.90576171875,66275.005126953125,56112.14352416992,64081.964263916016,85629.26611328125,25961.801837921143,71479.74475097656,97770.3076171875,63957.72427368164,62210.0647277832,61943.804428100586,63147.884216308594,63406.84423828125,63623.70468139648,68071.52478027344,67467.1044921875,66319.76361083984,59683.94404602051,121064.40872192384,75603.24560546875,68954.82455444336,60077.52410888672,51479.743713378906,69868.2458190918,60279.32446289063,58651.923736572266,52828.1637878418
PE (34:3),-0.030838916852579955,6.594425970029231,0.013348515583672338,0.9080204650200653,0.9998892208220957,19,12,Genotype_ 5xFAD,Genotype_ WT,PE,48607.423583984375,66555.004638671875,60757.76385498047,67619.76452636719,63621.14514160156,60637.52487182617,61540.544036865234,52789.9040222168,56023.364196777344,56885.30400085449,27823.682151794437,53621.42379760742,50760.16403198242,48179.14297485352,44174.22290039063,48024.68328857422,48529.06311035156,47406.64364624024,50304.86380004883,56319.06454467773,50764.58346557617,59170.68426513672,56413.88391113281,62887.803955078125,59615.02346801758,58383.80432128906,55923.38397216797,45106.10330200195,47756.18338012695,51999.323486328125,42465.46319580078,55874.96395874024
PE (34:4),-0.07705311317567876,6.330265030415433,0.08352490390059586,0.7725762090012451,0.9998892208220957,19,12,Genotype_ 5xFAD,Genotype_ WT,PE,42863.82269287109,55567.44445800781,50564.40344238281,53359.04379272461,44286.08322143555,51697.58346557617,53298.6037902832,46545.14291381836,45379.52346801758,46428.863708496094,25012.381607055664,37768.04202270508,42499.40270996094,38637.84295654297,36360.80261230469,37906.34272766113,38752.86239624024,42423.42318725586,38586.962890625,48724.36389160156,48044.86331176758,52278.56329345703,46857.543395996094,49353.80372619629,50860.0033569336,45614.603424072266,48519.98294067383,34664.642822265625,40208.74313354492,44884.28298950195,36337.12278747559,48958.36328125
PE (34:5),-0.1392446501590731,7.311115539073281,0.2735975161038766,0.6009286736655994,0.9998892208220957,19,12,Genotype_ 5xFAD,Genotype_ WT,PE,87671.88589477539,124391.1098022461,106869.5864868164,118298.5710144043,93285.00634765624,106803.20703125,110332.50674438477,99418.50830078124,101024.74618530272,92702.265380859375,26739.6819229126,77768.06481933594,78414.92559814453,67069.324951171875,58698.72393798828,75245.36538696289,74101.2847290039,68206.70513916016,75187.685302734375,105582.5466003418,84947.0259399414,99672.66583251952,116700.08865356444,98256.60763549805,107643.1879272461,97469.32669067384,93881.1455078125,82993.12585449219,75418.52438354492,80021.7857055664,72845.98544311523,74190.104736328125
PE (34:6),-0.10909845539515872,6.763610852588844,0.16771066936516377,0.6821544744402985,0.9998892208220957,19,12,Genotype_ 5xFAD,Genotype_ WT,PE,51572.28369140625,74780.2857055664,69216.9849243164,70288.9248046875,60776.04406738281,69373.044921875,63778.28472900391,59830.24426269531,61457.543884277344,57060.78393554688,30962.78210067749,56005.36413574219,63138.96417236328,55158.78448486328,50574.7834777832,44888.06317138672,52197.62384033203,71923.60546875,55643.56430053711,63483.78427124024,56699.82434082031,62069.46417236328,112020.38635253906,64146.904846191406,60115.024658203125,61031.66394042969,61395.684631347656,50281.12350463867,49331.30387878418,55472.92419433594,50005.38317871094,57863.9440612793
PE (36:0),0.06942283220539751,7.885255039510167,0.0672908214967265,0.7953229693549668,0.9998892208220957,19,12,Genotype_ 5xFAD,Genotype_ WT,PE,85005.76495361328,206373.65618896484,118755.72857666016,137173.65029907227,431734.6954345703,121068.58911132812,121664.64855957033,86971.32678222656,132945.00997924805,249905.1418762207,35447.78256225586,98408.82775878906,185379.63247680664,108457.06802368164,121683.36767578124,83373.30627441406,130815.3285522461,99832.96685791016,118594.54711914062,95463.0068359375,118246.54736328124,107502.54608154295,103312.9464111328,273685.3167114258,176698.75421142578,145022.15106201172,128972.02883911131,69495.06494140625,149607.1118774414,95162.08767700195,124607.12768554688,59809.82385253906
PE (36:1),0.13014826772244215,9.002899846467672,0.23570205583138204,0.6273276974470477,0.9998892208220957,19,12,Genotype_ 5xFAD,Genotype_ WT,PE,134731.98907470703,314689.60345458984,257253.56158447263,209622.6334228516,1244609.780517578,318847.16326904297,184384.55267333984,172173.63153076172,264106.02337646484,821911.90087890625,37456.58297348023,283695.4572753906,403051.85009765625,282276.8026123047,219241.75799560547,227267.65991210935,226926.11395263672,219781.2154541016,223314.9158935547,187309.4917602539,218164.35205078125,273440.56146240234,150529.97076416016,851396.39306640625,328929.4031982422,408492.7310791016,192602.7321166992,105445.5679321289,297385.28314208984,196140.3751220703,228989.95416259769,60567.34436035156
