Lipid,Retention_Time,OzESI_Intensity,group_by_ion,group_by_lipid,Sample_ID,Transition,Sample,Parent_Ion,Product_Ion,Species,Class,Possible_Lipids,Peak_Height,FWHM,Peak_Width,Peak_Area,Filter_Column,n_value
FA(18:2)_<F>_n-5 ,8.042183333333334,5316.0,21,78,FAME_on,395.4 -> 183.0,FAME,395.4,183.0,18:2,FA,FA(14:0) | FA(15:1)_<>_n-2 | FA(16:1)_<>_n-3 | FA(17:1)_<>_n-4 | FA(18:1)_<>_n-5 | FA(18:2)_<F>_n-5 | FA(18:3)_<FF>_n-5 | FA(20:1)_<>_n-7 | FA(20:2)_<F>_n-7 | FA(20:3)_<FF>_n-7 | FA(20:4)_<FFF>_n-7 | FA(20:5)_<FFFF>_n-7 | FA(22:1)_<>_n-9 | FA(22:2)_<F>_n-9 | FA(22:6)_<FFFFF>_n-9 | FA(24:1)_<>_n-11,5316.0,0.10354902085391898,0.10493333333333243,557.8255999999952,group_by_lipid,5
FA(18:2)_<F>_n-5 ,8.278283333333334,4169.0,21,78,FAME_on,395.4 -> 183.0,FAME,395.4,183.0,18:2,FA,FA(14:0) | FA(15:1)_<>_n-2 | FA(16:1)_<>_n-3 | FA(17:1)_<>_n-4 | FA(18:1)_<>_n-5 | FA(18:2)_<F>_n-5 | FA(18:3)_<FF>_n-5 | FA(20:1)_<>_n-7 | FA(20:2)_<F>_n-7 | FA(20:3)_<FF>_n-7 | FA(20:4)_<FFF>_n-7 | FA(20:5)_<FFFF>_n-7 | FA(22:1)_<>_n-9 | FA(22:2)_<F>_n-9 | FA(22:6)_<FFFFF>_n-9 | FA(24:1)_<>_n-11,4169.0,0.08639326841208879,0.07869999999999955,328.10029999999813,group_by_lipid,5
FA(18:2)_<B>_n-5 ,7.596666666666667,1267.0,20,65,FAME_on,393.4 -> 183.0,FAME,393.4,183.0,18:2,FA,FA(18:2)_<B>_n-5 | FA(18:3)_<BF>_n-5 | FA(20:2)_<B>_n-7 | FA(20:3)_<BF>_n-7 | FA(20:4)_<BFF>_n-7 | FA(20:5)_<BFFF>_n-7 | FA(22:2)_<B>_n-9 | FA(22:6)_<BFFFF>_n-9,1267.0,0.09742870665353887,0.07868333333333322,99.69178333333319,group_by_lipid,5
FA(18:2)_<B>_n-5 ,8.278733333333333,3968.0,20,65,FAME_on,393.4 -> 183.0,FAME,393.4,183.0,18:2,FA,FA(18:2)_<B>_n-5 | FA(18:3)_<BF>_n-5 | FA(20:2)_<B>_n-7 | FA(20:3)_<BF>_n-7 | FA(20:4)_<BFF>_n-7 | FA(20:5)_<BFFF>_n-7 | FA(22:2)_<B>_n-9 | FA(22:6)_<BFFFF>_n-9,3968.0,0.10433384442818296,0.10493333333333332,416.3754666666666,group_by_lipid,5
FA(18:2)_<F>_n-6 ,7.597583333333334,3709.0,18,79,FAME_on,381.3 -> 183.0,FAME,381.3,183.0,18:2,FA,FA(13:0) | FA(14:1)_<>_n-2 | FA(15:1)_<>_n-3 | FA(16:1)_<>_n-4 | FA(17:1)_<>_n-5 | FA(18:1)_<>_n-6 | FA(18:2)_<F>_n-6 | FA(18:3)_<FF>_n-6 | FA(20:1)_<>_n-8 | FA(20:2)_<F>_n-8 | FA(20:3)_<FF>_n-8 | FA(20:4)_<FFF>_n-8 | FA(20:5)_<FFFF>_n-8 | FA(22:1)_<>_n-10 | FA(22:2)_<F>_n-10 | FA(22:6)_<FFFFF>_n-10 | FA(24:1)_<>_n-12,3709.0,0.11330348443794486,0.10493333333333332,389.1977333333333,group_by_lipid,6
FA(18:2)_<F>_n-6 ,7.833683333333334,1249.0,18,79,FAME_on,381.3 -> 183.0,FAME,381.3,183.0,18:2,FA,FA(13:0) | FA(14:1)_<>_n-2 | FA(15:1)_<>_n-3 | FA(16:1)_<>_n-4 | FA(17:1)_<>_n-5 | FA(18:1)_<>_n-6 | FA(18:2)_<F>_n-6 | FA(18:3)_<FF>_n-6 | FA(20:1)_<>_n-8 | FA(20:2)_<F>_n-8 | FA(20:3)_<FF>_n-8 | FA(20:4)_<FFF>_n-8 | FA(20:5)_<FFFF>_n-8 | FA(22:1)_<>_n-10 | FA(22:2)_<F>_n-10 | FA(22:6)_<FFFFF>_n-10 | FA(24:1)_<>_n-12,1249.0,0.06799455886091924,0.05246666666666666,65.53086666666665,group_by_lipid,6
FA(18:2)_<F>_n-6 ,8.04355,4271.0,18,79,FAME_on,381.3 -> 183.0,FAME,381.3,183.0,18:2,FA,FA(13:0) | FA(14:1)_<>_n-2 | FA(15:1)_<>_n-3 | FA(16:1)_<>_n-4 | FA(17:1)_<>_n-5 | FA(18:1)_<>_n-6 | FA(18:2)_<F>_n-6 | FA(18:3)_<FF>_n-6 | FA(20:1)_<>_n-8 | FA(20:2)_<F>_n-8 | FA(20:3)_<FF>_n-8 | FA(20:4)_<FFF>_n-8 | FA(20:5)_<FFFF>_n-8 | FA(22:1)_<>_n-10 | FA(22:2)_<F>_n-10 | FA(22:6)_<FFFFF>_n-10 | FA(24:1)_<>_n-12,4271.0,0.08774257771692122,0.07869999999999955,336.1276999999981,group_by_lipid,6
FA(18:2)_<F>_n-6 ,8.305883333333334,3492.0,18,79,FAME_on,381.3 -> 183.0,FAME,381.3,183.0,18:2,FA,FA(13:0) | FA(14:1)_<>_n-2 | FA(15:1)_<>_n-3 | FA(16:1)_<>_n-4 | FA(17:1)_<>_n-5 | FA(18:1)_<>_n-6 | FA(18:2)_<F>_n-6 | FA(18:3)_<FF>_n-6 | FA(20:1)_<>_n-8 | FA(20:2)_<F>_n-8 | FA(20:3)_<FF>_n-8 | FA(20:4)_<FFF>_n-8 | FA(20:5)_<FFFF>_n-8 | FA(22:1)_<>_n-10 | FA(22:2)_<F>_n-10 | FA(22:6)_<FFFFF>_n-10 | FA(24:1)_<>_n-12,3492.0,0.09549816913178723,0.10493333333333332,366.42719999999997,group_by_lipid,6
FA(18:2)_<B>_n-6 ,7.5718000000000005,335155.0,17,66,FAME_on,379.3 -> 183.0,FAME,379.3,183.0,18:2,FA,FA(18:2)_<B>_n-6 | FA(18:3)_<BF>_n-6 | FA(20:2)_<B>_n-8 | FA(20:3)_<BF>_n-8 | FA(20:4)_<BFF>_n-8 | FA(20:5)_<BFFF>_n-8 | FA(22:2)_<B>_n-10 | FA(22:6)_<BFFFF>_n-10,335155.0,0.07937422426741239,0.07869999999999955,26376.69849999985,group_by_lipid,6
FA(18:2)_<B>_n-6 ,8.044,416199.0,17,66,FAME_on,379.3 -> 183.0,FAME,379.3,183.0,18:2,FA,FA(18:2)_<B>_n-6 | FA(18:3)_<BF>_n-6 | FA(20:2)_<B>_n-8 | FA(20:3)_<BF>_n-8 | FA(20:4)_<BFF>_n-8 | FA(20:5)_<BFFF>_n-8 | FA(22:2)_<B>_n-10 | FA(22:6)_<BFFFF>_n-10,416199.0,0.1156392954761986,0.1311666666666662,54591.43549999981,group_by_lipid,6
FA(18:2)_<F>_n-7 ,7.59895,4859.0,15,80,FAME_on,367.3 -> 183.0,FAME,367.3,183.0,18:2,FA,FA(12:0) | FA(14:1)_<>_n-3 | FA(15:1)_<>_n-4 | FA(16:1)_<>_n-5 | FA(17:1)_<>_n-6 | FA(18:1)_<>_n-7 | FA(18:2)_<F>_n-7 | FA(18:3)_<FF>_n-7 | FA(20:1)_<>_n-9 | FA(20:2)_<F>_n-9 | FA(20:3)_<FF>_n-9 | FA(20:4)_<FFF>_n-9 | FA(20:5)_<FFFF>_n-9 | FA(22:1)_<>_n-11 | FA(22:2)_<F>_n-11 | FA(22:6)_<FFFFF>_n-11 | FA(24:1)_<>_n-13,4859.0,0.11064380374025067,0.10493333333333332,509.8710666666666,group_by_lipid,7
FA(18:2)_<F>_n-7 ,8.044916666666667,3203.0,15,80,FAME_on,367.3 -> 183.0,FAME,367.3,183.0,18:2,FA,FA(12:0) | FA(14:1)_<>_n-3 | FA(15:1)_<>_n-4 | FA(16:1)_<>_n-5 | FA(17:1)_<>_n-6 | FA(18:1)_<>_n-7 | FA(18:2)_<F>_n-7 | FA(18:3)_<FF>_n-7 | FA(20:1)_<>_n-9 | FA(20:2)_<F>_n-9 | FA(20:3)_<FF>_n-9 | FA(20:4)_<FFF>_n-9 | FA(20:5)_<FFFF>_n-9 | FA(22:1)_<>_n-11 | FA(22:2)_<F>_n-11 | FA(22:6)_<FFFFF>_n-11 | FA(24:1)_<>_n-13,3203.0,0.07796842885657124,0.07870000000000044,252.0761000000014,group_by_lipid,7
FA(18:2)_<F>_n-7 ,8.281016666666668,182506.0,15,80,FAME_on,367.3 -> 183.0,FAME,367.3,183.0,18:2,FA,FA(12:0) | FA(14:1)_<>_n-3 | FA(15:1)_<>_n-4 | FA(16:1)_<>_n-5 | FA(17:1)_<>_n-6 | FA(18:1)_<>_n-7 | FA(18:2)_<F>_n-7 | FA(18:3)_<FF>_n-7 | FA(20:1)_<>_n-9 | FA(20:2)_<F>_n-9 | FA(20:3)_<FF>_n-9 | FA(20:4)_<FFF>_n-9 | FA(20:5)_<FFFF>_n-9 | FA(22:1)_<>_n-11 | FA(22:2)_<F>_n-11 | FA(22:6)_<FFFFF>_n-11 | FA(24:1)_<>_n-13,182506.0,0.09578793603286917,0.07869999999999955,14363.222199999918,group_by_lipid,7
FA(18:2)_<B>_n-7 ,7.573166666666667,7212.0,14,67,FAME_on,365.2 -> 183.0,FAME,365.2,183.0,18:2,FA,FA(18:2)_<B>_n-7 | FA(18:3)_<BF>_n-7 | FA(20:2)_<B>_n-9 | FA(20:3)_<BF>_n-9 | FA(20:4)_<BFF>_n-9 | FA(20:5)_<BFFF>_n-9 | FA(22:2)_<B>_n-11 | FA(22:6)_<BFFFF>_n-11,7212.0,0.09688643462570366,0.10493333333333332,756.7792,group_by_lipid,7
FA(18:2)_<B>_n-7 ,7.8617333333333335,3198.0,14,67,FAME_on,365.2 -> 183.0,FAME,365.2,183.0,18:2,FA,FA(18:2)_<B>_n-7 | FA(18:3)_<BF>_n-7 | FA(20:2)_<B>_n-9 | FA(20:3)_<BF>_n-9 | FA(20:4)_<BFF>_n-9 | FA(20:5)_<BFFF>_n-9 | FA(22:2)_<B>_n-11 | FA(22:6)_<BFFFF>_n-11,3198.0,0.09578491326862387,0.07870000000000044,251.6826000000014,group_by_lipid,7
FA(18:2)_<B>_n-7 ,8.045366666666666,2773.0,14,67,FAME_on,365.2 -> 183.0,FAME,365.2,183.0,18:2,FA,FA(18:2)_<B>_n-7 | FA(18:3)_<BF>_n-7 | FA(20:2)_<B>_n-9 | FA(20:3)_<BF>_n-9 | FA(20:4)_<BFF>_n-9 | FA(20:5)_<BFFF>_n-9 | FA(22:2)_<B>_n-11 | FA(22:6)_<BFFFF>_n-11,2773.0,0.0774707314395002,0.07869999999999955,218.23509999999874,group_by_lipid,7
FA(18:2)_<B>_n-7 ,8.3077,188856.0,14,67,FAME_on,365.2 -> 183.0,FAME,365.2,183.0,18:2,FA,FA(18:2)_<B>_n-7 | FA(18:3)_<BF>_n-7 | FA(20:2)_<B>_n-9 | FA(20:3)_<BF>_n-9 | FA(20:4)_<BFF>_n-9 | FA(20:5)_<BFFF>_n-9 | FA(22:2)_<B>_n-11 | FA(22:6)_<BFFFF>_n-11,188856.0,0.09905906362633538,0.10493333333333332,19817.289599999996,group_by_lipid,7
FA(18:2)_<F>_n-8 ,7.574083333333333,2164.0,12,81,FAME_on,353.3 -> 183.0,FAME,353.3,183.0,18:2,FA,FA(11:0) | FA(14:1)_<>_n-4 | FA(15:1)_<>_n-5 | FA(16:1)_<>_n-6 | FA(17:1)_<>_n-7 | FA(18:1)_<>_n-8 | FA(18:2)_<F>_n-8 | FA(18:3)_<FF>_n-8 | FA(20:1)_<>_n-10 | FA(20:2)_<F>_n-10 | FA(20:3)_<FF>_n-10 | FA(20:4)_<FFF>_n-10 | FA(20:5)_<FFFF>_n-10 | FA(22:1)_<>_n-12 | FA(22:2)_<F>_n-12 | FA(22:6)_<FFFFF>_n-12 | FA(24:1)_<>_n-14,2164.0,0.07057133030329849,0.07870000000000044,170.30680000000095,group_by_lipid,8
FA(18:2)_<F>_n-8 ,7.810166666666667,398124.0,12,81,FAME_on,353.3 -> 183.0,FAME,353.3,183.0,18:2,FA,FA(11:0) | FA(14:1)_<>_n-4 | FA(15:1)_<>_n-5 | FA(16:1)_<>_n-6 | FA(17:1)_<>_n-7 | FA(18:1)_<>_n-8 | FA(18:2)_<F>_n-8 | FA(18:3)_<FF>_n-8 | FA(20:1)_<>_n-10 | FA(20:2)_<F>_n-10 | FA(20:3)_<FF>_n-10 | FA(20:4)_<FFF>_n-10 | FA(20:5)_<FFFF>_n-10 | FA(22:1)_<>_n-12 | FA(22:2)_<F>_n-12 | FA(22:6)_<FFFFF>_n-12 | FA(24:1)_<>_n-14,398124.0,0.11084412739690112,0.10493333333333332,41776.47839999999,group_by_lipid,8
FA(18:2)_<F>_n-8 ,8.3086,8016.0,12,81,FAME_on,353.3 -> 183.0,FAME,353.3,183.0,18:2,FA,FA(11:0) | FA(14:1)_<>_n-4 | FA(15:1)_<>_n-5 | FA(16:1)_<>_n-6 | FA(17:1)_<>_n-7 | FA(18:1)_<>_n-8 | FA(18:2)_<F>_n-8 | FA(18:3)_<FF>_n-8 | FA(20:1)_<>_n-10 | FA(20:2)_<F>_n-10 | FA(20:3)_<FF>_n-10 | FA(20:4)_<FFF>_n-10 | FA(20:5)_<FFFF>_n-10 | FA(22:1)_<>_n-12 | FA(22:2)_<F>_n-12 | FA(22:6)_<FFFFF>_n-12 | FA(24:1)_<>_n-14,8016.0,0.06521663674068387,0.05246666666666577,420.57279999999287,group_by_lipid,8
FA(18:2)_<F>_n-9 ,7.574983333333334,203691.0,10,82,FAME_on,339.3 -> 183.0,FAME,339.3,183.0,18:2,FA,FA(10:0) | FA(14:1)_<>_n-5 | FA(15:1)_<>_n-6 | FA(16:1)_<>_n-7 | FA(17:1)_<>_n-8 | FA(18:1)_<>_n-9 | FA(18:2)_<F>_n-9 | FA(18:3)_<FF>_n-9 | FA(20:1)_<>_n-11 | FA(20:2)_<F>_n-11 | FA(20:3)_<FF>_n-11 | FA(20:4)_<FFF>_n-11 | FA(20:5)_<FFFF>_n-11 | FA(22:1)_<>_n-13 | FA(22:2)_<F>_n-13 | FA(22:6)_<FFFFF>_n-13 | FA(24:1)_<>_n-15,203691.0,0.075488868433508,0.07869999999999955,16030.481699999908,group_by_lipid,9
FA(18:2)_<F>_n-9 ,8.047183333333333,305479.0,10,82,FAME_on,339.3 -> 183.0,FAME,339.3,183.0,18:2,FA,FA(10:0) | FA(14:1)_<>_n-5 | FA(15:1)_<>_n-6 | FA(16:1)_<>_n-7 | FA(17:1)_<>_n-8 | FA(18:1)_<>_n-9 | FA(18:2)_<F>_n-9 | FA(18:3)_<FF>_n-9 | FA(20:1)_<>_n-11 | FA(20:2)_<F>_n-11 | FA(20:3)_<FF>_n-11 | FA(20:4)_<FFF>_n-11 | FA(20:5)_<FFFF>_n-11 | FA(22:1)_<>_n-13 | FA(22:2)_<F>_n-13 | FA(22:6)_<FFFFF>_n-13 | FA(24:1)_<>_n-15,305479.0,0.11261536261934248,0.10493333333333332,32054.92973333333,group_by_lipid,9
FA(18:2)_<B>_n-9 ,7.575433333333334,3277.0,9,68,FAME_on,337.2 -> 183.0,FAME,337.2,183.0,18:2,FA,FA(18:2)_<B>_n-9 | FA(18:3)_<BF>_n-9 | FA(20:2)_<B>_n-11 | FA(20:3)_<BF>_n-11 | FA(20:4)_<BFF>_n-11 | FA(20:5)_<BFFF>_n-11 | FA(22:2)_<B>_n-13 | FA(22:6)_<BFFFF>_n-13,3277.0,0.07752779528805916,0.07870000000000044,257.8999000000014,group_by_lipid,9
FA(18:2)_<B>_n-9 ,8.047633333333334,1156.0,9,68,FAME_on,337.2 -> 183.0,FAME,337.2,183.0,18:2,FA,FA(18:2)_<B>_n-9 | FA(18:3)_<BF>_n-9 | FA(20:2)_<B>_n-11 | FA(20:3)_<BF>_n-11 | FA(20:4)_<BFF>_n-11 | FA(20:5)_<BFFF>_n-11 | FA(22:2)_<B>_n-13 | FA(22:6)_<BFFFF>_n-13,1156.0,0.06724771911282779,0.07870000000000044,90.97720000000051,group_by_lipid,9
FA(18:2)_<B>_n-9 ,8.283733333333334,1928.0,9,68,FAME_on,337.2 -> 183.0,FAME,337.2,183.0,18:2,FA,FA(18:2)_<B>_n-9 | FA(18:3)_<BF>_n-9 | FA(20:2)_<B>_n-11 | FA(20:3)_<BF>_n-11 | FA(20:4)_<BFF>_n-11 | FA(20:5)_<BFFF>_n-11 | FA(22:2)_<B>_n-13 | FA(22:6)_<BFFFF>_n-13,1928.0,0.1294674524955746,0.1311666666666671,252.88933333333415,group_by_lipid,9
FA(18:2)_<F>_n-10 ,7.5758833333333335,4297.0,8,69,FAME_on,325.2 -> 183.0,FAME,325.2,183.0,18:2,FA,FA(9:0) | FA(14:1)_<>_n-6 | FA(15:1)_<>_n-7 | FA(16:1)_<>_n-8 | FA(17:1)_<>_n-9 | FA(18:1)_<>_n-10 | FA(18:2)_<F>_n-10 | FA(18:3)_<FF>_n-10 | FA(20:1)_<>_n-12 | FA(20:2)_<F>_n-12 | FA(20:3)_<FF>_n-12 | FA(20:4)_<FFF>_n-12 | FA(20:5)_<FFFF>_n-12 | FA(22:1)_<>_n-14 | FA(22:2)_<F>_n-14 | FA(22:6)_<FFFFF>_n-14 | FA(24:1)_<>_n-16,4297.0,0.09599876348563728,0.10493333333333332,450.89853333333326,group_by_lipid,10
FA(18:2)_<F>_n-10 ,7.811983333333334,1771.0,8,69,FAME_on,325.2 -> 183.0,FAME,325.2,183.0,18:2,FA,FA(9:0) | FA(14:1)_<>_n-6 | FA(15:1)_<>_n-7 | FA(16:1)_<>_n-8 | FA(17:1)_<>_n-9 | FA(18:1)_<>_n-10 | FA(18:2)_<F>_n-10 | FA(18:3)_<FF>_n-10 | FA(20:1)_<>_n-12 | FA(20:2)_<F>_n-12 | FA(20:3)_<FF>_n-12 | FA(20:4)_<FFF>_n-12 | FA(20:5)_<FFFF>_n-12 | FA(22:1)_<>_n-14 | FA(22:2)_<F>_n-14 | FA(22:6)_<FFFFF>_n-14 | FA(24:1)_<>_n-16,1771.0,0.06335493292361115,0.05246666666666666,92.91846666666666,group_by_lipid,10
FA(18:2)_<F>_n-10 ,8.048083333333334,2106.0,8,69,FAME_on,325.2 -> 183.0,FAME,325.2,183.0,18:2,FA,FA(9:0) | FA(14:1)_<>_n-6 | FA(15:1)_<>_n-7 | FA(16:1)_<>_n-8 | FA(17:1)_<>_n-9 | FA(18:1)_<>_n-10 | FA(18:2)_<F>_n-10 | FA(18:3)_<FF>_n-10 | FA(20:1)_<>_n-12 | FA(20:2)_<F>_n-12 | FA(20:3)_<FF>_n-12 | FA(20:4)_<FFF>_n-12 | FA(20:5)_<FFFF>_n-12 | FA(22:1)_<>_n-14 | FA(22:2)_<F>_n-14 | FA(22:6)_<FFFFF>_n-14 | FA(24:1)_<>_n-16,2106.0,0.07495857319456033,0.07869999999999955,165.74219999999906,group_by_lipid,10
FA(18:2)_<F>_n-10 ,8.310416666666667,172442.0,8,69,FAME_on,325.2 -> 183.0,FAME,325.2,183.0,18:2,FA,FA(9:0) | FA(14:1)_<>_n-6 | FA(15:1)_<>_n-7 | FA(16:1)_<>_n-8 | FA(17:1)_<>_n-9 | FA(18:1)_<>_n-10 | FA(18:2)_<F>_n-10 | FA(18:3)_<FF>_n-10 | FA(20:1)_<>_n-12 | FA(20:2)_<F>_n-12 | FA(20:3)_<FF>_n-12 | FA(20:4)_<FFF>_n-12 | FA(20:5)_<FFFF>_n-12 | FA(22:1)_<>_n-14 | FA(22:2)_<F>_n-14 | FA(22:6)_<FFFFF>_n-14 | FA(24:1)_<>_n-16,172442.0,0.09580086625960696,0.10493333333333332,18094.913866666666,group_by_lipid,10
FA(18:2)_<B>_n-10 ,7.628816666666667,222133.0,7,60,FAME_on,323.2 -> 183.0,FAME,323.2,183.0,18:2,FA,FA(18:2)_<B>_n-10 | FA(18:3)_<BF>_n-10 | FA(20:2)_<B>_n-12 | FA(20:3)_<BF>_n-12 | FA(20:4)_<BFF>_n-12 | FA(20:5)_<BFFF>_n-12 | FA(22:2)_<B>_n-14 | FA(22:6)_<BFFFF>_n-14,222133.0,0.10153899490917505,0.10493333333333332,23309.15613333333,group_by_lipid,10
FA(18:2)_<B>_n-10 ,8.284633333333334,1263.0,7,60,FAME_on,323.2 -> 183.0,FAME,323.2,183.0,18:2,FA,FA(18:2)_<B>_n-10 | FA(18:3)_<BF>_n-10 | FA(20:2)_<B>_n-12 | FA(20:3)_<BF>_n-12 | FA(20:4)_<BFF>_n-12 | FA(20:5)_<BFFF>_n-12 | FA(22:2)_<B>_n-14 | FA(22:6)_<BFFFF>_n-14,1263.0,0.1376464680219042,0.1573999999999991,198.79619999999886,group_by_lipid,10
FA(18:2)_<F>_n-11 ,7.603033333333333,3676.0,6,70,FAME_on,311.3 -> 183.0,FAME,311.3,183.0,18:2,FA,FA(8:0) | FA(14:1)_<>_n-7 | FA(15:1)_<>_n-8 | FA(16:1)_<>_n-9 | FA(17:1)_<>_n-10 | FA(18:1)_<>_n-11 | FA(18:2)_<F>_n-11 | FA(18:3)_<FF>_n-11 | FA(20:1)_<>_n-13 | FA(20:2)_<F>_n-13 | FA(20:3)_<FF>_n-13 | FA(20:4)_<FFF>_n-13 | FA(20:5)_<FFFF>_n-13 | FA(22:1)_<>_n-15 | FA(22:2)_<F>_n-15 | FA(22:6)_<FFFFF>_n-15 | FA(24:1)_<>_n-17,3676.0,0.10686061097593762,0.10493333333333332,385.7349333333333,group_by_lipid,11
FA(18:2)_<F>_n-11 ,8.049000000000001,1772.0,6,70,FAME_on,311.3 -> 183.0,FAME,311.3,183.0,18:2,FA,FA(8:0) | FA(14:1)_<>_n-7 | FA(15:1)_<>_n-8 | FA(16:1)_<>_n-9 | FA(17:1)_<>_n-10 | FA(18:1)_<>_n-11 | FA(18:2)_<F>_n-11 | FA(18:3)_<FF>_n-11 | FA(20:1)_<>_n-13 | FA(20:2)_<F>_n-13 | FA(20:3)_<FF>_n-13 | FA(20:4)_<FFF>_n-13 | FA(20:5)_<FFFF>_n-13 | FA(22:1)_<>_n-15 | FA(22:2)_<F>_n-15 | FA(22:6)_<FFFFF>_n-15 | FA(24:1)_<>_n-17,1772.0,0.09841532423347922,0.10493333333333332,185.94186666666664,group_by_lipid,11
FA(18:2)_<F>_n-11 ,8.311316666666666,1443.0,6,70,FAME_on,311.3 -> 183.0,FAME,311.3,183.0,18:2,FA,FA(8:0) | FA(14:1)_<>_n-7 | FA(15:1)_<>_n-8 | FA(16:1)_<>_n-9 | FA(17:1)_<>_n-10 | FA(18:1)_<>_n-11 | FA(18:2)_<F>_n-11 | FA(18:3)_<FF>_n-11 | FA(20:1)_<>_n-13 | FA(20:2)_<F>_n-13 | FA(20:3)_<FF>_n-13 | FA(20:4)_<FFF>_n-13 | FA(20:5)_<FFFF>_n-13 | FA(22:1)_<>_n-15 | FA(22:2)_<F>_n-15 | FA(22:6)_<FFFFF>_n-15 | FA(24:1)_<>_n-17,1443.0,0.1213645996777439,0.1311666666666671,189.2735000000006,group_by_lipid,11
FA(18:2)_<B>_n-11 ,7.57725,165002.0,5,61,FAME_on,309.1 -> 183.0,FAME,309.1,183.0,18:2,FA,FA(18:2)_<B>_n-11 | FA(18:3)_<BF>_n-11 | FA(20:2)_<B>_n-13 | FA(20:3)_<BF>_n-13 | FA(20:4)_<BFF>_n-13 | FA(20:5)_<BFFF>_n-13 | FA(22:2)_<B>_n-15 | FA(22:6)_<BFFFF>_n-15,165002.0,0.0763207131518839,0.07870000000000044,12985.657400000073,group_by_lipid,11
FA(18:2)_<B>_n-11 ,8.04945,1934.0,5,61,FAME_on,309.1 -> 183.0,FAME,309.1,183.0,18:2,FA,FA(18:2)_<B>_n-11 | FA(18:3)_<BF>_n-11 | FA(20:2)_<B>_n-13 | FA(20:3)_<BF>_n-13 | FA(20:4)_<BFF>_n-13 | FA(20:5)_<BFFF>_n-13 | FA(22:2)_<B>_n-15 | FA(22:6)_<BFFFF>_n-15,1934.0,0.06581974125962499,0.07870000000000044,152.20580000000083,group_by_lipid,11
FA(18:2)_<F>_n-12 ,7.5777,1929.0,4,71,FAME_on,297.2 -> 183.0,FAME,297.2,183.0,18:2,FA,FA(14:1)_<>_n-8 | FA(15:1)_<>_n-9 | FA(16:1)_<>_n-10 | FA(17:1)_<>_n-11 | FA(18:1)_<>_n-12 | FA(18:2)_<F>_n-12 | FA(18:3)_<FF>_n-12 | FA(20:1)_<>_n-14 | FA(20:2)_<F>_n-14 | FA(20:3)_<FF>_n-14 | FA(20:4)_<FFF>_n-14 | FA(20:5)_<FFFF>_n-14 | FA(22:1)_<>_n-16 | FA(22:2)_<F>_n-16 | FA(22:6)_<FFFFF>_n-16 | FA(24:1)_<>_n-18,1929.0,0.11335910221993595,0.10493333333333332,202.41639999999998,group_by_lipid,12
FA(18:2)_<F>_n-13 ,7.630616666666667,105182.0,3,72,FAME_on,283.3 -> 183.0,FAME,283.3,183.0,18:2,FA,FA(14:1)_<>_n-9 | FA(15:1)_<>_n-10 | FA(16:1)_<>_n-11 | FA(17:1)_<>_n-12 | FA(18:1)_<>_n-13 | FA(18:2)_<F>_n-13 | FA(18:3)_<FF>_n-13 | FA(20:1)_<>_n-15 | FA(20:2)_<F>_n-15 | FA(20:3)_<FF>_n-15 | FA(20:4)_<FFF>_n-15 | FA(20:5)_<FFFF>_n-15 | FA(22:1)_<>_n-17 | FA(22:2)_<F>_n-17 | FA(22:6)_<FFFFF>_n-17 | FA(24:1)_<>_n-19,105182.0,0.0030410906728266405,0.1044833333333326,10989.76596666659,group_by_lipid,13
FA(18:2)_<F>_n-14 ,7.5790500000000005,64931.0,1,73,FAME_on,269.1 -> 183.0,FAME,269.1,183.0,18:2,FA,FA(14:1)_<>_n-10 | FA(15:1)_<>_n-11 | FA(16:1)_<>_n-12 | FA(17:1)_<>_n-13 | FA(18:1)_<>_n-14 | FA(18:2)_<F>_n-14 | FA(18:3)_<FF>_n-14 | FA(20:1)_<>_n-16 | FA(20:2)_<F>_n-16 | FA(20:3)_<FF>_n-16 | FA(20:4)_<FFF>_n-16 | FA(20:5)_<FFFF>_n-16 | FA(22:1)_<>_n-18 | FA(22:2)_<F>_n-18 | FA(22:6)_<FFFFF>_n-18 | FA(24:1)_<>_n-20,64931.0,0.07464091412911686,0.07869999999999955,5110.069699999971,group_by_lipid,14
FA(18:3)_<BF>_n-2 ,6.620583333333333,5163.0,31,90,FAME_on,435.4 -> 183.0,FAME,435.4,183.0,18:3,FA,FA(18:2)_<B>_n-2 | FA(18:3)_<BF>_n-2 | FA(20:2)_<B>_n-4 | FA(20:3)_<BF>_n-4 | FA(20:4)_<BFF>_n-4 | FA(20:5)_<BFFF>_n-4 | FA(22:2)_<B>_n-6 | FA(22:6)_<BFFFF>_n-6,5163.0,0.09832011774700225,0.10493333333333332,541.7707999999999,group_by_lipid,2
FA(18:3)_<FF>_n-3 ,6.62195,1476.0,29,103,FAME_on,423.4 -> 183.0,FAME,423.4,183.0,18:3,FA,FA(16:0) | FA(17:1)_<>_n-2 | FA(18:1)_<>_n-3 | FA(18:2)_<F>_n-3 | FA(18:3)_<FF>_n-3 | FA(20:1)_<>_n-5 | FA(20:2)_<F>_n-5 | FA(20:3)_<FF>_n-5 | FA(20:4)_<FFF>_n-5 | FA(20:5)_<FFFF>_n-5 | FA(22:1)_<>_n-7 | FA(22:2)_<F>_n-7 | FA(22:6)_<FFFFF>_n-7 | FA(24:1)_<>_n-9,1476.0,0.0739775030094935,0.07870000000000044,116.16120000000065,group_by_lipid,3
