Lipid,Parent_Ion,Product_Ion,Intensity,Transition,Class,Sample_ID,Sample Name,Position,Name,Type,Sex,experiment,method_type,Blank Subtraction,subclasses,chain_length,saturation,between_parenthese,FA_Chain
CAR(7:0),274.2,85.1,4518.48030090332,274.2 -> 85.1,CAR,AC_C-1PlasmaF_N1_daneman_lab_11_21_23,C-1PlasmaF,P1-e6,C-1,Plasma,F,C,AC,0.0,CAR,CAR,0,(7:0),None
CAR(8:1)_QUAL,286.2,60.1,5847.820449829102,286.2 -> 60.1,CAR,AC_C-1PlasmaF_N1_daneman_lab_11_21_23,C-1PlasmaF,P1-e6,C-1,Plasma,F,C,AC,0.0,CAR,CAR,1,(8:1),None
CAR(8:1),286.2,85.1,5672.620403289795,286.2 -> 85.1,CAR,AC_C-1PlasmaF_N1_daneman_lab_11_21_23,C-1PlasmaF,P1-e6,C-1,Plasma,F,C,AC,394.84006118774414,CAR,CAR,1,(8:1),None
CAR(8:0)_QUAL,288.2,60.1,2859.5401878356934,288.2 -> 60.1,CAR,AC_C-1PlasmaF_N1_daneman_lab_11_21_23,C-1PlasmaF,P1-e6,C-1,Plasma,F,C,AC,0.0,CAR,CAR,0,(8:0),None
CAR(8:0),288.2,85.1,4171.900276184082,288.2 -> 85.1,CAR,AC_C-1PlasmaF_N1_daneman_lab_11_21_23,C-1PlasmaF,P1-e6,C-1,Plasma,F,C,AC,0.0,CAR,CAR,0,(8:0),None
CAR(9:0)_QUAL,302.2,60.1,3859.9803009033203,302.2 -> 60.1,CAR,AC_C-1PlasmaF_N1_daneman_lab_11_21_23,C-1PlasmaF,P1-e6,C-1,Plasma,F,C,AC,0.0,CAR,CAR,0,(9:0),None
CAR(9:0),302.2,85.1,3388.3802490234375,302.2 -> 85.1,CAR,AC_C-1PlasmaF_N1_daneman_lab_11_21_23,C-1PlasmaF,P1-e6,C-1,Plasma,F,C,AC,1.4800224304199219,CAR,CAR,0,(9:0),None
CAR(10:3)_QUAL,310.2,60.1,5097.200340270996,310.2 -> 60.1,CAR,AC_C-1PlasmaF_N1_daneman_lab_11_21_23,C-1PlasmaF,P1-e6,C-1,Plasma,F,C,AC,0.0,CAR,CAR,3,(10:3),None
CAR(10:3),310.2,85.1,6559.1204261779785,310.2 -> 85.1,CAR,AC_C-1PlasmaF_N1_daneman_lab_11_21_23,C-1PlasmaF,P1-e6,C-1,Plasma,F,C,AC,0.0,CAR,CAR,3,(10:3),None
CAR(10:2)_QUAL,312.2,60.1,27060.481895446777,312.2 -> 60.1,CAR,AC_C-1PlasmaF_N1_daneman_lab_11_21_23,C-1PlasmaF,P1-e6,C-1,Plasma,F,C,AC,0.0,CAR,CAR,2,(10:2),None
CAR(10:2),312.2,85.1,4741.800342559814,312.2 -> 85.1,CAR,AC_C-1PlasmaF_N1_daneman_lab_11_21_23,C-1PlasmaF,P1-e6,C-1,Plasma,F,C,AC,0.0,CAR,CAR,2,(10:2),None
CAR(10:1)_QUAL,314.2,60.1,4531.660343170166,314.2 -> 60.1,CAR,AC_C-1PlasmaF_N1_daneman_lab_11_21_23,C-1PlasmaF,P1-e6,C-1,Plasma,F,C,AC,0.0,CAR,CAR,1,(10:1),None
CAR(10:1),314.2,85.1,5573.46036529541,314.2 -> 85.1,CAR,AC_C-1PlasmaF_N1_daneman_lab_11_21_23,C-1PlasmaF,P1-e6,C-1,Plasma,F,C,AC,0.0,CAR,CAR,1,(10:1),None
CAR(10:0)_QUAL,316.2,60.1,19340.221389770508,316.2 -> 60.1,CAR,AC_C-1PlasmaF_N1_daneman_lab_11_21_23,C-1PlasmaF,P1-e6,C-1,Plasma,F,C,AC,0.0,CAR,CAR,0,(10:0),None
CAR(10:0),316.2,85.1,2520.100185394287,316.2 -> 85.1,CAR,AC_C-1PlasmaF_N1_daneman_lab_11_21_23,C-1PlasmaF,P1-e6,C-1,Plasma,F,C,AC,0.0,CAR,CAR,0,(10:0),None
CAR(11:0)_QUAL,330.3,60.1,5110.44038772583,330.3 -> 60.1,CAR,AC_C-1PlasmaF_N1_daneman_lab_11_21_23,C-1PlasmaF,P1-e6,C-1,Plasma,F,C,AC,0.0,CAR,CAR,0,(11:0),None
CAR(11:0),330.3,85.1,4477.240337371826,330.3 -> 85.1,CAR,AC_C-1PlasmaF_N1_daneman_lab_11_21_23,C-1PlasmaF,P1-e6,C-1,Plasma,F,C,AC,0.0,CAR,CAR,0,(11:0),None
CAR(12:0)_QUAL,344.3,60.1,5576.680435180664,344.3 -> 60.1,CAR,AC_C-1PlasmaF_N1_daneman_lab_11_21_23,C-1PlasmaF,P1-e6,C-1,Plasma,F,C,AC,0.0,CAR,CAR,0,(12:0),None
CAR(12:0),344.3,85.1,2508.920181274414,344.3 -> 85.1,CAR,AC_C-1PlasmaF_N1_daneman_lab_11_21_23,C-1PlasmaF,P1-e6,C-1,Plasma,F,C,AC,0.0,CAR,CAR,0,(12:0),None
CAR(14:2)_QUAL,368.3,60.1,65242.224575042725,368.3 -> 60.1,CAR,AC_C-1PlasmaF_N1_daneman_lab_11_21_23,C-1PlasmaF,P1-e6,C-1,Plasma,F,C,AC,0.0,CAR,CAR,2,(14:2),None
CAR(14:2),368.3,85.1,5137.860389709473,368.3 -> 85.1,CAR,AC_C-1PlasmaF_N1_daneman_lab_11_21_23,C-1PlasmaF,P1-e6,C-1,Plasma,F,C,AC,0.0,CAR,CAR,2,(14:2),None
CAR(14:1)_QUAL,370.3,60.1,6648.740432739258,370.3 -> 60.1,CAR,AC_C-1PlasmaF_N1_daneman_lab_11_21_23,C-1PlasmaF,P1-e6,C-1,Plasma,F,C,AC,0.0,CAR,CAR,1,(14:1),None
CAR(14:1),370.3,85.1,7311.5005531311035,370.3 -> 85.1,CAR,AC_C-1PlasmaF_N1_daneman_lab_11_21_23,C-1PlasmaF,P1-e6,C-1,Plasma,F,C,AC,0.0,CAR,CAR,1,(14:1),None
CAR(14:0)_QUAL,372.3,60.1,8032.240585327148,372.3 -> 60.1,CAR,AC_C-1PlasmaF_N1_daneman_lab_11_21_23,C-1PlasmaF,P1-e6,C-1,Plasma,F,C,AC,0.0,CAR,CAR,0,(14:0),None
CAR(14:0),372.3,85.1,3145.8201866149902,372.3 -> 85.1,CAR,AC_C-1PlasmaF_N1_daneman_lab_11_21_23,C-1PlasmaF,P1-e6,C-1,Plasma,F,C,AC,0.0,CAR,CAR,0,(14:0),None
CAR(16:2)_QUAL,396.3,60.1,4253.920295715332,396.3 -> 60.1,CAR,AC_C-1PlasmaF_N1_daneman_lab_11_21_23,C-1PlasmaF,P1-e6,C-1,Plasma,F,C,AC,0.0,CAR,CAR,2,(16:2),None
CAR(16:2),396.3,85.1,3734.460235595703,396.3 -> 85.1,CAR,AC_C-1PlasmaF_N1_daneman_lab_11_21_23,C-1PlasmaF,P1-e6,C-1,Plasma,F,C,AC,0.0,CAR,CAR,2,(16:2),None
CAR(16:1)_QUAL,398.3,60.1,7192.020526885986,398.3 -> 60.1,CAR,AC_C-1PlasmaF_N1_daneman_lab_11_21_23,C-1PlasmaF,P1-e6,C-1,Plasma,F,C,AC,0.0,CAR,CAR,1,(16:1),None
CAR(16:1),398.3,85.1,4069.700298309326,398.3 -> 85.1,CAR,AC_C-1PlasmaF_N1_daneman_lab_11_21_23,C-1PlasmaF,P1-e6,C-1,Plasma,F,C,AC,0.0,CAR,CAR,1,(16:1),None
CAR(16:0)_QUAL,400.3,60.1,9434.720638275146,400.3 -> 60.1,CAR,AC_C-1PlasmaF_N1_daneman_lab_11_21_23,C-1PlasmaF,P1-e6,C-1,Plasma,F,C,AC,0.0,CAR,CAR,0,(16:0),None
CAR(16:0),400.3,85.1,3051.860221862793,400.3 -> 85.1,CAR,AC_C-1PlasmaF_N1_daneman_lab_11_21_23,C-1PlasmaF,P1-e6,C-1,Plasma,F,C,AC,0.0,CAR,CAR,0,(16:0),None
CAR(17:0)_QUAL,414.4,60.1,10565.34077835083,414.4 -> 60.1,CAR,AC_C-1PlasmaF_N1_daneman_lab_11_21_23,C-1PlasmaF,P1-e6,C-1,Plasma,F,C,AC,0.0,CAR,CAR,0,(17:0),None
CAR(17:0),414.4,85.1,17195.961460113525,414.4 -> 85.1,CAR,AC_C-1PlasmaF_N1_daneman_lab_11_21_23,C-1PlasmaF,P1-e6,C-1,Plasma,F,C,AC,0.0,CAR,CAR,0,(17:0),None
CAR(18:4)_QUAL,420.3,60.1,10368.20071029663,420.3 -> 60.1,CAR,AC_C-1PlasmaF_N1_daneman_lab_11_21_23,C-1PlasmaF,P1-e6,C-1,Plasma,F,C,AC,0.0,CAR,CAR,4,(18:4),None
CAR(18:4),420.3,85.1,7758.740562438965,420.3 -> 85.1,CAR,AC_C-1PlasmaF_N1_daneman_lab_11_21_23,C-1PlasmaF,P1-e6,C-1,Plasma,F,C,AC,0.0,CAR,CAR,4,(18:4),None
CAR(18:3)_QUAL,422.3,60.1,9565.680694580078,422.3 -> 60.1,CAR,AC_C-1PlasmaF_N1_daneman_lab_11_21_23,C-1PlasmaF,P1-e6,C-1,Plasma,F,C,AC,0.0,CAR,CAR,3,(18:3),None
CAR(18:3),422.3,85.1,6687.920433044434,422.3 -> 85.1,CAR,AC_C-1PlasmaF_N1_daneman_lab_11_21_23,C-1PlasmaF,P1-e6,C-1,Plasma,F,C,AC,113.43998718261719,CAR,CAR,3,(18:3),None
CAR(18:2)_QUAL,424.3,60.1,6132.1203956604,424.3 -> 60.1,CAR,AC_C-1PlasmaF_N1_daneman_lab_11_21_23,C-1PlasmaF,P1-e6,C-1,Plasma,F,C,AC,0.0,CAR,CAR,2,(18:2),None
CAR(18:2),424.3,85.1,6849.100540161133,424.3 -> 85.1,CAR,AC_C-1PlasmaF_N1_daneman_lab_11_21_23,C-1PlasmaF,P1-e6,C-1,Plasma,F,C,AC,0.0,CAR,CAR,2,(18:2),None
CAR(18:1)_QUAL,426.4,60.1,9748.340724945068,426.4 -> 60.1,CAR,AC_C-1PlasmaF_N1_daneman_lab_11_21_23,C-1PlasmaF,P1-e6,C-1,Plasma,F,C,AC,0.0,CAR,CAR,1,(18:1),None
CAR(18:1),426.4,85.1,4132.640251159668,426.4 -> 85.1,CAR,AC_C-1PlasmaF_N1_daneman_lab_11_21_23,C-1PlasmaF,P1-e6,C-1,Plasma,F,C,AC,0.0,CAR,CAR,1,(18:1),None
CAR(18:0)_QUAL,428.4,60.1,7133.18058013916,428.4 -> 60.1,CAR,AC_C-1PlasmaF_N1_daneman_lab_11_21_23,C-1PlasmaF,P1-e6,C-1,Plasma,F,C,AC,0.0,CAR,CAR,0,(18:0),None
CAR(18:0),428.4,85.1,7861.660526275635,428.4 -> 85.1,CAR,AC_C-1PlasmaF_N1_daneman_lab_11_21_23,C-1PlasmaF,P1-e6,C-1,Plasma,F,C,AC,0.0,CAR,CAR,0,(18:0),None
CAR(20:4)_QUAL,448.3,60.1,7711.8005294799805,448.3 -> 60.1,CAR,AC_C-1PlasmaF_N1_daneman_lab_11_21_23,C-1PlasmaF,P1-e6,C-1,Plasma,F,C,AC,0.0,CAR,CAR,4,(20:4),None
CAR(20:4),448.3,85.1,4447.700298309326,448.3 -> 85.1,CAR,AC_C-1PlasmaF_N1_daneman_lab_11_21_23,C-1PlasmaF,P1-e6,C-1,Plasma,F,C,AC,21.75998306274414,CAR,CAR,4,(20:4),None
CAR(20:2)_QUAL,452.4,60.1,6048.840473175049,452.4 -> 60.1,CAR,AC_C-1PlasmaF_N1_daneman_lab_11_21_23,C-1PlasmaF,P1-e6,C-1,Plasma,F,C,AC,2.0000648498535156,CAR,CAR,2,(20:2),None
CAR(20:2),452.4,85.1,8007.92057800293,452.4 -> 85.1,CAR,AC_C-1PlasmaF_N1_daneman_lab_11_21_23,C-1PlasmaF,P1-e6,C-1,Plasma,F,C,AC,0.0,CAR,CAR,2,(20:2),None
CAR(20:1)_QUAL,454.4,60.1,6460.700481414795,454.4 -> 60.1,CAR,AC_C-1PlasmaF_N1_daneman_lab_11_21_23,C-1PlasmaF,P1-e6,C-1,Plasma,F,C,AC,0.0,CAR,CAR,1,(20:1),None
CAR(20:1),454.4,85.1,5570.840377807617,454.4 -> 85.1,CAR,AC_C-1PlasmaF_N1_daneman_lab_11_21_23,C-1PlasmaF,P1-e6,C-1,Plasma,F,C,AC,0.0,CAR,CAR,1,(20:1),None
CAR(20:0)_QUAL,456.4,60.1,10436.34079360962,456.4 -> 60.1,CAR,AC_C-1PlasmaF_N1_daneman_lab_11_21_23,C-1PlasmaF,P1-e6,C-1,Plasma,F,C,AC,0.0,CAR,CAR,0,(20:0),None
CAR(20:0),456.4,85.1,3844.6602630615234,456.4 -> 85.1,CAR,AC_C-1PlasmaF_N1_daneman_lab_11_21_23,C-1PlasmaF,P1-e6,C-1,Plasma,F,C,AC,0.0,CAR,CAR,0,(20:0),None
CAR(22:6)_QUAL,472.4,60.1,9786.360626220703,472.4 -> 60.1,CAR,AC_C-1PlasmaF_N1_daneman_lab_11_21_23,C-1PlasmaF,P1-e6,C-1,Plasma,F,C,AC,0.0,CAR,CAR,6,(22:6),None
CAR(22:6),472.4,85.1,7669.400573730469,472.4 -> 85.1,CAR,AC_C-1PlasmaF_N1_daneman_lab_11_21_23,C-1PlasmaF,P1-e6,C-1,Plasma,F,C,AC,0.0,CAR,CAR,6,(22:6),None
CAR(22:5)_QUAL,474.4,60.1,21073.501525878906,474.4 -> 60.1,CAR,AC_C-1PlasmaF_N1_daneman_lab_11_21_23,C-1PlasmaF,P1-e6,C-1,Plasma,F,C,AC,408.96009063720703,CAR,CAR,5,(22:5),None
CAR(22:5),474.4,85.1,4526.140300750732,474.4 -> 85.1,CAR,AC_C-1PlasmaF_N1_daneman_lab_11_21_23,C-1PlasmaF,P1-e6,C-1,Plasma,F,C,AC,164.83999633789062,CAR,CAR,5,(22:5),None
CAR(22:4)_QUAL,476.4,60.1,8458.480628967285,476.4 -> 60.1,CAR,AC_C-1PlasmaF_N1_daneman_lab_11_21_23,C-1PlasmaF,P1-e6,C-1,Plasma,F,C,AC,0.0,CAR,CAR,4,(22:4),None
CAR(22:4),476.4,85.1,5512.680370330811,476.4 -> 85.1,CAR,AC_C-1PlasmaF_N1_daneman_lab_11_21_23,C-1PlasmaF,P1-e6,C-1,Plasma,F,C,AC,1052.400089263916,CAR,CAR,4,(22:4),None
CAR(22:2)_QUAL,480.4,60.1,9519.200622558594,480.4 -> 60.1,CAR,AC_C-1PlasmaF_N1_daneman_lab_11_21_23,C-1PlasmaF,P1-e6,C-1,Plasma,F,C,AC,0.0,CAR,CAR,2,(22:2),None
CAR(22:2),480.4,85.1,4069.180305480957,480.4 -> 85.1,CAR,AC_C-1PlasmaF_N1_daneman_lab_11_21_23,C-1PlasmaF,P1-e6,C-1,Plasma,F,C,AC,0.0,CAR,CAR,2,(22:2),None
CAR(22:0)_QUAL,484.4,60.1,5201.860347747803,484.4 -> 60.1,CAR,AC_C-1PlasmaF_N1_daneman_lab_11_21_23,C-1PlasmaF,P1-e6,C-1,Plasma,F,C,AC,0.0,CAR,CAR,0,(22:0),None
CAR(22:0),484.4,85.1,4068.1402893066406,484.4 -> 85.1,CAR,AC_C-1PlasmaF_N1_daneman_lab_11_21_23,C-1PlasmaF,P1-e6,C-1,Plasma,F,C,AC,0.0,CAR,CAR,0,(22:0),None
CAR(26:0)_QUAL,540.5,60.1,4720.480312347412,540.5 -> 60.1,CAR,AC_C-1PlasmaF_N1_daneman_lab_11_21_23,C-1PlasmaF,P1-e6,C-1,Plasma,F,C,AC,0.0,CAR,CAR,0,(26:0),None
CAR(26:0),540.5,85.1,7966.120552062988,540.5 -> 85.1,CAR,AC_C-1PlasmaF_N1_daneman_lab_11_21_23,C-1PlasmaF,P1-e6,C-1,Plasma,F,C,AC,0.0,CAR,CAR,0,(26:0),None
CAR_QUAL,162.2,60.1,2983.720203399658,162.2 -> 60.1,CAR,AC_C-1RetinaF_N1_daneman_lab_11_21_23,C-1RetinaF,p1-d2,C-1,Retina,F,C,AC,211.54000091552734,CAR,CAR,0,None,None
CAR,162.2,85.1,2583.5602111816406,162.2 -> 85.1,CAR,AC_C-1RetinaF_N1_daneman_lab_11_21_23,C-1RetinaF,p1-d2,C-1,Retina,F,C,AC,0.0,CAR,CAR,0,None,None
CAR(2:0)_QUAL,204.1,60.1,2948.2401962280273,204.1 -> 60.1,CAR,AC_C-1RetinaF_N1_daneman_lab_11_21_23,C-1RetinaF,p1-d2,C-1,Retina,F,C,AC,29.89997100830078,CAR,CAR,0,(2:0),None
CAR(2:0),204.1,85.1,235955.77534866333,204.1 -> 85.1,CAR,AC_C-1RetinaF_N1_daneman_lab_11_21_23,C-1RetinaF,p1-d2,C-1,Retina,F,C,AC,7922.817768096924,CAR,CAR,0,(2:0),None
CAR(3:1)_QUAL,216.1,60.1,2668.5001792907715,216.1 -> 60.1,CAR,AC_C-1RetinaF_N1_daneman_lab_11_21_23,C-1RetinaF,p1-d2,C-1,Retina,F,C,AC,139.0399932861328,CAR,CAR,1,(3:1),None
CAR(3:1),216.1,85.1,20129.461433410645,216.1 -> 85.1,CAR,AC_C-1RetinaF_N1_daneman_lab_11_21_23,C-1RetinaF,p1-d2,C-1,Retina,F,C,AC,0.0,CAR,CAR,1,(3:1),None
CAR(3:0)_QUAL,218.1,60.1,2160.600143432617,218.1 -> 60.1,CAR,AC_C-1RetinaF_N1_daneman_lab_11_21_23,C-1RetinaF,p1-d2,C-1,Retina,F,C,AC,0.0,CAR,CAR,0,(3:0),None
CAR(3:0),218.1,85.1,9267.640544891357,218.1 -> 85.1,CAR,AC_C-1RetinaF_N1_daneman_lab_11_21_23,C-1RetinaF,p1-d2,C-1,Retina,F,C,AC,176.59997940063477,CAR,CAR,0,(3:0),None
CAR(4:1)_QUAL,230.1,60.1,3089.8602256774902,230.1 -> 60.1,CAR,AC_C-1RetinaF_N1_daneman_lab_11_21_23,C-1RetinaF,p1-d2,C-1,Retina,F,C,AC,171.20004653930664,CAR,CAR,1,(4:1),None
CAR(4:1),230.1,85.1,22393.541606903076,230.1 -> 85.1,CAR,AC_C-1RetinaF_N1_daneman_lab_11_21_23,C-1RetinaF,p1-d2,C-1,Retina,F,C,AC,0.0,CAR,CAR,1,(4:1),None
CAR(4:0)_QUAL,232.2,60.1,1786.000129699707,232.2 -> 60.1,CAR,AC_C-1RetinaF_N1_daneman_lab_11_21_23,C-1RetinaF,p1-d2,C-1,Retina,F,C,AC,0.0,CAR,CAR,0,(4:0),None
CAR(4:0),232.2,85.1,21292.721660614014,232.2 -> 85.1,CAR,AC_C-1RetinaF_N1_daneman_lab_11_21_23,C-1RetinaF,p1-d2,C-1,Retina,F,C,AC,2279.3602561950684,CAR,CAR,0,(4:0),None
CAR(5:1)_QUAL,244.2,60.1,3811.340263366699,244.2 -> 60.1,CAR,AC_C-1RetinaF_N1_daneman_lab_11_21_23,C-1RetinaF,p1-d2,C-1,Retina,F,C,AC,0.0,CAR,CAR,1,(5:1),None
CAR(5:1),244.2,85.1,36071.74256896973,244.2 -> 85.1,CAR,AC_C-1RetinaF_N1_daneman_lab_11_21_23,C-1RetinaF,p1-d2,C-1,Retina,F,C,AC,2294.7000579833984,CAR,CAR,1,(5:1),None
CAR(5:0)_QUAL,246.2,60.1,1987.6001358032227,246.2 -> 60.1,CAR,AC_C-1RetinaF_N1_daneman_lab_11_21_23,C-1RetinaF,p1-d2,C-1,Retina,F,C,AC,119.5000228881836,CAR,CAR,0,(5:0),None
CAR(5:0),246.2,85.1,8483.400524139404,246.2 -> 85.1,CAR,AC_C-1RetinaF_N1_daneman_lab_11_21_23,C-1RetinaF,p1-d2,C-1,Retina,F,C,AC,868.3999443054199,CAR,CAR,0,(5:0),None
CAR(6:1)_QUAL,258.2,60.1,4738.880344390869,258.2 -> 60.1,CAR,AC_C-1RetinaF_N1_daneman_lab_11_21_23,C-1RetinaF,p1-d2,C-1,Retina,F,C,AC,0.0,CAR,CAR,1,(6:1),None
CAR(6:1),258.2,85.1,16773.94121170044,258.2 -> 85.1,CAR,AC_C-1RetinaF_N1_daneman_lab_11_21_23,C-1RetinaF,p1-d2,C-1,Retina,F,C,AC,0.0,CAR,CAR,1,(6:1),None
CAR(6:0)_QUAL,260.2,60.1,2575.720169067383,260.2 -> 60.1,CAR,AC_C-1RetinaF_N1_daneman_lab_11_21_23,C-1RetinaF,p1-d2,C-1,Retina,F,C,AC,0.0,CAR,CAR,0,(6:0),None
CAR(6:0),260.2,85.1,6173.080471038818,260.2 -> 85.1,CAR,AC_C-1RetinaF_N1_daneman_lab_11_21_23,C-1RetinaF,p1-d2,C-1,Retina,F,C,AC,589.9200630187988,CAR,CAR,0,(6:0),None
CAR(7:0)_QUAL,274.2,60.1,3544.000255584717,274.2 -> 60.1,CAR,AC_C-1RetinaF_N1_daneman_lab_11_21_23,C-1RetinaF,p1-d2,C-1,Retina,F,C,AC,0.0,CAR,CAR,0,(7:0),None
CAR(7:0),274.2,85.1,5612.420398712158,274.2 -> 85.1,CAR,AC_C-1RetinaF_N1_daneman_lab_11_21_23,C-1RetinaF,p1-d2,C-1,Retina,F,C,AC,32.25999450683594,CAR,CAR,0,(7:0),None
CAR(8:1)_QUAL,286.2,60.1,6320.820446014404,286.2 -> 60.1,CAR,AC_C-1RetinaF_N1_daneman_lab_11_21_23,C-1RetinaF,p1-d2,C-1,Retina,F,C,AC,0.0,CAR,CAR,1,(8:1),None
CAR(8:1),286.2,85.1,5819.320388793945,286.2 -> 85.1,CAR,AC_C-1RetinaF_N1_daneman_lab_11_21_23,C-1RetinaF,p1-d2,C-1,Retina,F,C,AC,541.5400466918945,CAR,CAR,1,(8:1),None
CAR(8:0)_QUAL,288.2,60.1,3125.0201988220215,288.2 -> 60.1,CAR,AC_C-1RetinaF_N1_daneman_lab_11_21_23,C-1RetinaF,p1-d2,C-1,Retina,F,C,AC,46.4000129699707,CAR,CAR,0,(8:0),None
CAR(8:0),288.2,85.1,4245.480281829834,288.2 -> 85.1,CAR,AC_C-1RetinaF_N1_daneman_lab_11_21_23,C-1RetinaF,p1-d2,C-1,Retina,F,C,AC,0.0,CAR,CAR,0,(8:0),None
CAR(9:0)_QUAL,302.2,60.1,4866.6803855896,302.2 -> 60.1,CAR,AC_C-1RetinaF_N1_daneman_lab_11_21_23,C-1RetinaF,p1-d2,C-1,Retina,F,C,AC,0.0,CAR,CAR,0,(9:0),None
CAR(9:0),302.2,85.1,2930.2002296447754,302.2 -> 85.1,CAR,AC_C-1RetinaF_N1_daneman_lab_11_21_23,C-1RetinaF,p1-d2,C-1,Retina,F,C,AC,0.0,CAR,CAR,0,(9:0),None
CAR(10:3)_QUAL,310.2,60.1,4527.520305633545,310.2 -> 60.1,CAR,AC_C-1RetinaF_N1_daneman_lab_11_21_23,C-1RetinaF,p1-d2,C-1,Retina,F,C,AC,0.0,CAR,CAR,3,(10:3),None
CAR(10:3),310.2,85.1,7000.660457611084,310.2 -> 85.1,CAR,AC_C-1RetinaF_N1_daneman_lab_11_21_23,C-1RetinaF,p1-d2,C-1,Retina,F,C,AC,0.0,CAR,CAR,3,(10:3),None
CAR(10:2)_QUAL,312.2,60.1,24625.681617736816,312.2 -> 60.1,CAR,AC_C-1RetinaF_N1_daneman_lab_11_21_23,C-1RetinaF,p1-d2,C-1,Retina,F,C,AC,0.0,CAR,CAR,2,(10:2),None
CAR(10:2),312.2,85.1,4600.520317077637,312.2 -> 85.1,CAR,AC_C-1RetinaF_N1_daneman_lab_11_21_23,C-1RetinaF,p1-d2,C-1,Retina,F,C,AC,0.0,CAR,CAR,2,(10:2),None
CAR(10:1)_QUAL,314.2,60.1,4086.28031539917,314.2 -> 60.1,CAR,AC_C-1RetinaF_N1_daneman_lab_11_21_23,C-1RetinaF,p1-d2,C-1,Retina,F,C,AC,0.0,CAR,CAR,1,(10:1),None
CAR(10:1),314.2,85.1,6157.720497131348,314.2 -> 85.1,CAR,AC_C-1RetinaF_N1_daneman_lab_11_21_23,C-1RetinaF,p1-d2,C-1,Retina,F,C,AC,0.0,CAR,CAR,1,(10:1),None
CAR(10:0)_QUAL,316.2,60.1,20807.261562347412,316.2 -> 60.1,CAR,AC_C-1RetinaF_N1_daneman_lab_11_21_23,C-1RetinaF,p1-d2,C-1,Retina,F,C,AC,1450.7602348327637,CAR,CAR,0,(10:0),None
CAR(10:0),316.2,85.1,3233.060234069824,316.2 -> 85.1,CAR,AC_C-1RetinaF_N1_daneman_lab_11_21_23,C-1RetinaF,p1-d2,C-1,Retina,F,C,AC,0.0,CAR,CAR,0,(10:0),None
CAR(11:0)_QUAL,330.3,60.1,5092.520347595215,330.3 -> 60.1,CAR,AC_C-1RetinaF_N1_daneman_lab_11_21_23,C-1RetinaF,p1-d2,C-1,Retina,F,C,AC,0.0,CAR,CAR,0,(11:0),None
CAR(11:0),330.3,85.1,3312.9402046203613,330.3 -> 85.1,CAR,AC_C-1RetinaF_N1_daneman_lab_11_21_23,C-1RetinaF,p1-d2,C-1,Retina,F,C,AC,0.0,CAR,CAR,0,(11:0),None
CAR(12:0)_QUAL,344.3,60.1,6631.520477294922,344.3 -> 60.1,CAR,AC_C-1RetinaF_N1_daneman_lab_11_21_23,C-1RetinaF,p1-d2,C-1,Retina,F,C,AC,559.1799774169922,CAR,CAR,0,(12:0),None
CAR(12:0),344.3,85.1,2382.5601806640625,344.3 -> 85.1,CAR,AC_C-1RetinaF_N1_daneman_lab_11_21_23,C-1RetinaF,p1-d2,C-1,Retina,F,C,AC,0.0,CAR,CAR,0,(12:0),None
CAR(14:2)_QUAL,368.3,60.1,67465.10520935059,368.3 -> 60.1,CAR,AC_C-1RetinaF_N1_daneman_lab_11_21_23,C-1RetinaF,p1-d2,C-1,Retina,F,C,AC,0.0,CAR,CAR,2,(14:2),None
CAR(14:2),368.3,85.1,4883.140380859375,368.3 -> 85.1,CAR,AC_C-1RetinaF_N1_daneman_lab_11_21_23,C-1RetinaF,p1-d2,C-1,Retina,F,C,AC,0.0,CAR,CAR,2,(14:2),None
CAR(14:1)_QUAL,370.3,60.1,8613.26054763794,370.3 -> 60.1,CAR,AC_C-1RetinaF_N1_daneman_lab_11_21_23,C-1RetinaF,p1-d2,C-1,Retina,F,C,AC,0.0,CAR,CAR,1,(14:1),None
CAR(14:1),370.3,85.1,7479.480445861816,370.3 -> 85.1,CAR,AC_C-1RetinaF_N1_daneman_lab_11_21_23,C-1RetinaF,p1-d2,C-1,Retina,F,C,AC,0.0,CAR,CAR,1,(14:1),None
CAR(14:0)_QUAL,372.3,60.1,7652.320518493652,372.3 -> 60.1,CAR,AC_C-1RetinaF_N1_daneman_lab_11_21_23,C-1RetinaF,p1-d2,C-1,Retina,F,C,AC,0.0,CAR,CAR,0,(14:0),None
CAR(14:0),372.3,85.1,2852.000217437744,372.3 -> 85.1,CAR,AC_C-1RetinaF_N1_daneman_lab_11_21_23,C-1RetinaF,p1-d2,C-1,Retina,F,C,AC,0.0,CAR,CAR,0,(14:0),None
CAR(16:2)_QUAL,396.3,60.1,4173.700332641602,396.3 -> 60.1,CAR,AC_C-1RetinaF_N1_daneman_lab_11_21_23,C-1RetinaF,p1-d2,C-1,Retina,F,C,AC,0.0,CAR,CAR,2,(16:2),None
CAR(16:2),396.3,85.1,4141.660270690918,396.3 -> 85.1,CAR,AC_C-1RetinaF_N1_daneman_lab_11_21_23,C-1RetinaF,p1-d2,C-1,Retina,F,C,AC,0.0,CAR,CAR,2,(16:2),None
CAR(16:1)_QUAL,398.3,60.1,6190.880420684814,398.3 -> 60.1,CAR,AC_C-1RetinaF_N1_daneman_lab_11_21_23,C-1RetinaF,p1-d2,C-1,Retina,F,C,AC,0.0,CAR,CAR,1,(16:1),None
