,Lipid,Parent_Ion,Product_Ion,Intensity,Transition,Class,Sample_ID,Sample Name,Cage,Position,Dilution Factor,Sex2,Sex,Genotype,Brain Region,method_type,Blank Subtraction,subclasses,chain_length,saturation,between_parenthese,FA_Chain,IDs,Names
1189,PE(O-38:8)|PE(36:1)|PE(O-37:1)|PE(P-37:0),746.6,605.6,91276.40600585938,746.6 -> 605.6,PE,PE_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PE,0.0,PE(P-,PE(P-,8,(O-38:8),,"LMGP02080008, LMGP02011042, LMGP02010801, LMGP02010301, LMGP02010529, LMGP02010447, LMGP02010050, LMGP02010577, LMGP02010419, LMGP02010827, LMGP02010036, LMGP02010312, LMGP02010499, LMGP02010993, LMGP02010551, LMGP02011016, LMGP02010847, LMGP02010773, LMGP02030029, LMGP02020069, LMGP02020053, LMGP02030070, LMGP02030050","None, PE(22:1(11Z)/14:0), PE(19:1(9Z)/17:0), PE(18:0/18:1(7Z)), PE(16:1(9Z)/20:0), PE(14:1(9Z)/22:0), PE(18:1(9Z)/18:0), PE(17:1(9Z)/19:0), PE(14:0/22:1(11Z)), PE(20:0/16:1(9Z)), PE(18:0/18:1(9Z)), PE(16:0/20:1(11Z)), PE(15:1(9Z)/21:0), PE(21:0/15:1(9Z)), PE(17:0/19:1(9Z)), PE(22:0/14:1(9Z)), PE(20:1(11Z)/16:0), PE(19:0/17:1(9Z)), PE(P-16:0/21:0), PE(O-20:0/17:1(9Z)), PE(O-18:0/19:1(9Z)), PE(P-20:0/17:0), PE(P-18:0/19:0)"
1190,PE(37:7)|PE(P-38:6)|PE(36:0)|PE(O-37:0),748.6,607.6,166460.51171875,748.6 -> 607.6,PE,PE_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PE,0.0,PE(P-,PE(P-,7,(37:7),,"LMGP02010614, LMGP02011137, LMGP02010972, LMGP02010504, LMGP02010097, LMGP02011179, LMGP02010992, LMGP02011163, LMGP02010270, LMGP02010772, LMGP02011230, LMGP02011240, LMGP02010550, LMGP02020052, LMGP02020068, LMGP02020034","PE(17:2(9Z,12Z)/20:5(5Z,8Z,11Z,14Z,17Z)), PE(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/15:1(9Z)), PE(20:5(5Z,8Z,11Z,14Z,17Z)/17:2(9Z,12Z)), PE(15:1(9Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z)), PE(18:0/18:0), PE(20:0/16:0), PE(21:0/15:0), PE(22:0/14:0), PE(16:0/20:0), PE(19:0/17:0), PE(15:0/21:0), PE(14:0/22:0), PE(17:0/19:0), PE(O-18:0/19:0), PE(O-20:0/17:0), PE(O-16:0/21:0)"
1191,PE(37:6)|PE(O-38:6)|PE(P-38:5),750.5,609.5,87416.28588867188,750.5 -> 609.5,PE,PE_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PE,0.0,PE(P-,PE(P-,6,(37:6),,"LMGP02010971, LMGP02010942, LMGP02010584, LMGP02010473, LMGP02011136, LMGP02010613, LMGP02020020, LMGP02030056","PE(20:5(5Z,8Z,11Z,14Z,17Z)/17:1(9Z)), PE(20:4(5Z,8Z,11Z,14Z)/17:2(9Z,12Z)), PE(17:1(9Z)/20:5(5Z,8Z,11Z,14Z,17Z)), PE(15:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z)), PE(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/15:0), PE(17:2(9Z,12Z)/20:4(5Z,8Z,11Z,14Z)), PE(O-16:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z)), PE(P-18:0/20:5(5Z,8Z,11Z,14Z,17Z))"
1192,PE(37:5)|PE(O-38:5)|PE(P-38:4),752.6,611.6,86608.38684082031,752.6 -> 611.6,PE,PE_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PE,0.0,PE(P-,PE(P-,5,(37:5),,"LMGP02010912, LMGP02010555, LMGP02010612, LMGP02010503, LMGP02010941, LMGP02011107, LMGP02010583, LMGP02010809, LMGP02010970, LMGP02010756, LMGP02030078, LMGP02020006, LMGP02020007, LMGP02020008, LMGP02030003, LMGP02030033","PE(20:3(8Z,11Z,14Z)/17:2(9Z,12Z)), PE(17:0/20:5(5Z,8Z,11Z,14Z,17Z)), PE(17:2(9Z,12Z)/20:3(8Z,11Z,14Z)), PE(15:1(9Z)/22:4(7Z,10Z,13Z,16Z)), PE(20:4(5Z,8Z,11Z,14Z)/17:1(9Z)), PE(22:4(7Z,10Z,13Z,16Z)/15:1(9Z)), PE(17:1(9Z)/20:4(5Z,8Z,11Z,14Z)), PE(19:1(9Z)/18:4(6Z,9Z,12Z,15Z)), PE(20:5(5Z,8Z,11Z,14Z,17Z)/17:0), PE(18:4(6Z,9Z,12Z,15Z)/19:1(9Z)), PE(P-20:0/18:4(6Z,9Z,12Z,15Z)), PE(O-16:0/22:5(4Z,7Z,10Z,13Z,16Z)), PE(O-16:0/22:5(7Z,10Z,13Z,16Z,19Z)), PE(O-18:0/20:5(5Z,8Z,11Z,14Z,17Z)), PE(P-18:0/20:4(5Z,8Z,11Z,14Z)), PE(P-16:0/22:4(7Z,10Z,13Z,16Z))"
1193,PE(37:4)|PE(O-38:4)|PE(P-38:3),754.6,613.6,77729.96551513672,754.6 -> 613.6,PE,PE_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PE,0.0,PE(P-,PE(P-,4,(37:4),,"LMGP02010003, LMGP02010697, LMGP02010755, LMGP02010779, LMGP02010807, LMGP02010808, LMGP02010725, LMGP02010940, LMGP02010611, LMGP02011106, LMGP02010911, LMGP02010881, LMGP02010472, LMGP02010582, LMGP02030077, LMGP02020092, LMGP02030055, LMGP02030076, LMGP02020037, LMGP02020076","PE(17:0/20:4(5Z,8Z,11Z,14Z)), PE(18:3(6Z,9Z,12Z)/19:1(9Z)), PE(18:4(6Z,9Z,12Z,15Z)/19:0), PE(19:0/18:4(6Z,9Z,12Z,15Z)), PE(19:1(9Z)/18:3(6Z,9Z,12Z)), PE(19:1(9Z)/18:3(9Z,12Z,15Z)), PE(18:3(9Z,12Z,15Z)/19:1(9Z)), PE(20:4(5Z,8Z,11Z,14Z)/17:0), PE(17:2(9Z,12Z)/20:2(11Z,14Z)), PE(22:4(7Z,10Z,13Z,16Z)/15:0), PE(20:3(8Z,11Z,14Z)/17:1(9Z)), PE(20:2(11Z,14Z)/17:2(9Z,12Z)), PE(15:0/22:4(7Z,10Z,13Z,16Z)), PE(17:1(9Z)/20:3(8Z,11Z,14Z)), PE(P-20:0/18:3(9Z,12Z,15Z)), PE(O-18:0/20:4(5Z,8Z,11Z,14Z)), PE(P-18:0/20:3(8Z,11Z,14Z)), PE(P-20:0/18:3(6Z,9Z,12Z)), PE(O-16:0/22:4(7Z,10Z,13Z,16Z)), PE(O-20:0/18:4(6Z,9Z,12Z,15Z))"
1194,PE(37:3)|PE(O-38:3)|PE(P-38:2),756.6,615.6,85073.50634765625,756.6 -> 615.6,PE,PE_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PE,0.0,PE(P-,PE(P-,3,(37:3),,"LMGP02010910, LMGP02010502, LMGP02011076, LMGP02010696, LMGP02010610, LMGP02010554, LMGP02010581, LMGP02010806, LMGP02010668, LMGP02010724, LMGP02010777, LMGP02010778, LMGP02010880, LMGP02010851, LMGP02030032, LMGP02020075, LMGP02030075, LMGP02020056, LMGP02020074, LMGP02030054","PE(20:3(8Z,11Z,14Z)/17:0), PE(15:1(9Z)/22:2(13Z,16Z)), PE(22:2(13Z,16Z)/15:1(9Z)), PE(18:3(6Z,9Z,12Z)/19:0), PE(17:2(9Z,12Z)/20:1(11Z)), PE(17:0/20:3(8Z,11Z,14Z)), PE(17:1(9Z)/20:2(11Z,14Z)), PE(19:1(9Z)/18:2(9Z,12Z)), PE(18:2(9Z,12Z)/19:1(9Z)), PE(18:3(9Z,12Z,15Z)/19:0), PE(19:0/18:3(6Z,9Z,12Z)), PE(19:0/18:3(9Z,12Z,15Z)), PE(20:2(11Z,14Z)/17:1(9Z)), PE(20:1(11Z)/17:2(9Z,12Z)), PE(P-16:0/22:2(13Z,16Z)), PE(O-20:0/18:3(9Z,12Z,15Z)), PE(P-20:0/18:2(9Z,12Z)), PE(O-18:0/20:3(8Z,11Z,14Z)), PE(O-20:0/18:3(6Z,9Z,12Z)), PE(P-18:0/20:2(11Z,14Z))"
1195,PE(38:9)|PE(dO-40:9)|PE(37:2)|PE(O-38:2)|PE(P-38:1),758.6,617.6,103192.34692382812,758.6 -> 617.6,PE,PE_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PE,0.0,PE(P-,PE(P-,9,(38:9),,"LMGP02010977, LMGP02010762, LMGP02040014, LMGP02011045, LMGP02010471, LMGP02011075, LMGP02010879, LMGP02010646, LMGP02010580, LMGP02010850, LMGP02010553, LMGP02010805, LMGP02010830, LMGP02010501, LMGP02010609, LMGP02010667, LMGP02010776, LMGP02020055, LMGP02030053, LMGP02030074, LMGP02020036, LMGP02020073, LMGP02030031","PE(20:5(5Z,8Z,11Z,14Z,17Z)/18:4(6Z,9Z,12Z,15Z)), PE(18:4(6Z,9Z,12Z,15Z)/20:5(5Z,8Z,11Z,14Z,17Z)), None, PE(22:1(11Z)/15:1(9Z)), PE(15:0/22:2(13Z,16Z)), PE(22:2(13Z,16Z)/15:0), PE(20:2(11Z,14Z)/17:0), PE(18:1(9Z)/19:1(9Z)), PE(17:1(9Z)/20:1(11Z)), PE(20:1(11Z)/17:1(9Z)), PE(17:0/20:2(11Z,14Z)), PE(19:1(9Z)/18:1(9Z)), PE(20:0/17:2(9Z,12Z)), PE(15:1(9Z)/22:1(11Z)), PE(17:2(9Z,12Z)/20:0), PE(18:2(9Z,12Z)/19:0), PE(19:0/18:2(9Z,12Z)), PE(O-18:0/20:2(11Z,14Z)), PE(P-18:0/20:1(11Z)), PE(P-20:0/18:1(9Z)), PE(O-16:0/22:2(13Z,16Z)), PE(O-20:0/18:2(9Z,12Z)), PE(P-16:0/22:1(11Z))"
1196,PE(38:8)|PE(dO-40:8)|PE(37:1)|PE(O-38:1)|PE(P-38:0),760.6,619.6,101990.88708496094,760.6 -> 619.6,PE,PE_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PE,0.0,PE(P-,PE(P-,8,(38:8),,"LMGP02010975, LMGP02010976, LMGP02010703, LMGP02010731, LMGP02010761, LMGP02010948, LMGP02040017, LMGP02010534, LMGP02010552, LMGP02010470, LMGP02010849, LMGP02010995, LMGP02010579, LMGP02010804, LMGP02010829, LMGP02010631, LMGP02011044, LMGP02010500, LMGP02010645, LMGP02011018, LMGP02010775, LMGP02020072, LMGP02020035, LMGP02020054, LMGP02030073, LMGP02030030, LMGP02030052","PE(20:5(5Z,8Z,11Z,14Z,17Z)/18:3(6Z,9Z,12Z)), PE(20:5(5Z,8Z,11Z,14Z,17Z)/18:3(9Z,12Z,15Z)), PE(18:3(6Z,9Z,12Z)/20:5(5Z,8Z,11Z,14Z,17Z)), PE(18:3(9Z,12Z,15Z)/20:5(5Z,8Z,11Z,14Z,17Z)), PE(18:4(6Z,9Z,12Z,15Z)/20:4(5Z,8Z,11Z,14Z)), PE(20:4(5Z,8Z,11Z,14Z)/18:4(6Z,9Z,12Z,15Z)), None, PE(16:1(9Z)/21:0), PE(17:0/20:1(11Z)), PE(15:0/22:1(11Z)), PE(20:1(11Z)/17:0), PE(21:0/16:1(9Z)), PE(17:1(9Z)/20:0), PE(19:1(9Z)/18:0), PE(20:0/17:1(9Z)), PE(18:0/19:1(9Z)), PE(22:1(11Z)/15:0), PE(15:1(9Z)/22:0), PE(18:1(9Z)/19:0), PE(22:0/15:1(9Z)), PE(19:0/18:1(9Z)), PE(O-20:0/18:1(9Z)), PE(O-16:0/22:1(11Z)), PE(O-18:0/20:1(11Z)), PE(P-20:0/18:0), PE(P-16:0/22:0), PE(P-18:0/20:0)"
1197,PE(38:7)|PE(37:0)|PE(O-38:0),762.6,621.6,89295.08630371094,762.6 -> 621.6,PE,PE_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PE,0.0,PE(O-,PE(O-,7,(38:7),,"LMGP02011216, LMGP02010974, LMGP02010673, LMGP02010918, LMGP02010946, LMGP02011138, LMGP02010702, LMGP02010730, LMGP02010760, LMGP02010947, LMGP02010067, LMGP02010828, LMGP02010630, LMGP02011184, LMGP02011017, LMGP02010469, LMGP02010511, LMGP02010994, LMGP02020014, LMGP02020015, LMGP02020071","PE(16:1(9Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z)), PE(20:5(5Z,8Z,11Z,14Z,17Z)/18:2(9Z,12Z)), PE(18:2(9Z,12Z)/20:5(5Z,8Z,11Z,14Z,17Z)), PE(20:3(8Z,11Z,14Z)/18:4(6Z,9Z,12Z,15Z)), PE(20:4(5Z,8Z,11Z,14Z)/18:3(6Z,9Z,12Z)), PE(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/16:1(9Z)), PE(18:3(6Z,9Z,12Z)/20:4(5Z,8Z,11Z,14Z)), PE(18:3(9Z,12Z,15Z)/20:4(5Z,8Z,11Z,14Z)), PE(18:4(6Z,9Z,12Z,15Z)/20:3(8Z,11Z,14Z)), PE(20:4(5Z,8Z,11Z,14Z)/18:3(9Z,12Z,15Z)), PE(17:0/20:0), PE(20:0/17:0), PE(18:0/19:0), PE(19:0/18:0), PE(22:0/15:0), PE(15:0/22:0), PE(16:0/21:0), PE(21:0/16:0), PE(O-18:0/20:0), PE(O-16:0/22:0), PE(O-20:0/18:0)"
1198,PE(38:6),764.5,623.5,125977.90869140624,764.5 -> 623.5,PE,PE_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PE,0.0,PE,PE,6,(38:6),,"LMGP02010095, LMGP02011192, LMGP02010887, LMGP02010701, LMGP02010917, LMGP02010916, LMGP02011161, LMGP02011172, LMGP02011195, LMGP02010729, LMGP02010759, LMGP02010945","PE(16:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z)), PE(18:2(9Z,12Z)/20:4(5Z,8Z,11Z,14Z)), PE(20:2(11Z,14Z)/18:4(6Z,9Z,12Z,15Z)), PE(18:3(6Z,9Z,12Z)/20:3(8Z,11Z,14Z)), PE(20:3(8Z,11Z,14Z)/18:3(9Z,12Z,15Z)), PE(20:3(8Z,11Z,14Z)/18:3(6Z,9Z,12Z)), PE(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/16:0), PE(20:5(5Z,8Z,11Z,14Z,17Z)/18:1(9Z)), PE(18:1(9Z)/20:5(5Z,8Z,11Z,14Z,17Z)), PE(18:3(9Z,12Z,15Z)/20:3(8Z,11Z,14Z)), PE(18:4(6Z,9Z,12Z,15Z)/20:2(11Z,14Z)), PE(20:4(5Z,8Z,11Z,14Z)/18:2(9Z,12Z))"
1199,PE(38:5),766.5,625.5,90965.40686035156,766.5 -> 625.5,PE,PE_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PE,0.0,PE,PE,5,(38:5),,"LMGP02010538, LMGP02010973, LMGP02010672, LMGP02011109, LMGP02010944, LMGP02010915, LMGP02011201, LMGP02010857, LMGP02010885, LMGP02010886, LMGP02011196, LMGP02010700, LMGP02010728, LMGP02010758","PE(16:1(9Z)/22:4(7Z,10Z,13Z,16Z)), PE(20:5(5Z,8Z,11Z,14Z,17Z)/18:0), PE(18:2(9Z,12Z)/20:3(8Z,11Z,14Z)), PE(22:4(7Z,10Z,13Z,16Z)/16:1(9Z)), PE(20:4(5Z,8Z,11Z,14Z)/18:1(9Z)), PE(20:3(8Z,11Z,14Z)/18:2(9Z,12Z)), PE(18:0/20:5(5Z,8Z,11Z,14Z,17Z)), PE(20:1(11Z)/18:4(6Z,9Z,12Z,15Z)), PE(20:2(11Z,14Z)/18:3(6Z,9Z,12Z)), PE(20:2(11Z,14Z)/18:3(9Z,12Z,15Z)), PE(18:1(9Z)/20:4(5Z,8Z,11Z,14Z)), PE(18:3(6Z,9Z,12Z)/20:2(11Z,14Z)), PE(18:3(9Z,12Z,15Z)/20:2(11Z,14Z)), PE(18:4(6Z,9Z,12Z,15Z)/20:1(11Z))"
1200,PE(38:4),768.6,627.6,85672.04602050781,768.6 -> 627.6,PE,PE_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PE,0.0,PE,PE,4,(38:4),,"LMGP02010129, LMGP02010856, LMGP02010914, LMGP02010757, LMGP02010943, LMGP02010116, LMGP02010855, LMGP02010648, LMGP02010884, LMGP02010114, LMGP02010115, LMGP02010118, LMGP02011108, LMGP02010671, LMGP02010699, LMGP02010727","PE(18:0/20:4(5E,8E,11E,14E)), PE(20:1(11Z)/18:3(9Z,12Z,15Z)), PE(20:3(8Z,11Z,14Z)/18:1(9Z)), PE(18:4(6Z,9Z,12Z,15Z)/20:0), PE(20:4(5Z,8Z,11Z,14Z)/18:0), PE(16:0/22:4(7Z,10Z,13Z,16Z)), PE(20:1(11Z)/18:3(6Z,9Z,12Z)), PE(18:1(9Z)/20:3(8Z,11Z,14Z)), PE(20:2(11Z,14Z)/18:2(9Z,12Z)), PE(20:0/18:4(6Z,9Z,12Z,15Z)), PE(18:1(9Z)/20:3(5Z,8Z,11Z)), PE(18:0/20:4(5Z,8Z,11Z,14Z)), PE(22:4(7Z,10Z,13Z,16Z)/16:0), PE(18:2(9Z,12Z)/20:2(11Z,14Z)), PE(18:3(6Z,9Z,12Z)/20:1(11Z)), PE(18:3(9Z,12Z,15Z)/20:1(11Z))"
1201,PE(38:3),770.6,629.6,87890.98571777344,770.6 -> 629.6,PE,PE_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PE,0.0,PE,PE,3,(38:3),,"LMGP02010647, LMGP02011202, LMGP02011078, LMGP02010537, LMGP02010832, LMGP02010883, LMGP02010831, LMGP02010913, LMGP02010854, LMGP02010698, LMGP02010670, LMGP02010726","PE(18:1(9Z)/20:2(11Z,14Z)), PE(18:0/20:3(8Z,11Z,14Z)), PE(22:2(13Z,16Z)/16:1(9Z)), PE(16:1(9Z)/22:2(13Z,16Z)), PE(20:0/18:3(9Z,12Z,15Z)), PE(20:2(11Z,14Z)/18:1(9Z)), PE(20:0/18:3(6Z,9Z,12Z)), PE(20:3(8Z,11Z,14Z)/18:0), PE(20:1(11Z)/18:2(9Z,12Z)), PE(18:3(6Z,9Z,12Z)/20:0), PE(18:2(9Z,12Z)/20:1(11Z)), PE(18:3(9Z,12Z,15Z)/20:0)"
1202,PE(O-40:9)|PE(38:2)|PE(P-39:1),772.6,631.6,103394.66650390624,772.6 -> 631.6,PE,PE_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PE,0.0,PE(P-,PE(P-,9,(O-40:9),,"LMGP02080002, LMGP02011077, LMGP02010811, LMGP02010882, LMGP02010126, LMGP02010615, LMGP02010998, LMGP02010669, LMGP02010536, LMGP02010853, LMGP02010122, LMGP02011047, LMGP02010513, LMGP02010124, LMGP02010125","None, PE(22:2(13Z,16Z)/16:0), PE(19:1(9Z)/19:1(9Z)), PE(20:2(11Z,14Z)/18:0), PE(18:1(9Z)/20:1(11Z)), PE(17:2(9Z,12Z)/21:0), PE(21:0/17:2(9Z,12Z)), PE(18:2(9Z,12Z)/20:0), PE(16:1(9Z)/22:1(11Z)), PE(20:1(11Z)/18:1(9Z)), PE(20:2(5Z,8Z)/18:0), PE(22:1(11Z)/16:1(9Z)), PE(16:0/22:2(13Z,16Z)), PE(18:0/20:2(11Z,14Z)), PE(20:0/18:2(9Z,12Z))"
1203,PE(39:8)|PE(O-40:8)|PE(P-40:7)|PE(38:1)|PE(O-39:1)|PE(P-39:0),774.6,633.6,113886.7882080078,774.6 -> 633.6,PE,PE_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PE,0.0,PE(P-,PE(P-,8,(39:8),,"LMGP02011141, LMGP02010620, LMGP02080003, LMGP02030006, LMGP02010585, LMGP02010137, LMGP02010139, LMGP02010141, LMGP02010780, LMGP02010810, LMGP02010135, LMGP02010138, LMGP02010143, LMGP02010136, LMGP02011046, LMGP02010512, LMGP02011020, LMGP02010535, LMGP02010852, LMGP02010997, LMGP02020078, LMGP02030057, LMGP02030079","PE(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/17:2(9Z,12Z)), PE(17:2(9Z,12Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z)), None, PE(P-18:1(9Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z)), PE(17:1(9Z)/21:0), PE(20:0/18:1(13Z)), PE(20:0/18:1(7Z)), PE(18:0/20:1(11Z)), PE(19:0/19:1(9Z)), PE(19:1(9Z)/19:0), PE(20:0/18:1(9Z)), PE(20:0/18:1(11Z)), PE(18:1(9Z)/20:0), PE(16:0/22:1(13Z)), PE(22:1(11Z)/16:0), PE(16:0/22:1(11Z)), PE(22:0/16:1(9Z)), PE(16:1(9Z)/22:0), PE(20:1(11Z)/18:0), PE(21:0/17:1(9Z)), PE(O-20:0/19:1(9Z)), PE(P-18:0/21:0), PE(P-20:0/19:0)"
1204,PE(39:6)|PE(O-40:6)|PE(P-40:5),778.6,637.6,231214.3924560547,778.6 -> 637.6,PE,PE_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PE,0.0,PE(P-,PE(P-,6,(39:6),,"LMGP02010979, LMGP02011139, LMGP02010619, LMGP02011112, LMGP02010817, LMGP02011210, LMGP02020104, LMGP02030086","PE(20:5(5Z,8Z,11Z,14Z,17Z)/19:1(9Z)), PE(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/17:0), PE(17:2(9Z,12Z)/22:4(7Z,10Z,13Z,16Z)), PE(22:4(7Z,10Z,13Z,16Z)/17:2(9Z,12Z)), PE(19:1(9Z)/20:5(5Z,8Z,11Z,14Z,17Z)), PE(17:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z)), PE(O-18:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z)), PE(P-20:0/20:5(5Z,8Z,11Z,14Z,17Z))"
1205,PE(39:5)|PE(O-40:5)|PE(P-40:4),780.6,639.6,143147.20971679688,780.6 -> 639.6,PE,PE_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PE,0.0,PE(P-,PE(P-,5,(39:5),,"LMGP02010816, LMGP02010978, LMGP02010786, LMGP02010950, LMGP02011111, LMGP02010589, LMGP02030085, LMGP02030061, LMGP02020084","PE(19:1(9Z)/20:4(5Z,8Z,11Z,14Z)), PE(20:5(5Z,8Z,11Z,14Z,17Z)/19:0), PE(19:0/20:5(5Z,8Z,11Z,14Z,17Z)), PE(20:4(5Z,8Z,11Z,14Z)/19:1(9Z)), PE(22:4(7Z,10Z,13Z,16Z)/17:1(9Z)), PE(17:1(9Z)/22:4(7Z,10Z,13Z,16Z)), PE(P-20:0/20:4(5Z,8Z,11Z,14Z)), PE(P-18:0/22:4(7Z,10Z,13Z,16Z)), PE(O-20:0/20:5(5Z,8Z,11Z,14Z,17Z))"
1206,PE(39:4)|PE(O-40:4)|PE(P-40:3),782.6,641.6,95923.88708496094,782.6 -> 641.6,PE,PE_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PE,0.0,PE(P-,PE(P-,4,(39:4),,"LMGP02010560, LMGP02011110, LMGP02010785, LMGP02010618, LMGP02010920, LMGP02010815, LMGP02010949, LMGP02011081, LMGP02010763, LMGP02011003, LMGP02030084, LMGP02020060, LMGP02020083","PE(17:0/22:4(7Z,10Z,13Z,16Z)), PE(22:4(7Z,10Z,13Z,16Z)/17:0), PE(19:0/20:4(5Z,8Z,11Z,14Z)), PE(17:2(9Z,12Z)/22:2(13Z,16Z)), PE(20:3(8Z,11Z,14Z)/19:1(9Z)), PE(19:1(9Z)/20:3(8Z,11Z,14Z)), PE(20:4(5Z,8Z,11Z,14Z)/19:0), PE(22:2(13Z,16Z)/17:2(9Z,12Z)), PE(18:4(6Z,9Z,12Z,15Z)/21:0), PE(21:0/18:4(6Z,9Z,12Z,15Z)), PE(P-20:0/20:3(8Z,11Z,14Z)), PE(O-18:0/22:4(7Z,10Z,13Z,16Z)), PE(O-20:0/20:4(5Z,8Z,11Z,14Z))"
