lipid,logFC,logCPM,LR,PValue,FDR,Length1,Length2,Title_1,Title_2,type,DOD100-M2-5xFAD-diencephalon10x_01202023,DOD100-M3-5xFAD-diencephalon10x_01202023,DOD99-M1-5xFAD-diencephalon10x_01202023,M1FAD173-5xFAD-Diencephalon10x_01182023,M2FAD173-5xFAD-Diencephalon10x_01192023,DOD100-M2-5xFAD-hippo10x_01202023,DOD100-M3-5xFAD-hippo10x_01202023,DOD99-M1-5xFAD-hippo10x_01202023,M1FAD173-5xFAD-Hippo10x_01182023,M2FAD173-5xFAD-Hippo10x_01192023,10xBlank_01202023
PI (28:0),0.42451101239855654,7.713094083017602,0.7735538893712146,0.37911986867065717,0.9972693009725494,5,5,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ hippo,PI,112084.2495727539,195373.49578857425,119199.4076538086,139012.63159179688,119413.64901733398,41449.362854003906,96436.04745483398,21721.22162628174,146507.33123779297,170380.95294189453,71032.00482177734
PI (28:1),0.3590859702268463,6.768632512025486,0.5540382506251262,0.4566723455943296,0.9972693009725494,5,5,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ hippo,PI,67810.78399658203,91720.92657470705,59826.52377319336,70419.28469085693,53344.82411956787,21220.441551208496,65179.8837890625,12466.400871276855,77995.48391723633,71760.42517089844,45244.50390625
PI (28:2),0.4800723138188812,6.1267658184364135,0.9882433770114858,0.3201720878012658,0.9972693009725494,5,5,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ hippo,PI,48041.20364379883,48834.64323425293,47890.08352661133,38904.96280670166,35043.66226196289,15242.481121063232,45863.38332366943,7914.620586395264,35436.44206237793,40516.0828704834,40523.60314178467
PI (30:0),0.3185122743606181,9.477842359572888,0.43616888085671235,0.5089773933237142,0.9972693009725494,5,5,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ hippo,PI,357370.9462890625,609979.56494140625,369863.1088867187,482991.9484863281,433582.0698242187,198396.3542366028,331658.62158203125,104465.44719696043,523328.578125,505053.54541015625,232384.59716796875
PI (30:1),0.3625230675648493,8.289234037525215,0.5646894159808653,0.4523769520742701,0.9972693009725494,5,5,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ hippo,PI,159271.89099121094,299681.939453125,173713.4306640625,242862.4569091797,140924.70776367188,67716.464427948,155328.83044433594,33143.082218170166,255374.93798828125,225243.2543334961,90841.666259765625
PI (30:2),0.43961442473810347,7.303862105508993,0.8293510673834135,0.36246024176185976,0.9972693009725494,5,5,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ hippo,PI,98734.16665649414,118375.00805664062,103222.1470336914,85535.46490478516,81310.84552001953,33795.04215621948,103113.70559692384,18109.34111404419,89069.30572509766,88051.28704833984,94457.12591552734
PI (30:3),0.3616867494880035,6.276064179315741,0.5620539715782797,0.4534338480503717,0.9972693009725494,5,5,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ hippo,PI,52883.96446228027,46183.78335571289,45992.06312561035,38032.10270690918,40218.02278137207,16550.58108139038,53093.123458862305,8793.580699920654,37984.1032409668,44721.52299499512,59143.68330383301
PI (30:4),0.38256911316700004,6.348582226274443,0.6286419979538778,0.42785387587948015,0.9972693009725494,5,5,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ hippo,PI,61434.00435638428,63289.32426452637,52124.543548583984,41317.18298339844,38948.12258911133,15272.44095993042,65756.00364685059,8609.820575714111,39635.86250305176,53858.863441467285,35465.4022064209
PI (32:0),0.36572925321533417,10.231099475016272,0.574703556747409,0.4483958784709741,0.9972693009725494,5,5,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ hippo,PI,668516.28173828125,994461.80859375,649407.4189453125,878776.39892578125,686272.1884765625,326744.00269699097,602517.3037109375,157245.43054580688,912976.4560546876,786551.013671875,359021.90576171875
PI (32:1),0.31754778115789445,9.57165882157124,0.4335369383188663,0.5102585104649471,0.9972693009725494,5,5,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ hippo,PI,379101.685546875,695660.88330078125,428982.6674804687,574713.3654785156,354317.765625,194188.59268188477,391675.86962890625,101311.0269432068,599458.26904296875,513403.6140136719,225152.615234375
PI (32:2),0.13469331870702297,9.219386242172973,0.07812964775621367,0.7798482384626102,0.9972693009725494,5,5,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ hippo,PI,312086.48193359375,423891.84619140625,334695.443359375,356966.22802734375,305596.583984375,239840.0572013855,322104.06103515625,128202.96905899048,369130.34765625,350336.501953125,258897.87841796875
PI (32:3),0.4950251654670683,6.356090620081682,1.0504784969882621,0.3053969104548586,0.9972693009725494,5,5,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ hippo,PI,61423.8046875,56341.38383483887,56064.48393249512,41206.92315673828,49413.6238861084,16739.961040496826,59310.90397644043,7923.800498962402,41808.383712768555,49720.0827331543,37263.662841796875
PI (32:4),0.44586291130446504,6.8384064106407045,0.8529916156157924,0.3557073995811809,0.9972693009725494,5,5,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ hippo,PI,90194.12619018556,87537.88430786133,74675.38552856445,64488.26512145996,61843.16426086426,16217.461219787598,95415.6453552246,8332.06052017212,69388.14594268799,73966.88554382324,33829.00190734863
PI (32:5),0.37626215384520195,6.770535737736756,0.6081564197875196,0.43548279622843805,0.9972693009725494,5,5,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ hippo,PI,81582.96562194824,70268.8256072998,75195.48400878906,59188.10517883301,62756.283920288086,17746.221351623535,85341.78605651855,11081.400741577148,67624.4651184082,70847.40501403809,37329.70248413086
PI (34:0),0.18931106886607896,9.778549629111065,0.15428495562264288,0.694473677656154,0.9972693009725494,5,5,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ hippo,PI,467545.91259765625,587753.8369140625,489278.2939453125,496137.53271484375,489661.81396484375,327620.26052856445,464166.708984375,165920.79173660278,527888.05517578125,515251.89599609375,475098.173828125
PI (34:1),0.4815660719886665,9.828892585517464,0.9944635234551242,0.31865389191567856,0.9972693009725494,5,5,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ hippo,PI,529532.55029296875,606621.6520996094,576836.7194824219,730402.2119140625,379717.8098144531,151005.57047271729,522493.71728515625,61726.46446609497,662618.298828125,521818.2648925781,558142.7624511719
PI (34:2),0.37528111180633905,8.989391690069779,0.6050252848763193,0.4366670504462796,0.9972693009725494,5,5,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ hippo,PI,268655.44140625,384849.6345214844,367502.7817382813,369554.0876464844,237568.619140625,155443.59016418457,281049.9245605469,72473.90536880493,341321.7199707031,300177.0009765625,178375.07104492188
PI (34:3),0.5956234021617826,6.858345787879272,1.5175559582392566,0.2179897245981226,0.9972693009725494,5,5,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ hippo,PI,72940.00534057617,90497.2062072754,94420.10650634766,76094.305419921875,57143.803802490234,21519.421577453613,71146.72482299805,12954.580947875977,67414.32431030273,66518.82473754883,47541.063903808594
PI (34:4),0.34521575452486675,6.309418530228691,0.5121518414958928,0.47420882117132135,0.9972693009725494,5,5,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ hippo,PI,57947.26460266113,54153.063903808594,51086.563400268555,44581.14328765869,38950.923095703125,15410.18102645874,63168.20497131348,9254.48063659668,41625.3028717041,50824.84323120117,34364.50213623047
PI (34:5),0.4786180302584635,7.155841410661307,0.9823440210566332,0.3216207895012876,0.9972693009725494,5,5,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ hippo,PI,113831.56800842284,108975.46835327148,102904.62707519533,73019.965576171875,68117.04403686523,16998.78125,132040.6901397705,8651.660614013672,71426.06439208984,88390.84675598145,56586.20388793945
PI (34:6),0.39505492997580066,6.549246385593291,0.6702227755051808,0.4129739481461138,0.9972693009725494,5,5,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ hippo,PI,64362.18502807617,71522.90579223633,63653.724029541016,49120.72317504883,48461.92269897461,19438.921447753903,64576.364807128906,10199.260757446287,57333.7635345459,58583.24380493164,39426.82279968262
PI (36:0),0.21400367514400045,8.546940403154561,0.1971166324407818,0.6570583530231284,0.9972693009725494,5,5,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ hippo,PI,212997.7360839844,264478.13671875,217528.2756347656,201262.97631835935,213503.0954589844,137971.28929519653,212924.0529785156,67455.22482299805,211070.4755859375,235751.99682617188,169436.51220703125
PI (36:1),0.5650479877416869,7.845061593427717,1.3667486058184295,0.24237130465260964,0.9972693009725494,5,5,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ hippo,PI,150014.5502319336,166304.69213867188,179063.07299804688,191498.59259033203,108739.1671142578,40269.66312789917,155018.57080078125,22350.541675567627,150238.36987304688,136098.16827392578,56182.664306640625
PI (36:2),0.49142083166295397,8.504487890005883,1.035374661301831,0.30889964865528924,0.9972693009725494,5,5,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ hippo,PI,225678.5352783203,245852.21618652344,262156.51696777344,326538.3807373047,165871.8116455078,63894.24464416504,262262.5573730469,29279.661907196045,261726.31506347656,208548.49591064453,92591.245849609375
PI (36:3),0.6803928736182566,7.607941092505525,1.9760931864750253,0.15980258715976534,0.9972693009725494,5,5,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ hippo,PI,108962.6259765625,139432.7700805664,189700.6735229492,162956.6492614746,88589.44757080078,32795.462352752686,117985.54748535156,14405.561016082764,132298.41046142578,109125.50680541992,57282.94403076172
PI (36:4),0.6478180321105447,8.558930782012165,1.7929582830689696,0.18056614072789753,0.9972693009725494,5,5,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ hippo,PI,247130.57885742188,243553.056640625,429703.2889404297,239993.4952392578,206597.3741455078,28745.042106628414,227829.75540161133,13382.740940093994,337852.7849121094,238426.2767944336,49265.12387084961
PI (36:5),0.46571969257395435,6.492046220200473,0.9303109442185189,0.33478213945431173,0.9972693009725494,5,5,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ hippo,PI,61285.76403808594,64349.203857421875,65863.62535095215,53508.56332397461,50344.32357788086,16861.62110900879,68126.54541015625,8720.18062210083,50386.444091796875,56218.04476928711,31696.002044677734
PI (36:6),0.2994916113072139,6.679295557167805,0.38569998640423364,0.5345683763095487,0.9972693009725494,5,5,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ hippo,PI,69590.92532348633,68192.30572509766,63436.844482421875,57714.10382080078,53705.62438964844,30273.6622505188,70948.14501953125,14094.220993041992,54179.94403076172,64102.4248046875,46188.38366699219
PI (36:7),0.4617079415813258,6.995786096975103,0.9144377595278002,0.3389396859166888,0.9972693009725494,5,5,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ hippo,PI,79991.76513671875,107597.22717285156,80432.60690307617,75120.00521850586,71000.36630249023,28738.841930389404,69783.505859375,15507.52103805542,80101.76666259766,83681.9263305664,52231.56365966797
PI (36:8),0.5566587320080709,7.603981710535192,1.3267055235493928,0.2493921552477642,0.9972693009725494,5,5,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ hippo,PI,106384.86798095705,192347.77215576172,106272.24786376952,124876.12799072266,137056.03149414062,35842.862480163574,108313.8500366211,17492.90110397339,140531.63095092773,124045.0883178711,54564.58361816406
PI (38:0) | PIp (40:6),0.485215105650337,6.63582625297231,1.0094626664647421,0.31503160190600793,0.9972693009725494,5,5,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ hippo,PI,65512.76416015625,76972.70489501953,66443.66455078125,60127.36404418945,54883.42376708984,24440.621757507324,59091.184143066406,10539.200717926024,58790.46356201172,62305.44482421875,41279.66320800781
PI (38:0) | PIp (40:6)_2,0.49992734034427727,6.57648520471305,1.0712957127634581,0.30065295831606387,0.9972693009725494,5,5,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ hippo,PI,62202.444763183594,79229.16595458984,61793.1044921875,56460.84375,53292.704040527344,24226.08155822754,55629.583557128906,11300.60081100464,54290.56318664551,58783.24459838867,39103.42330932617
PI (38:1),0.45791824428805783,6.422251571305647,0.8995285031306253,0.34290816824102166,0.9972693009725494,5,5,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ hippo,PI,53768.9041595459,61840.28485107422,65385.165283203125,53438.86381530762,44305.06309509277,18422.52122116089,55328.723541259766,9351.92068862915,50026.80279541016,55637.423828125,33391.98225402832
PI (38:2),0.5785592087870707,6.5109254135114245,1.4323937118986123,0.23137418039825183,0.9972693009725494,5,5,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ hippo,PI,62831.28482055664,67242.14414978027,67141.30570983887,65505.5451965332,44851.64372253418,15856.621170043943,65230.74420166016,7968.860458374023,51376.96343231201,52732.54354095459,34534.48245239258
PI (38:3),0.8415583824456773,7.6828500501655,3.008697608301075,0.08281880975604501,0.9972693009725494,5,5,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ hippo,PI,121547.9091796875,133061.08911132812,263321.8995361328,134234.70867919922,127406.55078125,20407.881381988525,127588.16954040527,9886.040584564207,138834.08920288086,121236.50743103027,29888.84211730957
PI (38:4),0.9279703969163055,10.504249702266648,3.647576640942134,0.056150856382980584,0.9972693009725494,5,5,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ hippo,PI,740163.1522827148,874214.037109375,2263271.1743164062,953171.1728515624,940725.1865234376,50485.063762664795,834440.9158935547,9794.500679016111,1128805.135848999,961774.7897338868,33924.32278442383
PI (38:5),0.6002597178385707,8.335314670319434,1.5411638649802626,0.21444464930881377,0.9972693009725494,5,5,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ hippo,PI,179355.21249389648,208781.435546875,380437.1266479492,195691.23559570312,197859.41497802737,23458.64168548584,228410.59466552737,9685.060707092283,262300.5955505371,221383.09547424316,31828.921997070312
PI (38:6),0.7705917914302872,7.4970163849665745,2.528268994264181,0.11182282689960858,0.9972693009725494,5,5,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ hippo,PI,125900.75030517578,132386.26947021484,175962.05249023438,124525.7487487793,99560.9071044922,32778.88238143921,122441.4691772461,17289.701210021973,95292.92694091795,91899.46667480467,46680.34298706055
PI (38:7),0.6256887148623819,8.052165796629783,1.6734723347763065,0.19579408863172384,0.9972693009725494,5,5,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ hippo,PI,227171.0609741211,137250.6922607422,141290.1492614746,336788.8462219238,104680.42791748048,22298.7017288208,234699.57231140137,11161.600830078123,236004.95849609375,92273.9047088623,39463.90299987793
PI (38:8),0.4836130478363961,6.6743620676881195,1.002840289104825,0.3166242156848009,0.9972693009725494,5,5,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ hippo,PI,66207.96520996094,85931.36520385742,56606.9841003418,63356.0041809082,63270.304779052734,22678.381591796875,63684.18411254883,12754.820846557615,59094.904724121094,63350.14498901367,38304.08239746094
PI (38:9),0.3562691726998852,6.4451735539077175,0.5453926285816806,0.46020639875935276,0.9972693009725494,5,5,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ hippo,PI,56915.4443359375,63615.06439208984,54955.383697509766,49956.40347290039,44430.08255004883,24244.461784362793,61202.8639831543,13192.800853729248,43529.44268798828,49854.602630615234,40901.10299682617
PI (40:0),0.28194806549975854,8.516799063652138,0.3419218083281521,0.5587220127543471,0.9972693009725494,5,5,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ hippo,PI,278325.8396911621,196856.3951721191,191403.03326416016,211960.09451293945,171659.79229736328,24925.08193206787,390852.40267944336,10712.220695495604,232100.4006958008,179458.71453857422,248674.4577331543
PI (40:1),0.4240753924571505,6.179031017789553,0.771926028190137,0.3796218788236372,0.9972693009725494,5,5,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ hippo,PI,49422.02333068848,56289.84358215332,44288.50277709961,42580.02267456055,37555.62243652344,17523.701194763184,43764.343658447266,9365.520637512209,43689.9231262207,43544.36308288574,32715.142013549805
PI (40:10),0.7812857887410067,7.043034931710875,2.5980578689514005,0.10699475717521306,0.9972693009725494,5,5,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ hippo,PI,121661.1304321289,78485.745849609375,89704.60670471191,98659.6248626709,91258.565185546875,14333.6409034729,99250.36834716795,5485.040370941162,89650.36766052246,61587.103271484375,32061.10244750977
PI (40:2),0.45894581881640045,6.619912854844223,0.9035593673725089,0.34182910345779477,0.9972693009725494,5,5,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ hippo,PI,73420.9058380127,58042.52429199219,56830.36353302002,56634.764793396,54503.563720703125,16041.081214904783,69881.12492370605,6216.820453643799,52238.70379638672,63053.96528625488,63856.04414367676
PI (40:3),0.30640460574901407,6.135169705358257,0.4036650901336998,0.5252024961069023,0.9972693009725494,5,5,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ hippo,PI,46339.94314575195,49137.30270385742,44908.402435302734,34929.32260131836,38168.68273925781,19109.18141555786,46627.38342285156,11363.920791625977,36448.74264526367,43451.42330932617,33939.501892089844
PI (40:4),0.485984886090019,6.266680357064631,1.0126306155195834,0.31427344876378904,0.9972693009725494,5,5,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ hippo,PI,49736.9832611084,49897.2834777832,60045.30435180664,45845.123458862305,38984.20307922363,13321.80097579956,56757.70359802246,10162.520713806152,38360.162521362305,41977.84315490723,40005.80235290527
PI (40:5),0.5873161269033647,6.794886381933764,1.4757958959316388,0.22443345360146952,0.9972693009725494,5,5,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ hippo,PI,69362.24449920654,68318.8843383789,84293.725830078125,64601.94515991211,54502.863677978516,18781.361171722412,73047.28433227539,7572.460536956787,59700.24395751953,55346.02400970459,85973.32585144043
PI (40:6),1.1431937237412295,7.607181084580212,5.488597570974889,0.019140890849972166,0.9972693009725494,5,5,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ hippo,PI,110017.92721557616,145274.47192382812,191544.11352539065,115246.04745483398,114120.98928833008,31695.44228363037,89961.9873046875,11190.440803527832,80806.38606262207,73823.88565063477,163903.69165039062
PI (40:7),0.609671946843881,6.777992985343231,1.5894543754152437,0.20740410566724643,0.9972693009725494,5,5,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ hippo,PI,74704.5852355957,84432.0866394043,78716.105224609375,72549.32498168945,66503.92498779297,22400.221752166748,65579.64361572266,9594.38066482544,64409.603775024414,70010.58517456055,36003.922592163086
PI (40:8),0.4706504695566574,6.703071457377582,0.9500356282510438,0.32971022861450333,0.9972693009725494,5,5,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ hippo,PI,64918.52423095703,69131.7653503418,70456.94552612305,58800.964599609375,73916.58428955078,22960.08134841919,78917.98672485352,10467.180736541748,50943.12353515625,64895.16427612305,41180.28256225586
PI (40:9),0.3621430000381804,6.060888362504533,0.5634647787372131,0.452867589423001,0.9972693009725494,5,5,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ hippo,PI,49616.863677978516,43441.42325592041,40139.42251586914,35050.20266723633,38227.52258300781,16270.52108001709,46491.16340637207,8737.200626373291,37159.78251647949,39765.7625579834,31218.941864013672
PI (42:0),0.5484328612196092,6.566896387709661,1.2879545787582174,0.2564252381567782,0.9972693009725494,5,5,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ hippo,PI,59231.12435913086,57611.54426574707,52233.50400543213,38772.42231750488,61017.48442077637,16078.641201019287,55222.6237487793,8785.38070678711,41371.92305755615,50185.34329223633,97259.66902160645
PI (42:1),0.3726708741073334,5.616521564719218,0.5965880236080352,0.43988281882070207,0.9972693009725494,5,5,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ hippo,PI,32161.682159423828,35525.52209472656,29054.762214660645,27341.221870422363,27642.941955566406,13142.021026611328,29636.242065429688,7008.700531005859,25998.84213256836,31569.922637939453,24027.881881713867
PI (42:10),0.4558647414712791,5.792760537369307,0.8914689341412441,0.3450795509346378,0.9972693009725494,5,5,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ hippo,PI,38887.40287780762,39061.862701416016,35033.64236450195,27947.121952056885,31422.182373046875,14341.541038513184,36070.18285369873,7679.360427856445,26157.101985931396,30607.3819732666,31729.622604370117
PI (42:11),0.4960089419697592,7.255367485947487,1.0546718548539502,0.3044335649348531,0.9972693009725494,5,5,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ hippo,PI,114288.80925750732,91583.60701751708,78970.94470977783,79490.30630493164,72832.08546447754,13978.24098968506,94302.3473815918,7830.220573425293,84022.20532989502,96198.4468383789,145164.92910766602
PI (42:3),0.325048142604556,6.509805866479919,0.4541841446039143,0.5003546390219038,0.9972693009725494,5,5,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ hippo,PI,62767.1456451416,49256.743408203125,49429.12368774414,33719.041931152344,61476.023834228516,12669.800815582275,86382.86659240723,7789.020587921143,37370.68281173706,49425.90350341797,71772.20361328125
PI (42:4),0.27845092873219995,5.492625207456538,0.3334621171256913,0.5636275445548978,0.9972693009725494,5,5,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ hippo,PI,29335.0020904541,27712.462127685547,28955.30226135254,22299.90160369873,25737.88175201416,11819.600917816162,33456.80268859863,6445.460418701172,21335.98154449463,28506.06185913086,23323.401580810547
PI (42:5),0.3756200824392918,5.879163152686627,0.606056036642201,0.43627665829801643,0.9972693009725494,5,5,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ hippo,PI,46575.46311187744,38298.24282836914,34829.92283630371,28194.182067871097,35552.942611694336,11663.640739440918,44040.20314025879,7434.980556488037,28425.161895751953,39439.44297027588,26459.201835632324
PI (42:6),0.34570659822624056,5.694515522384509,0.5135817348723322,0.473592447648271,0.9972693009725494,5,5,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ hippo,PI,34487.46209716797,37416.02241516113,30461.58201599121,26478.522018432617,29888.14208984375,13233.880882263184,37214.0225982666,7472.900588989258,26294.162033081055,30193.08250427246,25515.321868896484
PI (42:7),0.39339494709591943,6.180398246349687,0.6646029688172914,0.41493961005965174,0.9972693009725494,5,5,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ hippo,PI,48277.302642822266,49412.063385009766,45075.98327636719,39695.92300415039,41367.80310058594,19979.20133972168,41203.84315490723,11929.060848236084,41106.94253540039,40494.62243652344,37744.662857055664
PI (42:8),0.4224419227474224,6.474245339320997,0.7660237282425442,0.3814499616121194,0.9972693009725494,5,5,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ hippo,PI,65006.28433227539,61022.48403930664,49271.46391296387,55048.48371887207,44225.383239746094,18378.721267700195,59572.563537597656,9546.200675964355,50438.78330993652,52728.803161621094,49812.26318359375
PI (42:9),0.3227496832569462,5.731597961069315,0.44777465272616723,0.5033936350683843,0.9972693009725494,5,5,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ hippo,PI,36928.562591552734,33984.12260437012,33202.92208862305,28498.701972961426,27795.422035217285,14721.90121459961,34152.66223144531,8105.580562591553,25996.681854248047,34086.34230041504,27867.421981811523
PI (44:0),0.44502780140075404,5.222950547363621,0.8497043512758182,0.3566359888039543,0.9972693009725494,5,5,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ hippo,PI,26253.56182861328,24553.9617767334,21233.241424560547,20620.82176208496,24239.541633605957,10154.140731811523,25252.942001342773,5137.120361328125,17024.70132446289,21318.981773376465,19133.06126403809
PI (44:1),0.3402943208955441,5.220468735087886,0.497636158952929,0.48054061888006844,0.9972693009725494,5,5,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ hippo,PI,24089.82176208496,25518.10178756714,24134.361587524418,17973.981414794922,20533.261749267574,9909.000625610352,24857.18148803711,6234.300430297852,18038.901439666748,21220.761421203613,20980.681270599365
PI (44:10),0.22771518340872113,5.641808530800625,0.223131630858461,0.6366640629845676,0.9972693009725494,5,5,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ hippo,PI,31954.142364501953,31013.022247314453,31035.022354125977,22638.541564941406,27380.1622467041,14685.440956115724,33116.6619720459,7493.980590820312,27733.98223876953,29607.72187805176,29384.162109375
PI (44:12),0.38726385741517533,5.4349433198995705,0.6440715924454476,0.4222402488542028,0.9972693009725494,5,5,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ hippo,PI,27197.341995239258,29105.642044067383,26451.362060546875,22625.641624450684,27902.601684570312,11684.320861816406,29957.381980895996,4992.800361633301,21482.56184387207,26528.72186279297,22073.341537475582
PI (44:2),0.3576777823209273,5.366295885620849,0.5496553808379758,0.4584585395195274,0.9972693009725494,5,5,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ hippo,PI,28364.0818901062,26732.962127685547,25222.041816711426,23477.341819763184,23504.00188446045,13887.160984039308,25661.401679992676,7015.120460510254,20843.80142593384,22551.54173278809,19368.401416778564
PI (44:3),0.26745696766035326,5.309604747348264,0.3076798284631934,0.5791074373455621,0.9972693009725494,5,5,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ hippo,PI,29314.482208251953,24035.661529541016,23408.50173187256,17364.14098739624,20944.981567382812,11654.300800323486,25255.542079925537,5166.500324249268,22607.481323242188,23485.061683654785,24497.321369171143
