lipid,logFC,logCPM,LR,PValue,FDR,Length1,Length2,Title_1,Title_2,type,DOD100-M2-5xFAD-cortex10x_01202023,DOD99-M1-5xFAD-cortex10x_01202023,M1FAD173-5xFAD-Cortex10x_01182023,M2FAD173-5xFAD-Cortex10x_01192023,DOD100-M2-5xFAD-diencephalon10x_01202023,DOD100-M3-5xFAD-diencephalon10x_01202023,DOD99-M1-5xFAD-diencephalon10x_01202023,M1FAD173-5xFAD-Diencephalon10x_01182023,M2FAD173-5xFAD-Diencephalon10x_01192023,10xBlank_01202023
PE (38:0),0.07277211340358156,8.38314862852984,0.024443532349778252,0.8757616589402573,0.999895263293433,4,5,Genotype_ 5xFAD | Brain Region_ cortex,Genotype_ 5xFAD | Brain Region_ diencephalon,PE,262306.2798461914,174315.65057373047,214216.5955810547,168119.25256347656,169398.33056640625,158546.96911621094,358387.5340576172,150278.93170166016,131781.13012695312,72184.90588378906
PE (38:0)_2,0.1200103171240312,8.386657352817416,0.0665456929600623,0.7964342905477481,0.999895263293433,4,5,Genotype_ 5xFAD | Brain Region_ cortex,Genotype_ 5xFAD | Brain Region_ diencephalon,PE,278558.69885253906,181098.83184814453,205195.55017089844,172629.5323486328,169547.97143554688,156172.0499267578,351369.9623413086,149333.89208984375,132917.36853027344,67109.26397705078
PE (38:1),-0.06004855717852586,7.70307940826155,0.016586976127655362,0.8975234743203192,0.999895263293433,4,5,Genotype_ 5xFAD | Brain Region_ cortex,Genotype_ 5xFAD | Brain Region_ diencephalon,PE,138464.55053710938,105895.30786132812,138117.92803955078,96305.3856201172,110074.7080078125,115817.72680664062,195293.1737060547,98840.40789794922,96826.90588378906,59624.66455078125
PE (38:2),-0.1994325943434358,7.414384330082353,0.1821760911579986,0.669509773534662,0.999895263293433,4,5,Genotype_ 5xFAD | Brain Region_ cortex,Genotype_ 5xFAD | Brain Region_ diencephalon,PE,100242.58819580078,91422.28692626952,101125.3657836914,71535.62490844727,103179.02770996094,98100.92639160156,142802.6103515625,99562.4263305664,73704.22540283203,60375.42492675781
PE (38:3),0.19702280294477897,8.45028515132328,0.17962441176496213,0.6716962139768938,0.999895263293433,4,5,Genotype_ 5xFAD | Brain Region_ cortex,Genotype_ 5xFAD | Brain Region_ diencephalon,PE,274412.50341796875,191857.15368652344,267357.10205078125,174310.86975097656,168522.21020507812,160741.451171875,371555.9915161133,156816.45068359375,125058.34942626952,65347.90435791016
PE (38:5),0.145722318263697,8.98798937870468,0.09816715447959723,0.7540403061447396,0.999895263293433,4,5,Genotype_ 5xFAD | Brain Region_ cortex,Genotype_ 5xFAD | Brain Region_ diencephalon,PE,379571.1047973633,263377.45709228516,402690.8424682617,270807.56213378906,222908.3555908203,249111.99951171875,599726.0632324219,217657.87768554688,188465.0720214844,57860.28399658203
PE (38:6),0.6072221412816632,9.97410389846049,1.7129931829367706,0.1905974804188155,0.999895263293433,4,5,Genotype_ 5xFAD | Brain Region_ cortex,Genotype_ 5xFAD | Brain Region_ diencephalon,PE,992508.4794921876,607292.7166748047,887661.8643188477,591610.7357788086,356927.0231933594,381135.8875732422,1115205.1264648438,353961.6632080078,307938.2802734375,71421.02490234375
PE (38:7),0.016639315453222163,9.565428643544486,0.0012762245460180566,0.9715022061979555,0.999895263293433,4,5,Genotype_ 5xFAD | Brain Region_ cortex,Genotype_ 5xFAD | Brain Region_ diencephalon,PE,496837.0963745117,353105.70556640625,643243.8280029297,368436.4611816406,485848.49822998047,379863.74743652344,455524.1460571289,580218.8879394531,345931.1182861328,115742.64880371094
PE (38:8),-0.06454223567953211,7.335350143080844,0.019159771104114043,0.8899094200541137,0.999895263293433,4,5,Genotype_ 5xFAD | Brain Region_ cortex,Genotype_ 5xFAD | Brain Region_ diencephalon,PE,103691.0263671875,84146.30548095703,95686.14617919922,74504.38513183594,94263.0675048828,99839.7866821289,97801.46746826172,86126.366455078125,83107.08563232422,66760.24517822266
PE (38:9),-0.23495683618862573,7.409338206238576,0.25255109507750717,0.6152844737938198,0.999895263293433,4,5,Genotype_ 5xFAD | Brain Region_ cortex,Genotype_ 5xFAD | Brain Region_ diencephalon,PE,97380.68737792967,93708.4868774414,91585.3666381836,70014.5249633789,98409.28582763672,104569.90887451172,138363.89068603516,91818.386962890625,80365.54522705078,68791.42498779297
PE (40:0) | PEp (42:6),0.1272626260634765,10.198153039322015,0.07484383894734492,0.7844104641144706,0.999895263293433,4,5,Genotype_ 5xFAD | Brain Region_ cortex,Genotype_ 5xFAD | Brain Region_ diencephalon,PE,800198.19775390625,713660.6779785156,558756.7760620117,562627.7478637695,685876.4397583008,626185.5817871094,621580.4085693359,507540.6408691406,545803.5051269531,739565.6359863281
PE (40:0) | PEp (42:6)_2,0.09305692816491688,10.092183876431836,0.039988456959690666,0.8415031519232863,0.999895263293433,4,5,Genotype_ 5xFAD | Brain Region_ cortex,Genotype_ 5xFAD | Brain Region_ diencephalon,PE,719276.8778076172,639406.1754150391,547221.0676879883,505161.4763183594,603920.4534912109,574450.5363769531,615475.5221557617,464967.7630004883,532328.8236694336,704371.3571777344
PE (40:1),-5.427863592692233e-4,6.822695079584083,1.3573730939242523e-6,0.9990704139851043,0.999895263293433,4,5,Genotype_ 5xFAD | Brain Region_ cortex,Genotype_ 5xFAD | Brain Region_ diencephalon,PE,72810.76477050781,64397.40447998047,60178.70407104492,51317.162994384766,70193.66497802734,70061.24523925781,59299.284729003906,58536.724853515625,49855.70364379883,60797.52395629883
PE (40:10),0.07144458285624755,7.767563007065228,0.023558863753351034,0.878012688314955,0.999895263293433,4,5,Genotype_ 5xFAD | Brain Region_ cortex,Genotype_ 5xFAD | Brain Region_ diencephalon,PE,162900.990234375,96610.82611083984,169137.81268310547,97040.64611816406,128756.5101928711,108774.78576660156,117412.88708496094,135896.91082763672,118259.14825439452,67112.2446899414
PE (40:2),0.06686515015111981,7.714888926236718,0.020633274254123535,0.885782485892944,0.999895263293433,4,5,Genotype_ 5xFAD | Brain Region_ cortex,Genotype_ 5xFAD | Brain Region_ diencephalon,PE,141695.30920410156,118208.70935058594,138472.5887451172,72104.26544189453,121558.4896850586,113159.72845458984,109192.7885131836,101073.14654541016,104079.0881652832,124172.42895507812
PE (40:3),0.043860226542720974,7.330709044252045,0.008873025544176016,0.9249528755553577,0.999895263293433,4,5,Genotype_ 5xFAD | Brain Region_ cortex,Genotype_ 5xFAD | Brain Region_ diencephalon,PE,113235.48876953124,90775.72637939452,94619.54638671876,74415.4457397461,99568.70654296876,91197.46649169922,112052.3486328125,77745.90509033203,67894.10467529297,64576.34442138672
PE (40:4),0.17172419156444554,8.806144060899191,0.1363939998245769,0.7118925117622296,0.999895263293433,4,5,Genotype_ 5xFAD | Brain Region_ cortex,Genotype_ 5xFAD | Brain Region_ diencephalon,PE,369221.6298828125,249479.69677734375,320296.03759765625,218520.5765380859,206671.33264160156,186923.17456054688,534348.9006347656,185356.9742431641,164087.21118164062,70988.00439453125
PE (40:5),0.2675022098959375,8.98013001232289,0.3315079162712209,0.5647725185191255,0.999895263293433,4,5,Genotype_ 5xFAD | Brain Region_ cortex,Genotype_ 5xFAD | Brain Region_ diencephalon,PE,437240.2690429687,273071.9189453125,396678.18713378906,253974.4393310547,229401.3387451172,230035.23852539065,556275.206237793,214503.39739990231,174250.95190429688,68147.14532470703
PE (40:7),0.2344734807574007,8.60702124315351,0.2545653400329684,0.6138786688779766,0.999895263293433,4,5,Genotype_ 5xFAD | Brain Region_ cortex,Genotype_ 5xFAD | Brain Region_ diencephalon,PE,316690.32373046875,229236.85998535156,285049.1793823242,191215.71466064453,178487.8927001953,197748.89331054688,395570.04162597656,151515.53149414062,154594.8302001953,76985.52502441406
PE (40:8),-0.027389051825825704,7.323077331859223,0.0034538152160719093,0.9531359656345859,0.999895263293433,4,5,Genotype_ 5xFAD | Brain Region_ cortex,Genotype_ 5xFAD | Brain Region_ diencephalon,PE,101895.8275756836,84553.90563964844,91674.18566894533,77233.66564941406,91292.78619384766,95728.7465209961,87262.92626953125,79471.10559082031,91176.8257446289,73820.48571777344
PE (40:9),-0.014846081730331407,7.055886579817872,0.0010150998987228377,0.9745831934605048,0.999895263293433,4,5,Genotype_ 5xFAD | Brain Region_ cortex,Genotype_ 5xFAD | Brain Region_ diencephalon,PE,89511.40588378906,70852.90533447266,69128.96514892578,62451.46432495117,84437.10498046875,74746.0249633789,70963.60485839844,73400.885498046875,61082.20391845703,68818.30487060547
PE (42:0),-0.009344588166784993,6.82966412481589,4.0221871137191556e-4,0.9839991857414062,0.999895263293433,4,5,Genotype_ 5xFAD | Brain Region_ cortex,Genotype_ 5xFAD | Brain Region_ diencephalon,PE,76234.0650024414,59089.56427001953,59094.36462402344,43964.6828918457,67245.54425048828,61247.244689941406,53130.303955078125,50731.26400756836,61826.44454956055,80385.34509277344
PE (42:1),7.206289558842546e-4,7.017192369344591,2.392777076920538e-6,0.9987657844665244,0.999895263293433,4,5,Genotype_ 5xFAD | Brain Region_ cortex,Genotype_ 5xFAD | Brain Region_ diencephalon,PE,80123.86584472656,71070.84484863281,92693.48788452148,57040.12448120117,80931.18585205078,67585.94512939453,77086.88595581055,83888.76574707031,59171.94430541992,44949.74362182617
PE (42:10),0.011696618523327647,7.435979513499896,6.305334991338896e-4,0.9799668839768647,0.999895263293433,4,5,Genotype_ 5xFAD | Brain Region_ cortex,Genotype_ 5xFAD | Brain Region_ diencephalon,PE,120221.0078125,91929.2056274414,105109.4891357422,69129.1851196289,107693.86767578124,94947.025634765625,116823.02947998048,88718.505859375,66012.46405029297,88553.50668334961
PE (42:11),-0.024997029363092095,9.14887689817019,0.0028771535885994126,0.957222700033193,0.999895263293433,4,5,Genotype_ 5xFAD | Brain Region_ cortex,Genotype_ 5xFAD | Brain Region_ diencephalon,PE,336079.50744628906,274845.4053955078,231877.8159790039,239085.26123046875,346742.62255859375,283145.6584472656,258766.63671875,237020.95642089844,238649.720703125,567797.3109130859
PE (42:2),-0.09599452416642505,7.4318342278782055,0.04234514091785968,0.8369632722433816,0.999895263293433,4,5,Genotype_ 5xFAD | Brain Region_ cortex,Genotype_ 5xFAD | Brain Region_ diencephalon,PE,110175.44714355467,86668.9058227539,127458.84686279295,65980.205322265625,117680.9093017578,103222.68853759766,122090.12731933594,101732.84631347656,68732.46490478516,54594.463134765625
PE (42:2)_2,-0.11618646779013009,7.366908623559622,0.06199541556634358,0.8033694557629899,0.999895263293433,4,5,Genotype_ 5xFAD | Brain Region_ cortex,Genotype_ 5xFAD | Brain Region_ diencephalon,PE,103248.1275024414,78270.70489501953,123858.24884033205,65511.88540649414,112319.08764648438,89643.6879272461,118007.04833984376,106556.0085144043,67236.50393676758,50915.143798828125
PE (42:3),0.11653590051997482,7.2254268116043905,0.06274190008321057,0.8022135923510256,0.999895263293433,4,5,Genotype_ 5xFAD | Brain Region_ cortex,Genotype_ 5xFAD | Brain Region_ diencephalon,PE,112199.82806396484,77081.02587890625,80656.34600830078,72275.46594238281,87045.94512939453,82296.60626220703,74656.765380859375,64348.70471191406,80232.68664550781,82177.765625
PE (42:4),0.006016905700710467,6.602857992030062,1.6682343338736416e-4,0.9896947978818074,0.999895263293433,4,5,Genotype_ 5xFAD | Brain Region_ cortex,Genotype_ 5xFAD | Brain Region_ diencephalon,PE,61524.60412597656,52206.823791503906,57988.724365234375,45284.183197021484,58046.42401123047,57864.52429199219,51978.54415893555,51386.68353271485,46916.50384521485,47901.96307373047
PE (42:5),0.024535531796873008,6.640595489920138,0.0027752631090436353,0.9579862642302849,0.999895263293433,4,5,Genotype_ 5xFAD | Brain Region_ cortex,Genotype_ 5xFAD | Brain Region_ diencephalon,PE,70070.944580078125,52993.403381347656,53321.5234375,47786.64340209961,62555.6845703125,61479.06393432617,55426.86389160156,53681.083984375,40450.782958984375,48342.28338623047
PE (42:6),0.06343971077006408,6.755990440536033,0.01857131608051077,0.8916026091050997,0.999895263293433,4,5,Genotype_ 5xFAD | Brain Region_ cortex,Genotype_ 5xFAD | Brain Region_ diencephalon,PE,76354.86538696289,61058.74432373047,61370.263916015625,48814.6233215332,67285.26477050781,63977.62438964844,57907.48416137695,54569.403747558594,48987.8235168457,51214.32336425781
PE (42:7),-0.07083310811456289,6.874311680140004,0.023072217446696186,0.8792694237281772,0.999895263293433,4,5,Genotype_ 5xFAD | Brain Region_ cortex,Genotype_ 5xFAD | Brain Region_ diencephalon,PE,77579.80535888672,59538.924560546875,62347.70440673828,51500.70361328125,72783.185546875,67896.20495605469,68594.784423828125,57633.584228515625,58357.80419921875,62931.244384765625
PE (42:9),-0.031433775348919966,7.440940196334259,0.004548762522972538,0.9462278324711451,0.999895263293433,4,5,Genotype_ 5xFAD | Brain Region_ cortex,Genotype_ 5xFAD | Brain Region_ diencephalon,PE,114205.7494506836,79611.205322265625,127197.9291381836,77644.02557373047,107519.7681274414,89783.24523925781,119554.20770263672,108842.04736328124,74801.06546020508,60611.303955078125
PE (44:0),-0.028997738475459316,6.217312462217519,0.0038710668566181994,0.9503893093990403,0.999895263293433,4,5,Genotype_ 5xFAD | Brain Region_ cortex,Genotype_ 5xFAD | Brain Region_ diencephalon,PE,50326.54362487793,39747.30229187012,37956.702880859375,32796.22211456299,46133.062911987305,38993.24252319336,37687.822677612305,40903.2229309082,38189.98310089111,41320.123123168945
PE (44:1),1.0298506777561379e-4,6.1764102728435955,4.885531268428167e-8,0.9998236416785817,0.999895263293433,4,5,Genotype_ 5xFAD | Brain Region_ cortex,Genotype_ 5xFAD | Brain Region_ diencephalon,PE,49304.54325866699,38533.48267364502,35213.5622253418,31411.482456207275,48105.443534851074,42884.48335266113,33211.82206726074,34496.642486572266,32477.08213043213,46303.14366149902
PE (44:12),-0.116180412404234,6.652825786829994,0.06198701303236476,0.8033825082734691,0.999895263293433,4,5,Genotype_ 5xFAD | Brain Region_ cortex,Genotype_ 5xFAD | Brain Region_ diencephalon,PE,65093.964294433594,52799.38345336914,54213.16342163086,40281.86251831055,63115.54428100586,60814.26461791992,63058.24493408203,52271.24353027344,45284.84371948242,52815.76443481445
PE (44:2),-0.04378593913564849,6.234715152832154,0.008822641508231754,0.9251656226841712,0.999895263293433,4,5,Genotype_ 5xFAD | Brain Region_ cortex,Genotype_ 5xFAD | Brain Region_ diencephalon,PE,48901.08352661133,41608.26330566406,41813.86306762695,31025.142211914062,48847.063720703125,42078.56301879883,37326.122467041016,41859.74298095703,36952.54260253906,39921.40255737305
PE (44:3),-0.0613448399457639,6.310061008471566,0.017309125504880285,0.8953290433135932,0.999895263293433,4,5,Genotype_ 5xFAD | Brain Region_ cortex,Genotype_ 5xFAD | Brain Region_ diencephalon,PE,49010.64343261719,42610.843017578125,41338.6828918457,33556.80253601074,53781.003662109375,47251.063079833984,39392.663146972656,39965.14294433594,34507.78244018555,49494.123046875
PE (44:4),-0.02832161568245517,6.196420593337326,0.003692716979742272,0.951544190730945,0.999895263293433,4,5,Genotype_ 5xFAD | Brain Region_ cortex,Genotype_ 5xFAD | Brain Region_ diencephalon,PE,49406.34381103515,39633.10287475586,37149.44256591797,33140.5421295166,46217.0032043457,42603.643157958984,37414.7024230957,41697.40301513672,32990.74230957031,39237.183044433594
PE (44:5),-0.03796872580644128,6.329814743887695,0.0066351855521133984,0.935078799907911,0.999895263293433,4,5,Genotype_ 5xFAD | Brain Region_ cortex,Genotype_ 5xFAD | Brain Region_ diencephalon,PE,55609.72430419922,43227.823181152344,41108.502990722656,34826.722595214844,52107.263916015625,48135.52359008789,41476.62298583984,44645.2431640625,35618.16244506836,42072.36312866211
PE (44:6),0.11328299176191266,6.451884929998658,0.059281899700863505,0.8076345481067807,0.999895263293433,4,5,Genotype_ 5xFAD | Brain Region_ cortex,Genotype_ 5xFAD | Brain Region_ diencephalon,PE,61859.82421875,44831.20318603515,48250.40319824219,43588.40286254883,51879.00360107422,51018.64340209961,39126.06280517578,42397.7825012207,42033.2829284668,50487.563568115234
PE (44:7),-0.03748993172759167,6.503957659044349,0.006469057215326757,0.9358949101048324,0.999895263293433,4,5,Genotype_ 5xFAD | Brain Region_ cortex,Genotype_ 5xFAD | Brain Region_ diencephalon,PE,61677.184631347656,47911.22302246094,49767.9033203125,41003.52310180664,55814.104431152344,49461.36349487305,46872.10357666016,54745.503479003906,46005.40362548828,42247.16329956055
PE (44:8),-0.01704116857964542,6.4028712070939395,0.0013373493882227194,0.9708280331601838,0.999895263293433,4,5,Genotype_ 5xFAD | Brain Region_ cortex,Genotype_ 5xFAD | Brain Region_ diencephalon,PE,53509.16387939453,47816.06359863281,47802.34362792969,36401.6823425293,52956.444091796875,47017.223388671875,46999.82354736328,46520.28317260742,38027.8427734375,44680.182678222656
PE (46:1),0.009619508046392573,5.917779872983568,4.264178509743033e-4,0.9835249445199156,0.999895263293433,4,5,Genotype_ 5xFAD | Brain Region_ cortex,Genotype_ 5xFAD | Brain Region_ diencephalon,PE,37962.50276184082,29962.742065429688,34745.62237548828,30614.102081298828,38747.24267578125,36345.42250061035,30332.142250061035,31683.722274780273,26652.742156982426,32585.642639160156
PE (52:4),0.1531834585430029,5.541742059287225,0.1084775063612824,0.7418841753969796,0.999895263293433,4,5,Genotype_ 5xFAD | Brain Region_ cortex,Genotype_ 5xFAD | Brain Region_ diencephalon,PE,36003.06246948242,25263.92204284668,29815.722381591797,19891.54123687744,30461.942443847656,25062.161849975582,24132.681579589844,22938.481689453125,20333.54136657715,21515.601501464844
PEo (18:0),0.05883895541189322,6.920781437408233,0.015973832261408916,0.8994250958278234,0.999895263293433,4,5,Genotype_ 5xFAD | Brain Region_ cortex,Genotype_ 5xFAD | Brain Region_ diencephalon,PE,82564.62487792969,48356.383361816406,95847.406982421875,77417.90447998047,75195.80480957031,77633.92565917969,54051.383712768555,86090.86529541016,64943.70495605469,12523.880874633787
PEo (18:1),-0.09441936747544985,7.886815387708985,0.04096929759452905,0.8395971971185328,0.999895263293433,4,5,Genotype_ 5xFAD | Brain Region_ cortex,Genotype_ 5xFAD | Brain Region_ diencephalon,PE,168129.41235351562,17352.401336669922,244741.0719604492,146765.36883544922,158602.2300415039,122476.92971801758,66611.02384567261,274937.6385192871,121009.78741455078,2986.2802352905273
PEo (20:0),-0.16353221935299986,5.904156386328459,0.12262357076724584,0.7262062530258795,0.999895263293433,4,5,Genotype_ 5xFAD | Brain Region_ cortex,Genotype_ 5xFAD | Brain Region_ diencephalon,PE,36968.5224609375,34761.88259887695,2612.5601692199707,36323.202880859375,40041.042572021484,40742.703048706055,38724.642822265625,1850.440143585205,36070.58264160156,50394.444076538086
PEo (28:0),-0.015833878773474846,6.686933657087313,0.0011546239147719461,0.972893292611925,0.999895263293433,4,5,Genotype_ 5xFAD | Brain Region_ cortex,Genotype_ 5xFAD | Brain Region_ diencephalon,PE,66857.26419067383,56953.10321044922,50213.043869018555,45350.2229309082,63986.66418457031,63499.80505371094,58432.163330078125,48085.54341125488,41661.06266784668,64770.42544555664
PEo (30:0),-0.14848079451321866,10.068667816927366,0.10115155333187431,0.7504520770500035,0.999895263293433,4,5,Genotype_ 5xFAD | Brain Region_ cortex,Genotype_ 5xFAD | Brain Region_ diencephalon,PE,602326.8801879883,379120.5016174317,1127907.279876709,454103.3826599121,626733.8186645508,455000.4356689453,576084.8134155273,1273750.7508239746,485816.0946044922,42619.00257873535
PEo (32:1),-0.020414717676427788,7.01451867710569,0.0019191415183854588,0.965057444176702,0.999895263293433,4,5,Genotype_ 5xFAD | Brain Region_ cortex,Genotype_ 5xFAD | Brain Region_ diencephalon,PE,77582.02606201172,72172.28509521484,65487.22454833984,63256.30487060547,75853.8853149414,74267.864990234375,70745.60565185547,68659.60461425781,59904.74444580078,74534.8853149414
PEo (32:5),-0.07108317769586302,6.462691376935279,0.023234789871366957,0.8788480945372067,0.999895263293433,4,5,Genotype_ 5xFAD | Brain Region_ cortex,Genotype_ 5xFAD | Brain Region_ diencephalon,PE,54839.8034362793,46099.96353149414,48073.72280883789,42457.5832824707,53400.50442504883,60795.96453857422,46805.18371582031,42115.443450927734,45443.84313964844,42055.64291381836
PEo (34:0),0.07069961877355423,6.830091669352189,0.023068963212040217,0.8792778730113047,0.999895263293433,4,5,Genotype_ 5xFAD | Brain Region_ cortex,Genotype_ 5xFAD | Brain Region_ diencephalon,PE,70473.32452392578,60793.324645996094,69213.80480957031,56580.74362182617,65457.224700927734,69974.40460205078,61835.984802246094,56280.56362915039,49094.22314453125,61414.24447631836
PEo (34:1),-0.025877510760871015,7.165158858302727,0.0030832201134671777,0.9557188183408029,0.999895263293433,4,5,Genotype_ 5xFAD | Brain Region_ cortex,Genotype_ 5xFAD | Brain Region_ diencephalon,PE,88872.68566894531,71248.90606689453,83802.906982421875,62263.04397583008,73200.68493652344,80553.64520263672,106589.8076171875,65107.44403076172,60272.403717041016,89238.78762817383
PEo (34:2),-0.16238897319481801,7.507970530654145,0.12093142412982161,0.7280264724192809,0.999895263293433,4,5,Genotype_ 5xFAD | Brain Region_ cortex,Genotype_ 5xFAD | Brain Region_ diencephalon,PE,107130.06848144533,84286.545166015625,120799.70852661131,82850.02584838867,108891.08917236328,107043.6278076172,133152.11010742188,101592.7670288086,92836.445556640625,64707.64520263672
PEo (34:3),-0.04467904646572513,6.659571549031493,0.009186233932609866,0.9236438016976792,0.999895263293433,4,5,Genotype_ 5xFAD | Brain Region_ cortex,Genotype_ 5xFAD | Brain Region_ diencephalon,PE,62402.5244140625,52314.7434387207,55549.34390258789,49794.70388793945,57484.90466308594,67618.66436767578,47562.083251953125,43781.14343261719,62328.14392089844,51130.02337646485
PEo (34:4),-0.021328323808011015,6.55960945184362,0.0020946609888596868,0.9634955896064265,0.999895263293433,4,5,Genotype_ 5xFAD | Brain Region_ cortex,Genotype_ 5xFAD | Brain Region_ diencephalon,PE,60597.804138183594,53803.06335449219,46162.723205566406,42367.243103027344,58479.184814453125,55940.00427246094,51588.544006347656,42871.7428894043,45886.32293701172,54821.244232177734
PEo (36:0),0.04468444776891169,6.479771654736145,0.009209466109041387,0.923547605124698,0.999895263293433,4,5,Genotype_ 5xFAD | Brain Region_ cortex,Genotype_ 5xFAD | Brain Region_ diencephalon,PE,59330.14407348633,49994.48278808594,48667.7434387207,41543.283203125,54289.54406738281,52963.563720703125,45341.523010253906,45229.483001708984,41163.12274169922,47888.66329956055
PEo (36:1),-0.14768171674914013,7.122394046991959,0.10006378949401551,0.7517530975928298,0.999895263293433,4,5,Genotype_ 5xFAD | Brain Region_ cortex,Genotype_ 5xFAD | Brain Region_ diencephalon,PE,77646.6852722168,67480.56436157227,90181.7667236328,70191.384765625,76431.76574707031,93994.16650390624,105679.7280883789,76137.96612548828,66060.06414794922,46045.104095458984
PEo (36:2),-0.4113259194149436,7.47546990650828,0.7688314125052784,0.38057880714978953,0.999895263293433,4,5,Genotype_ 5xFAD | Brain Region_ cortex,Genotype_ 5xFAD | Brain Region_ diencephalon,PE,88423.22662353516,91593.64697265624,98241.52642822266,70779.40533447266,100296.9267578125,112921.82720947266,173537.15338134766,95388.74813842772,91405.28717041016,60238.78433227539
PEo (36:3),-0.3719734846849514,7.476618887075655,0.6297630608523832,0.42744223804070697,0.999895263293433,4,5,Genotype_ 5xFAD | Brain Region_ cortex,Genotype_ 5xFAD | Brain Region_ diencephalon,PE,96551.96618652344,86930.32577514648,105171.2678527832,69956.92449951172,100696.9871826172,105139.56744384766,193511.09552001953,102788.56784057616,73165.22476196289,54553.723693847656
PEo (36:4),0.055571623700120115,7.090479633567327,0.014247974380168671,0.9049862846806559,0.999895263293433,4,5,Genotype_ 5xFAD | Brain Region_ cortex,Genotype_ 5xFAD | Brain Region_ diencephalon,PE,95222.12677001952,79189.66561889648,78640.68637084961,61634.14453125,81378.62673950195,72804.32510375977,106236.46823120116,58444.88400268555,56807.604431152344,58951.66506958008
PEo (36:5),0.18085773010273914,6.806883974456595,0.15130697320705622,0.6972894837954867,0.999895263293433,4,5,Genotype_ 5xFAD | Brain Region_ cortex,Genotype_ 5xFAD | Brain Region_ diencephalon,PE,79590.08514404297,60611.684143066406,73115.02459716797,55549.04425048828,63926.264709472656,59815.3844909668,75385.804443359375,50145.38333129883,44420.403259277344,52111.863830566406
PEo (38:0),-0.025335037343816754,9.203640332677871,0.0029554723150795326,0.9566449564137034,0.999895263293433,4,5,Genotype_ 5xFAD | Brain Region_ cortex,Genotype_ 5xFAD | Brain Region_ diencephalon,PE,378051.5602416992,274026.8442687988,529550.8460083008,244269.28125,383186.30364990234,295294.8049926758,341314.2416381836,494076.2807006836,252335.26147460935,98827.6455078125
PEo (38:1),-0.07854967342422277,7.219300143757155,0.02836717793900334,0.8662484810838742,0.999895263293433,4,5,Genotype_ 5xFAD | Brain Region_ cortex,Genotype_ 5xFAD | Brain Region_ diencephalon,PE,96572.30682373048,78046.10479736328,83847.62677001953,67985.86486816406,85975.98712158203,95049.90692138672,86823.70587158203,77584.14562988281,79237.06536865234,64799.56494140625
PEo (38:2),-0.24722627190965024,7.287977000957433,0.279495172706703,0.5970322894179197,0.999895263293433,4,5,Genotype_ 5xFAD | Brain Region_ cortex,Genotype_ 5xFAD | Brain Region_ diencephalon,PE,90720.60614013672,74886.88513183594,88748.9455871582,68604.44448852539,92128.80651855467,90515.62713623048,127150.20770263672,92239.80603027344,71845.06579589844,62723.40478515625
PEo (38:3),-0.30673582935605825,7.131284367119409,0.42931173599640715,0.5123268622611429,0.999895263293433,4,5,Genotype_ 5xFAD | Brain Region_ cortex,Genotype_ 5xFAD | Brain Region_ diencephalon,PE,82555.08581542969,70056.50476074219,74571.48565673828,56650.32415771485,76704.62469482422,80887.96551513672,136916.41033935547,76127.92590332031,64373.92431640625,53738.78381347656
PEo (38:4),0.05481368122962082,7.726136187609319,0.01386200147509875,0.906276047866267,0.999895263293433,4,5,Genotype_ 5xFAD | Brain Region_ cortex,Genotype_ 5xFAD | Brain Region_ diencephalon,PE,155280.57385253906,119347.7880859375,127507.75073242188,106120.82836914062,124398.29125976562,117253.56768798828,182581.85223388672,100827.88739013672,83645.90628051758,57848.88397216797
PEo (38:5),0.12821450122477351,7.766611787061753,0.07596723224548896,0.7828387652282127,0.999895263293433,4,5,Genotype_ 5xFAD | Brain Region_ cortex,Genotype_ 5xFAD | Brain Region_ diencephalon,PE,170824.51232910156,112015.9285888672,147091.42999267578,115182.98760986328,109767.1459350586,105052.427734375,213687.83728027344,100836.4460144043,89518.86560058594,47719.54364013672
PEo (38:6),0.18429695454359155,7.968659059551498,0.15713217548591274,0.6918106959741089,0.999895263293433,4,5,Genotype_ 5xFAD | Brain Region_ cortex,Genotype_ 5xFAD | Brain Region_ diencephalon,PE,211948.2742919922,132721.73052978516,172952.8525390625,126779.82766723631,123169.03021240234,109189.86755371094,272596.5817260742,106280.40716552734,93796.7269897461,48624.98318481445
PEo (40:0),0.2260965057759159,8.57085488295791,0.23666776766367548,0.6266232559873969,0.999895263293433,4,5,Genotype_ 5xFAD | Brain Region_ cortex,Genotype_ 5xFAD | Brain Region_ diencephalon,PE,315270.18420410156,218887.3348388672,264178.88049316406,194472.6951904297,174776.1739501953,186638.49291992188,395599.3834228515,154034.88897705078,144443.37109375,74184.26550292969
PEo (40:2),-0.020241220042253833,6.973230804590033,0.0018866667232941836,0.9653541586830198,0.999895263293433,4,5,Genotype_ 5xFAD | Brain Region_ cortex,Genotype_ 5xFAD | Brain Region_ diencephalon,PE,82492.1254272461,66850.8246459961,70382.40521240234,54739.40380859375,76449.68591308594,69752.38439941406,69678.72454833984,70114.944580078125,57209.94396972656,67354.98455810547
