lipid,logFC,logCPM,LR,PValue,FDR,Length1,Length2,Title_1,Title_2,type,DOD100-M2-5xFAD-hippo10x_01202023,DOD100-M3-5xFAD-hippo10x_01202023,DOD99-M1-5xFAD-hippo10x_01202023,M1FAD173-5xFAD-Hippo10x_01182023,M2FAD173-5xFAD-Hippo10x_01192023,DOD100-M1-WT-hippo10x_01202023,DOD99-M2-WT-hippo10x_01202023,M5FAD173-WT-Hippo10x_01192023,10xBlank_01202023
PE (36:7),0.049608059887157184,6.625191383848088,0.007008963842404015,0.9332794093080774,0.999979992308429,5,3,Genotype_ 5xFAD | Brain Region_ hippo,Genotype_ WT | Brain Region_ hippo,PE,58781.864318847656,53276.34356689453,28915.261840820312,45082.76287841797,45717.86309814453,51529.70385742188,50218.323638916016,41648.96304321289,48742.32336425781
PE (36:8),-0.02981876529790708,7.200897625266474,0.002544152524023957,0.9597720860152987,0.999979992308429,5,3,Genotype_ 5xFAD | Brain Region_ hippo,Genotype_ WT | Brain Region_ hippo,PE,97613.6065673828,81889.64569091797,34375.04261016846,73707.20599365234,68893.62423706055,76205.1455078125,80093.08514404297,71274.2446899414,58118.60437011719
PE (38:0),-0.18362681178324777,8.05663684289081,0.09728441499100882,0.7551131050851062,0.999979992308429,5,3,Genotype_ 5xFAD | Brain Region_ hippo,Genotype_ WT | Brain Region_ hippo,PE,168216.43255615234,140316.6719970703,42524.94288253784,152291.7710571289,153809.31115722656,134704.96978759766,157630.7899169922,162306.8099975586,72184.90588378906
PE (38:0)_2,-0.1996531318115841,8.021189638578347,0.115100241395794,0.7344106604430025,0.999979992308429,5,3,Genotype_ 5xFAD | Brain Region_ hippo,Genotype_ WT | Brain Region_ hippo,PE,173993.19427490234,142900.7109375,42095.68318557739,136805.5689086914,143801.53338623047,132708.82983398438,155252.9287109375,160129.6923828125,67109.26397705078
PE (38:1),-0.1686179551848739,7.425124517441625,0.08196693897389196,0.7746493626162191,0.999979992308429,5,3,Genotype_ 5xFAD | Brain Region_ hippo,Genotype_ WT | Brain Region_ hippo,PE,101401.3871459961,93852.86688232422,35060.6826210022,85321.16571044922,94060.32720947266,98369.44647216795,96878.24713134766,90289.98583984376,59624.66455078125
PE (38:2),-0.11810573623425263,7.22718779068307,0.04010681531053706,0.8412718791991244,0.999979992308429,5,3,Genotype_ 5xFAD | Brain Region_ hippo,Genotype_ WT | Brain Region_ hippo,PE,88813.72619628906,90640.62615966795,33401.20255279541,73354.42486572266,68642.4839477539,80244.68615722656,83410.38571166992,76378.664794921875,60375.42492675781
PE (38:3),-0.15722282183594188,8.29946485047244,0.07122182279545086,0.7895660446671819,0.999979992308429,5,3,Genotype_ 5xFAD | Brain Region_ hippo,Genotype_ WT | Brain Region_ hippo,PE,190313.3737182617,182925.81573486328,35388.28260040283,202401.97583007807,201499.7120361328,146073.1885986328,200876.7137451172,194966.27319335935,65347.90435791016
PE (38:5),-0.1301959033372842,8.637267802171806,0.048771017838589614,0.8252157612678728,0.999979992308429,5,3,Genotype_ 5xFAD | Brain Region_ hippo,Genotype_ WT | Brain Region_ hippo,PE,253373.55950927731,244393.8733520508,34705.48241043091,259887.7545166016,269017.3616333008,173846.97064208984,260921.21997070312,253944.4948120117,57860.28399658203
PE (38:6),-0.17108226316956313,9.518885305997552,0.08439327703399613,0.7714297655622163,0.999979992308429,5,3,Genotype_ 5xFAD | Brain Region_ hippo,Genotype_ WT | Brain Region_ hippo,PE,465481.3509521485,417835.7498168945,41453.60288238525,487932.11486816406,561672.5418701172,296464.73986816406,484209.3832397461,525878.2763671875,71421.02490234375
PE (38:7),-0.5091370055033281,9.266736596310075,0.7588963958662589,0.3836741135290864,0.999979992308429,5,3,Genotype_ 5xFAD | Brain Region_ hippo,Genotype_ WT | Brain Region_ hippo,PE,296168.3997192383,405678.20526123047,35174.222240448,506199.6898803711,237480.75390625,327741.7397460937,386210.088256836,507042.868347168,115742.64880371094
PE (38:8),0.05044706378455947,7.243020433928404,0.007247852311081715,0.9321546065369342,0.999979992308429,5,3,Genotype_ 5xFAD | Brain Region_ hippo,Genotype_ WT | Brain Region_ hippo,PE,91957.84686279295,82742.16607666016,42278.74291229248,71089.04522705078,75483.5249633789,74431.96447753906,76320.565673828125,72529.78521728516,66760.24517822266
PE (38:9),-1.869439732007898e-4,7.329868070814209,9.988980309572071e-8,0.9997478258110131,0.999979992308429,5,3,Genotype_ 5xFAD | Brain Region_ hippo,Genotype_ WT | Brain Region_ hippo,PE,107758.22784423828,90159.72625732422,38839.22255325317,74146.28515625,76722.966064453125,86854.54583740234,77777.2251586914,78478.62518310547,68791.42498779297
PE (40:0) | PEp (42:6),-0.23797215049894685,10.357119999526883,0.16383660901192343,0.6856485293310878,0.999979992308429,5,3,Genotype_ 5xFAD | Brain Region_ hippo,Genotype_ WT | Brain Region_ hippo,PE | PE,848285.9451904297,986631.123046875,45058.82318115234,586565.1856079102,606720.1514282227,724774.1387939453,814250.5534667969,571985.6387939453,739565.6359863281
PE (40:0) | PEp (42:6)_2,-0.2390425350168717,10.226899431010533,0.1653223664907273,0.6843028753721105,0.999979992308429,5,3,Genotype_ 5xFAD | Brain Region_ hippo,Genotype_ WT | Brain Region_ hippo,PE | PE,773693.3519287109,856526.6607666016,45102.84346008301,559598.2181396484,548904.8374633789,679525.7001953125,701337.6924438477,533587.0078735352,704371.3571777344
PE (40:1),-0.03327226918488533,6.844998174389322,0.0031681629136954825,0.9551136239527911,0.999979992308429,5,3,Genotype_ 5xFAD | Brain Region_ hippo,Genotype_ WT | Brain Region_ hippo,PE,67255.96496582031,60473.32458496094,31283.02244567871,49244.72326660156,54221.86346435547,60119.84387207031,59011.16442871094,52186.68353271485,60797.52395629883
PE (40:10),-0.1257970124115066,7.582552798502297,0.04551966134386021,0.8310513468955275,0.999979992308429,5,3,Genotype_ 5xFAD | Brain Region_ hippo,Genotype_ WT | Brain Region_ hippo,PE,119538.30755615234,113342.22680664062,39347.6227645874,118711.94665527344,74280.26470947266,95063.467041015625,110046.14739990234,107620.90631103516,67112.2446899414
PE (40:2),0.012358048669792855,7.626094773269974,4.3592823021754157e-4,0.983342262805332,0.999979992308429,5,3,Genotype_ 5xFAD | Brain Region_ hippo,Genotype_ WT | Brain Region_ hippo,PE,112945.96856689452,115456.06689453124,35060.76248168945,91887.56744384766,104153.06732177734,113209.74835205078,87569.3657836914,79075.48504638672,124172.42895507812
PE (40:3),0.002151169698725061,7.35602983411562,1.3216585102782119e-5,0.9970993272621899,0.999979992308429,5,3,Genotype_ 5xFAD | Brain Region_ hippo,Genotype_ WT | Brain Region_ hippo,PE,112210.18756103516,92162.10552978516,43123.06266784668,73483.8051147461,74864.06579589844,85724.40606689453,89004.38525390625,75306.4652709961,64576.34442138672
PE (40:4),-0.1229629231313482,8.46025776850396,0.043485816633619834,0.834813184558227,0.999979992308429,5,3,Genotype_ 5xFAD | Brain Region_ hippo,Genotype_ WT | Brain Region_ hippo,PE,221170.7969970703,198964.59356689453,47655.763671875,222646.49810791016,220669.2905883789,157827.95080566406,235512.6371459961,205376.81317138672,70988.00439453125
PE (40:5),-0.08924175731140312,8.509048643741057,0.022863690876874898,0.879812078988056,0.999979992308429,5,3,Genotype_ 5xFAD | Brain Region_ hippo,Genotype_ WT | Brain Region_ hippo,PE,231337.7371826172,213024.81323242188,35289.64235687256,239750.2362060547,248301.68072509769,160225.27221679688,224993.8358154297,227062.451171875,68147.14532470703
PE (40:7),-0.06056332770330975,8.269584201952949,0.010513382759313572,0.918332201483849,0.999979992308429,5,3,Genotype_ 5xFAD | Brain Region_ hippo,Genotype_ WT | Brain Region_ hippo,PE,197652.41479492188,175214.7928466797,51138.66367340088,183730.5733642578,185141.65380859372,153381.9522705078,183747.09313964844,166646.31176757812,76985.52502441406
PE (40:8),-0.042719440156876606,7.308143745470196,0.005225550021862091,0.9423727414184294,0.999979992308429,5,3,Genotype_ 5xFAD | Brain Region_ hippo,Genotype_ WT | Brain Region_ hippo,PE,98407.86682128906,87020.32666015625,43035.00347900391,69709.86474609375,70444.12469482422,83447.58660888672,89308.98571777344,69000.82531738281,73820.48571777344
PE (40:9),-0.06964038308257668,7.124539951529949,0.01390760181021733,0.9061227297899188,0.999979992308429,5,3,Genotype_ 5xFAD | Brain Region_ hippo,Genotype_ WT | Brain Region_ hippo,PE,79086.34606933594,74423.66540527344,41173.20315551758,64811.3447265625,57283.28399658203,76824.02557373047,73816.245849609375,62780.94445800781,68818.30487060547
PE (42:0),0.016728868175924352,6.814441826971206,7.985939188301927e-4,0.9774552585110375,0.999979992308429,5,3,Genotype_ 5xFAD | Brain Region_ hippo,Genotype_ WT | Brain Region_ hippo,PE,66080.86535644531,59434.92462158203,29048.88208770752,45102.64303588867,46999.22348022461,62103.08404541016,53817.16397094727,39326.183197021484,80385.34509277344
PE (42:1),-0.08211163498195197,6.96977716422398,0.019348010379076186,0.8893733995035145,0.999979992308429,5,3,Genotype_ 5xFAD | Brain Region_ hippo,Genotype_ WT | Brain Region_ hippo,PE,71771.68475341797,75580.82604980469,30013.60231781006,74227.6849975586,51678.72393798828,65519.50540161133,70196.28509521484,64567.984375,44949.74362182617
PE (42:10),-0.0810308847443472,7.375890722944137,0.01884112032894336,0.8908229464958427,0.999979992308429,5,3,Genotype_ 5xFAD | Brain Region_ hippo,Genotype_ WT | Brain Region_ hippo,PE,97350.0067138672,102713.34716796876,31958.66217041016,83381.54541015625,71539.98553466797,86566.56646728516,95764.58465576172,70341.48449707031,88553.50668334961
PE (42:11),-0.22314583204717475,9.165577694616838,0.14395136605799053,0.7043839953078267,0.999979992308429,5,3,Genotype_ 5xFAD | Brain Region_ hippo,Genotype_ WT | Brain Region_ hippo,PE,261159.31939697263,322813.0189819336,36101.68260192871,255497.31665039065,287462.3624267578,290554.81951904297,280566.17932128906,230996.53704833984,567797.3109130859
PE (42:2),-0.1497641407755008,7.361734873374441,0.06459827161097564,0.7993704833737096,0.999979992308429,5,3,Genotype_ 5xFAD | Brain Region_ hippo,Genotype_ WT | Brain Region_ hippo,PE,93406.8060913086,106673.62817382812,34152.78252410889,102453.62579345705,62101.70376586914,88260.82513427734,104298.94635009766,80198.26544189453,54594.463134765625
PE (42:2)_2,-0.12847708460783513,7.28421348372505,0.04748632830830957,0.827496446163145,0.999979992308429,5,3,Genotype_ 5xFAD | Brain Region_ hippo,Genotype_ WT | Brain Region_ hippo,PE,90418.56652832033,99823.04724121094,34159.762798309326,93389.54559326172,61070.22528076172,84549.60470581055,95178.58724975586,76725.82623291016,50915.143798828125
PE (42:3),0.054176211593368315,7.323283468712241,0.00835716536766995,0.9271608306419339,0.999979992308429,5,3,Genotype_ 5xFAD | Brain Region_ hippo,Genotype_ WT | Brain Region_ hippo,PE,114661.88806152344,92248.96618652344,38203.14283370972,65528.50469970703,70925.624755859375,80408.94598388672,86417.08514404297,64282.884033203125,82177.765625
PE (42:4),0.03595295290875759,6.635767024424266,0.003684429354279928,0.9515985295362476,0.999979992308429,5,3,Genotype_ 5xFAD | Brain Region_ hippo,Genotype_ WT | Brain Region_ hippo,PE,61351.56427001953,54260.00396728516,31433.162269592285,41475.04263305664,42793.28298950195,52088.6838684082,53156.463134765625,40667.0029296875,47901.96307373047
PE (42:5),0.07437466225658887,6.6917592700694515,0.01573097176833471,0.9001885453251963,0.999979992308429,5,3,Genotype_ 5xFAD | Brain Region_ hippo,Genotype_ WT | Brain Region_ hippo,PE,64100.84454345703,54428.82318115234,33997.26235961914,44696.863372802734,45748.54348754883,53057.16363525391,53827.3037109375,42839.32336425781,48342.28338623047
PE (42:6),0.07537014266197269,6.743095140102533,0.01615396494344168,0.8988626371808005,0.999979992308429,5,3,Genotype_ 5xFAD | Brain Region_ hippo,Genotype_ WT | Brain Region_ hippo,PE,66062.68426513672,60284.364196777344,31401.742126464844,45832.723236083984,50801.80337524414,55623.96380615234,55851.14392089844,43148.06314086914,51214.32336425781
PE (42:7),0.06210240036372467,6.914619929025643,0.010976063503974842,0.9165609262865905,0.999979992308429,5,3,Genotype_ 5xFAD | Brain Region_ hippo,Genotype_ WT | Brain Region_ hippo,PE,67824.44525146484,65919.064697265625,36794.06256103516,56035.14343261719,54087.56414794922,64177.40460205078,59271.9447631836,49385.68371582031,62931.244384765625
PE (42:9),-0.09161966540482616,7.3246656147788425,0.024100957071937046,0.8766283078805485,0.999979992308429,5,3,Genotype_ 5xFAD | Brain Region_ hippo,Genotype_ WT | Brain Region_ hippo,PE,96084.7260131836,91534.48724365234,34528.04281616211,96460.76690673828,69067.34558105469,84289.90618896484,92345.34600830078,79253.08590698242,60611.303955078125
PE (44:0),0.05172679737467411,6.30933786252792,0.007619363013873226,0.9304418270018969,0.999979992308429,5,3,Genotype_ 5xFAD | Brain Region_ hippo,Genotype_ WT | Brain Region_ hippo,PE,53505.18350219727,43218.403747558594,23450.14172744751,33127.402282714844,31173.482299804688,45336.58337402344,40328.282890319824,28529.60178375244,41320.12312316895
PE (44:1),0.09708578834760073,6.271736415981868,0.026767440871481085,0.8700400756065277,0.999979992308429,5,3,Genotype_ 5xFAD | Brain Region_ hippo,Genotype_ WT | Brain Region_ hippo,PE,50476.34410858154,39074.68257904053,24431.86181640625,30370.182159423828,31392.42214202881,39634.203125,36901.74275970459,29996.16241455078,46303.14366149902
PE (44:12),0.061259599915768,6.663666170991391,0.010680606800235637,0.9176875578250667,0.999979992308429,5,3,Genotype_ 5xFAD | Brain Region_ hippo,Genotype_ WT | Brain Region_ hippo,PE,66323.52410888672,53288.20373535156,28614.662071228027,45499.26318359375,43930.68313598633,54226.60452270508,51576.48370361328,39589.68264770508,52815.76443481445
PE (44:2),0.21123125886049496,6.346895505899335,0.1258006448115906,0.7228264391818533,0.999979992308429,5,3,Genotype_ 5xFAD | Brain Region_ hippo,Genotype_ WT | Brain Region_ hippo,PE,56689.60333251953,41544.003326416016,28594.201725006104,34562.64208984375,34012.002380371094,39453.70297241211,39591.76249694824,31088.20217895508,39921.40255737305
PE (44:3),0.10890019455322901,6.405475573021231,0.03365433865315026,0.8544440144828778,0.999979992308429,5,3,Genotype_ 5xFAD | Brain Region_ hippo,Genotype_ WT | Brain Region_ hippo,PE,51180.16342163086,42332.72326660156,27932.442138671875,35370.88250732422,36689.342346191406,43475.38265991211,41041.44250488281,32310.54214477539,49494.123046875
PE (44:4),0.11078055507211573,6.297213656661029,0.03482239343520632,0.8519683136684124,0.999979992308429,5,3,Genotype_ 5xFAD | Brain Region_ hippo,Genotype_ WT | Brain Region_ hippo,PE,50140.94329833984,40639.22268676758,28269.581775665283,29963.88192749023,33438.522216796875,40132.222747802734,42278.96273803711,28749.402114868164,39237.1830444336
PE (44:5),0.036702595544917574,6.433890171359357,0.0038394703678932274,0.950591930803033,0.999979992308429,5,3,Genotype_ 5xFAD | Brain Region_ hippo,Genotype_ WT | Brain Region_ hippo,PE,53839.04364013672,48734.98321533203,26877.54190063477,35554.302825927734,36290.16268920898,45982.8232421875,46399.4631652832,34264.0224609375,42072.36312866211
PE (44:6),0.02131564563142386,6.4877581685958585,0.0012961884235664911,0.971280272324973,0.999979992308429,5,3,Genotype_ 5xFAD | Brain Region_ hippo,Genotype_ WT | Brain Region_ hippo,PE,55680.90414428711,46228.063415527344,27094.461906433105,35394.98248291016,38968.92283630371,43923.80337524414,47911.403381347656,37634.0426940918,50487.563568115234
PE (44:7),-0.023139816870329167,6.541260685070232,0.0015314669335566578,0.9687835844304683,0.999979992308429,5,3,Genotype_ 5xFAD | Brain Region_ hippo,Genotype_ WT | Brain Region_ hippo,PE,54146.58349609375,47192.22329711914,29279.322265625,45718.023193359375,39101.48300170898,51300.06365966797,48806.60363769531,41128.662658691406,42247.16329956055
PE (44:8),0.01843608097728758,6.516078537777589,9.698012434000702e-4,0.9751565882253496,0.999979992308429,5,3,Genotype_ 5xFAD | Brain Region_ hippo,Genotype_ WT | Brain Region_ hippo,PE,57767.62411499024,49946.54360961914,28761.421920776367,39683.56268310547,35632.16271972656,50418.28308105469,46012.403259277344,38508.54254150391,44680.182678222656
PE (46:1),0.017514640589907832,6.032202190034089,8.753049331531315e-4,0.9763975874842131,0.999979992308429,5,3,Genotype_ 5xFAD | Brain Region_ hippo,Genotype_ WT | Brain Region_ hippo,PE,42830.04309082031,32985.762268066406,20710.401405334476,26916.96200561523,27062.701858520508,31876.08221435547,36917.66253662109,27632.481910705566,32585.64263916016
PE (52:4),0.20251757453710365,5.602556954430761,0.11569524001606624,0.7337510774325398,0.999979992308429,5,3,Genotype_ 5xFAD | Brain Region_ hippo,Genotype_ WT | Brain Region_ hippo,PE,31303.022232055664,25348.4416885376,18264.801345825195,21123.68147277832,21115.30145263672,24187.70178222656,23526.021484375,19176.801315307617,21515.601501464844
PEo (18:0),-0.18611256076352686,6.899844109491871,0.09994643426361449,0.751893924487239,0.999979992308429,5,3,Genotype_ 5xFAD | Brain Region_ hippo,Genotype_ WT | Brain Region_ hippo,PE,68434.84518432617,73352.38534545898,15873.121112823486,94478.68685913086,61698.66418457031,68088.34405517578,66571.08517456055,78378.76693725586,12523.880874633787
PEo (18:1),-0.45788187643223455,7.740288062472364,0.6125394237897126,0.43383327122749904,0.999979992308429,5,3,Genotype_ 5xFAD | Brain Region_ hippo,Genotype_ WT | Brain Region_ hippo,PE,88891.66566467285,142770.71334838867,5630.180393218994,245327.7536315918,74815.1655883789,109239.18850708008,135530.58767318726,190118.36892700195,2986.280235290528
PEo (20:0),-0.09464825831416178,6.093885821932892,0.025723274248662165,0.872577986584667,0.999979992308429,5,3,Genotype_ 5xFAD | Brain Region_ hippo,Genotype_ WT | Brain Region_ hippo,PE,36508.08193969727,35661.482421875,22160.401580810547,15283.621147155762,29335.7822265625,35613.00216674805,33182.06246948242,29272.562103271484,50394.444076538086
PEo (28:0),-0.04316529695233688,6.810872897544305,0.005335237357940059,0.941772131282079,0.999979992308429,5,3,Genotype_ 5xFAD | Brain Region_ hippo,Genotype_ WT | Brain Region_ hippo,PE,66828.90417480469,66795.44430541992,25904.281951904297,48961.7033996582,47881.92323303223,59239.76473999024,59535.46432495117,46987.74301147461,64770.42544555664
PEo (30:0),-0.48939249418317626,9.768299430833004,0.700640852124252,0.40256844240896245,0.999979992308429,5,3,Genotype_ 5xFAD | Brain Region_ hippo,Genotype_ WT | Brain Region_ hippo,PE,392232.9656066895,525280.4710388184,23502.06181335449,1027866.1252593994,263581.3807373047,378353.2616577149,578905.7716674805,822827.6024475098,42619.00257873535
PEo (32:1),0.08653420863251705,7.171477998707413,0.021279831948220362,0.8840192116311815,0.999979992308429,5,3,Genotype_ 5xFAD | Brain Region_ hippo,Genotype_ WT | Brain Region_ hippo,PE,81184.94616699219,76362.72442626953,48284.9035949707,66968.12506103516,61535.884765625,67421.98468017578,73580.26403808594,63721.384338378906,74534.8853149414
PEo (32:5),0.02192098318863925,6.510818110100892,0.0013708098522329237,0.9704655113125863,0.999979992308429,5,3,Genotype_ 5xFAD | Brain Region_ hippo,Genotype_ WT | Brain Region_ hippo,PE,52302.68395996094,46034.20330810547,28231.061798095703,43061.14297485352,43602.36289978027,51560.80325317383,46728.762786865234,37026.002502441406,42055.64291381836
PEo (34:0),-0.08835055496041301,6.87952880265,0.022407386686452452,0.8810084323092825,0.999979992308429,5,3,Genotype_ 5xFAD | Brain Region_ hippo,Genotype_ WT | Brain Region_ hippo,PE,67218.92413330078,63391.60482788086,27093.56212234497,57004.86404418945,55357.88400268555,59119.803955078125,60086.18377685547,60737.84414672852,61414.24447631836
PEo (34:1),-0.014605817052796767,7.1176425168931985,6.098693437763814e-4,0.9802978182479923,0.999979992308429,5,3,Genotype_ 5xFAD | Brain Region_ hippo,Genotype_ WT | Brain Region_ hippo,PE,78657.66473388672,70563.58502197266,29313.401958465576,66999.5837097168,69418.00555419922,63923.82458496094,71350.74481201172,63323.06378173828,89238.78762817383
PEo (34:2),-0.024464301295658557,7.294537543669573,0.0017119797228133393,0.9669960844913496,0.999979992308429,5,3,Genotype_ 5xFAD | Brain Region_ hippo,Genotype_ WT | Brain Region_ hippo,PE,93294.78701782228,84561.72573852539,31933.142013549805,97547.72811889648,76969.54638671875,76823.70556640625,85317.30572509766,78987.34591674805,64707.64520263672
PEo (34:3),0.05385173809034117,6.619792012142288,0.008257315321316128,0.9275960698647858,0.999979992308429,5,3,Genotype_ 5xFAD | Brain Region_ hippo,Genotype_ WT | Brain Region_ hippo,PE,58090.26452636719,57702.6044921875,25005.84161376953,45347.08282470703,46661.623291015625,51254.22296142578,50928.58319091797,39389.42266845703,51130.02337646485
PEo (34:4),-0.06782527527599046,6.73332453146566,0.01319056002225949,0.9085638874823587,0.999979992308429,5,3,Genotype_ 5xFAD | Brain Region_ hippo,Genotype_ WT | Brain Region_ hippo,PE,66599.54431152344,57064.104064941406,31786.362422943115,42283.68325805664,41446.3830871582,67384.94439697266,53790.38397216797,40294.30340576172,54821.24423217773
PEo (36:0),5.11252101730883e-4,6.554656206849232,7.465796443284489e-7,0.9993105892045038,0.999979992308429,5,3,Genotype_ 5xFAD | Brain Region_ hippo,Genotype_ WT | Brain Region_ hippo,PE,55579.62380981445,52393.543548583984,26786.70178985596,44015.74319458008,38816.04290771485,51120.86376953125,46126.7239074707,41524.72317504883,47888.66329956055
PEo (36:1),-0.05983431449601419,6.939510463183042,0.010261079192673606,0.9193147094178161,0.999979992308429,5,3,Genotype_ 5xFAD | Brain Region_ hippo,Genotype_ WT | Brain Region_ hippo,PE,78624.86639404297,68186.92483520508,27655.82179260254,61104.56430053711,61800.52429199219,64319.28472900391,65816.24432373047,63164.76403808594,46045.10409545898
PEo (36:2),0.02203088140436955,7.073899948580603,0.0013846123426048962,0.9703172626999951,0.999979992308429,5,3,Genotype_ 5xFAD | Brain Region_ hippo,Genotype_ WT | Brain Region_ hippo,PE,86115.74621582031,79278.64544677734,28715.342037200928,62982.884185791016,70934.02456665039,66350.66421508789,67611.78497314453,66696.0844116211,60238.78433227539
PEo (36:3),-0.15213584480826722,7.103314151029058,0.06666821904792641,0.7962510948074992,0.999979992308429,5,3,Genotype_ 5xFAD | Brain Region_ hippo,Genotype_ WT | Brain Region_ hippo,PE,90162.94595336914,77896.52615356445,24860.44164276123,65456.62390136719,69075.72525024414,74987.845458984375,76933.68505859375,71872.90441894531,54553.723693847656
PEo (36:4),-0.10580585236961162,7.0949828171038405,0.03216674667442021,0.8576621793633682,0.999979992308429,5,3,Genotype_ 5xFAD | Brain Region_ hippo,Genotype_ WT | Brain Region_ hippo,PE,90751.825927734375,81019.20614624023,25320.441844940186,63800.684967041016,65351.78482055664,75967.44512939453,79799.726318359375,60569.66442871094,58951.66506958008
PEo (36:5),-0.19117342887108135,6.772726354709029,0.10548193439490205,0.7453477152142475,0.999979992308429,5,3,Genotype_ 5xFAD | Brain Region_ hippo,Genotype_ WT | Brain Region_ hippo,PE,65726.00509643555,59482.58499145508,22330.481693267822,52713.86338806152,49022.36318969727,57460.804107666016,61903.16452026367,57476.10424804688,52111.863830566406
PEo (38:0),-0.3908845033734112,8.929651610463658,0.4451561393998418,0.5046442478420704,0.999979992308429,5,3,Genotype_ 5xFAD | Brain Region_ hippo,Genotype_ WT | Brain Region_ hippo,PE,248295.6967163086,311507.165222168,35859.18236923218,434109.3088378906,176599.2120361328,251507.4571533203,302816.6423339844,366533.798828125,98827.6455078125
PEo (38:1),1.4082040175244198e-5,7.158936475274292,6.288018994382583e-10,0.999979992308429,0.999979992308429,5,3,Genotype_ 5xFAD | Brain Region_ hippo,Genotype_ WT | Brain Region_ hippo,PE,84167.84533691406,78842.14636230469,38610.84281158447,68399.52453613281,68185.32489013672,71408.36505126953,75775.18572998047,67459.20495605469,64799.56494140625
PEo (38:2),0.06564891702427911,7.200512128575082,0.012263016461872667,0.9118237112694788,0.999979992308429,5,3,Genotype_ 5xFAD | Brain Region_ hippo,Genotype_ WT | Brain Region_ hippo,PE,103986.54620361328,80958.96423339844,38215.10263824463,70190.78576660156,65491.543884277344,76056.22564697266,71486.80529785156,68584.60485839844,62723.40478515625
PEo (38:3),0.05202702259954689,6.988750211617703,0.0077081711698383515,0.930038665146449,0.999979992308429,5,3,Genotype_ 5xFAD | Brain Region_ hippo,Genotype_ WT | Brain Region_ hippo,PE,82042.2865600586,74375.80487060547,35139.6026802063,55881.184478759766,59506.10467529297,65397.18395996094,64885.00408935547,57750.544342041016,53738.78381347656
PEo (38:4),-0.0444332466751445,7.588224094507233,0.005653830309483965,0.9400619840894989,0.999979992308429,5,3,Genotype_ 5xFAD | Brain Region_ hippo,Genotype_ WT | Brain Region_ hippo,PE,130877.2294921875,117602.40686035156,33944.762268066406,105482.54672241212,100034.32611083984,97347.30651855467,112377.72857666016,97944.74700927734,57848.88397216797
PEo (38:5),-0.11677950219768793,7.536974056910793,0.03920872848314616,0.8430357217259674,0.999979992308429,5,3,Genotype_ 5xFAD | Brain Region_ hippo,Genotype_ WT | Brain Region_ hippo,PE,121092.02825927734,105389.40771484376,29663.561908721924,106895.44869995116,106535.42791748048,82201.545166015625,116473.88897705078,111325.44873046876,47719.54364013672
PEo (38:6),-0.01660664430330288,7.67748266329043,7.885090785748616e-4,0.9775980233982786,0.999979992308429,5,3,Genotype_ 5xFAD | Brain Region_ hippo,Genotype_ WT | Brain Region_ hippo,PE,135226.8091430664,116059.1883544922,29924.90198898315,126103.1506652832,130335.78955078124,95076.48684692384,115633.60717773438,118123.86798095705,48624.98318481445
PEo (40:0),-0.04894011573647111,8.237797778941841,0.006860744317464307,0.9339870245247037,0.999979992308429,5,3,Genotype_ 5xFAD | Brain Region_ hippo,Genotype_ WT | Brain Region_ hippo,PE,189717.6336669922,172467.27172851562,51347.343868255615,182942.13348388672,181560.6749267578,138525.70959472656,184086.572265625,168456.8321533203,74184.26550292969
PEo (40:2),0.011637225053040516,6.991255995277482,3.8656697688566055e-4,0.9843135576753583,0.999979992308429,5,3,Genotype_ 5xFAD | Brain Region_ hippo,Genotype_ WT | Brain Region_ hippo,PE,75470.1650390625,70881.3451538086,36153.582458496094,55774.68371582031,54995.184143066406,67510.46453857422,66016.34460449219,52476.243591308594,67354.98455810547
PEo (40:3),-0.16294803019866563,7.317840368387709,0.07652453212349997,0.782063705811166,0.999979992308429,5,3,Genotype_ 5xFAD | Brain Region_ hippo,Genotype_ WT | Brain Region_ hippo,PE,98596.84716796876,91777.10650634766,33346.962268829346,89640.32452392578,63903.40478515625,86792.24627685547,91460.64599609376,83173.08697509766,62180.68426513672
PEo (40:4),-0.058664476507172506,7.305900652736763,0.009863225791377772,0.9208891420732553,0.999979992308429,5,3,Genotype_ 5xFAD | Brain Region_ hippo,Genotype_ WT | Brain Region_ hippo,PE,98214.52746582033,89598.7660522461,38826.08278656006,78298.72467041016,71622.3646850586,83108.26611328125,88600.82556152344,74809.42590332031,65576.48498535156
PEo (40:5),-0.12542721282778602,7.89011261607522,0.04525178400456298,0.8315417255050805,0.999979992308429,5,3,Genotype_ 5xFAD | Brain Region_ hippo,Genotype_ WT | Brain Region_ hippo,PE,139818.8900756836,130401.96868896484,40565.24291992188,124384.84704589844,129952.68920898438,117247.36853027344,133913.3706665039,126644.58758544922,103374.60748291016
PEo (40:6),-0.34410375979758245,10.435756956605934,0.34427269951993367,0.5573732605750014,0.999979992308429,5,3,Genotype_ 5xFAD | Brain Region_ hippo,Genotype_ WT | Brain Region_ hippo,PE,675794.8889160156,759719.2194824219,36789.18246459961,827124.1087036133,900752.5665893556,696891.048034668,744172.624206543,915760.4580078124,704991.9232788086
