lipid,logFC,logCPM,LR,PValue,FDR,Length1,Length2,Title_1,Title_2,type,DOD100-M1-WT-cortex10x_01202023,DOD99-M2-WT-cortex10x_01202023,M5FAD173-WT-Cortex10x_01192023,DOD100-M1-WT-diencephalon10x_01202023,DOD99-M2-WT-diencephalon10x_01202023,M5FAD173-WT-Diencephalon10x_01192023,10xBlank_01202023
PEp (42:0),-0.21497389276382486,7.023016061483745,0.12248451623046464,0.7263552986234844,0.9999394385425726,3,3,Genotype_ WT | Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,PE,55436.104095458984,64396.22424316406,52356.924072265625,70375.14422607422,66909.28503417969,64166.72396850586,65286.44451904297
PEp (42:4),-0.0643502453907554,6.867704268979332,0.010984319391667441,0.916529666603162,0.9999394385425726,3,3,Genotype_ WT | Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,PE,55114.82373046875,59375.62438964844,50245.883361816406,60382.684509277344,59181.14450073242,54499.86395263672,55964.783630371094
PG (14:0),0.29420275027902276,7.312185408737422,0.22922355833907204,0.6321001468186788,0.9999394385425726,3,3,Genotype_ WT | Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,PG,92057.68649291992,80660.38568115234,96692.30676269533,61639.36407470703,71233.14532470703,89454.2861328125,50930.9035949707
PG (18:4),0.026142880019598837,7.115941399916993,0.0018130681692127837,0.9660362285480714,0.9999394385425726,3,3,Genotype_ WT | Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,PG,70045.68469238281,77322.94515991211,57985.8836517334,58937.00390625,64064.14419555664,79660.66485595703,61716.084716796875
PG (20:0),0.1144926776488748,7.0964873602282585,0.034766014916840504,0.8520868127109833,0.9999394385425726,3,3,Genotype_ WT | Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,PG,75892.68557739258,69056.58480834961,68136.02557373047,61948.724517822266,61246.604919433594,75659.30575561523,52910.88430786133
PG (22:2),0.185337667453152,7.1008106872804655,0.09106307734919028,0.762829998363673,0.9999394385425726,3,3,Genotype_ WT | Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,PG,83179.98571777344,74684.48416137695,59362.9833984375,64401.98516845703,66228.8649597168,63082.68376159668,55415.843673706055
PG (24:0),0.25906832160331544,7.323196890716822,0.17781296131579438,0.6732595230488231,0.9999394385425726,3,3,Genotype_ WT | Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,PG,90739.64486694336,80734.3063659668,101787.96563720705,57251.0842590332,97977.98626708984,77918.72494506836,44715.28372192383
PG (24:1),0.11922020401846346,7.710434976321699,0.037696145482186694,0.8460545545123292,0.9999394385425726,3,3,Genotype_ WT | Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,PG,103270.78771972656,107933.9874267578,110757.42749023438,92905.20666503906,105148.50793457033,101908.18737792967,89024.44677734375
PG (26:0),-0.06672969948061246,7.090418353814693,0.011811664173364989,0.9134551313652532,0.9999394385425726,3,3,Genotype_ WT | Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,PG,62452.3642578125,62535.40435791016,59004.04357910156,58088.70440673828,57170.24365234375,78658.56594848633,77219.28582763672
PG (28:0),0.25781179944027843,10.6503611246503,0.17610100317779143,0.6747456128983405,0.9999394385425726,3,3,Genotype_ WT | Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,PG,818957.7813720703,891870.2127685547,904993.8998413086,538328.4263305664,622773.063659668,1031013.9747924804,642308.7884521484
PG (28:1),0.07493212654584794,7.168091812379734,0.014893650190515473,0.902867701088877,0.9999394385425726,3,3,Genotype_ WT | Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,PG,71089.1244506836,74185.76556396484,69193.70495605469,66117.46496582031,66095.12390136719,73219.505859375,66218.52410888672
PG (28:2),0.12278211800588057,6.868121437662765,0.03998015887748352,0.8415193797561312,0.9999394385425726,3,3,Genotype_ WT | Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,PG,49840.40347290039,54123.06405639648,51616.563537597656,44807.363189697266,48303.203552246094,51090.06314086914,85055.92672729492
PG (30:0),0.02257112603790021,7.341082601701544,0.0013515086202460225,0.9706740793664185,0.9999394385425726,3,3,Genotype_ WT | Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,PG,83002.365966796875,83474.965576171875,78109.966064453125,72160.88464355469,79109.26556396484,91742.30627441406,63750.92449951172
PG (30:1),0.0902313618434366,6.6359334772678,0.02159480574096051,0.8831701344495108,0.9999394385425726,3,3,Genotype_ WT | Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,PG,51745.68344116211,51292.80355834961,49604.723541259766,47028.323333740234,44048.48304748535,53536.66427612305,40275.58282470703
PG (30:2),0.02820848652981955,6.786945121346373,0.0021108624024464007,0.9633547865300008,0.9999394385425726,3,3,Genotype_ WT | Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,PG,52254.52365112305,57778.74432373047,51340.64407348633,51810.54397583008,51573.5231628418,56091.14419555664,52244.96357727051
PG (30:3),0.07462656468497246,7.060576415873894,0.014772405414078094,0.9032619206428749,0.9999394385425726,3,3,Genotype_ WT | Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,PG,70875.1044921875,62135.584564208984,70677.964599609375,47844.06344604492,62687.1442565918,84933.68667602539,53280.26364135742
PG (30:4),0.04797152396712656,6.573654615686041,0.006104496187049335,0.9377236291005787,0.9999394385425726,3,3,Genotype_ WT | Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,PG,49336.36349487305,50233.30279541016,40374.5828704834,44217.262298583984,44229.783294677734,48141.243591308594,45092.143463134766
PG (32:0),0.0176158081510381,7.613272086316897,8.232328873418737e-4,0.9771102086962141,0.9999394385425726,3,3,Genotype_ WT | Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,PG,99233.5284423828,101251.18731689452,100266.4672241211,86060.94647216797,93189.24645996094,120055.34701538086,68149.18524169922
PG (32:1),0.21153570184456807,7.083978009785524,0.11860221723645736,0.7305554699486131,0.9999394385425726,3,3,Genotype_ WT | Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,PG,78819.50534057617,70659.54550170898,77277.00698852539,61925.564453125,72009.84506225586,65136.56423950195,39920.783111572266
PG (32:2),0.5928157106178361,9.57348835037074,0.9258467389108771,0.3359444779675814,0.9999394385425726,3,3,Genotype_ WT | Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,PG,589981.5108642578,415399.5427246094,541513.5987548828,387149.0864257813,461732.9279785156,209519.27392578125,62236.564208984375
PG (32:3),0.06233357295201179,6.893399186853152,0.010306725192549493,0.9191360602613059,0.9999394385425726,3,3,Genotype_ WT | Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,PG,59693.72412109375,62462.1242980957,61810.944763183594,55383.4241027832,59053.22378540039,63486.364349365234,43656.64297485352
PG (32:4),0.13801112553969547,7.110600419017137,0.050509953393429896,0.8221782809735385,0.9999394385425726,3,3,Genotype_ WT | Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,PG,78088.70602416992,70382.2855834961,74951.60479736328,65135.10385131836,69293.24423217773,71438.1047668457,43767.94314575195
PG (32:5),-0.11474720176308265,6.907955126075381,0.03492043895604981,0.851762473130016,0.9999394385425726,3,3,Genotype_ WT | Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,PG,56942.42364501953,58152.703552246094,54420.323791503906,69036.98474121094,59599.624603271484,56953.104248046875,52170.14404296875
PG (34:0),-4.546979304742323e-4,6.984697797463607,5.484098437591456e-7,0.9994091290444808,0.9999394385425726,3,3,Genotype_ WT | Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,PG,63582.74481201172,66039.24533081055,60277.36456298828,58813.623962402344,60293.164489746094,72317.00527954102,49477.183349609375
PG (34:1),0.004041270631535094,7.439749967074974,4.332656737915386e-5,0.9947481287987978,0.9999394385425726,3,3,Genotype_ WT | Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,PG,94625.0069580078,84263.34558105469,87044.42694091797,92546.8056640625,90451.7862548828,86161.506591796875,58451.984619140625
PG (34:2),0.05497691997025851,6.938748455774144,0.008017623439741321,0.9286518257665292,0.9999394385425726,3,3,Genotype_ WT | Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,PG,61865.78451538086,64478.34426879883,62402.364517211914,58951.363708496094,60949.6643371582,63638.90447998047,45983.30322265625
PG (34:3),0.0858727594604457,6.949474099205098,0.019559497674208608,0.8887743400384533,0.9999394385425726,3,3,Genotype_ WT | Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,PG,62944.06396484375,67213.66467285156,59389.144104003906,59029.723876953125,60156.80432128906,61119.82482910156,50424.14373779297
PG (34:4),0.04039180409157819,6.794228503267907,0.004327932944306667,0.9475473846769593,0.9999394385425726,3,3,Genotype_ WT | Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,PG,54064.4638671875,62481.96432495117,51124.52349853515,50943.86380004883,56303.083984375,57067.52410888672,45698.94369506836
PG (34:5),4.633974407620918e-5,7.643762353905752,5.761194188380614e-9,0.9999394385425726,0.9999394385425726,3,3,Genotype_ WT | Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,PG,98848.58682250977,113697.42837524414,93091.48733520508,91123.22644042967,107448.30584716795,109511.1272277832,70728.80438232422
PG (34:5)_2,0.029830429057652676,7.57433334905971,0.002360646818829082,0.9612488382399705,0.9999394385425726,3,3,Genotype_ WT | Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,PG,93951.42669677734,105226.00897216795,93001.22705078124,85250.4059753418,105301.64752197266,98670.8664855957,70120.16534423828
PG (34:6),0.09511763743153939,6.968279683911532,0.023996882679867326,0.8768928435639068,0.9999394385425726,3,3,Genotype_ WT | Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,PG,62492.80480957031,64966.92462158203,65746.0041809082,61748.304443359375,60929.28512573242,60219.76390075683,49891.1640625
PG (36:0),0.1963926869542024,8.169448215797038,0.10224460205972719,0.7491524718526296,0.9999394385425726,3,3,Genotype_ WT | Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,PG,161425.8114013672,161855.33044433594,137429.3504638672,138971.9110107422,133008.84814453125,134365.41009521484,112770.00897216795
PG (36:1),0.019060639203967195,9.179831469412498,9.638341725803912e-4,0.9752331107932624,0.9999394385425726,3,3,Genotype_ WT | Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,PG,429031.01171875,309153.0009765625,186507.41333007812,432836.1142578125,308539.82080078125,191490.91357421875,142614.4111328125
PG (36:2),0.1287530815425165,8.637242230835213,0.04396423100206448,0.8339201748960752,0.9999394385425726,3,3,Genotype_ WT | Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,PG,312738.2443847656,219512.89697265625,141173.46923828125,282126.40283203125,230261.67651367188,119517.82763671876,75807.625
PG (36:3),0.11265908288342684,6.961959087604808,0.03366150909605771,0.8544286823116258,0.9999394385425726,3,3,Genotype_ WT | Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,PG,67619.905029296875,70320.925048828125,57461.044189453125,60058.06451416016,61693.52490234375,60826.74398803711,47194.82287597656
PG (36:4),0.11259242905401785,7.20933884529086,0.03362195051954586,0.8545132893264905,0.9999394385425726,3,3,Genotype_ WT | Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,PG,74410.66467285156,80452.54571533203,71613.40441894531,66605.70458984375,71065.82586669922,73727.0849609375,64116.624450683594
PG (36:5),-0.009173559628762108,6.769568885054724,2.2324568885778717e-4,0.9880789243737738,0.9999394385425726,3,3,Genotype_ WT | Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,PG,50790.56378173828,57807.28387451172,54978.50360107422,52785.604095458984,53252.523681640625,59748.623626708984,42303.02325439453
PG (36:6),-0.029609814558365304,6.8160748187210904,0.0023258057390194153,0.9615356445735529,0.9999394385425726,3,3,Genotype_ WT | Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,PG,50681.82357788086,64160.32427978515,58855.88381958008,54585.303649902344,52177.62341308594,70817.20590209961,35202.042388916016
PG (36:7),0.153807510361716,7.079417371058583,0.06272829983643646,0.8022345855587999,0.9999394385425726,3,3,Genotype_ WT | Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,PG,79149.00595092773,69147.34451293945,72932.4455871582,64965.86462402344,69992.90530395508,67029.74417114258,40557.30270385742
PG (36:8),0.47092675343121126,9.046082706747708,0.5857578118375386,0.44406425104938957,0.9999394385425726,3,3,Genotype_ WT | Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,PG,386411.1553955078,297908.6530761719,344737.4437866211,274496.64221191406,330747.1040649414,158835.33087158203,56242.584411621094
PG (38:0) | PGp (40:6),0.20024068486086372,8.231275292153319,0.10628759226983675,0.7444109036414837,0.9999394385425726,3,3,Genotype_ WT | Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,PG,190174.71356201172,169809.42895507812,170645.83209228516,178780.8350830078,187513.81198120117,105925.58773803712,45743.74346923828
PG (38:1),0.04800042270535072,7.665773766997914,0.006112114986535744,0.9376848578462771,0.9999394385425726,3,3,Genotype_ WT | Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,PG,121216.64819335938,109294.20849609376,98048.486572265625,119056.64770507812,114817.3272705078,89344.10607910156,49655.80303955078
PG (38:2),-0.011669626992490974,8.051543620764049,3.6127476141700754e-4,0.9848353383940859,0.9999394385425726,3,3,Genotype_ WT | Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,PG,145187.01055908203,147819.08984375,139263.43008422852,152019.31030273438,182344.57415771484,109882.30865478516,48587.86279296875
PG (38:3),-0.007607290594423233,7.228361475224576,1.5352377386079752e-4,0.990114087369708,0.9999394385425726,3,3,Genotype_ WT | Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,PG,80991.42547607422,79192.40533447266,72152.52508544922,81596.04498291016,83887.6265258789,71429.86563110352,45920.02325439453
PG (38:4),0.08335724617032221,7.781893163450869,0.018430987696774537,0.8920104018745865,0.9999394385425726,3,3,Genotype_ WT | Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,PG,136480.009765625,119284.06762695312,99562.02746582033,136852.609375,112404.96801757812,91493.54626464844,61057.764404296875
PG (38:5),0.073900741856434915,7.115945876711229,0.01448652932978689,0.904197977261429,0.9999394385425726,3,3,Genotype_ WT | Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,PG,73184.16552734375,75128.88568115234,69885.64471435547,66843.80450439453,69600.34539794922,72984.76446533203,46921.72302246094
PG (38:6),0.02173715577393896,7.18197455221217,0.0012534786037292633,0.9717571966680514,0.9999394385425726,3,3,Genotype_ WT | Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,PG,72126.76470947266,79418.06610107422,78120.3251953125,75297.84487915039,74013.30462646484,78882.544921875,41587.902740478516
PG (38:7),0.37367297155067064,8.570185423688491,0.3694037011873661,0.5433294815947278,0.9999394385425726,3,3,Genotype_ WT | Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,PG,235200.4008178711,222099.0767211914,259120.66076660156,192790.80987548828,224844.33532714844,146758.23376464844,47670.643798828125
PG (38:8),-0.00711858549975309,7.0943135096743255,1.3443147465252991e-4,0.9907491676075599,0.9999394385425726,3,3,Genotype_ WT | Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,PG,68125.20458984375,72014.1049194336,70646.2240600586,68165.92510986328,75422.54528808594,70759.244873046875,43721.88293457031
PG (38:9),0.0833183277515401,7.481277658122701,0.018413660269004595,0.892060864705511,0.9999394385425726,3,3,Genotype_ WT | Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,PG,91124.20709228516,100291.76586914062,98773.00704956056,88645.16540527344,99468.36779785156,89047.78598022461,48835.36358642578
PG (40:0) | PGp (42:6),0.2508010207255762,9.477851576639448,0.16666448361138464,0.6830933610410381,0.9999394385425726,3,3,Genotype_ WT | Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,PG,386680.98541259766,375699.0263671875,301134.34674072266,245571.67846679688,284757.35888671875,370156.6664428711,414513.41119384766
PG (40:0) | PGp (42:6)_2,0.19193818536741855,9.345460269696215,0.09766363274684409,0.7546515874651378,0.9999394385425726,3,3,Genotype_ WT | Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,PG,328446.0856323242,351540.8924560547,273542.41900634766,235521.25915527344,249574.17474365231,352662.24353027344,379299.68127441406
PG (40:1),-0.01578806602413952,6.863287264520959,6.612502952521027e-4,0.9794848290523871,0.9999394385425726,3,3,Genotype_ WT | Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,PG,60631.38446044922,59966.364318847656,56693.104064941406,56785.84405517578,60133.38409423828,64269.96405029297,39614.50277709961
PG (40:10),0.7796177836948904,9.200592170050301,1.593232742154214,0.20686487254710248,0.9999394385425726,3,3,Genotype_ WT | Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,PG,347433.8899536133,317825.1064453125,599872.6474609375,148833.0092163086,349165.94775390625,257394.07998657227,41414.763244628906
PG (40:2),0.028816475862136915,8.575388446614824,0.0022029385654604994,0.96256465638301,0.9999394385425726,3,3,Genotype_ WT | Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,PG,152889.55078125,185994.95513916016,283149.9178466797,98239.52685546876,170979.5723876953,340107.0608520508,82514.9857788086
PG (40:3),-0.061100240114713454,7.0599002062860245,0.009902999528776497,0.920730318952453,0.9999394385425726,3,3,Genotype_ WT | Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,PG,67243.22509765625,69096.68505859375,63756.14483642578,73830.7456665039,69079.66436767578,68091.9446105957,45485.20330810547
PG (40:4),0.042794268592547695,7.7197753412486,0.004858217014771071,0.9444317165568451,0.9999394385425726,3,3,Genotype_ WT | Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,PG,131304.76879882812,111929.42785644533,89779.006591796875,136078.26928710938,103473.0281982422,88710.42663574219,62290.7841796875
PG (40:5),0.0678175650621692,8.299650623026457,0.01220030157128349,0.9120485558067658,0.9999394385425726,3,3,Genotype_ WT | Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,PG,214803.2353515625,155818.65063476562,134482.56872558594,214730.83447265625,145948.81103515625,130077.3895263672,85592.88562011719
PG (40:6),0.05240186792944057,10.865160618098018,0.007284560881089419,0.9319834292364808,0.9999394385425726,3,3,Genotype_ WT | Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,PG,1454527.33203125,905678.443359375,705732.9873046875,1507705.8779296875,885874.5595703125,632660.005859375,353904.54736328125
PG (40:7),-0.05051962491039578,7.498706110925071,0.006770451989268622,0.9344218663734677,0.9999394385425726,3,3,Genotype_ WT | Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,PG,95819.58770751952,97777.5267944336,87491.78662109375,104822.06811523438,104698.54748535156,85600.54602050781,48032.46319580078
PG (40:8),-0.10696032818359946,7.174010249715632,0.030343214619733768,0.8617137564681575,0.9999394385425726,3,3,Genotype_ WT | Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,PG,70589.02517700195,76690.04595947266,71536.7844543457,74617.3256225586,88821.12512207031,75270.48425292969,40546.40286254883
PG (40:9),0.1681158307112195,7.1764262588500545,0.07493537810091766,0.7842819223883735,0.9999394385425726,3,3,Genotype_ WT | Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,PG,73295.86639404297,78606.86535644531,84672.28698730469,66907.54553222656,77307.64636230469,69086.00448608398,46388.383697509766
PG (42:0),0.22057527167469926,8.143791760583046,0.1289484984263254,0.7195247725011156,0.9999394385425726,3,3,Genotype_ WT | Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,PG,191951.00843811035,118242.12942504884,170693.11334228516,60730.363830566406,141756.80856323242,217045.31257629397,68010.10345458984
PG (42:1),0.046469872927847836,6.672982594414253,0.005728372001227555,0.9396689070390193,0.9999394385425726,3,3,Genotype_ WT | Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,PG,50540.444091796875,54373.26290893555,56178.68392944336,52285.224029541016,45261.36364746094,59353.02442932129,31529.662155151367
PG (42:10),0.047026592896848116,6.970365726122313,0.00586648308157578,0.9389473515068301,0.9999394385425726,3,3,Genotype_ WT | Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,PG,60959.76477050781,63663.584869384766,55439.14297485352,56988.463806152344,56950.963806152344,61894.284576416016,65537.6849975586
PG (42:11),0.0535083050361519,8.968449062710985,0.007595304408823722,0.9305514527321928,0.9999394385425726,3,3,Genotype_ WT | Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,PG,211025.7693786621,205345.1366882324,192983.83486938477,159590.43127441406,173374.3127746582,257570.59176635745,425765.8896789551
PG (42:2),0.23337324774670942,6.821564291837663,0.14432409225878473,0.7040195669697754,0.9999394385425726,3,3,Genotype_ WT | Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,PG,61565.16424560547,62189.46389770508,65301.14498901367,46682.3434753418,53564.103515625,62149.844787597656,35810.40270996094
PG (42:3),0.42926319613279146,8.533797834064327,0.48705658137623686,0.4852432422450424,0.9999394385425726,3,3,Genotype_ WT | Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,PG,244389.21502685547,191108.21502685547,255126.0132446289,85029.10598754883,169165.3916015625,264390.27673339844,68653.12451171875
PG (42:4),0.14754266718874529,6.58341039771702,0.05772329850742608,0.8101312335662566,0.9999394385425726,3,3,Genotype_ WT | Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,PG,46201.92303466797,49291.34387207031,60225.58432006836,42988.94256591797,43789.843322753906,54926.94329833984,30665.162048339844
PG (42:5),0.052126815258668434,6.571457007075038,0.0072078073696211185,0.9323418405235177,0.9999394385425726,3,3,Genotype_ WT | Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,PG,44851.36322021485,52950.54333496094,49600.5637512207,44707.50329589844,50938.74362182617,47873.883728027344,34417.342712402344
PG (42:6),0.13578944423221206,7.456304383437137,0.048898010772973066,0.8249920324115009,0.9999394385425726,3,3,Genotype_ WT | Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,PG,111978.44787597656,96676.708740234375,86121.02471923828,101639.36755371094,103990.80810546876,68201.84521484375,39467.10256958008
PG (42:7),0.00623306404851656,6.757745151758535,1.03064909353634e-4,0.9918999441330381,0.9999394385425726,3,3,Genotype_ WT | Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,PG,55914.76446533203,52699.023986816406,54640.36395263672,51237.02395629883,52168.983825683594,60893.08416748047,40694.88275146485
PG (42:8),-0.0116296869497318,7.020756493111204,3.587961399489359e-4,0.9848874422786171,0.9999394385425726,3,3,Genotype_ WT | Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,PG,63201.343505859375,67711.52502441406,68634.38497924805,62403.044921875,62190.14422607422,77945.88589477539,42254.74349975586
PG (42:9),0.02687382723905042,7.643019393318556,0.0019159058674631524,0.9650868941572192,0.9999394385425726,3,3,Genotype_ WT | Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,PG,98093.306884765625,111742.00793457033,117689.04864501952,101952.6469116211,97977.24578857422,123386.61059570312,41169.52258300781
PG (44:0),-0.05289592210505911,6.062032584120399,0.007421832124919092,0.9313471326760865,0.9999394385425726,3,3,Genotype_ WT | Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,PG,32861.7825012207,32521.52227783203,33691.542541503906,34965.44259643555,33262.96224975586,35666.96252441406,24744.54190063477
PG (44:1),-0.019739293250047446,6.0356521703323684,0.0010335917454540322,0.9743528111959535,0.9999394385425726,3,3,Genotype_ WT | Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,PG,29842.182052612305,34037.30229187012,32411.2022895813,31198.04219055176,33282.902084350586,33987.62259674072,28024.14193725586
PG (44:10),-0.03848849337488274,7.031117643548915,0.003929726058686356,0.950015329760447,0.9999394385425726,3,3,Genotype_ WT | Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,PG,75505.92578125,67778.64581298828,57772.48425292969,78740.9857788086,65068.80432128906,65297.764404296875,38662.6628112793
PG (44:12),0.02641240633275091,6.946376647003259,0.0018506395572330803,0.9656863399199817,0.9999394385425726,3,3,Genotype_ WT | Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,PG,80839.92565917969,61501.40411376953,50526.483642578125,77035.52551269531,62287.16400146485,53533.223388671875,36960.40249633789
PG (44:2),0.026241837134838606,6.25997360660069,0.0018267477623794548,0.9659084187601558,0.9999394385425726,3,3,Genotype_ WT | Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,PG,37004.942321777344,39444.44257354736,38754.9227104187,37355.402976989746,33939.68244934082,42575.04299926758,31114.98211669922
PG (44:3),0.026502429430542783,6.105839516446323,0.00186318948632902,0.9655702611550719,0.9999394385425726,3,3,Genotype_ WT | Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,PG,32100.20236968994,35796.282653808594,35820.062576293945,36100.4821395874,29534.821868896484,36767.962982177734,27819.921768188477
PG (44:4),0.09529564873284409,6.147641122909444,0.024085750401582118,0.8766669235678562,0.9999394385425726,3,3,Genotype_ WT | Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,PG,36113.30276489258,35939.44256591797,36859.12268066406,31918.322357177734,35511.52276611328,35768.102447509766,28805.081985473633
PG (44:5),0.0684648339898647,6.089892169065029,0.012433317860995885,0.9112160685983016,0.9999394385425726,3,3,Genotype_ WT | Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,PG,34946.762603759766,35725.982360839844,36506.70275878906,32406.202529907227,34901.16226196289,36045.62239074707,22608.84161376953
PG (44:6),-0.046888247400396744,6.212118631516541,0.005831816120007716,0.939127657362865,0.9999394385425726,3,3,Genotype_ WT | Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,PG,35425.34240722656,38206.00277709961,35387.64245605469,35133.322357177734,36211.682540893555,42121.50277709961,29619.32179260254
PG (44:7),0.14411894645648798,6.2510147098266495,0.055075395353753706,0.8144559659715495,0.9999394385425726,3,3,Genotype_ WT | Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,PG,39800.88275146485,41860.48272705078,37747.86277770996,36157.48257446289,34939.702545166016,37912.96269226074,30537.3224029541
PG (44:8),0.06647715844190533,6.2819710230155765,0.011722064919041486,0.9137827206856264,0.9999394385425726,3,3,Genotype_ WT | Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,PG,38250.26290893555,40996.06311035156,42299.7428894043,36939.80267333984,36329.3825378418,43682.42297363281,27194.722106933594
PGo (20:0),0.16168048601426396,7.386238058767427,0.06931101138980011,0.7923426001178199,0.9999394385425726,3,3,Genotype_ WT | Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,PG,107032.38772583008,112998.56848144533,2096.8401527404785,95003.36639404295,104923.28881835938,3931.280323028565,129101.58911132812
PGo (28:0),0.06874204692451041,6.5010805519846215,0.012534458818663552,0.9108571861277613,0.9999394385425726,3,3,Genotype_ WT | Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,PG,45792.54333496094,47109.96301269531,43562.302978515625,40495.5032043457,43321.10287475586,47538.78332519531,39178.362701416016
PGo (30:0),0.38390154528536663,7.657353209831398,0.3898379595179904,0.5323845893813541,0.9999394385425726,3,3,Genotype_ WT | Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,PG,124834.84765625,118421.48690795898,129981.07046508788,98987.4676513672,111013.54626464844,81314.30645751953,36833.5026550293
